,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
246906001,505,481,418,371,251,1775,16,684,117,151,705,19,20.1,20.1,10.4,49363,106.3,246,N,95.7,246906001,246906
246907001,112,101,94,83,16,390,4,198,21,39,199,13.1,12.2,13.4,8.4,48127,32.6,246,N,96.5,246907001,246907
246908001,297,263,274,252,8,1086,4,854,52,75,204,17.8,21,20.7,14.3,47452,70,246,N,96.3,246908001,246908
246909001,896,791,731,712,164,3130,216,1759,275,169,421,19.3,18.8,19.4,11.5,52831,200.8,246,N,95.8,246909001,246909
246909003,677,724,659,649,96,2709,788,1238,553,135,359,17.2,15.1,15.3,12.9,54459,169.3,246,N,96.8,246909003,246909
246909004,722,687,627,589,270,2625,455,1128,202,226,581,16.1,17.5,17.6,12.7,54519,176.8,246,N,96,246909004,246909
246909007,752,675,644,529,418,2600,120,794,128,270,1053,16.2,17,16.3,10.4,52706,174,246,N,95.1,246909007,246909
246909008,751,716,648,631,385,2746,147,1056,247,230,796,17,18.7,18.1,8.5,51244,177.4,246,N,95,246909008,246909
246909011,30,85,113,137,41,365,9,108,3,13,167,7.4,5.7,2.4,14.5,52560,26,246,N,84.6,246909011,246909
246911001,301,249,198,248,103,996,4,284,62,102,515,14,14.9,18.6,10,46197,84,246,N,95.2,246911001,246911
246912001,58,56,48,55,2,217,0,155,22,18,61,10.3,13.3,15.8,11.6,43747,18.3,246,N,95.9,246912001,246912
246913001,628,594,547,417,120,2186,46,1228,433,249,681,17.8,18.8,18,13.1,51808,142.3,246,N,93.9,246913001,246913
246913002,518,467,503,461,57,1949,112,1345,524,164,174,18.9,25.4,27.1,14.4,51300,116.1,246,N,95.4,246913002,246913
246913003,604,571,551,524,124,2250,190,1326,413,235,375,21,23.3,24.7,12.9,51355,138.9,246,N,95.6,246913003,246913
246913004,616,627,604,544,156,2391,55,1384,406,283,548,18,20.8,22.9,10.1,49493,158.1,246,N,94.6,246913004,246913
246913005,660,570,557,468,59,2255,203,1557,628,109,134,19.8,24.1,23.5,8.2,48510,131.8,246,N,94.2,246913005,246913
247901001,317,332,291,270,23,1210,3,410,59,142,498,12.2,13.3,12.7,12.6,50355,75.1,247,N,95.5,247901001,247901
247903001,277,283,270,228,4,1058,4,736,77,103,218,19,22.4,23.7,12.7,52500,66.6,247,N,95.6,247903001,247903
247904001,62,71,75,39,1,247,1,133,22,20,78,10.6,10.4,11.8,11.8,46315,25.8,247,N,96.4,247904001,247904
247906001,59,72,48,57,2,236,1,125,22,32,110,9.6,13.1,13.1,13.9,46401,27,247,N,96,247906001,247906
248901001,116,86,83,86,7,371,4,77,18,34,211,14.1,12.9,16.4,12.7,51492,32.3,248,N,93,248901001,248901
249901001,58,60,55,44,7,217,1,179,32,17,50,8.5,8.4,10.5,9.4,45194,23.4,249,N,95.6,249901001,249901
249902001,105,90,62,87,3,344,2,280,29,33,135,14.8,11.9,14.5,10.6,48504,31.6,249,N,94.2,249902001,249902
249903001,172,178,137,155,7,642,3,331,31,61,330,12.2,15.2,15.4,10.2,49668,51.4,249,N,95.7,249903001,249903
249904001,57,41,44,55,2,197,0,146,10,17,98,8.2,11.1,8.5,12.7,52282,17.6,249,N,95,249904001,249904
249905001,256,234,216,203,9,909,4,598,116,71,338,19.5,22.3,23.7,12.7,52653,58.5,249,N,95.6,249905001,249905
249906001,90,86,93,77,1,346,0,292,51,26,75,15,15,15,19.1,52024,29.5,249,N,96.6,249906001,249906
250902001,71,51,58,40,25,220,0,172,18,18,110,13.5,12.4,12.2,14.1,47992,21.7,250,N,94.7,250902001,250902
250903001,136,106,107,94,31,443,7,267,34,47,246,10.1,11.3,16.1,16.8,47449,42.9,250,N,95.2,250903001,250903
250904001,88,76,89,68,4,321,0,248,14,22,152,13.9,15.3,19.1,10.7,44910,31.3,250,N,95.9,250904001,250904
250907001,124,119,104,80,7,427,10,341,27,25,179,14.8,17.2,15.6,13.8,45293,32.3,250,N,96.6,250907001,250907
251901001,133,141,130,113,0,517,2,120,26,31,209,14.5,16.5,18.4,17.4,53092,38.3,251,N,96.6,251901001,251901
251902001,35,36,31,25,1,127,2,41,16,9,68,6.1,10.8,12.4,13.1,50623,13.1,251,N,97.1,251902001,251902
252901001,183,193,161,155,6,692,5,488,26,58,274,13.1,16.8,16.8,17.4,48495,51,252,N,95.2,252901001,252901
252903001,56,47,45,42,5,190,1,108,13,23,76,8.9,10.8,10.7,13.4,41865,24.3,252,N,95.1,252903001,252903
253901001,250,238,248,240,1,976,0,9,95,84,781,18.8,17.9,16.2,14.8,54768,65,253,N,88.4,253901001,253901
254901001,142,129,125,117,3,513,0,3,33,50,261,16,19,19.1,13,44640,35.4,254,N,91.3,254901001,254901
