,SAT_avg,ACT_avg,SAT/ACT_pct,DISTRICT
108808,.,.,.,108808
108902,16.5,16.5,16.5,108902
108903,16.3,16.3,16.3,108903
108904,17.1,17.1,17.1,108904
108905,15.7,15.7,15.7,108905
108906,18.6,18.6,18.6,108906
108907,17.8,17.8,17.8,108907
108908,17.3,17.3,17.3,108908
108909,16.9,16.9,16.9,108909
108910,17.3,17.3,17.3,108910
108911,18.4,18.4,18.4,108911
108912,17.1,17.1,17.1,108912
108913,17.3,17.3,17.3,108913
108914,16.6,16.6,16.6,108914
108915,.,.,.,108915
108916,15.9,15.9,15.9,108916
109901,21.9,21.9,21.9,109901
109902,18.8,18.8,18.8,109902
109903,20.3,20.3,20.3,109903
109904,18.7,18.7,18.7,109904
109905,18.8,18.8,18.8,109905
109907,18.8,18.8,18.8,109907
109908,.,.,.,109908
109910,.,.,.,109910
109911,21.4,21.4,21.4,109911
109912,-1,-1,-1,109912
109913,19.6,19.6,19.6,109913
109914,-1,-1,-1,109914
110901,17.8,17.8,17.8,110901
110902,20.1,20.1,20.1,110902
110905,19.2,19.2,19.2,110905
110906,20.6,20.6,20.6,110906
110907,20.9,20.9,20.9,110907
110908,22.3,22.3,22.3,110908
111901,21.7,21.7,21.7,111901
111902,-1,-1,-1,111902
111903,19.6,19.6,19.6,111903
112901,21.2,21.2,21.2,112901
112905,22,22,22,112905
112906,20.6,20.6,20.6,112906
112907,17.9,17.9,17.9,112907
112908,22,22,22,112908
112909,-1,-1,-1,112909
112910,.,.,.,112910
113901,18.3,18.3,18.3,113901
113902,19.7,19.7,19.7,113902
113903,19.7,19.7,19.7,113903
113905,17.2,17.2,17.2,113905
113906,16.9,16.9,16.9,113906
114901,21,21,21,114901
114902,20.6,20.6,20.6,114902
114904,21.7,21.7,21.7,114904
115901,14.8,14.8,14.8,115901
115902,.,.,.,115902
115903,17.7,17.7,17.7,115903
116801,.,.,.,116801
116901,19.8,19.8,19.8,116901
116902,20.2,20.2,20.2,116902
116903,18.9,18.9,18.9,116903
116905,19.4,19.4,19.4,116905
116906,20.3,20.3,20.3,116906
116908,17.9,17.9,17.9,116908
116909,20.7,20.7,20.7,116909
116910,18.8,18.8,18.8,116910
116915,19.5,19.5,19.5,116915
116916,20.5,20.5,20.5,116916
117901,21.9,21.9,21.9,117901
117903,20.7,20.7,20.7,117903
117904,20.9,20.9,20.9,117904
117907,.,.,.,117907
118902,20.9,20.9,20.9,118902
119901,-1,-1,-1,119901
119902,21.4,21.4,21.4,119902
119903,-1,-1,-1,119903
120901,20.2,20.2,20.2,120901
120902,20.1,20.1,20.1,120902
120905,20.3,20.3,20.3,120905
121902,17.7,17.7,17.7,121902
121903,19.3,19.3,19.3,121903
121904,18.3,18.3,18.3,121904
121905,19.3,19.3,19.3,121905
121906,.,.,.,121906
122901,20.6,20.6,20.6,122901
122902,-1,-1,-1,122902
123801,.,.,.,123801
123803,.,.,.,123803
123804,-1,-1,-1,123804
123805,.,.,.,123805
123806,.,.,.,123806
123905,21.3,21.3,21.3,123905
123907,16.6,16.6,16.6,123907
123908,20.9,20.9,20.9,123908
123910,18.4,18.4,18.4,123910
123913,17.5,17.5,17.5,123913
123914,21.3,21.3,21.3,123914
124901,16.8,16.8,16.8,124901
125901,17.5,17.5,17.5,125901
125902,17.4,17.4,17.4,125902
125903,18.6,18.6,18.6,125903
125905,17.3,17.3,17.3,125905
125906,.,.,.,125906
126901,20,20,20,126901
126902,21.9,21.9,21.9,126902
126903,21.5,21.5,21.5,126903
126904,20.3,20.3,20.3,126904
126905,21,21,21,126905
126906,20.2,20.2,20.2,126906
126907,17,17,17,126907
126908,18.8,18.8,18.8,126908
126911,19,19,19,126911
127901,19.1,19.1,19.1,127901
127903,19.3,19.3,19.3,127903
127904,19.1,19.1,19.1,127904
127905,-1,-1,-1,127905
127906,19.3,19.3,19.3,127906
128901,20.3,20.3,20.3,128901
128902,18.7,18.7,18.7,128902
128903,-1,-1,-1,128903
128904,20,20,20,128904
129901,21.7,21.7,21.7,129901
129902,21.5,21.5,21.5,129902
129903,21,21,21,129903
129904,20,20,20,129904
129905,19.9,19.9,19.9,129905
129906,18.1,18.1,18.1,129906
129910,21,21,21,129910
130901,23.8,23.8,23.8,130901
130902,20.6,20.6,20.6,130902
131001,.,.,.,131001
132902,19.6,19.6,19.6,132902
133901,18.5,18.5,18.5,133901
133902,.,.,.,133902
133903,20.1,20.1,20.1,133903
133904,19.2,19.2,19.2,133904
133905,.,.,.,133905
134901,22,22,22,134901
135001,21,21,21,135001
136901,21.3,21.3,21.3,136901
137901,18.1,18.1,18.1,137901
137902,.,.,.,137902
137903,18.6,18.6,18.6,137903
137904,19.2,19.2,19.2,137904
138902,22.4,22.4,22.4,138902
138903,19.2,19.2,19.2,138903
138904,18.6,18.6,18.6,138904
139905,20.1,20.1,20.1,139905
139908,21.3,21.3,21.3,139908
139909,19.6,19.6,19.6,139909
139911,21.5,21.5,21.5,139911
139912,19.5,19.5,19.5,139912
140901,12.8,12.8,12.8,140901
140904,20.4,20.4,20.4,140904
140905,18.7,18.7,18.7,140905
140907,22.1,22.1,22.1,140907
140908,20.9,20.9,20.9,140908
141901,21,21,21,141901
141902,19.6,19.6,19.6,141902
142901,17.9,17.9,17.9,142901
143901,20,20,20,143901
143902,.,.,.,143902
143903,18,18,18,143903
143904,.,.,.,143904
143905,.,.,.,143905
143906,.,.,.,143906
144901,19.5,19.5,19.5,144901
144902,19,19,19,144902
144903,-1,-1,-1,144903
145901,20,20,20,145901
145902,21.8,21.8,21.8,145902
145906,19.9,19.9,19.9,145906
145907,20.6,20.6,20.6,145907
145911,20.2,20.2,20.2,145911
146901,17.5,17.5,17.5,146901
146902,19,19,19,146902
146903,.,.,.,146903
146904,17.3,17.3,17.3,146904
146905,18,18,18,146905
146906,18.4,18.4,18.4,146906
146907,18.4,18.4,18.4,146907
147901,17,17,17,147901
147902,20.2,20.2,20.2,147902
147903,19.3,19.3,19.3,147903
148901,19.1,19.1,19.1,148901
148902,21,21,21,148902
148903,-1,-1,-1,148903
148905,.,.,.,148905
149901,18.5,18.5,18.5,149901
149902,19,19,19,149902
150901,20.4,20.4,20.4,150901
152801,.,.,.,152801
152802,.,.,.,152802
152803,-1,-1,-1,152803
152805,.,.,.,152805
152901,20.6,20.6,20.6,152901
152902,18.1,18.1,18.1,152902
152903,21.2,21.2,21.2,152903
152906,21.5,21.5,21.5,152906
152907,22.1,22.1,22.1,152907
152908,18.3,18.3,18.3,152908
152909,20.1,20.1,20.1,152909
152910,22.3,22.3,22.3,152910
153903,19.6,19.6,19.6,153903
153904,20,20,20,153904
153905,22.4,22.4,22.4,153905
153907,-1,-1,-1,153907
154901,19.7,19.7,19.7,154901
154903,22,22,22,154903
155901,17.8,17.8,17.8,155901
156902,-1,-1,-1,156902
156905,19.5,19.5,19.5,156905
157901,21,21,21,157901
158901,21.3,21.3,21.3,158901
158902,20.3,20.3,20.3,158902
158904,.,.,.,158904
158905,20.3,20.3,20.3,158905
158906,17.8,17.8,17.8,158906
159901,17.7,17.7,17.7,159901
160901,21.4,21.4,21.4,160901
160904,21.8,21.8,21.8,160904
160905,17.6,17.6,17.6,160905
161801,.,.,.,161801
161802,.,.,.,161802
161805,.,.,.,161805
161807,.,.,.,161807
161901,21.8,21.8,21.8,161901
161903,22.7,22.7,22.7,161903
161906,17.6,17.6,17.6,161906
161907,23.4,23.4,23.4,161907
161908,19.1,19.1,19.1,161908
161909,20.9,20.9,20.9,161909
161910,19.2,19.2,19.2,161910
161912,21.8,21.8,21.8,161912
161914,18,18,18,161914
161916,21.3,21.3,21.3,161916
161918,19.6,19.6,19.6,161918
161919,21.7,21.7,21.7,161919
161920,20.5,20.5,20.5,161920
161921,19.4,19.4,19.4,161921
161922,21.7,21.7,21.7,161922
161923,21,21,21,161923
161924,.,.,.,161924
161925,.,.,.,161925
162904,19.8,19.8,19.8,162904
163901,20.5,20.5,20.5,163901
163902,21.5,21.5,21.5,163902
163903,19.6,19.6,19.6,163903
163904,20.2,20.2,20.2,163904
163908,20.9,20.9,20.9,163908
164901,18.4,18.4,18.4,164901
165801,.,.,.,165801
165802,.,.,.,165802
165901,21.7,21.7,21.7,165901
165902,23.5,23.5,23.5,165902
166901,22.1,22.1,22.1,166901
166902,.,.,.,166902
166903,23.5,23.5,23.5,166903
166904,19.1,19.1,19.1,166904
166905,20.1,20.1,20.1,166905
166907,.,.,.,166907
167901,22,22,22,167901
167902,-1,-1,-1,167902
167903,-1,-1,-1,167903
167904,-1,-1,-1,167904
168901,19.3,19.3,19.3,168901
168902,11.7,11.7,11.7,168902
168903,18.9,18.9,18.9,168903
169901,20.4,20.4,20.4,169901
169902,20.6,20.6,20.6,169902
169906,-1,-1,-1,169906
169908,.,.,.,169908
169909,-1,-1,-1,169909
169910,-1,-1,-1,169910
169911,20.8,20.8,20.8,169911
170801,.,.,.,170801
170902,23.3,23.3,23.3,170902
170903,21.6,21.6,21.6,170903
170904,19.8,19.8,19.8,170904
170906,21,21,21,170906
170907,19.4,19.4,19.4,170907
170908,19.8,19.8,19.8,170908
