,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015812001,72,50,48,27,16,197,14,0,19,96,7.1,5.4,8,5.9243741451,43736,10.8921,015,Y,77.8,015812001,015812
015814001,33,46,56,22,4,157,2,0,8,150,24.2,24.1,24.6,12.090909091,31507,10.9986,015,Y,87.9,015814001,015814
015816001,29,31,22,80,10,162,20,3,21,82,9,11,10,3.4375,33710,15.9998,015,Y,98.8,015816001,015816
015817001,129,86,90,55,1,360,12,0,43,312,19.4,20,19.1,3.1666666667,41073,23.9996,015,Y,82.6,015817001,015817
015823001,16,21,15,18,2,70,4,0,11,65,4.3,6,4.5,8.4082602749,28581,8.159,015,Y,88.8,015823001,015823
015901001,401,407,374,354,25,1536,962,356,79,273,17.9,21.7,23.5,15.451967063,56736,106.8064,015,N,94.3,015901001,015901
015904001,574,505,454,387,12,1920,25,212,215,1606,17.6,16.5,17.1,11.072463768,49165,134.4783,015,N,94.1,015904001,015904
015904002,512,439,396,343,8,1690,73,159,214,1323,15.8,13.6,13.7,10.540623451,48960,120.2059,015,N,92.6,015904002,015904
015904003,11,12,3,2,0,28,2,1,5,24,2.1,2.1,2.7,13.8,49536,7.2427,015,N,85.5,015904003,015904
015904004,7,40,62,64,1,173,3,1,17,144,4.9,3.4,4.2,11.2,48507,14.2298,015,N,84.7,015904004,015904
015904010,6,3,2,1,0,12,0,0,12,12,.,.,.,15.166666667,50096,2.394,015,N,81.4,015904010,015904
015905002,397,363,335,383,16,1478,15,175,200,1329,20.8,21,20.3,12.997953344,51023,100.4243,015,N,91.1,015905002,015905
015905003,348,278,247,249,8,1122,7,150,160,992,14.9,19.7,16.9,12.919656851,50629,84.8056,015,N,90.5,015905003,015905
015906001,79,86,77,83,54,325,174,35,17,14,16.7,15.8,16.2,17.869853551,54853,28.2709,015,N,96.1,015906001,015906
015907001,587,493,411,342,92,1833,37,225,223,1611,13.1,15.5,13.6,14.870967742,52174,117.1043,015,N,90.5,015907001,015907
015907002,412,393,322,286,3,1413,21,167,167,1246,12,12.7,12.2,11.4,49975,93.051,015,N,91.7,015907002,015907
015907003,556,459,375,311,26,1701,35,186,195,1525,10.5,10.4,11.9,12.957264957,50572,110.9119,015,N,91.1,015907003,015907
015907004,115,227,238,236,22,816,8,85,127,739,10.4,12.7,11,10.166666667,49580,61.5911,015,N,87.9,015907004,015907
015907005,580,553,493,350,182,1976,94,188,287,1685,11.5,13.1,12.9,12.5,50879,132.7722,015,N,89.8,015907005,015907
015907006,276,177,191,142,392,786,17,32,182,725,9.7,8.8,7.5,9.0684931507,48345,69.2943,015,N,88.8,015907006,015907
015907007,603,468,449,403,39,1923,47,201,253,1626,14.3,15.4,14.5,13.408,51394,120.0756,015,N,90.9,015907007,015907
015907008,570,376,298,229,20,1473,10,110,267,1360,9.5,10.8,10.1,12.592920354,50622,107.7905,015,N,89.5,015907008,015907
015907014,27,50,43,40,11,160,1,1,13,137,.,.,.,15.083333333,52221,11.553,015,N,67.3,015907014,015907
015907024,13,51,89,106,7,259,6,0,1,185,.,.,.,15.2,51006,5.0012,015,N,81.5,015907024,015907
015907182,34,30,42,49,23,155,4,0,15,155,.,.,.,17.444444444,53581,8.9944,015,N,73.7,015907182,015907
015908001,739,577,503,423,27,2242,49,150,221,1801,22.1,20.2,20.4,11.206060606,51612,161.3467,015,N,92.8,015908001,015908
015909001,297,258,206,204,10,965,136,79,106,661,21.6,19.9,22,10.216115335,48308,68.1761,015,N,93.2,015909001,015909
015910001,702,601,516,453,102,2272,253,327,225,1465,18.2,19.8,21.8,11.126684636,53584,170.6581,015,N,92.6,015910001,015910
015910002,771,663,593,604,215,2631,952,172,292,933,22.6,25.1,25.8,11.736842105,53797,167.9182,015,N,94.5,015910002,015910
015910003,775,724,755,666,132,2920,1324,311,246,725,21.9,23.6,24.9,11.994623656,53398,175.611,015,N,94.8,015910003,015910
015910004,931,713,629,573,602,2846,469,142,410,1735,22.2,20.7,22,10.853164557,52936,184.8325,015,N,92.1,015910004,015910
015910005,975,914,798,671,284,3358,1054,187,368,1321,21.8,23.3,24.4,13.743243243,54413,205.6706,015,N,94.4,015910005,015910
015910007,779,730,624,575,105,2708,1376,271,180,251,23.4,25.6,25.9,13.817610063,54372,154.914,015,N,96.4,015910007,015910
015910009,119,119,121,102,8,461,159,76,7,89,11.8,14.1,17.7,9.4907407407,55751,25.9836,015,N,96.4,015910009,015910
015910012,52,30,13,5,16,100,13,0,23,73,7.7,8.3,7.9,16.714285714,56642,14.0012,015,N,82.4,015910012,015910
015910014,641,594,630,515,124,2380,1153,246,144,255,23.3,21.5,26.1,10.019736842,52098,139.9915,015,N,96.4,015910014,015910
015911001,793,694,587,629,269,2703,723,215,260,1438,21.5,21.1,23,10.380017221,52962,151.8158,015,N,92.7,015911001,015911
015912001,843,872,726,617,88,3058,176,211,410,2442,22.8,21.5,22.7,10.525,53525,186.2841,015,N,93,015912001,015912
015915001,843,655,608,501,174,2607,178,221,321,1878,20.3,24.5,24.4,12.298784609,53406,156.6408,015,N,93.1,015915001,015915
015915002,785,788,723,605,158,2901,288,488,382,1998,21.9,22.6,21.2,11.118503834,52593,186.9612,015,N,92.3,015915002,015915
015915003,652,692,618,553,153,2515,592,247,297,1122,19.2,21.6,24.2,11.619295007,52444,161.155,015,N,92.6,015915003,015915
015915005,719,682,602,610,157,2613,909,361,273,836,16.4,19,21.8,13.212488598,53658,157.6662,015,N,93.7,015915005,015915
015915006,243,200,198,190,33,831,176,268,8,244,17.7,17.8,22.7,20.244758292,58416,48.2908,015,N,96.6,015915006,015915
015915007,704,641,602,608,191,2555,574,386,232,1132,17.8,18.9,23.4,11.542255381,52424,157.6969,015,N,92.6,015915007,015915
015915008,87,45,24,18,15,174,14,4,35,115,.,.,.,16.174277511,56123,22.9492,015,N,72.3,015915008,015915
015915016,851,772,757,568,129,2948,1132,400,277,732,20,23.3,24.5,12.963410178,53747,165.9964,015,N,94.6,015915016,015915
015915019,793,712,652,614,262,2771,492,279,281,1198,20.9,21.6,25.5,10.481176869,52034,168.5258,015,N,93.8,015915019,015915
015915022,881,590,559,650,300,2680,328,208,318,1487,19.3,23.3,26.9,11.219054104,52440,160.108,015,N,93.3,015915022,015915
015915023,682,640,585,468,133,2375,696,305,196,608,20.6,22.6,22.6,9.6455550426,51278,136.225,015,N,93.9,015915023,015915
015916001,919,899,886,618,840,3322,785,236,360,1411,24.4,24.6,24.9,12.168452456,51693,189.7599,015,N,94.7,015916001,015916
015916008,610,547,608,577,795,2342,327,140,286,1472,18.6,19,19.3,8.707906478,49013,168.9727,015,N,94,015916008,015916
015916030,15,21,25,24,6,85,34,1,4,30,.,.,.,.,.,0,015,N,86.1,015916030,015916
015917001,385,373,341,305,21,1404,156,111,162,1029,16.4,17.4,21.6,8.6959776808,47534,103.6664,015,N,92.7,015917001,015917
016901001,58,52,50,41,1,201,147,24,24,66,12.3,11.6,13.9,13.357147806,47552,23.0657,016,N,94.9,016901001,016901
016902001,67,86,67,79,2,299,203,39,24,122,11.8,11.3,12.3,14.028571429,49879,30.905,016,N,95.2,016902001,016902
018901001,76,92,81,76,13,325,231,21,40,130,10.7,13.8,15,13.430379747,41651,31.2961,018,N,95.9,018901001,018901
018904001,50,63,40,44,4,197,163,16,27,88,17.3,11.5,19.2,15.377777778,46928,18.6655,018,N,93.7,018904001,018904
019901001,62,61,65,62,59,250,171,22,29,130,11.3,12.2,11.6,10.677419355,42877,29.6416,019,N,93.6,019901001,019901
019902002,88,83,95,82,58,348,246,17,62,177,12.2,13,16.5,15.731707317,45539,34.2486,019,N,93.7,019902002,019902
019905001,101,91,103,95,82,390,279,20,56,153,11.3,12,15.6,15.979450604,47656,41.5484,019,N,95.4,019905001,019905
019906001,87,109,103,59,19,358,317,28,51,92,13.1,12.4,14.9,11.164236194,43805,37.798,019,N,96.2,019906001,019906
019907002,522,492,469,420,855,1903,801,189,321,1019,13.6,19.2,20.1,12.563291139,45403,150.0535,019,N,94.4,019907002,019907
019907003,12,23,27,47,48,109,55,1,9,59,21.4,22.8,22.3,16.117245453,47313,8.676,019,N,90.3,019907003,019907
019908001,207,163,171,165,346,706,286,61,133,396,16.6,15.7,19.7,11.142857143,45157,67.1656,019,N,94.6,019908001,019908
019909001,58,43,47,50,0,198,188,15,42,103,12.8,14.1,13.5,10.36,40576,19.2568,019,N,95.8,019909001,019909
019912001,170,155,123,150,67,598,475,150,49,90,9.7,14.8,15.2,16.004098361,45666,54.5563,019,N,95.6,019912001,019912
020901001,690,650,570,415,74,2325,1062,241,284,1160,18.9,19.8,18.8,11.370941005,52431,152.0418,020,N,93,020901001,020901
020901002,595,524,490,372,540,1981,488,170,194,840,19.4,20,20.2,7.8328173375,50573,123.9741,020,N,94.5,020901002,020901
020902001,515,461,407,368,237,1751,781,91,160,813,14.6,20,19.2,12.149122807,51616,111.2399,020,N,94,020902001,020902
020902005,7,24,33,14,12,78,25,0,10,41,5.3,5.6,3.3,8.2857142857,48414,5.788,020,N,72.5,020902005,020902
020904001,71,62,42,60,0,235,185,25,19,48,14.7,18,14.6,10.724137931,48883,19.021,020,N,95,020904001,020904
020905001,318,260,243,246,123,1067,285,33,159,763,15.2,13.4,14.8,12.988058327,49969,85.4227,020,N,93.3,020905001,020905
020905002,729,622,589,518,177,2458,1302,261,274,834,21.1,19.5,21.2,13.947045991,50210,140.3796,020,N,94.1,020905002,020905
020905006,10,17,47,54,16,128,40,0,8,79,.,.,.,15.4,51785,7.4583,020,N,75.7,020905006,020905
020906002,157,169,149,123,116,598,366,56,53,263,15.2,15.4,14.1,12.413043478,50684,40.2401,020,N,95.2,020906002,020906
020907001,236,215,202,180,91,833,492,50,81,332,20.3,18.8,19.6,13.247863248,47211,57.3426,020,N,93.8,020907001,020907
020908004,1,17,50,47,13,115,51,0,18,48,3.3,4.7,3.8,13.882352941,50605,16.3178,020,N,78.9,020908004,020908
020908007,569,502,444,486,618,2001,736,173,176,465,26,28.5,24.2,7.1344537815,48408,117.3024,020,N,96.3,020908007,020908
021901001,757,728,664,639,327,2788,1702,392,202,694,23.1,23.1,23.1,11.706654337,48507,181.0526,021,N,94.9,021901001,021901
021902001,723,617,501,462,503,2303,669,294,189,1518,15.4,17.9,16.5,13.341814103,47421,178.2994,021,N,93.9,021902001,021902
021902002,374,323,306,216,380,1219,461,132,126,710,16.2,19.3,18.4,10.329871858,44901,92.6472,021,N,95.5,021902002,021902
021902003,84,90,69,72,30,315,87,64,1,211,10.7,12.1,15.7,7.2911392405,43040,19.0887,021,N,98,021902003,021902
021902017,23,48,57,60,56,188,29,0,4,113,2.6,3.4,2.4,15.666666667,49267,5.9815,021,N,76.7,021902017,021902
022004001,8,10,7,7,0,32,15,3,3,20,7.5,6.2,6.3,10.666666667,42538,6.6914,022,N,93.3,022004001,022004
022901001,79,82,68,75,1,304,107,29,41,119,15.6,15.1,16.9,15.129032258,46604,30.5283,022,N,93.7,022901001,022901
024901001,123,104,94,81,0,402,11,48,73,357,12.8,17.7,14.3,15.5,45154,33.0909,024,N,92.1,024901001,024901
025901001,100,88,70,70,9,328,248,24,39,142,13.1,12.6,17.5,13.194444444,41346,26.5891,025,N,95.7,025901001,025901
025902001,290,232,223,165,60,910,519,89,119,533,16.3,17.9,19,12.039626354,44260,66.7173,025,N,94.3,025902001,025902
025902003,12,4,12,5,1,33,11,0,0,11,7.5,5,5.5,9.75,41912,3.4989,025,N,92.8,025902003,025902
025909001,90,89,81,80,1,340,283,34,21,116,11.5,9.5,16.1,11.199611401,41864,37.8478,025,N,96.2,025909001,025909
026901001,170,145,120,109,67,544,340,58,67,218,18.5,18.4,18.4,15.804347826,47238,43.2998,026,N,95,026901001,026901
026902001,38,43,28,37,41,146,66,13,27,90,9.1,8.9,11.8,12.832273542,39716,16.5442,026,N,94.4,026902001,026902
026903002,35,29,30,25,30,119,61,15,13,58,7.2,8.9,8.9,12.869565217,40255,16.2103,026,N,95.1,026903002,026903
027903001,284,218,228,227,14,957,743,79,124,428,17.9,13.1,18.4,13.278481013,45204,68.5716,027,N,94.7,027903001,027903
027903003,1,3,13,10,0,27,19,0,0,19,.,.,.,18.8,50505,3.4871,027,N,96.7,027903003,027903
027904001,293,303,254,248,27,1098,662,97,132,565,18.6,18.9,20.4,14.00775433,48169,85.8224,027,N,95.2,027904001,027904
027904002,3,4,16,17,0,40,34,0,4,30,1.5,.,.,15.222222222,49501,6.697,027,N,89.8,027904002,027904
028902001,6,322,300,306,49,934,320,72,119,519,17.3,17.8,18.8,9.2797042232,45820,66.4617,028,N,92.4,028902001,028902
028902038,2,8,6,15,5,31,5,0,1,23,1.7,2.2,2.3,24.5,51779,4.0012,028,N,81,028902038,028902
028903001,119,98,93,86,32,396,141,62,32,212,18.2,19.2,18,14.259268514,45234,31.2472,028,N,94.8,028903001,028903
029901003,1,7,17,4,1,29,10,0,5,19,4.5,3.6,4.3,17.5,53971,5.2342,029,N,82.4,029901003,029901
030902001,133,103,104,84,4,424,364,31,61,133,13.7,14.9,18.3,14.295454545,42587,38.5866,030,N,95.8,030902001,030902
030903001,29,22,19,27,0,97,78,3,19,51,7.8,8.6,9.6,11.469471181,39428,14.2421,030,N,96.6,030903001,030903
030906001,19,27,28,35,3,109,85,10,22,48,11.5,9.4,13.1,14.85,42426,14.8496,030,N,96.1,030906001,030906
031901001,935,733,782,624,5,3074,99,336,350,2762,22.4,23,26.7,14.570631367,51814,201.5838,031,N,93.8,031901001,031901
031901002,723,431,583,486,0,2223,13,129,297,2206,23,21.2,24.9,12.183071178,49792,163.2936,031,N,95.4,031901002,031901
031901003,540,435,627,504,7,2106,32,131,325,2066,21.1,23,27.6,13.829888001,50855,155.6023,031,N,91.7,031901003,031901
031901004,710,433,512,457,2,2112,14,85,303,2072,19.8,21.5,22.3,13.1089364,50435,166.2331,031,N,94.2,031901004,031901
031901007,757,535,553,428,1,2273,13,121,418,2241,26.4,25.8,26.7,9.8831542802,48415,159.8309,031,N,94.7,031901007,031901
031903001,717,644,601,503,18,2465,220,214,261,1767,18.6,17.5,22.6,11.865844027,48816,176.6429,031,N,93.4,031903001,031903
031903002,618,519,504,396,14,2037,210,235,202,1240,19.2,17.8,19.4,14.324218359,50191,149.9653,031,N,93.1,031903002,031903
031903005,88,89,80,75,2,332,35,40,2,207,19.2,20.3,18.3,6.2962962963,44094,13.2721,031,N,96.9,031903005,031903
031905001,254,228,209,191,1,882,33,61,98,536,16.5,18.9,17.8,12.957142857,48782,65.2637,031,N,96.2,031905001,031905
031905002,5,8,11,53,0,77,3,0,4,63,3.8,4.3,4,15.5,46876,4.0012,031,N,76.7,031905002,031905
031906001,152,638,575,571,2,1936,72,212,170,1534,20.6,21,20.2,12.655653393,47068,133.0697,031,N,94.2,031906001,031906
031909001,200,161,129,152,4,642,71,76,60,557,17,14.2,16.9,12.915254237,49493,55.2572,031,N,93.3,031909001,031909
031911001,179,153,150,146,0,628,16,33,83,528,14.6,15.9,16.3,11.671057105,50301,46.9829,031,N,92.2,031911001,031911
031912009,12,11,14,52,1,89,0,0,0,89,.,.,.,12.2,46019,4.3367,031,N,-1,031912009,031912
031913001,51,41,31,37,0,160,0,9,17,150,7.1,10.6,12.6,9.4911810909,43488,15.8672,031,N,93.8,031913001,031913
031914001,88,108,70,89,1,355,8,30,45,339,17.4,16.4,16.2,12.8125,46509,27.4151,031,N,95.4,031914001,031914
031916001,211,159,124,122,7,616,42,117,23,427,13,16.5,16.5,14.425531915,52032,43.285,031,N,96.6,031916001,031916
031916003,225,110,104,82,1,521,33,84,4,361,16.3,21.3,20.1,18.28656273,55834,34.9458,031,N,95,031916003,031916
031916004,267,223,160,166,16,816,32,157,7,492,17.9,17.9,19.1,16,52846,56.2926,031,N,97.3,031916004,031916
031916005,229,174,123,149,7,675,79,234,5,314,13,11.6,16.4,17.171856904,54478,54.4221,031,N,97.2,031916005,031916
032902002,173,181,149,150,138,653,255,48,84,424,14.7,18.7,18.6,13.371450285,40847,66.5322,032,N,94.5,032902002,032902
033902001,60,47,54,50,2,211,186,22,25,36,7.9,7.5,9.2,16.137931034,45013,26.7161,033,N,96,033902001,033902
033904001,26,34,29,27,1,116,106,13,19,32,12.8,10.5,10.6,14.631578947,44120,15.0479,033,N,97.2,033904001,033904
034901001,143,134,122,127,176,526,305,59,66,296,17.5,15.3,16.1,11.170212766,39036,42.4685,034,N,94.6,034901001,034901
034903001,80,83,64,69,42,296,222,30,24,165,13.5,14.9,14.6,10.076923077,42107,33.4128,034,N,95.4,034903001,034903
034905002,57,75,67,61,50,260,188,14,35,129,13.6,13.2,12.4,14.049180328,44399,29.4461,034,N,95.8,034905002,034905
034906001,38,40,30,34,7,142,124,7,21,62,15.4,17.4,14.3,10.6,39669,13.4452,034,N,93.5,034906001,034906
034907001,78,89,76,72,53,315,246,22,43,142,11.1,6.8,11.3,12.979591837,41503,30.1781,034,N,96.1,034907001,034907
035901001,83,83,59,71,9,296,46,11,25,223,13.1,14.5,17.3,14.334034877,42154,30.9461,035,N,95.6,035901001,035901
036901001,82,99,81,113,72,375,198,30,42,161,9.6,11.7,12.1,9.4054054054,46878,32.6566,036,N,93.9,036901001,036901
036902001,337,312,269,276,45,1194,909,51,62,198,13.6,14.9,16.4,12.866666667,58373,88.7713,036,N,95.2,036902001,036902
036903001,99,90,95,93,30,377,242,32,38,148,19.5,16.3,19.3,13.242203002,49135,25.08,036,N,96,036903001,036903
037901001,46,34,50,38,49,168,82,9,18,108,8,10.6,11.8,14.925925926,44709,20.8705,037,N,93.8,037901001,037901
037904002,320,272,284,239,203,1115,429,46,145,796,14.9,16.1,16.6,12.857140316,42307,95.2996,037,N,93.8,037904002,037904
037907002,160,152,110,116,80,538,382,41,86,248,16.7,13.9,13.7,11.730409249,39267,46.1681,037,N,94.3,037907002,037907
037909001,29,24,28,21,13,102,81,4,18,64,14.3,10.8,12.1,5.2941176471,33996,11.7429,037,N,95.6,037909001,037909
038901001,70,81,70,65,22,286,173,39,40,126,11.3,11.7,12.6,14.444444444,42011,33.0727,038,N,94.4,038901001,038901
039902001,67,86,77,53,0,283,257,18,25,100,14.3,14.3,15.1,17.915254237,47529,26.2645,039,N,96.2,039902001,039902
039903001,33,24,38,48,1,143,119,13,18,55,7.5,8.6,9,9.2608695652,40132,17.4873,039,N,94.9,039903001,039903
040901001,36,22,21,34,8,113,22,14,18,91,9.2,10.2,10.4,14.041666667,42585,17.0992,040,N,95.5,040901001,040901
040901002,1,2,1,1,0,5,0,0,0,5,.,.,.,16.533333333,43167,6.7869,040,N,78.8,040901002,040901
042901001,68,57,45,57,8,227,153,18,25,106,8.8,10,9.8,14.682352941,41797,30.3394,042,N,96.3,042901001,042901
043901001,9,1323,1267,1237,391,3836,2390,543,397,585,20.5,22.2,22.2,11.419319122,51756,223.3258,043,N,96.6,043901001,043901
