,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015907061,288,280,244,14,812,0,11,87,75,768,11.8,11.9,13.2,8.24,50101,48.0657,015,N,95,015907061,015907
015908041,168,173,175,2,516,0,3,20,47,487,21.1,16.8,16.7,12.839633814,50949,39.1725,015,N,95.5,015908041,015908
015908042,188,229,182,22,599,0,18,33,52,524,19.8,18.1,16.3,7.2398416887,48942,40.7788,015,N,94.8,015908042,015908
015908043,144,170,157,4,471,0,5,28,47,433,24,19.1,20,7.5316077349,50005,37.0433,015,N,95.3,015908043,015908
015908044,195,205,200,2,600,0,10,28,36,512,23.3,20.2,16,8.3398823003,49305,41.0734,015,N,96.5,015908044,015908
015910041,379,393,406,57,1178,38,306,48,118,654,22.2,21.8,25.4,10.813333333,52984,73.3601,015,N,96,015910041,015910
015910042,347,320,312,114,979,24,181,40,109,673,20.1,17.6,21.6,11.661764706,53272,66.4316,015,N,95.7,015910042,015910
015910043,424,391,379,108,1194,30,219,148,107,861,21.1,21.3,22.9,12.396103896,53618,74.3188,015,N,95.8,015910043,015910
015910044,396,320,298,38,1014,15,89,57,82,817,16.6,15.8,18,10.481927711,53194,81.0847,015,N,95,015910044,015910
015910045,311,315,334,42,960,17,140,35,115,662,18.7,19,22.2,10.071020919,51859,73.7348,015,N,96.3,015910045,015910
015910046,283,328,316,238,927,34,99,18,129,764,19.1,21.6,22,9.2467532468,51932,74.6664,015,N,95,015910046,015910
015910047,354,358,375,101,1087,13,246,30,111,724,26.6,22.5,28.8,11.014285714,52826,64.345,015,N,96.4,015910047,015910
015910048,370,386,463,37,1219,25,543,100,100,331,23.4,21.2,27.3,13.696551724,53933,69.9751,015,N,96.5,015910048,015910
015910049,314,300,325,56,939,23,307,49,96,424,22.8,20.7,23,12.803278689,53564,59.7548,015,N,95.7,015910049,015910
015910050,498,522,579,63,1599,122,681,165,98,223,25.9,24.9,26.7,12.176470588,53638,83.003,015,N,97,015910050,015910
015910053,8,18,21,10,47,0,7,0,8,40,5.3,6.2,9.5,10,52462,10.0004,015,N,85.9,015910053,015910
015910056,500,503,496,67,1499,96,671,173,112,223,24.7,22.1,26.1,12.3875,53359,77.5533,015,N,97.1,015910056,015910
015910057,452,551,495,57,1498,117,651,179,98,176,24.5,24.1,27.8,12.654320988,53589,80.2527,015,N,97.4,015910057,015910
015910058,438,488,461,112,1387,32,401,53,131,615,24.4,21.9,26.8,10.923076923,52792,76.3176,015,N,96.3,015910058,015910
015911043,362,356,393,64,1111,2,358,98,138,679,15.7,26.1,24.3,8.0692307692,52058,63.5577,015,N,95.4,015911043,015911
015911044,382,392,398,131,1172,1,83,99,108,845,18.2,25.7,25.3,11.954545455,54290,63.4028,015,N,95.3,015911044,015911
015912041,373,366,382,28,1121,1,76,68,113,908,22.1,20.6,25.2,11.5,54647,62.5941,015,N,94.4,015912041,015912
015912042,281,321,350,12,952,1,18,56,114,903,23.1,19.8,22,9.2465753425,53180,62.1684,015,N,94.3,015912042,015912
015912044,313,336,319,54,968,8,65,48,110,768,22.9,21.6,23,10.147058824,53758,56.58,015,N,94.8,015912044,015912
015915041,387,411,399,71,1197,15,102,119,154,891,21.2,19.5,22,7.6835443038,51992,75.4936,015,N,94.9,015915041,015915
015915042,325,317,337,44,979,3,56,106,144,816,20.4,15.4,21.6,6.7567665537,51830,67.3574,015,N,95.5,015915042,015915
015915043,353,366,397,44,1116,13,27,128,143,944,17.4,16.9,22.5,7.9752488431,52034,69.988,015,N,94.4,015915043,015915
015915044,359,444,384,56,1187,1,31,152,162,1060,19.6,17.3,18.9,6.5714285714,51202,82.8157,015,N,94.6,015915044,015915
015915045,322,340,337,64,999,37,239,136,116,541,20.6,18.9,24.8,14.030769231,55551,63.0294,015,N,95.6,015915045,015915
015915046,383,383,392,93,1158,9,82,154,132,881,21.2,20,23.5,10.293333333,53641,72.0539,015,N,95.4,015915046,015915
015915047,496,430,492,58,1418,22,371,200,140,563,20.4,22,23.8,13.746987952,54783,79.5898,015,N,96.2,015915047,015915
015915048,355,332,307,76,994,66,149,108,124,624,22.1,17.6,19.7,10.930189216,53499,59.0801,015,N,95.9,015915048,015915
015915049,365,345,313,59,1023,10,114,104,115,680,22.7,19.4,24.9,10.744974741,53347,62.5829,015,N,95.2,015915049,015915
015915050,351,416,429,62,1196,94,263,197,140,480,22.6,20.8,23.9,15.442320685,55662,72.8167,015,N,96.1,015915050,015915
015915051,431,482,437,119,1350,40,163,169,148,752,25.8,21.2,25.1,11.16,53719,73.2898,015,N,95.6,015915051,015915
015915052,330,351,398,60,1079,20,195,163,117,576,21,23.7,22.6,11.754995258,53593,61.5514,015,N,95.9,015915052,015915
015915053,399,377,375,67,1151,56,367,183,114,372,19.5,18.6,26.5,11.811594203,53968,66.7856,015,N,96.6,015915053,015915
015915054,396,404,411,137,1211,19,266,143,139,506,19.8,21,22.5,12.762861959,53907,67.3125,015,N,96,015915054,015915
015915055,512,481,499,105,1492,29,331,160,137,589,23.9,20.1,23.7,11.66640353,53603,80.1307,015,N,96.4,015915055,015915
015915056,467,462,468,130,1397,13,168,160,144,773,22.5,20,26.2,7.8692245284,51692,73.7952,015,N,96.7,015915056,015915
015915057,485,508,487,39,1480,86,655,300,85,180,19,22.4,22.4,11.620527853,54245,81.5393,015,N,96.7,015915057,015915
015915058,429,440,394,132,1263,30,334,178,120,356,21.6,22.6,23.4,8.49508489,52490,70.6399,015,N,96.7,015915058,015915
015915059,213,205,149,26,567,11,176,90,45,146,16.5,19.3,21.9,8.0952380952,52186,35.9381,015,N,.,015915059,015915
015915061,5,15,21,1,41,0,2,1,8,29,5.1,5.1,7.2,14.75,55351,11.2125,015,N,81.3,015915061,015915
015915062,3,4,14,1,21,0,2,0,6,16,4.2,3.1,4.5,14.142857143,56438,12.7882,015,N,86.2,015915062,015915
015916041,310,315,318,236,943,14,65,84,123,829,23.9,23.8,23,8.3044395852,49001,55.8035,015,N,95.1,015916041,015916
015916042,399,450,463,220,1312,27,352,149,143,766,21.1,20.8,23.4,10.619047619,49722,82.0129,015,N,96.1,015916042,015916
015916043,312,290,333,277,935,19,94,83,97,696,21.7,18.7,21.3,9.0432607124,48707,61.826,015,N,96.3,015916043,015916
015916044,342,286,315,294,943,8,89,88,103,725,19.7,19.9,22.7,7.9898413363,48571,62.8475,015,N,96.1,015916044,015916
015916045,302,344,340,296,986,14,153,104,116,621,19.4,20.1,18.7,7.8662813335,48195,72.1094,015,N,95.9,015916045,015916
016902041,71,73,72,1,216,0,140,23,20,101,12.8,12,13.2,13.576923077,50294,21.5688,016,N,96.2,016902041,016902
018901041,76,73,86,6,235,3,143,17,31,130,15.2,14.5,14.3,13.018468486,46847,20.0077,018,N,97.1,018901041,018901
019905041,123,100,113,77,336,1,222,29,50,202,16.8,17,17,12.677419355,43233,24.5337,019,N,95.9,019905041,019905
019907042,514,483,498,682,1495,12,555,144,169,998,17.8,17.5,21.2,10.089047195,43465,104.3922,019,N,95.8,019907042,019907
019909041,29,41,38,0,108,0,97,5,13,65,12.5,12.3,13,13.473684211,41284,9.8589,019,N,96.2,019909041,019909
019912041,149,160,154,55,463,19,349,124,44,100,18.4,15.9,18.2,17.619885614,50002,36.8999,019,N,96.7,019912041,019912
020901041,253,250,269,23,772,2,353,87,87,392,14.2,15.5,18.9,10.596153846,53310,50.9176,020,N,95.8,020901041,020901
020901042,284,283,312,218,879,34,219,75,96,492,19.9,20.6,23.4,7.4006977162,51796,51.0353,020,N,97.2,020901042,020901
020901043,243,208,229,12,680,5,220,84,92,454,16.7,16.2,17.5,8.5106382979,53125,43.6243,020,N,96.1,020901043,020901
020901045,410,392,378,409,1180,280,168,195,77,352,18.5,20,23.5,6.858956542,51747,64.4598,020,N,97.9,020901045,020901
020901046,279,284,319,36,882,33,368,87,102,522,17.5,18.7,23.2,9.1296296296,52466,52.931,020,N,96.1,020901046,020901
020902044,469,482,504,168,1455,5,533,88,110,890,19.1,19.6,21.9,9.4022988506,50721,85.0174,020,N,96.9,020902044,020902
020906041,142,147,174,72,463,1,272,37,46,211,20.5,17.5,25.5,14.617647059,52019,29.1568,020,N,96.2,020906041,020906
021902041,258,273,282,131,813,2,208,140,67,607,22.5,23.7,22.9,9.7179021223,46636,51.3858,021,N,95.5,021902041,021902
021902045,372,371,389,205,1132,5,253,391,74,876,23.3,23.3,25.2,8.7082049993,44721,65.2832,021,N,96.2,021902045,021902
021902046,252,301,251,243,804,4,254,139,79,512,21.3,21.5,24.5,10.40654204,45521,55.3539,021,N,96.3,021902046,021902
021902047,204,227,216,95,647,0,173,67,49,524,21.7,22.5,24.4,6.8595001679,44920,40.2228,021,N,95.5,021902047,021902
024901041,102,126,117,0,345,0,7,20,36,277,14,17.7,19.4,13.779278371,45959,27.4008,024,N,95.9,024901041,024901
025909041,108,100,114,5,322,7,239,40,38,143,16.6,17,19.3,14.537313433,44235,24.8096,025,N,97.3,025909041,025909
026901041,120,127,143,36,390,2,228,39,25,221,16.6,16.5,18,10.647058824,42799,33.5075,026,N,96.7,026901041,026901
026903042,32,44,46,42,122,0,49,14,15,80,14.1,12.9,15,11.95,39696,12.5915,026,N,96.4,026903042,026903
027903041,236,259,227,8,722,2,484,25,78,419,19.3,22.7,22.9,12.053343494,44202,44.4792,027,N,96.2,027903041,027903
027904041,315,294,325,36,934,6,480,79,121,568,17.5,19.7,21.3,12.254237288,47185,59.0004,027,N,96.1,027904041,027904
028902045,338,407,356,64,1101,3,275,111,158,741,18.3,20.4,23.8,9.816794084,47392,62.158,028,N,95,028902045,028902
028903041,94,113,92,17,299,1,93,11,33,210,18.9,14.3,18.6,8.0769230769,43150,21.6651,028,N,95.8,028903041,028903
029901043,300,270,306,15,876,35,250,94,89,549,23.4,20.1,17.9,11.838289636,46332,52.2837,029,N,94.7,029901043,029901
030902041,135,117,118,6,370,1,300,31,25,167,18.4,16.7,19.6,9.8675298721,39600,26.8109,030,N,95.9,030902041,030902
030903041,22,29,25,0,76,0,58,3,15,57,16,17.3,18,13.6,40009,6.1373,030,N,96.5,030903041,030903
031901042,204,239,247,0,690,0,9,81,94,683,18.2,19,19.3,16.674416709,53843,53.2111,031,N,94.2,031901042,031901
031901043,304,316,296,1,916,0,1,146,110,907,20.5,24.2,20.8,13.411111129,51341,60.3114,031,N,97,031901043,031901
031901044,325,349,392,1,1066,1,12,189,124,1047,22.1,25.1,24.1,15.677589375,53431,62.7893,031,N,96.3,031901044,031901
031901045,399,433,411,0,1243,1,10,204,138,1153,22.8,22.2,22.6,14.652951441,51091,77.6515,031,N,95.9,031901045,031901
031901046,336,384,354,2,1074,0,4,76,119,1058,21.4,23.8,23.8,12.722250564,50553,63.2069,031,N,96.7,031901046,031901
031901047,323,349,374,1,1046,14,11,168,124,912,19.5,23.1,23.1,15.735427516,51683,68.7664,031,N,95.7,031901047,031901
031901048,288,306,316,0,910,0,2,90,127,904,22.9,25,24.9,11.541747878,49004,53.1163,031,N,97.5,031901048,031901
031901051,339,343,390,0,1072,0,1,117,129,1042,20.1,22.7,23.2,11.961089602,48876,66.4353,031,N,96.7,031901051,031901
031901053,350,359,364,0,1073,1,7,133,127,1071,18.2,19.8,23.1,13.735486943,49983,66.0182,031,N,96.6,031901053,031901
031901054,268,301,321,0,890,3,24,178,90,804,22.2,23.9,25.5,12.760913428,49644,56.9836,031,N,96.9,031901054,031901
031901055,301,326,294,1,921,2,10,153,109,921,23.5,24.5,25.4,13.534300206,49755,57.1175,031,N,96.9,031901055,031901
031903041,303,297,248,5,848,10,61,67,86,663,18.2,18.9,17.3,12.730963768,49600,65.0167,031,N,96.7,031903041,031903
031903042,263,288,255,4,806,1,48,68,83,629,21.9,22.2,21.4,12.220338983,49083,55.5903,031,N,95.5,031903042,031903
031903043,249,244,243,5,736,8,36,33,109,621,18.1,19.4,20.2,13.131200179,49697,58.0557,031,N,95.8,031903043,031903
031903044,260,288,229,1,777,3,40,49,70,599,19.1,21,21.3,15.807867092,51303,55.4932,031,N,96.2,031903044,031903
031903045,269,275,294,4,838,4,67,65,75,574,20.6,20.1,24.1,12.148376705,48915,55.3625,031,N,96.7,031903045,031903
031906041,282,295,280,1,857,1,43,61,72,665,20.8,19.6,22.8,14.240740741,48676,49.5007,031,N,96.6,031906041,031906
031906042,254,268,234,2,756,0,10,59,56,644,20.5,21.2,21.8,11.648148148,47052,47.9329,031,N,96.4,031906042,031906
031906105,299,323,249,1,871,4,26,100,64,575,22.4,22,24.5,15.624861037,49597,52.092,031,N,96,031906105,031906
031909041,189,181,191,1,561,1,41,41,63,502,21.7,19.5,24.1,9.8529411765,46289,34.0015,031,N,96.5,031909041,031909
031911041,178,171,183,0,532,0,11,32,40,441,16.3,16.9,17.3,9.1680824669,45083,33.4326,031,N,96.1,031911041,031911
031912041,301,323,304,1,928,0,15,46,67,754,10.9,11.6,13.1,14.450704225,48778,64.0397,031,N,95.8,031912041,031912
031912042,282,316,319,1,917,0,4,28,77,791,19.1,21.9,16.2,10.065385482,45486,68.2316,031,N,95.6,031912042,031912
031912043,223,228,222,0,673,0,4,8,38,586,20.2,15.2,15,10.410044227,46841,57.6589,031,N,95.5,031912043,031912
031913041,69,45,48,0,162,0,2,12,12,155,15.2,15.2,13,5.8584052055,40190,15.6574,031,N,96.8,031913041,031913
031914041,70,93,77,1,240,0,2,7,13,217,18.2,18.8,15.5,10.45126228,45203,19.4695,031,N,96.5,031914041,031914
033902041,52,47,46,2,145,1,132,12,18,27,15.4,13.1,15.5,15.2,43847,14.9176,033,N,96.4,033902041,033902
034903041,82,80,100,36,262,1,193,22,19,143,14,20.2,14.8,12.555555556,44079,19.4071,034,N,96.3,034903041,034903
034905041,57,49,59,32,165,3,119,23,19,116,16.2,13.5,15.4,10.727925505,40686,16.9417,034,N,95.9,034905041,034905
034906041,32,41,38,1,111,1,108,4,11,54,19.2,19,19.2,14.466666667,39368,8.0416,034,N,95.8,034906041,034906
036901041,88,97,110,43,295,5,158,23,29,164,16,18.7,17.7,10.367614945,47597,22.6919,036,N,96.6,036901041,036901
037907041,185,183,139,78,507,0,348,31,49,276,16.2,16.9,21.2,11.613880678,40586,35.309,037,N,96.6,037907041,037907
038901041,101,82,61,10,244,1,132,20,18,135,12.5,13.8,14.3,11.565656566,42376,20.9461,038,N,96.1,038901041,038901
039902041,75,68,83,2,226,0,192,18,25,91,13.1,13.3,18.8,16.571428571,44458,17.0044,039,N,96.9,039902041,039902
040901041,34,28,21,3,83,0,6,4,8,80,12.5,12.3,12.3,16.666666667,46849,7.8126,040,N,96.5,040901041,040901
042901041,51,66,77,8,194,1,130,11,20,116,13.5,12.5,15.6,11.225806452,37924,18.5183,042,N,96.1,042901041,042901
043902041,188,199,195,50,582,7,337,20,60,250,21.5,20,21.9,9.487804878,44217,36.634,043,N,96.7,043902041,043902
043903041,149,164,170,15,483,3,318,35,40,135,21.9,19,15.8,9.475,43920,34.9534,043,N,97,043903041,043903
043904041,120,116,138,9,374,4,240,25,33,194,19.4,17.1,23,10.407407407,44512,22.5006,043,N,96.6,043904041,043904
043905041,234,261,224,90,719,37,362,62,111,217,17.4,18.7,20.3,11.111111111,51429,58.895,043,N,97.2,043905041,043905
043905043,285,286,297,69,868,139,477,120,93,99,15.9,20.2,24.6,9.884057971,51748,62.6948,043,N,97.3,043905043,043905
043905044,336,287,260,54,883,146,542,146,52,35,19.4,18.8,23.3,11.560422349,52009,57.068,043,N,97.5,043905044,043905
043905045,292,310,298,69,900,95,567,110,67,97,16.3,17.6,23.7,9.5133574399,51224,66.0681,043,N,97.2,043905045,043905
043905046,240,242,217,47,699,45,510,94,35,22,18.2,16.1,21.6,8.5263157895,50661,52.1968,043,N,97.2,043905046,043905
043905047,293,290,277,134,860,103,448,78,92,139,19,19.5,24,9.9441826885,51639,62.0278,043,N,97.3,043905047,043905
043905048,293,304,274,70,871,370,343,225,50,65,19.6,19.1,21.8,10.895522388,52025,63.4081,043,N,97.9,043905048,043905
043905049,349,371,298,148,1018,97,539,103,79,137,20.4,20.4,22.1,8.9441745491,50758,69.4919,043,N,97.4,043905049,043905
043905050,241,231,212,117,684,56,391,62,86,122,19.5,18.2,24.5,5.8827144776,49541,52.0806,043,N,97.1,043905050,043905
043905051,234,260,250,76,744,86,409,124,54,113,23,19.6,22.9,8.5227766681,50414,50.7123,043,N,96.6,043905051,043905
043905052,271,288,249,125,808,173,356,78,76,100,20,19.4,22.6,6.2725321114,49425,58.0744,043,N,97.7,043905052,043905
043905053,304,295,309,61,908,57,688,118,77,59,20.2,19.2,22.4,8.4328358209,50601,62.4919,043,N,97.2,043905053,043905
043905054,309,297,279,88,885,229,464,147,62,103,14.5,15.2,22.5,8.6868994459,50406,61.2429,043,N,97.5,043905054,043905
043907041,305,319,310,85,934,30,526,113,78,284,17.5,18.1,19.5,11.811594203,51728,63.6897,043,N,95.7,043907041,043907
043907043,368,394,395,77,1157,29,758,138,79,259,17.8,18.8,19.6,10.576470588,50610,75.5449,043,N,96.6,043907043,043907
043907044,300,292,308,193,900,23,339,47,112,456,16.4,16.1,16.6,12.219178082,51400,63.5305,043,N,96.4,043907044,043907
043907045,503,472,486,188,1461,71,812,119,161,332,18.5,17.3,19.1,11.22815534,51352,93.5844,043,N,96.2,043907045,043907
043907046,482,419,453,221,1354,56,734,105,131,361,14.8,17.4,15.8,10.34176074,50183,83.1284,043,N,96.6,043907046,043907
043910042,245,273,285,149,803,69,151,130,117,489,11.8,15.2,19.2,11.192190245,52444,64.7758,043,N,97.1,043910042,043910
043910043,305,275,324,105,904,69,449,185,107,340,14.9,16.7,17.6,10.954284041,51922,64.2164,043,N,96.7,043910043,043910
043910044,297,299,311,53,907,98,566,230,137,190,21,22.1,25.7,9.0569899815,51571,54.0914,043,N,96.9,043910044,043910
043910045,230,228,213,127,671,27,150,130,71,461,12.3,14.4,16.9,10.074074074,51719,53.5042,043,N,96.6,043910045,043910
043910046,250,254,264,164,768,57,259,123,110,410,13.8,18.4,18.5,9.2144552988,51781,59.4684,043,N,96.5,043910046,043910
043910047,294,335,324,54,953,294,481,355,79,113,18.5,23.1,26.8,10.236363636,52040,54.1233,043,N,97.2,043910047,043910
043910048,254,270,283,97,807,158,383,187,82,194,17.9,24,23.2,11.139363141,52331,50.3735,043,N,96.9,043910048,043910
043910049,416,440,458,209,1314,213,666,275,92,213,18.8,22.8,23.1,10.686734623,51916,72.5273,043,N,96.8,043910049,043910
043910050,335,295,353,92,983,277,449,245,88,137,16.8,22.5,24.4,11.180077341,52545,59.6572,043,N,97.3,043910050,043910
043910052,359,382,361,191,1102,103,502,243,123,322,17.3,20.4,22.5,9.7030600379,51751,70.914,043,N,96.8,043910052,043910
