,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902041,39,32,49,5,120,0,97,15,16,47,12.1,13.2,13.3,14.9,46367,12.1,001,N,96.8,001902041,001902
001903041,105,106,93,16,304,2,249,9,36,161,14,13.6,16.3,10.9,40482,23.2,001,N,97.4,001903041,001903
001904041,44,61,68,13,173,0,136,5,16,87,17.6,20.2,21.7,11.8,40193,10.8,001,N,96.6,001904041,001904
002901041,340,274,310,14,924,2,274,51,72,326,15.8,17.7,18.8,14.7,57686,59.2,002,N,95.7,002901041,002901
003902041,221,207,221,44,649,4,454,72,49,324,23.2,22,21,13.8,47338,48.5,003,N,96.9,003902041,003902
003903044,532,578,556,471,1666,33,439,167,220,1224,17.3,19,22.3,13.4,46205,120.6,003,N,96.6,003903044,003903
003904041,113,122,138,5,373,0,326,24,30,190,17.4,21.7,21.8,11.7,44090,30.3,003,N,95.6,003904041,003904
004901041,225,251,255,20,731,15,392,41,68,382,14.7,22.2,18.9,11.2,44526,48.8,004,N,95.5,004901041,004901
005902041,78,74,69,2,221,0,199,10,17,48,14.2,16.1,17.9,16.6,45534,14.5,005,N,97,005902041,005902
005904041,30,35,38,0,103,0,70,9,7,37,17.8,9.9,18.3,15.5,44681,8,005,N,97.7,005904041,005904
007902041,114,133,114,5,361,0,143,28,34,212,19.8,19.1,18.9,15.3,53960,24.5,007,N,97.1,007902041,007902
007904041,119,116,128,5,363,0,67,24,21,254,20.2,18.7,20.2,8.5,46460,30,007,N,96.1,007904041,007904
007906041,129,132,138,1,399,0,61,23,37,285,17.8,17.5,20.6,6.5,44590,25.5,007,N,95.4,007906041,007906
008901041,185,170,191,57,546,3,334,82,44,235,19.6,18.1,19.5,13.9,44334,38.2,008,N,96.7,008901041,008901
008902041,217,195,215,69,627,5,265,39,41,361,19.5,16.2,16.9,16.1,52159,46.5,008,N,96.7,008902041,008902
008903041,50,68,52,17,170,1,70,6,12,98,14.8,13.4,14.6,17.4,50144,13.9,008,N,97,008903041,008903
009901041,91,99,110,1,300,2,44,9,36,256,14.1,14.7,14.9,14.2,45685,27,009,N,96.9,009901041,009901
010902041,164,167,173,3,504,2,306,28,56,262,21.3,21.9,23.9,14,50838,33.3,010,N,95.2,010902041,010902
011902041,289,315,322,118,926,7,236,120,106,659,16.7,18.5,19.7,9.2,46935,56.9,011,N,95.7,011902041,011902
011904041,124,123,147,28,394,5,225,42,44,224,17.1,20,20.4,11.2,45527,34.1,011,N,95.3,011904041,011904
013905041,58,74,72,1,204,4,62,17,23,102,23.8,20,24.3,10.9,45041,14.2,013,N,95.7,013905041,013905
014903043,245,232,284,70,761,19,399,89,99,342,17,18.3,23.1,12.6,50483,56,014,N,97,014903043,014903
014903044,244,281,267,50,792,9,360,112,86,489,16.8,20.6,25.6,9,47483,59,014,N,95.6,014903044,014903
014903045,274,290,293,38,857,17,578,119,111,253,23,22.6,28.4,11.5,50421,49.7,014,N,.,014903045,014903
