,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,35,48,45,19,271,234,29,43,116,.,.,.,15.090909091,40377,20.7525,001,N,95.8,001902103,001902
001904102,54,51,56,42,353,278,20,37,209,.,.,.,15.64516129,39725,30.2676,001,N,96.3,001904102,001904
002901103,0,0,206,5,284,102,15,62,171,.,.,.,13.600800582,47830,21.5074,002,N,95.9,002901103,002901
005902101,52,60,62,5,371,343,20,28,108,.,.,.,12.098039216,36385,24.115,005,N,97.1,005902101,005902
006902101,22,29,23,2,155,140,6,28,70,.,.,.,9.7178329571,37020,16.979,006,N,97.4,006902101,006902
010902101,92,85,98,1,601,436,40,78,374,.,.,.,12.782608696,41852,45.191,010,N,96.2,010902101,010902
010902102,77,66,81,2,511,388,16,67,268,.,.,.,10.1,39968,38.8107,010,N,96.4,010902102,010902
011902102,91,93,89,79,599,212,25,78,401,.,.,.,8.7964363877,41351,40.8218,011,N,96,011902102,011902
014903114,43,45,42,57,563,227,10,69,469,.,.,.,11.222222222,40235,35.0669,014,N,95.8,014903114,014903
014905101,42,61,53,19,311,211,12,23,173,.,.,.,16.601493685,41613,22.1448,014,N,96.3,014905101,014905
014906103,59,57,51,225,504,111,13,98,406,.,.,.,8.0366271705,42875,39.4355,014,N,95.6,014906103,014906
014906104,53,52,43,130,362,147,28,64,254,.,.,.,13.309855213,48091,31.7195,014,N,96.6,014906104,014906
014906108,82,143,149,148,692,398,51,68,270,.,.,.,11.684991925,46478,48.2761,014,N,96.1,014906108,014906
014906109,98,61,85,258,690,159,11,95,522,.,.,.,6.7692073109,42614,47.4417,014,N,95.9,014906109,014906
014906121,130,110,164,207,811,446,75,68,192,.,.,.,11.756294493,45985,48.1841,014,N,96.9,014906121,014906
014906127,98,95,93,354,722,221,20,93,441,.,.,.,9.1352113154,43829,52.9004,014,N,96.6,014906127,014906
014906128,97,87,71,188,599,304,17,78,443,.,.,.,6.6647278368,42026,40.1008,014,N,95.6,014906128,014906
014906129,107,88,107,341,734,198,37,93,405,.,.,.,6.8823529412,42491,49.1424,014,N,96.9,014906129,014906
014906131,134,133,144,472,1034,285,30,116,515,.,.,.,6.7033102141,42296,65.0544,014,N,96.6,014906131,014906
014906132,75,87,74,170,597,252,32,64,420,.,.,.,6.8356068751,42671,45.7168,014,N,96.1,014906132,014906
014906133,94,89,82,245,610,240,32,80,236,.,.,.,8.0418868962,43753,44.0988,014,N,96.8,014906133,014906
014906135,116,120,114,283,752,292,32,118,331,.,.,.,8.4047282777,43587,51.9405,014,N,.,014906135,014906
014907102,60,60,64,10,392,295,18,47,199,.,.,.,11.091633466,36907,25.0066,014,N,96.9,014907102,014907
014909116,62,64,49,204,435,114,10,51,333,.,.,.,13.727847105,41987,29.8665,014,N,95.1,014909116,014909
015819101,11,7,12,47,107,28,0,3,82,.,.,.,3.3333333333,32357,6,015,Y,96.1,015819101,015819
015904103,73,69,71,1,483,8,14,37,450,.,.,.,7.9000240577,44843,29.3929,015,N,96.2,015904103,015904
015904104,55,55,47,0,399,8,13,41,374,.,.,.,13.571428571,48027,27.4299,015,N,97,015904104,015904
015904107,82,93,77,4,535,14,10,44,517,.,.,.,10.972107689,46407,32.4129,015,N,95.8,015904107,015904
015904111,64,50,53,5,410,33,11,50,380,.,.,.,10.201295996,46465,27.4722,015,N,95.5,015904111,015904
015906101,89,83,90,126,611,335,31,59,99,.,.,.,16.69047619,50903,41.7874,015,N,97.3,015906101,015906
015907103,71,66,80,11,539,14,23,58,533,.,.,.,11.258064516,48354,31.0001,015,N,96.6,015907103,015907
015907115,53,44,42,2,372,1,9,37,362,.,.,.,11.88,47799,24.6004,015,N,96.1,015907115,015907
015907117,64,63,55,7,435,11,11,34,431,.,.,.,13.689655172,49775,28.275,015,N,97.1,015907117,015907
015907123,61,54,45,5,380,6,10,30,379,.,.,.,15.166666667,49694,22.9002,015,N,96.9,015907123,015907
015907136,82,74,64,2,547,11,18,43,516,.,.,.,17.03030303,51165,33.0006,015,N,96.9,015907136,015907
015907145,34,31,25,0,257,2,3,22,253,.,.,.,13.526315789,49297,18.2565,015,N,96.8,015907145,015907
015907150,83,81,82,18,600,24,24,62,488,.,.,.,14.864864865,50627,37.0004,015,N,96,015907150,015907
015907164,92,106,105,47,723,81,24,52,627,.,.,.,10.324324324,46571,37.0004,015,N,96.6,015907164,015907
015907165,84,72,83,69,552,8,26,61,484,.,.,.,12.575757576,48162,33,015,N,96,015907165,015907
015907171,31,42,36,101,252,7,4,35,230,.,.,.,16.222222222,50795,17.6002,015,N,97,015907171,015907
015908101,60,74,73,5,478,1,11,26,468,.,.,.,16.606060606,48799,30.7296,015,N,96.9,015908101,015908
015908105,72,64,54,2,456,2,5,46,425,.,.,.,12.628571429,46432,33.3241,015,N,95.9,015908105,015908
015908106,100,88,102,3,687,8,7,61,677,.,.,.,12.095238095,46118,40.0582,015,N,95.9,015908106,015908
015908108,81,67,70,20,545,30,5,56,515,.,.,.,9.7837837838,44215,34.5454,015,N,95.9,015908108,015908
015908109,68,57,55,35,430,19,5,57,395,.,.,.,14.551724138,48579,28.1497,015,N,95,015908109,015908
015908110,64,79,72,7,470,16,9,38,443,.,.,.,10.6875,45671,30.4188,015,N,96.3,015908110,015908
015910104,76,70,66,10,489,51,19,71,395,.,.,.,12.9,49775,38.4826,015,N,96.6,015910104,015910
015910105,83,70,81,75,604,110,18,82,497,.,.,.,11.208333333,48549,45.7404,015,N,96.4,015910105,015910
015910106,103,95,97,71,718,222,31,112,412,.,.,.,10.893617021,48530,44.6505,015,N,95.3,015910106,015910
015910108,107,118,103,95,770,126,17,94,614,.,.,.,8.4603174603,47050,60.7089,015,N,94.8,015910108,015910
015910109,64,64,72,45,417,221,44,52,152,.,.,.,11.957746479,48668,31.4175,015,N,96.4,015910109,015910
015910110,66,59,63,97,514,151,21,105,366,.,.,.,14.804878049,50947,38.6402,015,N,96,015910110,015910
