,SAT_avg,ACT_avg,SAT/ACT_pct,DISTRICT
033902,21.5,21.5,21.5,033902
033904,18.6,18.6,18.6,033904
034901,19.8,19.8,19.8,034901
034902,18.1,18.1,18.1,034902
034903,19,19,19,034903
034905,20.3,20.3,20.3,034905
034906,21.3,21.3,21.3,034906
034907,17.7,17.7,17.7,034907
034908,.,.,.,034908
034909,21.8,21.8,21.8,034909
035901,19.6,19.6,19.6,035901
035902,17.8,17.8,17.8,035902
035903,25.6,25.6,25.6,035903
036901,16.8,16.8,16.8,036901
036902,23.7,23.7,23.7,036902
036903,18,18,18,036903
037901,19.3,19.3,19.3,037901
037904,19.1,19.1,19.1,037904
037907,19.9,19.9,19.9,037907
037908,.,.,.,037908
037909,20,20,20,037909
038901,20.3,20.3,20.3,038901
039901,20.5,20.5,20.5,039901
039902,20.9,20.9,20.9,039902
039903,21.2,21.2,21.2,039903
039904,20.8,20.8,20.8,039904
039905,21.4,21.4,21.4,039905
040901,18.2,18.2,18.2,040901
040902,18.9,18.9,18.9,040902
041901,21.8,21.8,21.8,041901
041902,19.1,19.1,19.1,041902
042901,19.2,19.2,19.2,042901
042903,18,18,18,042903
042905,20,20,20,042905
042906,.,.,.,042906
043901,21.8,21.8,21.8,043901
043902,21.6,21.6,21.6,043902
043903,21.2,21.2,21.2,043903
043904,20.3,20.3,20.3,043904
043905,22.1,22.1,22.1,043905
043907,21.8,21.8,21.8,043907
043908,.,.,.,043908
043910,24,24,24,043910
043911,21.6,21.6,21.6,043911
043912,20.5,20.5,20.5,043912
043914,20.6,20.6,20.6,043914
043917,20.3,20.3,20.3,043917
043918,20.8,20.8,20.8,043918
043919,.,.,.,043919
044902,18.9,18.9,18.9,044902
044904,18.2,18.2,18.2,044904
045902,20,20,20,045902
045903,18.6,18.6,18.6,045903
045905,20.5,20.5,20.5,045905
046801,.,.,.,046801
046901,20.4,20.4,20.4,046901
046902,21,21,21,046902
047901,20.8,20.8,20.8,047901
047902,18,18,18,047902
047903,18.6,18.6,18.6,047903
047905,.,.,.,047905
048901,18.7,18.7,18.7,048901
048903,19.7,19.7,19.7,048903
049901,19.7,19.7,19.7,049901
049902,23.3,23.3,23.3,049902
049903,23,23,23,049903
049905,20.5,20.5,20.5,049905
049906,23.3,23.3,23.3,049906
049907,21.4,21.4,21.4,049907
049908,.,.,.,049908
049909,.,.,.,049909
050901,20.9,20.9,20.9,050901
050902,21.6,21.6,21.6,050902
050904,.,.,.,050904
050909,.,.,.,050909
050910,20.2,20.2,20.2,050910
051901,19.8,19.8,19.8,051901
052901,20.3,20.3,20.3,052901
053001,18.6,18.6,18.6,053001
054901,17.9,17.9,17.9,054901
054902,20.4,20.4,20.4,054902
054903,19.8,19.8,19.8,054903
055901,18.8,18.8,18.8,055901
056901,19.2,19.2,19.2,056901
056902,23.2,23.2,23.2,056902
057802,.,.,.,057802
057803,22.4,22.4,22.4,057803
057804,.,.,.,057804
057805,.,.,.,057805
057806,.,.,.,057806
057807,.,.,.,057807
057808,.,.,.,057808
057810,.,.,.,057810
057811,.,.,.,057811
057813,.,.,.,057813
057814,.,.,.,057814
057815,.,.,.,057815
057816,.,.,.,057816
057817,.,.,.,057817
057818,.,.,.,057818
057819,.,.,.,057819
057820,.,.,.,057820
057821,.,.,.,057821
057823,.,.,.,057823
057825,.,.,.,057825
057827,.,.,.,057827
057828,.,.,.,057828
057829,.,.,.,057829
057830,.,.,.,057830
057831,.,.,.,057831
057832,.,.,.,057832
057833,.,.,.,057833
057834,.,.,.,057834
057835,.,.,.,057835
057903,20.9,20.9,20.9,057903
057904,20.2,20.2,20.2,057904
057905,17.3,17.3,17.3,057905
057906,19.4,19.4,19.4,057906
057907,19.6,19.6,19.6,057907
057909,20.6,20.6,20.6,057909
057910,19,19,19,057910
057911,24.8,24.8,24.8,057911
057912,19.5,19.5,19.5,057912
057913,17.2,17.2,17.2,057913
057914,19.8,19.8,19.8,057914
057916,22.2,22.2,22.2,057916
057919,.,.,.,057919
057920,14.7,14.7,14.7,057920
057922,22.5,22.5,22.5,057922
058902,22.3,22.3,22.3,058902
058905,22.5,22.5,22.5,058905
058906,19.2,19.2,19.2,058906
058909,20.1,20.1,20.1,058909
059901,20,20,20,059901
059902,.,.,.,059902
060902,22.4,22.4,22.4,060902
060914,18.1,18.1,18.1,060914
061802,.,.,.,061802
061901,20.8,20.8,20.8,061901
061902,21,21,21,061902
061903,22.7,22.7,22.7,061903
061905,21,21,21,061905
061906,21.9,21.9,21.9,061906
061907,20.7,20.7,20.7,061907
061908,21.6,21.6,21.6,061908
061910,.,.,.,061910
061911,19.9,19.9,19.9,061911
061912,21.9,21.9,21.9,061912
061914,17.8,17.8,17.8,061914
062901,20.6,20.6,20.6,062901
062902,.,.,.,062902
062903,19.1,19.1,19.1,062903
062904,17.5,17.5,17.5,062904
062905,.,.,.,062905
062906,.,.,.,062906
063903,22.7,22.7,22.7,063903
063906,19,19,19,063906
064903,17.4,17.4,17.4,064903
065901,20.7,20.7,20.7,065901
065902,18.4,18.4,18.4,065902
066005,.,.,.,066005
066901,17.5,17.5,17.5,066901
066902,16.4,16.4,16.4,066902
066903,17.2,17.2,17.2,066903
067902,20.9,20.9,20.9,067902
067903,22.3,22.3,22.3,067903
067904,19.1,19.1,19.1,067904
067907,23.1,23.1,23.1,067907
067908,17.3,17.3,17.3,067908
068901,20,20,20,068901
069901,19.1,19.1,19.1,069901
069902,20.3,20.3,20.3,069902
070801,.,.,.,070801
070901,.,.,.,070901
070903,19.6,19.6,19.6,070903
070905,.,.,.,070905
070907,18.4,18.4,18.4,070907
070908,21.4,21.4,21.4,070908
070909,.,.,.,070909
070910,19.2,19.2,19.2,070910
070911,20.7,20.7,20.7,070911
070912,19.4,19.4,19.4,070912
070915,19.5,19.5,19.5,070915
071801,.,.,.,071801
071803,.,.,.,071803
071804,.,.,.,071804
071805,.,.,.,071805
071901,16.8,16.8,16.8,071901
071902,21,21,21,071902
071903,16.9,16.9,16.9,071903
071904,16.4,16.4,16.4,071904
071905,17.9,17.9,17.9,071905
071906,15.5,15.5,15.5,071906
071907,17.6,17.6,17.6,071907
071908,15,15,15,071908
071909,18.5,18.5,18.5,071909
072801,.,.,.,072801
072901,.,.,.,072901
072902,20.2,20.2,20.2,072902
072903,20.7,20.7,20.7,072903
072904,.,.,.,072904
072908,22.3,22.3,22.3,072908
072909,22.6,22.6,22.6,072909
072910,.,.,.,072910
073901,.,.,.,073901
073903,18.1,18.1,18.1,073903
073904,.,.,.,073904
073905,20.8,20.8,20.8,073905
074903,21,21,21,074903
074904,20.2,20.2,20.2,074904
074905,18.2,18.2,18.2,074905
074907,19.6,19.6,19.6,074907
074909,20.2,20.2,20.2,074909
074911,.,.,.,074911
074912,20.8,20.8,20.8,074912
074917,21.6,21.6,21.6,074917
075901,19.6,19.6,19.6,075901
075902,21.2,21.2,21.2,075902
075903,24,24,24,075903
075906,23,23,23,075906
075908,22.8,22.8,22.8,075908
076903,18.9,18.9,18.9,076903
076904,19.9,19.9,19.9,076904
077901,20.5,20.5,20.5,077901
077902,20.4,20.4,20.4,077902
078901,18.9,18.9,18.9,078901
079901,19.8,19.8,19.8,079901
079906,21.8,21.8,21.8,079906
079907,20.4,20.4,20.4,079907
079908,.,.,.,079908
079910,20.6,20.6,20.6,079910
080901,21.9,21.9,21.9,080901
081902,21.4,21.4,21.4,081902
081904,19.9,19.9,19.9,081904
081905,16.2,16.2,16.2,081905
081906,.,.,.,081906
082902,19.6,19.6,19.6,082902
082903,17.5,17.5,17.5,082903
083901,18,18,18,083901
083902,22.1,22.1,22.1,083902
083903,19.8,19.8,19.8,083903
084801,.,.,.,084801
084802,.,.,.,084802
084901,18.7,18.7,18.7,084901
084902,19.4,19.4,19.4,084902
084903,.,.,.,084903
084904,16.2,16.2,16.2,084904
084906,18.4,18.4,18.4,084906
084908,.,.,.,084908
084909,18.9,18.9,18.9,084909
084910,22.1,22.1,22.1,084910
084911,23,23,23,084911
085902,18.6,18.6,18.6,085902
085903,18.2,18.2,18.2,085903
086024,.,.,.,086024
086901,20,20,20,086901
086902,20.1,20.1,20.1,086902
087901,20.5,20.5,20.5,087901
088902,20.5,20.5,20.5,088902
089901,18,18,18,089901
089903,19.2,19.2,19.2,089903
089905,17,17,17,089905
090902,17.2,17.2,17.2,090902
090903,19.5,19.5,19.5,090903
090904,20.7,20.7,20.7,090904
090905,.,.,.,090905
091901,21.8,21.8,21.8,091901
091902,19.3,19.3,19.3,091902
091903,22.7,22.7,22.7,091903
091905,20.8,20.8,20.8,091905
091906,21.7,21.7,21.7,091906
091907,.,.,.,091907
091908,23,23,23,091908
091909,20.9,20.9,20.9,091909
091910,20.3,20.3,20.3,091910
091913,21.5,21.5,21.5,091913
091914,21.1,21.1,21.1,091914
091917,21.3,21.3,21.3,091917
091918,20.8,20.8,20.8,091918
092801,.,.,.,092801
092901,22.3,22.3,22.3,092901
092902,19.8,19.8,19.8,092902
092903,19.5,19.5,19.5,092903
092904,21.4,21.4,21.4,092904
092906,22.4,22.4,22.4,092906
092907,21.4,21.4,21.4,092907
092908,20.9,20.9,20.9,092908
093901,18.9,18.9,18.9,093901
093903,18.8,18.8,18.8,093903
093904,19.8,19.8,19.8,093904
093905,.,.,.,093905
094901,18.8,18.8,18.8,094901
094902,20.7,20.7,20.7,094902
094903,20.4,20.4,20.4,094903
094904,19.8,19.8,19.8,094904
095901,20.3,20.3,20.3,095901
095902,19.8,19.8,19.8,095902
095903,19.3,19.3,19.3,095903
095904,20.4,20.4,20.4,095904
095905,20,20,20,095905
096904,19.9,19.9,19.9,096904
096905,22.6,22.6,22.6,096905
097902,20.6,20.6,20.6,097902
097903,20.1,20.1,20.1,097903
098901,21.5,21.5,21.5,098901
098903,.,.,.,098903
098904,20.4,20.4,20.4,098904
099902,17.2,17.2,17.2,099902
099903,18.2,18.2,18.2,099903
100903,17.3,17.3,17.3,100903
100904,19.8,19.8,19.8,100904
100905,19.9,19.9,19.9,100905
100907,20.1,20.1,20.1,100907
100908,17.3,17.3,17.3,100908
101801,.,.,.,101801
101802,.,.,.,101802
101803,.,.,.,101803
101804,.,.,.,101804
101805,.,.,.,101805
101806,.,.,.,101806
101807,.,.,.,101807
101808,.,.,.,101808
101809,.,.,.,101809
101810,.,.,.,101810
101811,.,.,.,101811
101812,.,.,.,101812
101813,.,.,.,101813
101814,.,.,.,101814
101815,.,.,.,101815
101817,.,.,.,101817
101818,.,.,.,101818
101819,.,.,.,101819
101820,.,.,.,101820
101821,.,.,.,101821
101822,.,.,.,101822
101823,.,.,.,101823
101827,.,.,.,101827
101828,.,.,.,101828
101829,.,.,.,101829
101830,.,.,.,101830
101831,.,.,.,101831
101833,.,.,.,101833
101834,.,.,.,101834
101835,.,.,.,101835
101837,.,.,.,101837
101838,.,.,.,101838
101840,.,.,.,101840
101841,.,.,.,101841
101842,.,.,.,101842
101843,.,.,.,101843
101845,.,.,.,101845
101846,.,.,.,101846
101847,.,.,.,101847
101848,.,.,.,101848
101849,.,.,.,101849
101850,.,.,.,101850
101851,.,.,.,101851
101852,.,.,.,101852
101853,.,.,.,101853
101902,17.8,17.8,17.8,101902
101903,18.4,18.4,18.4,101903
101905,20.1,20.1,20.1,101905
101906,19.6,19.6,19.6,101906
101907,21.1,21.1,21.1,101907
101908,21,21,21,101908
101909,15.6,15.6,15.6,101909
101910,17.5,17.5,17.5,101910
101911,19.4,19.4,19.4,101911
101912,18.5,18.5,18.5,101912
101913,21.2,21.2,21.2,101913
101914,23,23,23,101914
101915,21.9,21.9,21.9,101915
101916,19.8,19.8,19.8,101916
101917,19.6,19.6,19.6,101917
101919,19.8,19.8,19.8,101919
101920,23,23,23,101920
101921,22.1,22.1,22.1,101921
101924,19.1,19.1,19.1,101924
101925,19.7,19.7,19.7,101925
102901,15.8,15.8,15.8,102901
102902,19.3,19.3,19.3,102902
102903,18.9,18.9,18.9,102903
102904,20,20,20,102904
102905,19.8,19.8,19.8,102905
102906,19.1,19.1,19.1,102906
103901,.,.,.,103901
103902,17.9,17.9,17.9,103902
104901,20.3,20.3,20.3,104901
104902,16.8,16.8,16.8,104902
104903,20.7,20.7,20.7,104903
104907,.,.,.,104907
105801,18.6,18.6,18.6,105801
105802,.,.,.,105802
105902,19.3,19.3,19.3,105902
105904,22.5,22.5,22.5,105904
105905,20.8,20.8,20.8,105905
105906,19.9,19.9,19.9,105906
106901,21.4,21.4,21.4,106901
107901,20.6,20.6,20.6,107901
107902,19.3,19.3,19.3,107902
107904,21.1,21.1,21.1,107904
107905,19.8,19.8,19.8,107905
107906,18.9,18.9,18.9,107906
107907,18.2,18.2,18.2,107907
107908,.,.,.,107908
107910,19.7,19.7,19.7,107910
108801,.,.,.,108801
108802,.,.,.,108802
108804,.,.,.,108804
108805,.,.,.,108805
108806,.,.,.,108806
108807,.,.,.,108807
108808,.,.,.,108808
108902,16.2,16.2,16.2,108902
108903,14.7,14.7,14.7,108903
108904,16.7,16.7,16.7,108904
108905,17.6,17.6,17.6,108905
108906,18.2,18.2,18.2,108906
108907,17.5,17.5,17.5,108907
108908,17.7,17.7,17.7,108908
108909,16.7,16.7,16.7,108909
108910,16.8,16.8,16.8,108910
108911,17.9,17.9,17.9,108911
108912,16.1,16.1,16.1,108912
108913,17.9,17.9,17.9,108913
108914,16.1,16.1,16.1,108914
108915,.,.,.,108915
108916,16.2,16.2,16.2,108916
109901,20.9,20.9,20.9,109901
109902,20.8,20.8,20.8,109902
109903,.,.,.,109903
109904,19,19,19,109904
109905,21.8,21.8,21.8,109905
109907,21.9,21.9,21.9,109907
109908,.,.,.,109908
109910,.,.,.,109910
109911,20.8,20.8,20.8,109911
109912,.,.,.,109912
109913,18.4,18.4,18.4,109913
109914,19,19,19,109914
110901,21.6,21.6,21.6,110901
110902,20.6,20.6,20.6,110902
110905,16.7,16.7,16.7,110905
110906,19.5,19.5,19.5,110906
110907,20,20,20,110907
110908,18.5,18.5,18.5,110908
111901,21.2,21.2,21.2,111901
111902,19.2,19.2,19.2,111902
111903,20.2,20.2,20.2,111903
112901,20.5,20.5,20.5,112901
112905,.,.,.,112905
112906,22.4,22.4,22.4,112906
112907,17.7,17.7,17.7,112907
112908,20.3,20.3,20.3,112908
112909,20.2,20.2,20.2,112909
112910,22,22,22,112910
113901,17.3,17.3,17.3,113901
113902,21,21,21,113902
113903,.,.,.,113903
113905,19,19,19,113905
113906,.,.,.,113906
114901,20.9,20.9,20.9,114901
114902,19,19,19,114902
114904,20.8,20.8,20.8,114904
115901,16.8,16.8,16.8,115901
115902,.,.,.,115902
115903,15.6,15.6,15.6,115903
116801,.,.,.,116801
116901,19.8,19.8,19.8,116901
116902,19.4,19.4,19.4,116902
116903,20.2,20.2,20.2,116903
116905,20,20,20,116905
116906,20.8,20.8,20.8,116906
116908,20.2,20.2,20.2,116908
116909,20.4,20.4,20.4,116909
116910,18.7,18.7,18.7,116910
116915,20.8,20.8,20.8,116915
116916,20.1,20.1,20.1,116916
117901,21.9,21.9,21.9,117901
117903,20.4,20.4,20.4,117903
117904,21.8,21.8,21.8,117904
117907,.,.,.,117907
118902,21.7,21.7,21.7,118902
119901,17.6,17.6,17.6,119901
119902,20.7,20.7,20.7,119902
119903,20.5,20.5,20.5,119903
120901,20,20,20,120901
120902,19,19,19,120902
120905,20.6,20.6,20.6,120905
121902,.,.,.,121902
121903,19.7,19.7,19.7,121903
121904,18.7,18.7,18.7,121904
121905,18.9,18.9,18.9,121905
121906,.,.,.,121906
122901,19.4,19.4,19.4,122901
122902,.,.,.,122902
123801,.,.,.,123801
123802,.,.,.,123802
123803,.,.,.,123803
123804,.,.,.,123804
123805,.,.,.,123805
123905,22.4,22.4,22.4,123905
123907,16.9,16.9,16.9,123907
123908,22.8,22.8,22.8,123908
123910,18.5,18.5,18.5,123910
123913,.,.,.,123913
123914,19.2,19.2,19.2,123914
124901,17,17,17,124901
125901,18,18,18,125901
125902,16.8,16.8,16.8,125902
125903,19.7,19.7,19.7,125903
125905,17,17,17,125905
125906,.,.,.,125906
126901,18.8,18.8,18.8,126901
126902,20.3,20.3,20.3,126902
126903,21.2,21.2,21.2,126903
126904,21.3,21.3,21.3,126904
126905,21.2,21.2,21.2,126905
126906,.,.,.,126906
126907,.,.,.,126907
126908,22.6,22.6,22.6,126908
126911,20.6,20.6,20.6,126911
127901,20.7,20.7,20.7,127901
127903,20.1,20.1,20.1,127903
127904,19.5,19.5,19.5,127904
127905,.,.,.,127905
127906,19.9,19.9,19.9,127906
128901,19.2,19.2,19.2,128901
128902,19,19,19,128902
128903,16.4,16.4,16.4,128903
128904,20.2,20.2,20.2,128904
129901,20.6,20.6,20.6,129901
129902,20,20,20,129902
129903,20.3,20.3,20.3,129903
129904,20.7,20.7,20.7,129904
129905,20.4,20.4,20.4,129905
129906,18.5,18.5,18.5,129906
129910,19.2,19.2,19.2,129910
130901,21.7,21.7,21.7,130901
130902,22.9,22.9,22.9,130902
131001,.,.,.,131001
132902,19.8,19.8,19.8,132902
133901,20.9,20.9,20.9,133901
133902,.,.,.,133902
133903,21.2,21.2,21.2,133903
133904,19.9,19.9,19.9,133904
133905,.,.,.,133905
134901,18,18,18,134901
135001,.,.,.,135001
136901,20.3,20.3,20.3,136901
137901,18.2,18.2,18.2,137901
137902,.,.,.,137902
137903,20,20,20,137903
137904,20.4,20.4,20.4,137904
138901,.,.,.,138901
138902,18.5,18.5,18.5,138902
138903,20.4,20.4,20.4,138903
138904,20.4,20.4,20.4,138904
139905,20.5,20.5,20.5,139905
139908,19.2,19.2,19.2,139908
139909,17.9,17.9,17.9,139909
139911,20.3,20.3,20.3,139911
139912,19.2,19.2,19.2,139912
140901,21.8,21.8,21.8,140901
140904,18.9,18.9,18.9,140904
140905,20.9,20.9,20.9,140905
140906,.,.,.,140906
140907,20.5,20.5,20.5,140907
140908,19.9,19.9,19.9,140908
141801,.,.,.,141801
141901,19.8,19.8,19.8,141901
141902,18,18,18,141902
142901,17.5,17.5,17.5,142901
143901,20.1,20.1,20.1,143901
143902,.,.,.,143902
143903,21.9,21.9,21.9,143903
143904,.,.,.,143904
143905,.,.,.,143905
143906,.,.,.,143906
144901,22.1,22.1,22.1,144901
144902,16.8,16.8,16.8,144902
144903,.,.,.,144903
145901,20.4,20.4,20.4,145901
145902,.,.,.,145902
145906,18.6,18.6,18.6,145906
145907,.,.,.,145907
145911,20.3,20.3,20.3,145911
146901,17,17,17,146901
146902,20.6,20.6,20.6,146902
146903,.,.,.,146903
146904,19.1,19.1,19.1,146904
146905,18.2,18.2,18.2,146905
146906,19.6,19.6,19.6,146906
146907,19.8,19.8,19.8,146907
147901,.,.,.,147901
147902,20.8,20.8,20.8,147902
147903,19.8,19.8,19.8,147903
148901,19,19,19,148901
148902,21.6,21.6,21.6,148902
148903,21,21,21,148903
148905,.,.,.,148905
149901,18.5,18.5,18.5,149901
149902,19.2,19.2,19.2,149902
150901,20,20,20,150901
152801,.,.,.,152801
152802,.,.,.,152802
152803,.,.,.,152803
152804,.,.,.,152804
152901,20.3,20.3,20.3,152901
152902,20.9,20.9,20.9,152902
152903,19.5,19.5,19.5,152903
152906,21.1,21.1,21.1,152906
152907,21,21,21,152907
152908,19.3,19.3,19.3,152908
152909,21.1,21.1,21.1,152909
152910,20.5,20.5,20.5,152910
153903,20.3,20.3,20.3,153903
153904,18.6,18.6,18.6,153904
153905,18.6,18.6,18.6,153905
153907,20.3,20.3,20.3,153907
154901,18.9,18.9,18.9,154901
154903,.,.,.,154903
155901,18.6,18.6,18.6,155901
156902,.,.,.,156902
156905,22.1,22.1,22.1,156905
157901,19.9,19.9,19.9,157901
158901,19.7,19.7,19.7,158901
158902,19.1,19.1,19.1,158902
158904,.,.,.,158904
158905,18.9,18.9,18.9,158905
158906,19.4,19.4,19.4,158906
159901,18.6,18.6,18.6,159901
160901,19.9,19.9,19.9,160901
160904,20,20,20,160904
160905,.,.,.,160905
161801,.,.,.,161801
161802,.,.,.,161802
161804,.,.,.,161804
161901,21.3,21.3,21.3,161901
161903,22.1,22.1,22.1,161903
161906,19.2,19.2,19.2,161906
161907,21.4,21.4,21.4,161907
161908,19.2,19.2,19.2,161908
161909,17.8,17.8,17.8,161909
161910,19.3,19.3,19.3,161910
161912,20.9,20.9,20.9,161912
161914,17.8,17.8,17.8,161914
161916,19.9,19.9,19.9,161916
161918,20.9,20.9,20.9,161918
161919,19.6,19.6,19.6,161919
161920,21.6,21.6,21.6,161920
161921,19.6,19.6,19.6,161921
161922,21.4,21.4,21.4,161922
161923,21,21,21,161923
161924,.,.,.,161924
161925,.,.,.,161925
162904,22.3,22.3,22.3,162904
163901,19.1,19.1,19.1,163901
163902,21.3,21.3,21.3,163902
163903,18.4,18.4,18.4,163903
163904,20.7,20.7,20.7,163904
163908,19.7,19.7,19.7,163908
164901,20.4,20.4,20.4,164901
165801,.,.,.,165801
165802,.,.,.,165802
165803,.,.,.,165803
165901,21.6,21.6,21.6,165901
165902,22.5,22.5,22.5,165902
166901,19.4,19.4,19.4,166901
166902,.,.,.,166902
166903,20.4,20.4,20.4,166903
166904,19.7,19.7,19.7,166904
166905,.,.,.,166905
166907,.,.,.,166907
167901,22,22,22,167901
167902,.,.,.,167902
167903,.,.,.,167903
167904,.,.,.,167904
168901,18.6,18.6,18.6,168901
168902,19.6,19.6,19.6,168902
168903,19.6,19.6,19.6,168903
169901,20.9,20.9,20.9,169901
169902,19.5,19.5,19.5,169902
169906,.,.,.,169906
169908,.,.,.,169908
169909,.,.,.,169909
169910,.,.,.,169910
169911,21.8,21.8,21.8,169911
170801,.,.,.,170801
170902,22.2,22.2,22.2,170902
170903,22.3,22.3,22.3,170903
170904,19.1,19.1,19.1,170904
170906,20.6,20.6,20.6,170906
170907,.,.,.,170907
170908,21.3,21.3,21.3,170908
171901,19,19,19,171901
171902,19.9,19.9,19.9,171902
172902,16.4,16.4,16.4,172902
172905,19.6,19.6,19.6,172905
173901,16.4,16.4,16.4,173901
174901,18,18,18,174901
174902,20.3,20.3,20.3,174902
174903,19.5,19.5,19.5,174903
174904,20.7,20.7,20.7,174904
174906,20,20,20,174906
174908,.,.,.,174908
174909,17.8,17.8,17.8,174909
174910,.,.,.,174910
174911,19.8,19.8,19.8,174911
175902,20.1,20.1,20.1,175902
175903,19.5,19.5,19.5,175903
175904,.,.,.,175904
175905,19.5,19.5,19.5,175905
175907,19.6,19.6,19.6,175907
