,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,dist_num,county_num,attendance
010901,38,32,32,20,0,275,44,319,10,66,156,13.1,11.8,10.9,30984,15.1,9.1,MEDINA ISD,010901,010,96.8
010902,197,148,131,108,6,1800,367,2178,185,311,811,19.6,19.7,20.3,28588,10.6,4.7,BANDERA ISD,010902,010,95.8
011901,520,364,303,278,568,3482,1397,5524,231,738,2266,21.2,23.2,21.6,29425,9.2,5.2,BASTROP ISD,011901,011,94.3
011902,243,187,148,150,399,1179,961,2559,120,355,1347,18.1,22.1,21.8,29739,10.9,6.3,ELGIN ISD,011902,011,95.2
011904,162,102,108,90,216,1140,305,1671,168,271,745,22.5,23.4,23.9,29973,10.4,6.2,SMITHVILLE ISD,011904,011,95.1
011905,0,0,0,0,5,105,56,167,17,14,93,.,.,.,26459,6.1,3.4,MCDADE ISD,011905,011,97.4
012901,50,64,56,48,61,609,128,806,30,145,471,17.8,17.8,17.5,30443,15.1,10.5,SEYMOUR ISD,012901,012,96.1
013901,452,277,290,250,161,1173,2992,4355,248,583,2796,18.2,19,20,31668,11.1,8,BEEVILLE ISD,013901,013,94.3
013902,10,0,0,0,2,50,78,130,7,21,68,12,11.8,11.3,29396,10.4,7.1,PAWNEE ISD,013902,013,98.1
013903,51,37,35,34,0,286,178,464,40,73,292,16.7,14,16.6,30312,12.3,7.8,PETTUS ISD,013903,013,95.9
013905,72,58,42,51,6,304,440,750,61,73,460,18.4,16.8,17,29526,10.4,5.1,SKIDMORE-TYNAN ISD,013905,013,95.5
014901,91,65,71,67,8,859,106,978,119,159,245,22,19.2,22.8,30460,11.7,6.9,ACADEMY ISD,014901,014,96.4
014902,55,32,25,29,109,247,212,571,23,86,329,15.7,13,15.7,29811,12.2,8.5,BARTLETT ISD,014902,014,95.1
014903,545,456,387,344,326,4641,1336,6365,449,741,2434,24.5,24,26.2,30707,13,7.8,BELTON ISD,014903,014,95.7
014905,42,45,32,42,31,362,70,469,20,73,223,17.8,19.7,20.1,31333,14.6,8.5,HOLLAND ISD,014905,014,95.9
014906,1860,1756,1436,1368,10747,11674,4581,28414,2204,3115,13704,21.6,20.5,22.9,30873,9.3,6.5,KILLEEN ISD,014906,014,96
014907,78,65,77,47,22,709,127,859,73,108,322,20.2,17.8,19.1,28629,8.8,6.2,ROGERS ISD,014907,014,96.8
014908,76,65,62,58,5,708,94,815,58,80,167,17.3,18.2,21.2,33688,12.3,5.3,SALADO ISD,014908,014,96.7
014909,840,521,446,351,2272,4452,1784,8647,682,1025,3971,20,21,21.4,30543,11.3,7.8,TEMPLE ISD,014909,014,95.8
014910,100,73,84,80,16,946,229,1203,86,168,356,17.7,15.2,19.4,29013,10.2,6.5,TROY ISD,014910,014,96.2
015801,42,50,41,20,4,2,147,153,0,0,122,13.8,21,19,25351,8.7,0,BLESSED SACRAMENT ACAD SEC CHANCE,015801,015,.
015802,62,22,14,8,46,9,51,106,0,0,27,44,.,.,21025,5.7,0,BUILDING ALTERNATIVE CHARTER,015802,015,.
015901,363,293,284,312,93,3039,1005,4160,593,562,750,20.7,20.6,21.6,39326,16,8.7,ALAMO HEIGHTS ISD,015901,015,95.6
015904,1445,906,901,564,83,1026,14004,15148,865,2227,12649,19.2,21.3,20.9,34022,12.1,9.3,HARLANDALE ISD,015904,015,94.8
015905,1178,820,609,520,286,260,13606,14180,800,1752,13242,21.8,20.4,22.3,31859,10.3,7.9,EDGEWOOD ISD,015905,015,93.5
015906,66,65,52,39,180,640,120,986,82,107,318,16.1,15.3,15.4,37352,13.8,7.3,RANDOLPH FIELD ISD,015906,015,96.5
015907,5054,3904,3086,2568,6611,3211,51338,61361,3306,7300,55879,22.7,23.3,24.1,36248,14.4,10.3,SAN ANTONIO ISD,015907,015,93.9
015908,867,692,523,586,194,480,9681,10391,807,1317,9541,20.8,19,18.9,34717,12.8,9.6,SOUTH SAN ANTONIO ISD,015908,015,95.3
015909,177,150,114,100,3,540,1778,2330,190,386,1763,19.7,20.2,22.7,31530,9.4,5.1,SOMERSET ISD,015909,015,94.6
015910,3919,3295,3046,2738,4013,24497,15537,45184,2903,7691,15897,22.8,23.1,24.1,36073,12.2,8.2,NORTH EAST ISD,015910,015,95.1
015911,671,507,413,402,831,3331,2703,6903,550,1076,3239,23.9,25,25.7,33494,10.8,6.7,EAST CENTRAL ISD,015911,015,95.8
015912,890,546,418,342,434,1347,7378,9219,714,1283,6820,21.4,21.1,22.3,32496,8.3,5,SOUTHWEST ISD,015912,015,94.4
015913,54,29,24,26,179,525,168,894,71,102,399,16.3,14.6,13.8,36831,13.4,7.9,LACKLAND ISD,015913,015,96.7
015914,72,76,66,78,411,589,188,1233,166,214,383,19.1,14.6,19.6,36983,13.1,6.9,FT SAM HOUSTON ISD,015914,015,96.2
015915,5449,4210,3794,3346,4048,24045,29847,59284,5166,8533,25560,22.8,22.7,23.7,34644,12.1,7.9,NORTHSIDE ISD,015915,015,95.2
015916,1411,930,1117,662,3467,6825,4692,15460,1090,2343,5583,22.8,22.8,23.2,34725,12.1,7.3,JUDSON ISD,015916,015,95.5
015917,218,248,182,193,39,651,2832,3547,153,420,2786,22.5,22,22.9,34088,10.4,5.4,SOUTHSIDE ISD,015917,015,93.2
016901,62,51,47,35,0,518,119,644,45,98,204,18.1,13.7,18.2,32202,13.1,6,JOHNSON CITY ISD,016901,016,96.5
016902,74,60,66,54,19,648,230,902,148,165,356,14.5,14.6,15,29864,10.9,5.8,BLANCO ISD,016902,016,95.6
017901,25,20,19,16,1,158,44,208,12,34,63,22.7,18,28.9,37120,14.3,8,BORDEN COUNTY ISD,017901,017,96.4
018901,126,98,86,70,64,926,219,1210,125,151,503,15.4,15.9,16.7,30276,11.4,5.8,CLIFTON ISD,018901,018,96.4
018902,50,41,31,28,27,370,116,516,17,87,258,12.6,14,16.3,30682,14.2,7.2,MERIDIAN ISD,018902,018,96.6
018903,20,14,16,12,0,138,68,206,8,53,169,13.6,7.6,14.6,29667,11.9,4.1,MORGAN ISD,018903,018,93.6
018904,55,40,42,34,25,401,39,470,38,72,170,29.3,24.6,26,31178,12,6.3,VALLEY MILLS ISD,018904,018,96.1
018905,22,14,13,11,3,165,61,229,13,52,132,13.6,11,15,32692,17.2,10.8,WALNUT SPRINGS ISD,018905,018,95.4
018906,7,8,11,11,0,104,13,117,13,27,67,12.3,10.8,7.6,28796,12.5,7.7,IREDELL ISD,018906,018,96.2
018907,25,38,16,23,0,317,14,332,18,48,146,18.8,12.4,17.9,26101,7.7,3.7,KOPPERL ISD,018907,018,95.1
018908,10,18,12,6,1,136,23,161,7,36,97,9.4,9,13.6,26984,8.1,5.4,CRANFILLS GAP ISD,018908,018,96
019901,104,66,80,78,364,701,20,1085,82,135,634,14.1,13.9,15.5,30497,11,6.5,DEKALB ISD,019901,019,95.6
019902,106,109,101,85,224,884,18,1132,72,187,531,17.1,13.7,16.3,30712,14.4,9.7,HOOKS ISD,019902,019,95.5
019903,41,32,30,30,74,370,6,450,24,82,179,17.3,16,18.2,31432,12,9.4,MAUD ISD,019903,019,96.7
019905,148,125,114,104,341,1151,16,1520,59,229,572,17.3,16.8,16.8,30211,12.2,8.2,NEW BOSTON ISD,019905,019,96.7
019906,128,90,73,64,61,1084,18,1168,104,138,219,18,18.6,18.8,30041,12.7,7.7,REDWATER ISD,019906,019,96.2
019907,513,359,327,269,2664,2554,136,5401,397,645,3054,20.7,21.2,22,30194,13.6,9.6,TEXARKANA ISD,019907,019,95.1
019908,223,201,183,161,1122,1524,25,2682,179,479,1531,16.7,16.9,18.1,30673,14,13.5,LIBERTY-EYLAU ISD,019908,019,95.3
019909,41,45,42,35,1,491,12,511,23,85,257,24.4,22,23.5,29548,11.6,7.9,SIMMS ISD,019909,019,95.8
019910,0,0,0,0,0,114,0,114,10,19,69,8.8,.,9,24311,5.5,3.5,MALTA ISD,019910,019,97.5
019911,0,0,0,0,11,298,5,321,33,35,87,21,17,28.7,29648,10.7,5.8,RED LICK ISD,019911,019,97
019912,149,150,146,121,109,1687,36,1853,308,238,165,19.8,17.5,21.4,30033,11.3,7,PLEASANT GROVE ISD,019912,019,97.2
019913,0,0,0,0,0,70,4,75,8,12,27,.,2,.,28329,9.4,7.9,HUBBARD ISD,019913,019,97.7
019914,0,0,0,0,1,121,0,122,3,32,70,11.5,16,16,29976,13.7,10.8,LEARY ISD,019914,019,94.6
020901,1134,736,600,512,286,7238,3338,11055,865,1434,4647,23,22.1,23.8,30962,10.2,7.8,ALVIN ISD,020901,020,94.5
020902,639,446,388,329,974,3991,1667,6690,604,809,2172,22.9,22.7,23.1,32432,11.9,8.3,ANGLETON ISD,020902,020,95.4
020904,69,57,67,46,7,638,104,752,71,83,144,16.5,14.3,17.2,30291,10.1,4.7,DANBURY ISD,020904,020,95.8
020905,1246,922,667,654,1090,7528,4151,12970,1257,1693,4624,22.9,23,22.5,34648,13.2,10,BRAZOSPORT ISD,020905,020,95.9
020906,226,159,186,119,431,1532,273,2246,143,249,636,18.8,18.7,20.4,32419,12.5,8.1,SWEENY ISD,020906,020,95.2
020907,394,260,253,186,617,2493,545,3668,213,405,1129,20.3,21.8,24.5,31823,13.9,9.4,COLUMBIA-BRAZORIA ISD,020907,020,94.1
020908,881,592,569,434,532,6221,1789,8896,449,1057,1393,23.9,24.8,26,31616,11.6,7.3,PEARLAND ISD,020908,020,96.3
020910,0,0,0,0,1,106,37,145,10,19,56,15.8,12.8,17,26762,5.5,3.6,DAMON ISD,020910,020,95.7
021901,620,484,458,390,826,5020,599,6939,783,532,1642,23.6,21.7,24.5,31500,11.7,6.7,COLLEGE STATION ISD,021901,021,96.4
021902,1265,852,750,558,3168,5928,4012,13188,2375,2083,7629,18.2,19.3,19.7,30321,10.2,6.8,BRYAN ISD,021902,021,94.9
022004,13,10,5,3,0,46,97,144,19,2,123,11.8,7.1,9,26045,4.3,1.6,TERLINGUA CSD,022004,022,94
022901,96,97,92,84,11,567,703,1288,126,109,687,17.9,18.7,17.3,30398,12.5,8.4,ALPINE ISD,022901,022,95.4
022902,13,10,6,5,0,24,87,111,7,13,84,6.5,9,11,26761,6.2,3.5,MARATHON ISD,022902,022,96
022903,0,0,0,0,0,12,11,23,6,4,0,.,1,.,35817,17.2,4.8,SAN VICENTE ISD,022903,022,96.9
023902,25,22,25,15,12,188,88,288,28,41,151,13.6,12.5,16.5,30600,11.4,7.6,SILVERTON ISD,023902,023,96.6
024901,178,127,126,98,3,127,1741,1875,167,236,1426,20.5,18.3,20.5,31792,16.2,12.6,BROOKS ISD,024901,024,93.8
025901,88,102,72,60,74,881,123,1083,64,192,503,19.2,17.3,18.2,29311,10.8,6.3,BANGS ISD,025901,025,95.9
025902,374,286,244,190,300,2650,1069,4048,221,526,1839,18,19,21,29442,12.6,8,BROWNWOOD ISD,025902,025,94.9
025904,25,23,18,14,4,190,46,240,11,57,129,14.9,10.3,16.6,26655,8.1,5.2,BLANKET ISD,025904,025,95.6
025905,33,21,23,5,0,252,16,274,46,44,136,17.6,13.2,23.8,28081,10.8,6.5,MAY ISD,025905,025,96.4
025906,21,16,17,22,0,151,21,172,18,45,80,13.9,9.2,16.3,34180,17.3,11.4,ZEPHYR ISD,025906,025,96
025908,20,15,20,18,0,192,11,206,26,47,103,18,16.7,16.8,29293,13.1,5.9,BROOKESMITH ISD,025908,025,97
025909,108,80,83,58,6,1098,99,1221,51,175,350,15.4,12.8,16.1,30750,14,7.5,EARLY ISD,025909,025,97.1
026901,183,127,115,114,252,1303,383,1940,86,281,855,21.4,20.1,21.7,30550,12.6,8.3,CALDWELL ISD,026901,026,95.8
026902,59,72,56,49,241,460,116,819,60,142,473,17.8,12.2,14.4,29979,9.6,5.1,SOMERVILLE ISD,026902,026,96.4
026903,54,32,24,15,203,232,90,527,36,84,323,12.4,12.4,17.2,27822,10.1,7.8,SNOOK ISD,026903,026,95.7
027903,261,199,157,133,59,2045,452,2567,163,348,1011,21.3,22.5,22.1,30403,12.9,6.5,BURNET CONS ISD,027903,027,95.5
027904,281,226,217,164,67,2481,733,3308,158,396,1465,20.3,19.5,20.3,30733,11.6,6.5,MARBLE FALLS ISD,027904,027,95
028902,420,256,199,214,371,1862,1855,4111,223,680,2309,23.5,24.3,26.5,30442,10.2,7.6,LOCKHART ISD,028902,028,95.2
028903,139,109,96,96,143,670,742,1558,106,208,913,16.7,17.3,18.5,30746,12.1,8.6,LULING ISD,028903,028,95.5
028906,16,15,10,11,14,103,77,194,12,54,145,13.9,12.5,11.9,29143,10.2,7.8,PRAIRIE LEA ISD,028906,028,95
029901,458,304,247,221,145,1973,2094,4414,415,470,1915,20.6,20.4,22.5,30026,12.9,9.3,CALHOUN CO ISD,029901,029,94.9
030901,45,42,37,29,0,441,21,462,48,71,195,18.3,13.9,18,31015,13.7,9.7,CROSS PLAINS ISD,030901,030,96.6
030902,125,129,101,91,2,1447,90,1543,132,253,619,17.2,16.7,21.1,29226,10.2,6.4,CLYDE CONS ISD,030902,030,96.5
030903,39,23,33,33,0,375,66,447,68,69,145,15.3,15.5,16.9,29397,12.2,8.3,BAIRD ISD,030903,030,96.7
030906,50,47,51,33,2,537,47,589,49,83,277,15.6,12.7,14.6,29201,9.1,5.3,EULA ISD,030906,030,96.2
031901,4890,2264,1932,1805,33,1243,39101,40494,2667,4283,34451,19.5,21.7,21.2,32224,10.9,9.4,BROWNSVILLE ISD,031901,031,95.1
031903,1717,1022,994,842,126,2284,13638,16156,1892,2120,10713,21.3,22.2,22.9,34250,11.8,8.5,HARLINGEN CONS ISD,031903,031,95
031905,241,185,160,134,6,303,2321,2637,189,241,2020,19.8,16.9,20.3,35102,11.4,6.8,LA FERIA ISD,031905,031,95.2
031906,576,415,365,284,15,556,5390,5982,378,762,4449,21.3,23,20.5,32346,9.8,5.2,LOS FRESNOS CONS ISD,031906,031,95.9
031909,210,152,115,101,3,370,1848,2228,105,219,1718,21.1,19.4,20.2,34520,8.7,6.2,POINT ISABEL ISD,031909,031,94.8
031911,196,143,118,110,1,131,1939,2072,125,188,1532,18.8,19,17.6,33010,10.3,6.7,RIO HONDO ISD,031911,031,95.5
031912,875,554,449,417,7,274,8344,8636,579,1170,7342,22,24.2,23.4,32605,11.6,8.1,SAN BENITO CONS ISD,031912,031,93.9
031913,50,32,35,29,0,0,499,500,39,51,490,11.6,14.1,15.1,31605,9.4,4.2,SANTA MARIA ISD,031913,031,96.5
031914,86,90,80,84,1,30,1173,1206,67,136,1129,16.8,16.9,17.1,32119,8.9,6.1,SANTA ROSA ISD,031914,031,96.2
031916,540,482,401,348,14,460,1559,2111,765,266,1148,18.7,19.2,21.7,34744,11.6,4.2,SOUTH TEXAS ISD,031916,031,95
032902,222,155,130,121,543,1245,309,2100,119,316,1047,15.9,18.2,17.8,30942,12.7,8.3,PITTSBURG ISD,032902,032,94.4
033901,18,22,18,18,0,183,9,193,24,22,92,14.5,13.9,13.3,32702,14.9,8.9,GROOM ISD,033901,033,97.2
033902,56,59,59,49,1,648,72,724,67,112,152,16.5,14.3,14.9,33046,15.3,9,PANHANDLE ISD,033902,033,96.8
033904,40,57,36,40,2,493,29,526,75,73,150,18.1,13.8,14.7,32297,14,6.5,WHITE DEER ISD,033904,033,96.9
034901,180,170,130,141,732,1275,14,2025,223,396,1018,21.4,17.4,19.1,30371,12.9,9.4,ATLANTA ISD,034901,034,96.2
034902,15,13,17,16,53,129,4,186,20,37,102,11.1,10.1,9.9,32161,15.3,10.8,AVINGER ISD,034902,034,96.2
034903,90,88,60,59,169,791,41,1006,66,147,496,17,15.7,15.7,29391,10.3,7.3,HUGHES SPRINGS ISD,034903,034,94.5
034905,121,89,86,72,302,795,9,1108,106,178,502,16.3,15,16.8,30940,11.5,8,LINDEN-KILDARE CONS ISD,034905,034,96.6
034906,35,43,27,27,19,365,3,387,14,73,129,21.1,20.6,23.6,27716,9.9,5.4,MCLEOD ISD,034906,034,96
034907,100,114,113,81,286,1034,6,1336,56,253,577,17.1,18.5,18.9,29065,12.5,7.3,QUEEN CITY ISD,034907,034,96.3
034908,0,0,0,0,19,28,0,47,0,10,35,2,2,2,35881,20,16.7,MARIETTA ISD,034908,034,96.1
034909,32,28,22,31,18,238,5,262,20,60,73,27.4,19.6,25,31530,14.8,9.1,BLOOMBURG ISD,034909,034,94.6
035901,99,127,108,82,53,389,1061,1505,82,143,1048,18.1,18.5,18.6,31352,13.2,8.5,DIMMITT ISD,035901,035,95.9
035902,33,39,38,34,11,82,356,449,29,54,357,17.4,17.4,18.9,30548,14,8,HART ISD,035902,035,96.2
035903,20,23,26,20,0,242,22,264,37,16,51,12.8,13.2,15.1,30088,11.6,7,NAZARETH ISD,035903,035,98.3
036901,127,108,100,66,301,874,215,1427,69,195,667,19,17.9,18.7,30063,11,7.7,ANAHUAC ISD,036901,036,95.5
036902,208,200,145,135,55,1993,232,2296,110,264,349,21.2,19.7,20.8,37105,14.7,8.3,BARBERS HILL ISD,036902,036,95.4
036903,107,91,72,64,159,788,119,1073,97,188,411,16.8,16.4,18.4,29350,8.1,5.2,EAST CHAMBERS ISD,036903,036,95.4
037901,70,55,48,49,268,348,52,669,50,80,438,13.4,12,13.2,29412,12.1,8.4,ALTO ISD,037901,037,96.5
037904,408,312,283,253,1050,2751,806,4634,305,538,2266,19.9,19.8,19.9,29427,11,7.2,JACKSONVILLE ISD,037904,037,95.1
037907,163,153,142,105,345,1427,119,1902,130,219,865,18.4,18.8,19.7,30098,12,7.1,RUSK ISD,037907,037,95
037908,27,15,25,16,47,100,186,333,16,35,263,15.1,13.4,14.8,26820,8.3,4.7,NEW SUMMERFIELD ISD,037908,037,96.5
037909,29,21,21,15,35,237,9,281,35,39,149,12.4,10.4,14,26797,7.1,5.2,WELLS ISD,037909,037,95.5
038901,115,115,95,70,101,798,370,1287,107,280,566,16.4,16.7,18.1,31404,14.1,9.2,CHILDRESS ISD,038901,038,96
039901,12,12,11,10,0,137,4,141,18,19,54,16.2,11,11.4,29082,12.3,10.5,BYERS ISD,039901,039,96.6
039902,88,92,84,70,8,999,37,1063,89,154,305,15.6,17.2,16.9,31135,11.9,7.4,HENRIETTA ISD,039902,039,96.7
039903,35,48,35,31,0,442,33,476,13,92,124,14.7,13.6,13.6,28575,7.9,4,PETROLIA ISD,039903,039,95.9
039904,16,22,9,11,0,185,0,185,12,22,53,13.6,12.2,16.8,29959,11.9,8,BELLEVUE ISD,039904,039,97.1
039905,14,17,21,6,0,164,9,174,18,23,38,13.2,10.2,13.7,29272,12,7.8,MIDWAY ISD,039905,039,96.6
040901,58,62,49,28,54,186,456,696,73,79,525,15.9,14.9,15.3,29698,11.5,6.9,MORTON ISD,040901,040,96.6
040902,81,62,44,53,10,302,222,536,25,46,278,21.1,17.2,17.9,33314,14.5,9.2,WHITEFACE CONS ISD,040902,040,92.4
041901,77,58,22,28,41,291,78,410,27,99,133,17.3,10.2,12.8,27291,9,5.5,BRONTE ISD,041901,041,96.8
041902,36,30,30,26,0,264,91,356,37,48,158,17.5,12.3,15,35750,15.5,9.5,ROBERT LEE ISD,041902,041,96.2
042901,95,99,80,78,58,863,275,1201,97,149,659,15.3,15.1,17,29594,12.1,6.6,COLEMAN ISD,042901,042,95.5
042903,25,27,32,23,22,225,61,310,8,73,170,9.6,9.8,14.8,29720,11.5,6.4,SANTA ANNA ISD,042903,042,95.8
042905,22,21,17,18,0,224,22,247,26,46,140,13.1,9.4,17.2,29870,12.5,7.7,PANTHER CREEK CONS ISD,042905,042,96.9
042906,6,15,11,7,0,101,11,112,16,20,77,8.3,5,7.3,27091,6.2,2.7,NOVICE ISD,042906,042,96.3
043901,687,581,517,457,319,7127,466,8103,474,954,401,21.4,21.7,23.2,30905,10.2,4.9,ALLEN ISD,043901,043,96
043902,77,69,61,46,0,722,122,844,35,126,64,19.1,19.4,18.9,28421,8.1,4.6,ANNA ISD,043902,043,96
043903,77,81,60,58,72,739,109,924,126,130,250,18.3,18.3,18.4,30117,10.2,6.7,CELINA ISD,043903,043,96.1
043904,80,80,74,61,92,843,169,1104,71,140,382,16.7,16.9,20.8,30793,13.1,8.4,FARMERSVILLE ISD,043904,043,96
043905,187,169,139,128,119,2318,582,3069,187,368,503,20.7,19.2,21.9,29680,9.3,4.1,FRISCO ISD,043905,043,95.5
043907,650,495,405,368,810,5495,1530,7943,423,808,2094,25.6,27.9,26.3,30301,10.5,5.6,MCKINNEY ISD,043907,043,95.1
043908,0,0,0,0,0,294,27,326,62,52,75,16,13.6,16.7,26493,7.7,3.3,MELISSA ISD,043908,043,95.4
043910,3187,2810,2682,2341,2323,31531,2999,40864,2789,4154,4107,22.4,22.6,23.8,35794,12,7.7,PLANO ISD,043910,043,96.2
043911,130,160,111,112,28,1694,174,1913,106,230,620,18.5,19.3,23.7,28742,11.1,6.1,PRINCETON ISD,043911,043,94.9
043912,68,46,49,28,2,634,138,781,62,100,130,16.5,14.3,17.6,30457,10.4,5.3,PROSPER ISD,043912,043,96.3
043914,328,253,194,179,44,3340,262,3684,194,438,474,21.7,22.9,22.9,29784,9.5,5.5,WYLIE ISD,043914,043,95.3
043917,40,23,30,21,2,410,20,433,46,62,81,16.8,14.9,15.8,28095,9.3,5.4,BLUE RIDGE ISD,043917,043,95.7
043918,102,55,71,54,23,908,72,1008,68,160,327,18.5,19.7,19,27180,8.8,5.4,COMMUNITY ISD,043918,043,95
043919,0,0,0,0,8,572,6,592,54,61,12,.,.,.,34656,15.4,8.6,LOVEJOY ISD,043919,043,97.3
044902,55,51,54,51,63,369,249,691,46,107,403,13.7,14.1,16.3,30359,12.9,8.5,WELLINGTON ISD,044902,044,96.6
044904,14,15,9,8,5,88,24,117,7,10,47,12.4,9.9,9.6,32671,13.6,9.2,SAMNORWOOD ISD,044904,044,98.2
045902,189,132,111,122,248,1175,270,1696,84,229,642,22.4,20.5,22.1,30325,12.8,8.5,COLUMBUS ISD,045902,045,95.9
045903,125,114,100,86,359,489,550,1403,116,280,823,20.9,21.4,19.6,28110,11,6.9,RICE CONS ISD,045903,045,95.4
045905,67,80,60,56,146,387,136,671,40,113,296,15.7,15.9,19.1,33133,16.8,10.5,WEIMAR ISD,045905,045,97.1
046901,571,481,439,325,87,3202,2530,5841,330,676,2177,23.1,21.7,22.8,31610,12.4,8.2,NEW BRAUNFELS ISD,046901,046,96
046902,827,666,572,503,82,7298,1730,9156,778,1388,2847,19.1,19.2,19.1,30694,11.7,6.2,COMAL ISD,046902,046,95
047901,104,91,89,73,4,862,494,1366,147,182,696,17.9,18.3,20.7,30186,12.1,8.1,COMANCHE ISD,047901,047,96.7
047902,67,40,42,46,0,521,256,778,67,122,394,16.9,15.6,16.5,30613,14.6,9.2,DE LEON ISD,047902,047,96.5
047903,10,14,15,20,0,147,62,209,8,38,127,16,9.8,13.7,27647,9.8,3.9,GUSTINE ISD,047903,047,96.8
047905,19,12,11,11,0,131,25,158,1,39,95,13.8,8.6,15,33561,17.7,12.1,SIDNEY ISD,047905,047,97
048901,42,30,29,35,0,211,192,404,30,71,207,15.2,14.5,16.8,31525,12.1,7.6,EDEN CONS ISD,048901,048,95.9
