,SAT_avg,ACT_avg,SAT/ACT_pct
018905,-1,18.9,58.8
018906,-1,-1,-1
018907,-1,-1,40
018908,-1,-1,33.3
019901,-1,19.1,-2
019902,-1,21.5,66
019903,.,18,80
019905,-1,21.1,86.7
019906,-1,22.1,89
019907,1107,20,63.9
019908,-1,19.4,61.6
019909,-1,19.2,52.2
019910,.,.,-1
019911,.,.,.
019912,1173,23.7,75.2
019913,.,.,0
019914,.,.,.
020901,1022,21.7,35.6
020902,1026,22,48.2
020904,997,-1,55.3
020905,1072,22.1,54.6
020906,959,21.7,58.4
020907,1020,18.7,42.4
020908,1035,21.1,62.6
020910,.,.,.
021803,-1,.,7.1
021901,1139,21.8,69.1
021902,1005,18.7,49
022004,972,.,62.5
022901,1059,19.7,91.3
022902,.,-1,-1
022903,.,.,.
023902,1025,21.8,93.3
024801,.,.,.
024901,857,16.4,67.1
025901,945,19.4,68.2
025902,967,20.4,68.1
025904,.,18.4,100
025905,-1,19.8,47.1
025906,.,-1,18.2
025908,.,21.5,100
025909,994,20.4,82.6
026901,1023,20.5,56.6
026902,924,18.7,52.3
026903,901,17.9,44.4
027903,985,20.8,74
027904,983,19.6,60.7
028902,919,18.8,54.6
028903,921,19.4,59.8
028906,-1,15.3,-2
029901,1048,20.8,35.3
030901,964,20.8,66.7
030902,1079,22,62
030903,-1,20.2,73.9
030906,1003,22.1,55.2
031901,871,17.9,49.9
031903,934,18.9,64.1
031905,876,18.3,82.7
031906,874,18.1,64.5
031909,845,20,84.3
031911,862,16.5,73.5
031912,830,18.8,73.8
031913,787,-1,63.2
031914,745,15.1,-2
031916,1050,21.8,-2
032902,896,22.3,58.4
033901,.,17,83.3
033902,-1,22.9,65.9
033904,-1,21.5,81.8
034901,-1,20.4,75
034902,-1,18.7,100
034903,925,19.1,89.7
034905,-1,19.8,95.8
034906,.,20.9,94.1
034907,-1,20,74.6
034908,.,.,.
034909,.,18.4,71.4
035901,-1,17.5,73.3
035902,-1,17,83.3
035903,.,23.3,100
036901,902,18.3,63.2
036902,1003,21.9,56.6
036903,959,17.9,73.7
037901,934,17.9,65.7
037904,1060,19.1,59.5
037907,1020,20.3,35.2
037908,-1,-1,21.4
037909,932,18.3,70
038901,1228,20.2,88.3
039901,.,.,0
039902,919,19.6,81.3
039903,-1,19,41.9
039904,-1,19.1,75
039905,-1,-1,50
040901,-1,16.7,86.7
040902,1005,20.3,90
041901,.,19.9,100
041902,.,17.4,75
042901,955,19.8,74.6
042903,958,-1,35.7
042905,-1,20.6,100
042906,.,-1,42.9
043901,1071,23.5,80.7
043902,984,20.6,43.4
043903,1019,22.4,80
043904,971,21,65.6
043905,1054,23.1,70
043907,1056,22.9,69
043908,-1,.,-1
043910,1149,24.4,87
043911,959,19.2,56.6
043912,1040,24.4,82.4
043914,1008,21.8,60.7
043917,977,-1,50
043918,917,20.2,47.4
043919,.,.,.
044902,-1,19.7,95.8
044904,-1,19.3,92.3
045902,988,20.8,56.7
045903,944,18.1,64.9
045905,971,19.5,76.7
046802,.,.,-1
046901,999,21.9,70.4
046902,1008,21.4,70.2
047901,892,19.5,55.4
047902,894,15.3,47.1
047903,892,16.2,54.5
047905,-1,.,-1
048901,856,16.5,82.6
048903,-1,19.8,60
049901,995,19.6,55.3
049902,1018,22.9,82.1
049903,987,18.5,77.4
049905,1041,25.3,42.9
049906,1009,25.2,70.4
049907,1098,23.2,67.5
049908,.,.,.
049909,.,.,.
050901,-1,18.9,57.9
050902,966,20.3,63.6
050904,-1,20.4,100
050909,-1,-1,33.3
050910,967,20.1,57.6
051901,.,19,72.7
052901,960,18.9,-2
053001,926,20.5,63
054901,-1,18.3,75
054902,-1,18.7,75
054903,-1,19.9,41.2
055901,799,16.4,86.2
056901,1095,21,75.9
056902,.,20,85.7
057802,850,15.6,85
057803,1156,24.4,-2
057804,.,-1,0.3
057805,.,.,.
057806,.,.,.
057807,880,18.5,66.7
057808,-1,.,66.7
057809,.,.,.
057810,.,.,.
057811,.,.,.
057813,.,.,.
057814,.,.,.
057815,735,15.8,31.3
057816,.,.,.
057817,.,.,.
057818,-1,-1,-2
057819,.,.,.
057821,.,.,.
057825,1021,-1,-2
057827,.,.,.
057828,985,18.2,6.1
057829,826,.,55
057830,.,.,.
057831,.,.,.
057832,-1,-1,5
057833,-1,.,11.1
057834,.,-1,1.9
057835,.,.,.
057836,.,.,.
057837,.,.,.
057838,.,.,.
057839,.,.,.
057840,.,.,.
057903,1059,21.7,68.1
057904,903,18.8,78.2
057905,855,17.2,61.5
057906,927,18.8,85
057907,992,19.6,61.7
057909,1009,20,60
057910,961,19.8,51.3
057911,1188,25.4,-2
057912,982,19.9,51.2
057913,809,15.9,-2
057914,986,19.1,57.9
057916,1066,22.2,83.9
057919,.,.,.
057922,1113,22.9,92.7
058902,.,18.6,87.5
058905,-1,22.6,100
058906,-1,19.3,44.6
058909,-1,-1,45.5
059901,860,19.3,49.2
059902,.,.,.
060902,965,20.8,52.7
060914,.,-1,-1
061802,-1,20.2,41.2
061901,1011,20.5,67
061902,1087,22.1,87.8
061903,1035,20.9,75
061905,998,21.1,64.3
061906,1005,19.9,47.4
061907,1009,19.9,65
061908,984,20.7,55.4
061910,1086,21.6,92.3
061911,1030,20.8,59.4
061912,972,20.2,64.3
061914,963,19.2,61.6
062901,1095,20.3,64.6
062902,-1,.,14.3
062903,991,20.3,62.9
062904,951,22.2,100
062905,.,.,.
062906,.,.,.
063903,.,-1,25
063906,-1,19.9,-2
064903,901,18.4,48.1
065901,-1,21.1,76.7
065902,-1,20.7,69.2
066005,.,.,.
066901,.,16.5,80.8
066902,-1,16.4,62.5
066903,.,17.9,73.2
067902,-1,20.5,22.2
067903,1010,20.9,47.4
067904,-1,19,60
067907,919,-1,75
067908,1034,-1,50
068801,.,.,0
068901,979,21.3,37.3
069901,966,17.1,61.1
069902,-1,21.9,46.7
070801,912,-1,54.5
070901,-1,-1,33.3
070903,1010,19.6,51.9
070905,937,20.5,50
070907,982,18.4,75.7
070908,1019,21.9,74.5
070909,.,15.9,100
070910,906,18.5,55
070911,1038,21.2,69.8
070912,989,19.7,53.2
070915,1027,22,51.2
071801,.,.,.
071803,.,.,0
071804,815,-1,8.7
071805,728,-1,-2
071806,.,.,.
071901,828,16.8,67.7
071902,933,20.3,65.4
071903,861,16.7,48.6
071904,814,16.3,62.7
071905,805,17,-2
071906,.,16.8,90.9
071907,812,16.4,67
071908,744,-1,56.8
071909,876,18.7,58.2
072801,-1,.,4.5
072802,.,.,.
072901,.,.,.
072902,986,19.9,58.2
072903,1021,20.8,76.5
072904,.,.,.
072908,834,17.6,75
072909,-1,17.2,100
072910,.,.,.
073901,973,-1,26.1
073903,793,16.9,60.7
073904,.,.,.
073905,1075,21,78
074903,951,20.5,47.6
074904,.,23,53.8
074905,.,20,43.8
074907,-1,20.4,64.7
074909,992,20.9,62.5
074911,.,22.9,68.8
074912,1028,22.9,52
074917,-1,19.5,100
075901,979,20.5,50
075902,1018,20.9,63.7
075903,1030,21,82.1
075906,1004,-1,66.7
075908,1087,25.6,72.2
076903,-1,19.9,89.5
076904,-1,20.5,93.8
077901,-1,19,63.2
077902,-1,21.2,73.3
078901,-1,17.7,62.5
079901,1000,19.5,64.3
079906,1079,21.4,60
079907,1031,20.9,83.7
079908,.,.,.
079910,981,18.9,84.8
080901,1015,21.8,49.5
081902,1001,21.6,58.8
081904,950,20.6,56.1
081905,936,19.3,68.8
081906,.,.,.
082902,.,18.5,89.3
082903,873,18.9,55.9
083901,.,18.5,90.3
083902,-1,21.3,66.7
083903,976,20.1,56.2
084801,.,.,.
084802,.,.,.
084901,954,17.6,43
084902,982,18.2,49.5
084903,921,19.7,61.9
084904,835,16.3,58.9
084906,925,18.8,67.1
084908,887,-1,34.7
084909,953,21.1,44.3
084910,1084,22.4,75.8
084911,1115,23.8,96
085902,1013,19,58.2
085903,-1,18.6,100
086024,.,.,.
086901,1047,20.7,72
086902,977,21.3,89.5
087901,967,21.7,71.4
088902,1019,19.7,70.9
089901,955,19.9,63.3
089903,939,19.1,44.3
089905,-1,.,33.3
090902,.,22.6,87.5
090903,-1,17.8,-2
090904,1035,21.7,56.5
090905,.,.,.
091901,1017,19.4,68.8
091902,-1,19.9,-2
091903,1004,21.1,57.7
091905,1065,22,62.3
091906,1092,20.6,53.1
091907,.,.,.
091908,1009,22,55.1
091909,1057,20.8,56.9
091910,927,20,75
091913,1021,20.5,55.2
091914,1165,22.9,53.3
091917,1097,21.8,79.6
091918,969,21.3,62.7
092801,-1,-1,4.8
092901,951,20.4,50.8
092902,1059,19.4,39.4
092903,1023,19.5,67.9
092904,1070,22.2,61.7
092906,965,20.2,62.5
092907,976,21.3,73.6
092908,1043,21.3,62.2
093901,986,21,56.7
093903,929,21.1,62.5
093904,929,20.8,37.1
093905,920,-1,46.2
094901,974,19.8,53.4
094902,1022,21.6,64.3
094903,1054,20.9,-2
094904,984,21.3,70.1
095901,1084,20.6,84.4
095902,.,21,100
095903,.,18.5,51.7
095904,.,17,90.5
095905,999,19.8,48.2
096904,.,14.8,33.3
096905,.,17.5,55
097902,1063,21.9,91.8
097903,940,19.7,71.8
098901,-1,21.2,91.9
098903,.,.,.
098904,-1,20.2,73.3
099902,1001,-1,61.5
099903,-1,19.5,75.9
100903,897,18.3,46.5
100904,920,20.6,67.7
100905,958,17.5,70
100907,949,19.3,71.1
100908,-1,17.6,26.7
101801,.,.,.
101802,.,.,.
101803,971,.,-2
101804,785,-1,50.7
101805,793,-1,75
101806,692,.,94.4
101807,.,.,.
101809,770,-1,12.8
101810,.,.,.
101811,.,.,.
101812,789,.,5.4
101813,.,.,.
101814,.,.,.
101815,.,.,.
101817,.,.,0
101818,-1,.,16.7
101819,.,.,.
101820,.,.,-1
101821,.,-1,2.1
101822,.,.,-1
101823,.,.,.
101828,.,.,.
101829,.,.,.
101831,-1,-1,3.3
101833,.,.,.
101834,-1,.,2.4
101837,1003,.,37
101838,-1,.,10.5
101840,.,.,.
101842,.,.,0
101845,996,21.1,-2
101846,861,-1,-2
101847,.,.,.
101848,.,.,.
101849,.,.,.
101850,.,.,.
101851,.,.,.
101852,-1,.,36.4
101853,.,.,.
101854,-1,.,1
101855,.,.,.
101856,.,.,.
101857,.,.,.
101858,.,.,.
101859,.,.,.
101860,.,.,.
101902,890,17.3,51.9
101903,892,17.4,70.5
101905,879,17.2,60.1
101906,982,19.1,58.5
101907,1040,21.7,76
101908,1020,22.2,40.9
101909,737,15.7,53.6
101910,893,17.4,51.4
101911,960,21.1,41.9
101912,947,19.3,68.9
101913,1049,21.5,75.5
101914,1088,22.9,80.9
101915,1038,21.9,80.3
101916,972,19.3,50.5
101917,957,18.5,39.5
101919,957,18.7,62.3
101920,1072,23.6,83.9
101921,1030,21.9,76.4
101924,846,16,41.5
101925,973,21.4,49.2
102901,.,16.9,56.3
102902,989,19.9,50.5
102903,-1,18.6,74.2
102904,976,19.8,59.8
102905,1104,21.3,58.8
102906,-1,18.9,86.2
103901,-1,18.6,-2
103902,-1,-1,66.7
104901,1048,20.8,67.7
104903,-1,21.1,64.7
104907,.,-1,50
105801,890,-1,45.5
105802,.,.,.
105902,960,19.4,52
105904,1104,23.2,97.2
105905,1056,22.2,81.8
105906,966,19.5,71.3
106901,-1,22.2,94.4
107901,979,21.8,38.7
107902,1007,19.4,41.5
107904,987,20,41.3
107905,963,19.4,39
107906,924,19.9,45.1
107907,1068,-1,61.5
107908,.,.,.
107910,916,-1,33.3
108801,.,14.2,3.1
108802,.,.,0
108804,-1,15,15.4
108807,.,.,.
108808,.,.,.
108902,938,16.7,79.1
108903,797,15.6,81.5
108904,946,17,86
108905,895,16.5,73.5
108906,979,18.2,75.9
108907,855,17.4,77
108908,932,17.5,64.9
108909,817,16.7,79.6
108910,-1,17.4,58.1
108911,967,19.2,74.4
108912,1080,16.5,50.4
108913,949,16.9,75.3
108914,841,17.1,57.1
108915,.,.,.
108916,1028,16.9,77
109901,1033,21.2,75
109902,-1,19.9,100
109903,.,17.2,75
109904,866,16.9,50.7
109905,-1,21,40.6
109907,900,19.3,90.7
109908,.,.,.
109910,.,.,.
109911,971,20.6,47
109912,-1,-1,23.1
109913,-1,-1,30
109914,772,-1,50
110901,.,18.6,86.4
110902,1029,19.2,56.2
110905,902,18.4,58.8
110906,-1,19.9,95.8
110907,1090,22.4,54.3
110908,995,-1,72.7
111901,1000,21.1,64.7
111902,972,-1,50
111903,1042,21.2,85.7
112901,1021,21.6,60.3
112905,-1,19.3,52.2
112906,-1,19.7,64.3
112907,-1,19.5,78.6
112908,949,19.8,60.5
112909,-1,19.4,27.8
112910,-1,17.3,58.3
113901,872,19.3,80
113902,915,18.4,75
113903,961,19.1,62.5
113905,819,17.1,60
113906,877,-1,71.4
114901,1073,20.6,47.6
114902,-1,22.1,44.2
114904,-1,20.1,59.1
115901,.,16,61.5
115902,710,.,-2
115903,.,17.6,88.9
116801,.,.,.
116901,983,20.5,55.9
116902,961,20.5,82.8
116903,937,19.1,67.5
116905,983,19.6,48.5
116906,1013,21.2,70.8
116908,920,19.4,49.1
116909,-1,20.2,56
116910,.,20.1,41.2
116915,921,19.1,48.4
116916,980,20.2,64.7
117901,1091,21.9,56.9
117903,942,19.4,60
117904,-1,19.3,83.7
117907,.,.,.
118902,1004,21.2,88
119901,-1,20.5,70.6
119902,1016,21.3,78.6
119903,990,20.6,54.5
120901,1026,21.4,44.9
120902,975,21,55.3
120905,1010,20.3,64.6
121902,.,19.7,54.5
121903,887,-1,61.6
121904,978,19.3,68.4
121905,984,18.9,67
121906,964,-1,50
122901,988,20.7,-2
122902,.,-1,-1
123801,-1,.,-2
123803,.,.,.
123804,.,-1,2.4
123805,.,.,.
123905,971,19.4,72
123907,794,17.6,63.9
123908,987,20.9,69
123910,911,19.1,75.7
123913,941,-1,88
123914,933,19.1,72.4
124901,936,16.9,79.5
125901,918,17.7,90.3
125902,-1,18.9,75
125903,-1,18.8,91.3
125905,943,17.6,73.6
125906,.,.,.
126901,960,20.7,56.1
126902,1018,21.7,56.7
126903,988,20.8,46.8
126904,1000,20.8,81
126905,970,19.1,48.6
126906,1048,21,51.5
126907,961,20.5,51
126908,956,19.5,46
126911,1002,-1,40.7
127901,973,19.8,51.5
127903,-1,19.5,86.4
127904,-1,19.7,65.7
127905,-1,-1,66.7
127906,-1,19.6,75
128901,915,18.9,40
128902,947,19.6,32.1
128903,-1,19.4,54.5
128904,971,20.9,91.3
129901,1013,20.3,70.4
129902,1001,21.3,73.6
129903,956,20.1,45.5
129904,1013,20.8,32.2
129905,960,20.8,49.3
129906,944,18.2,64
129910,1009,20.2,58.8
130901,1064,22.8,85.4
130902,983,19.5,71.7
131001,.,.,.
132902,.,22.5,-2
133901,929,18.8,70.3
133902,.,.,.
133903,1026,21.4,62.8
133904,962,20.2,68.3
133905,.,.,.
134901,898,20.8,74.3
135001,.,-1,-1
136901,969,19.9,78.8
137901,910,17.8,64.9
137902,.,.,.
137903,946,20.1,80.6
137904,995,18.9,90
138902,1030,23.4,78.9
138903,-1,19.4,78.6
138904,.,16.4,100
139905,.,21,71.7
139908,.,16.6,88.9
139909,1080,20.8,48.8
139911,1005,21.5,40.1
139912,1057,21.1,52.4
140901,-1,-1,40
140904,-1,19.3,37.8
140905,-1,20.7,58.5
140907,-1,19.4,68.8
140908,-1,22.1,84.2
141901,965,21.2,59.5
141902,878,-1,78.6
142901,952,18.7,44.9
143901,993,19.8,67.6
143902,1000,.,90.9
143903,978,20.4,97.1
143904,.,.,.
143905,.,.,.
143906,.,.,.
144901,963,20.3,50
144902,980,20.5,42.6
144903,-1,-1,50
145901,1062,20.8,37.8
145902,894,22.8,80
145906,960,20.9,58.1
145907,-1,-1,44.4
145911,972,20.5,54.5
146901,912,15.4,44.5
146902,964,20.1,44
146903,.,.,.
146904,895,18.6,49.4
146905,855,19.4,41.9
146906,950,-1,56.8
146907,926,22.6,48.9
147901,-1,17.5,58.3
147902,986,18.9,53.7
147903,1106,19.3,67.3
148901,.,17.9,82.8
148902,-1,17.4,-2
148903,.,-1,40
148905,.,.,.
149901,1031,19.5,70.8
149902,939,19.5,71.4
150901,971,19.5,76.1
152801,.,.,0
152802,.,.,.
152803,1020,-1,15.9
152901,1032,20.7,55.8
152902,-1,17.3,55.2
152903,1002,21.5,55.9
152906,1020,20.9,73
152907,1006,21,59
152908,950,18.4,50
152909,967,20.4,62
152910,979,21,80.5
153903,-1,18.3,92.6
153904,917,18.9,56.5
153905,973,20.7,85.7
153907,-1,-1,71.4
154901,892,18.6,56.6
154903,921,23,65
155901,1005,18.4,75.3
156902,940,19.9,51.1
156905,-1,20,60
157901,942,19.6,90
158901,975,21.2,53.9
158902,881,19.5,66.7
158904,.,.,.
158905,908,19.5,69.4
158906,960,18.9,52.8
159901,864,17.8,45.1
160901,-1,21,53.7
160904,.,19.8,72.2
160905,-1,-1,60
161801,.,.,.
161802,.,.,.
161805,.,.,.
161901,1083,21.6,73.8
161903,1072,22.5,58.7
161906,926,19.7,46.9
161907,1091,23,77.3
161908,997,19.2,60.5
161909,950,21.5,42.9
161910,991,20.8,48.6
161912,980,22.4,65
161914,919,17.2,41.1
161916,954,19.5,49.5
161918,1069,18.8,72.1
161919,1016,20.9,56.9
161920,1048,20.2,61
161921,956,20.2,57.6
161922,1063,22.4,56.7
161923,952,21,72
161924,.,.,.
161925,.,.,.
162904,1079,22.6,92.3
163901,893,19.6,64.2
163902,1014,19.5,85.7
163903,829,18.7,60.8
163904,1128,20.2,48.1
163908,981,20.8,68.4
164901,994,18.7,96.6
165801,-1,.,4.3
165802,.,.,.
165901,1055,21.5,55
165902,980,20.6,51.5
166901,905,20.9,57.9
166902,.,.,.
166903,-1,19.3,50
166904,978,20.2,59.6
166905,849,17.3,73.5
166907,-1,.,8.3
167901,985,21.5,75.8
167902,.,-1,42.9
167903,-1,-1,33.3
167904,-1,-1,50
168901,-1,20.5,38.6
168902,-1,-1,71.4
168903,981,17.2,-2
169901,1025,21,65.3
169902,1020,20.5,55.9
169906,-1,.,33.3
169908,.,.,.
169909,-1,.,57.1
169910,-1,-1,66.7
169911,946,18.2,60.9
170801,.,.,0
170902,1087,22.9,72.1
170903,1032,22.6,61.7
170904,949,18.8,51.6
170906,989,21.2,55.1
170907,950,19.1,44.4
170908,931,18.4,45.5
171901,1016,19.6,44.6
171902,.,20.2,50
172902,955,19.8,65.2
172905,1047,20.4,61.8
173901,.,-1,80
174901,973,17.5,70.8
174902,977,19.5,52.2
174903,-1,18.3,76.7
174904,1039,19.8,66.1
174906,1053,20.7,65.9
174908,1004,20.4,67.5
174909,-1,20.1,-2
174910,.,.,.
174911,951,20.6,65.2
175902,983,19.6,67.6
175903,962,20.6,45
175904,-1,19.5,65.5
175905,.,19.1,40
175907,-1,17.1,-2
175910,1066,21.4,56.3
175911,893,18.7,74.1
176901,-1,16.9,77.8
176902,930,19,68.8
176903,897,-1,38.9
177901,969,20.3,82.8
177902,995,20.7,62.9
177903,.,19.6,50
177905,966,21.2,85.7
178801,.,-1,18.2
178802,.,.,.
178804,-1,-1,8.3
178807,.,.,.
178901,890,17.7,60
178902,878,16.9,77.6
178903,999,20.6,75
178904,947,18.3,66.2
178905,.,.,.
178906,.,.,.
178908,1036,19.7,91.2
178909,964,17.2,75
178912,995,20.2,61.7
178913,-1,17,-2
178914,993,20.3,76.3
178915,763,15.5,60.8
179901,-1,21.4,58.3
180901,-1,18,-2
180902,-1,21.5,96
180903,.,16.8,-2
180904,.,.,.
181901,979,20.8,71.3
181905,964,19.4,69
181906,853,16.5,68.5
181907,935,20.3,61.5
181908,977,21.2,64.1
182901,790,19.1,100
182902,-1,-1,30.8
182903,927,18.2,50
182904,1021,19.1,74.2
182905,.,21.7,50
182906,.,.,.
183801,.,.,0
183901,.,20.2,55.6
183902,1125,20.8,66.9
183904,905,18.2,85.7
184801,.,.,.
184901,929,-1,40
184902,969,20,46.7
184903,1032,21.5,50
184904,1012,-1,33.9
184907,1058,22.9,77.7
184908,1007,21.1,60.4
184909,1025,21.5,62.3
184911,.,.,.
185901,.,17.8,56.5
185902,-1,18.6,76.7
185903,-1,18.9,79.7
185904,.,-1,-1
186901,.,-1,-1
186902,867,17.5,48.9
186903,-1,20.2,57.6
187901,993,19.3,-2
187903,-1,15,46.7
187904,923,17.9,80.4
187906,.,-1,40
187907,951,18.7,62.8
187910,841,18.6,64.7
188801,.,-1,2.9
188901,1045,19.9,60.4
188902,987,20.4,66.2
188903,.,18.4,94.1
188904,.,.,.
189901,-1,18.5,67.9
189902,842,15.5,82.6
190903,1073,20.8,43.4
191901,1018,21.6,70.8
192901,940,20,67.4
193801,.,.,-1
193902,882,20.6,100
194902,.,19.1,84.2
194903,-1,18.9,86.8
194904,-1,19.3,62
194905,-1,22.1,36.8
195901,881,19.1,52.5
195902,830,-1,100
196901,-1,17.4,75
196902,.,17.6,100
196903,983,20.7,73.1
197902,.,20.1,81.8
198901,859,19.6,92.9
198902,-1,-1,50
198903,980,20.7,64.4
198905,833,17.1,73.8
198906,1076,-1,47.1
199901,1045,21.9,73.3
199902,921,20.2,60.7
200901,1228,21.5,74.5
200902,-1,19.5,93.8
200904,.,20.8,88.9
200906,.,.,.
201902,1112,21.2,59.9
201903,.,18,83.3
201904,-1,-1,36.4
201907,-1,18.4,87.5
201908,1035,18.4,60
201910,975,19.2,65.3
201913,-1,19.9,63.2
201914,-1,19.4,76.7
202903,958,17.7,83
202905,861,18.3,82.8
203901,877,17.2,64.7
203902,-1,18.3,95.2
204901,864,17.6,48.5
204904,915,20.5,40
205901,932,17.3,41.9
205902,986,19.9,78.6
205903,955,21.9,52.1
205904,1013,16.2,70.9
205905,885,18.2,77.6
205906,1064,17.8,71.7
205907,-1,15.4,77.1
206901,-1,20.2,71.4
206902,960,16.4,92.3
206903,.,20.4,69.2
207901,-1,20.2,77.8
208901,-1,23,54.5
208902,1058,20.2,68.5
208903,.,19.8,61.5
209901,880,18.8,82.9
209902,-1,.,-1
210901,995,18.1,91.4
210902,-1,18,61.3
210903,-1,19.2,58.1
210904,-1,16.3,73.7
210905,-1,19.2,60.5
210906,.,.,.
211901,.,.,0
211902,-1,20,97.8
212801,.,.,.
212803,-1,.,-2
212901,963,18,60
212902,997,21.4,64
212903,992,19.9,59.7
212904,985,18.5,64.7
212905,994,19.2,60
212906,1010,21.9,62.4
212909,940,19.8,52.1
212910,949,19.1,66.7
213801,-1,-1,3.9
213901,990,20.8,80
214901,900,16.2,48.3
214902,-1,17.1,91.7
214903,-1,16.5,74
215901,959,21.4,71.8
216901,-1,19.7,81.8
217901,.,22.5,54.5
218901,-1,18.7,75.3
219901,.,21.8,75
219903,1020,19,57.1
219905,.,17.5,60
220801,1028,-1,42.1
220802,.,.,.
220804,-1,-1,2.9
220806,.,.,0
220808,.,.,.
220809,1082,22.5,93.9
220810,.,.,.
220811,.,.,.
220812,-1,.,4.5
220813,.,.,.
220901,1020,20.9,66.1
220902,1023,21.7,57.8
220904,889,17.2,65.9
220905,944,18.5,55.1
220906,1094,23.5,93.2
220907,1037,21.3,78.3
220908,997,20.3,66.8
220910,869,18.3,62.9
220912,994,20,69.1
220914,991,19.3,64.7
220915,1025,21.7,58.5
220916,1023,21.1,62.8
220917,894,-1,49.2
220918,988,21.6,50.4
220919,1119,24.2,-2
220920,1001,20.6,48.9
221801,-1,-1,13.3
221901,1016,21.6,60.9
221904,964,20.2,66.7
221905,-1,-1,37.5
221911,1037,21.4,81.9
221912,1049,22.7,75
222901,.,-1,-1
223901,992,19,49.5
223902,-1,22,55.6
223904,992,22,64.7
224901,860,20.1,-2
224902,-1,20.1,100
225902,1004,19.5,26.8
225905,.,.,.
225906,1029,20.9,52.4
225907,.,.,.
226901,-1,19.3,77.8
226903,994,19.8,61.8
226905,925,18.3,75
226906,1069,20.7,82.4
226907,969,18.9,58.8
226908,-1,19.3,46.2
227801,932,.,14
227803,.,.,.
227804,1031,-1,100
227805,.,.,.
227806,705,16.2,-2
227811,.,.,.
227812,-1,.,20
227814,1123,.,75
227816,.,.,.
227817,.,.,.
227818,.,.,0
227819,.,.,.
227820,.,.,.
227821,.,.,.
227822,.,.,.
227901,1022,20,79.8
227904,1010,19.6,76.5
227907,933,20,49.6
227909,1186,25.7,-2
227910,895,16.9,39.6
227912,1044,20.4,85.5
227913,1126,24.2,86.7
228901,956,18.3,70
228903,973,18.5,70.5
228904,1076,-1,81.8
228905,935,-1,60
229901,983,19.8,89.7
229903,910,16.3,74.6
229904,935,19.8,51
229905,-1,18.1,48
229906,1016,.,38.5
230901,1059,19.4,84.8
230902,1023,19.9,63.5
230903,-1,19.5,-2
230904,1116,20.3,61.9
230905,944,21.1,59.6
230906,959,20.1,67.9
230908,-1,18.6,46.3
231901,875,18.2,76.7
231902,.,20.2,86.7
232801,-1,-1,40
232901,-1,18.8,85.7
232902,-1,20.1,58.1
232903,901,17.1,49.4
232904,1164,21.6,76.5
233901,905,17.4,41.2
233903,963,-1,76.9
234801,.,.,0
234902,1026,20.8,72.1
234903,910,19.9,48.3
234904,959,19.8,51.8
234905,1014,22.3,55.6
234906,976,18.7,51.6
234907,993,21,49.3
234909,-1,20.6,36.4
235801,.,.,.
235901,952,17.9,35.3
235902,981,20.3,45.5
235904,.,.,.
236801,.,.,.
