,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,dist_num,county_num,attendance
049901,262,200,157,138,261,2012,510,2826,274,411,1435,18.9,18.5,19.4,34754,13.8,9.3,GAINESVILLE ISD,049901,049,94.7
049902,34,35,25,36,2,454,11,471,40,57,109,15.4,17.2,17.3,31689,11,7.4,MUENSTER ISD,049902,049,97.5
049903,50,32,40,25,0,533,52,588,53,74,163,16,11.3,17.6,32083,10.1,6.9,VALLEY VIEW ISD,049903,049,96.7
049905,85,88,68,52,1,991,30,1034,76,156,255,16.7,16.7,18,32366,12.9,6.2,CALLISBURG ISD,049905,049,96.1
049906,33,43,35,26,0,386,17,405,42,40,108,14.2,12,14.5,31015,10.7,5.7,ERA ISD,049906,049,97.3
049907,50,37,46,39,1,513,4,531,51,50,24,20.6,15.5,17.9,34083,14.2,9.3,LINDSAY ISD,049907,049,98.2
049908,0,0,0,0,0,58,0,60,1,9,43,.,.,.,27502,4.6,2.4,WALNUT BEND ISD,049908,049,96.3
049909,0,0,0,0,0,57,5,62,3,10,25,.,.,.,30761,8,4.4,SIVELLS BEND ISD,049909,049,96.4
050901,35,21,17,23,1,260,57,323,33,38,177,23.3,19.4,18.2,31540,13.3,7.8,EVANT ISD,050901,050,95.9
050902,197,179,156,149,128,2131,266,2534,134,286,859,21.7,20,21.8,32884,14.2,9,GATESVILLE ISD,050902,050,95.2
050904,19,14,10,12,0,148,32,183,9,24,66,13.1,12.3,13,30376,9.5,5.4,OGLESBY ISD,050904,050,96.4
050909,19,15,17,23,0,238,1,242,12,36,72,11.9,15.3,16,34963,15.3,12.2,JONESBORO ISD,050909,050,96.9
050910,694,492,473,380,1865,4368,745,7318,439,832,2609,22.3,22.4,22.7,30176,9.6,6.3,COPPERAS COVE ISD,050910,050,95.7
051901,27,29,28,31,78,200,106,384,31,82,259,13.4,13.8,13.6,33710,15.5,12.9,PADUCAH ISD,051901,051,95
052901,113,98,79,83,49,527,592,1168,54,272,476,16.7,16.5,17.7,37788,14.3,9.1,CRANE ISD,052901,052,95.3
053001,79,100,69,84,7,405,596,1011,48,91,471,15.5,15.4,15.7,35482,11.7,7.4,CROCKETT CO CONS CSD,053001,053,96
054901,45,42,48,24,38,190,284,513,97,77,340,12.3,12.1,12.8,30826,10.4,5.8,CROSBYTON ISD,054901,054,95.6
054902,39,24,36,31,30,113,305,448,46,79,334,12.2,10.5,13.7,32138,11.7,7.2,LORENZO ISD,054902,054,95.9
054903,67,57,43,51,15,199,536,750,80,112,583,15.7,15.9,19.3,28370,8,4,RALLS ISD,054903,054,96.8
055901,73,57,60,49,0,144,622,781,62,86,604,12.4,13.6,13.6,32765,9.7,5.5,CULBERSON COUNTY-ALLAMOORE ISD,055901,055,96
056901,129,129,88,98,34,1068,440,1553,67,264,765,15.8,15,16.7,31406,12.7,7.2,DALHART ISD,056901,056,95.8
056902,16,14,10,16,0,134,52,186,11,25,96,19.1,10.1,14.1,30784,13.4,7.8,TEXLINE ISD,056902,056,96.3
057801,124,74,64,0,46,270,34,385,30,12,5,16.4,12.2,12.5,31352,5.6,0.4,RENAISSANCE CHARTER SCHOOL,057801,057,96.8
057802,25,0,0,0,23,53,27,106,0,0,0,25.8,27,25.8,32507,3.6,0,PEGASUS CHARTER SCHOOL,057802,057,.
057803,0,0,0,0,23,158,13,218,0,4,5,15.6,15.3,17.2,.,7.3,1,THE NORTH HILLS SCHOOL,057803,057,.
057804,136,221,167,40,313,35,215,565,0,14,336,20,23.3,1,25416,0.2,0.2,DALLAS CAN! ACADEMY CHARTER,057804,057,75.8
057903,1866,1443,1196,1063,1913,11187,5831,21773,2156,2345,7197,20.6,20.9,21.3,34983,10,5.8,CARROLLTON-FARMERS BRANCH ISD,057903,057,96
057904,578,512,379,326,2071,3099,741,6073,354,531,1515,21,19.5,23.6,32048,9.9,4.3,CEDAR HILL ISD,057904,057,97.5
057905,14916,8389,7339,5945,64096,16019,74258,157622,28146,13869,114285,21.8,23.2,22.8,34309,13.1,10,DALLAS ISD,057905,057,94.2
057906,644,513,456,396,2886,3123,534,6639,598,675,1528,22.3,23.1,22.6,32758,10.8,6.4,DESOTO ISD,057906,057,95.8
057907,916,990,756,699,3968,4710,1531,10519,869,1109,3326,22.7,21.4,22.7,34000,11.7,7.3,DUNCANVILLE ISD,057907,057,94.6
057909,3767,3212,2704,2395,7166,25921,10541,46632,3273,5693,14300,25.3,26.1,26.7,34122,10.8,7.6,GARLAND ISD,057909,057,95.6
057910,1586,1330,1143,885,2407,7675,7846,18810,1204,2710,8408,21.4,22.5,24.4,33983,10.9,8,GRAND PRAIRIE ISD,057910,057,95.7
057911,439,404,358,362,10,5518,81,5695,679,528,0,23.2,23.4,24,36990,11.2,6.5,HIGHLAND PARK ISD,057911,057,96.8
057912,2312,1638,1422,1154,3743,11162,10409,27173,2078,3197,13444,21.8,22.2,23.8,35134,10.7,7.5,IRVING ISD,057912,057,95.8
057913,396,290,251,239,2489,1151,493,4185,321,505,1904,21.9,20.3,20.9,32169,8.9,4.7,LANCASTER ISD,057913,057,95.1
057914,2902,2181,1864,1548,4111,20977,4393,30740,1880,4107,8521,25.1,25.8,28.3,33254,10.2,7,MESQUITE ISD,057914,057,95
057916,2645,2506,2226,2033,6950,18813,5211,34106,1687,3681,10171,24,24.1,23.4,35351,12.5,9.4,RICHARDSON ISD,057916,057,95.8
057919,0,0,0,0,3,333,15,351,59,32,18,16.9,18.8,17,33177,10.7,7,SUNNYVALE ISD,057919,057,97.3
057920,209,242,170,193,2675,208,596,3495,79,252,2778,23.3,23.9,26.5,33995,12.1,8.4,WILMER-HUTCHINS ISD,057920,057,92.4
057922,515,499,405,301,233,6104,561,7722,1045,617,293,26.2,24.7,23.8,33134,9.6,3.8,COPPELL ISD,057922,057,96.6
058902,19,11,9,15,0,99,75,174,12,23,76,10.2,10.2,13.1,32344,12,7.6,DAWSON ISD,058902,058,96.1
058905,21,14,20,10,0,185,66,251,26,30,78,10.1,10.8,12.9,34298,13.6,8.2,KLONDIKE ISD,058905,058,96.8
058906,239,196,155,156,127,734,1714,2578,98,286,1569,18.6,18.1,19.3,31816,11.8,9.2,LAMESA ISD,058906,058,95.2
058909,19,24,7,21,0,115,119,234,8,22,123,16,14.8,16.8,34287,11.8,4.6,SANDS ISD,058909,058,97.1
059901,392,308,296,267,91,1113,3251,4468,235,516,2903,19.8,17.1,20.3,31486,11.9,9.1,HEREFORD ISD,059901,059,96.2
059902,0,0,0,0,1,67,36,104,4,14,60,.,.,.,32372,7.7,4.4,WALCOTT ISD,059902,059,97.6
060902,60,73,70,59,136,779,21,945,79,192,393,17.9,14.4,16.8,30504,10.7,8.1,COOPER ISD,060902,060,95.9
060914,15,21,14,12,88,140,9,240,26,55,156,12.8,8.7,15.5,27982,8.3,6.4,FANNINDEL ISD,060914,060,95.4
061901,1140,854,754,651,1454,8876,2166,12753,1422,1678,3949,24,23.9,24.2,33275,10.7,7.2,DENTON ISD,061901,061,94.6
061902,2558,2216,1947,1664,1856,26597,3113,32622,2024,4380,3104,19.6,21.4,23.1,33280,10.2,5.7,LEWISVILLE ISD,061902,061,96.3
061903,95,73,65,70,69,989,138,1208,131,199,360,16.6,17,16.5,30567,10,4.8,PILOT POINT ISD,061903,061,95.5
061905,80,81,74,38,10,844,92,949,64,148,188,13.8,15.6,15.6,31738,10.6,5.8,KRUM ISD,061905,061,96.1
061906,50,41,34,32,2,524,30,560,48,80,103,11.3,9,11.7,26499,6.1,3.4,PONDER ISD,061906,061,96.4
061907,70,73,56,54,0,840,62,906,61,160,207,17.1,16.9,17.6,27512,6.3,3.7,AUBREY ISD,061907,061,95.7
061908,164,147,131,114,47,1786,133,1983,173,333,522,21.2,20.6,21.1,30009,9.9,5.6,SANGER ISD,061908,061,96.1
061910,0,0,0,0,4,600,26,635,103,109,74,17.6,18.8,18.9,32285,11.5,7.2,ARGYLE ISD,061910,061,97.4
061911,454,354,317,249,45,4183,355,4668,474,533,1054,20.2,18.2,19.7,31487,10.1,5.4,NORTHWEST ISD,061911,061,95.3
061912,211,187,136,129,108,2261,190,2617,267,344,388,21.8,19.7,21.5,30076,8.3,5.8,LAKE DALLAS ISD,061912,061,96.1
061914,125,79,96,62,13,1048,340,1407,103,217,524,19.2,18.9,21,28379,6.6,3.2,LITTLE ELM ISD,061914,061,95.5
062901,242,164,137,151,303,997,734,2038,107,273,1039,19,20.5,19.5,32197,12.7,8.2,CUERO ISD,062901,062,95.6
062902,6,9,11,9,1,58,64,123,4,23,76,8.9,6.9,9.2,34878,16.9,10.6,NORDHEIM ISD,062902,062,93.8
062903,174,138,110,118,220,839,485,1544,138,208,752,19.2,13.1,16.3,33612,16.1,11.4,YOAKUM ISD,062903,062,95.3
062904,67,62,60,54,12,467,287,769,61,81,372,13.8,13.8,15.2,31581,12.2,8.3,YORKTOWN ISD,062904,062,96.8
062905,0,0,0,0,0,51,25,76,9,8,56,.,.,.,30662,10.8,5.9,WESTHOFF ISD,062905,062,97.2
062906,0,0,0,0,0,135,12,149,6,16,24,.,18,20.3,33321,15.2,12.2,MEYERSVILLE ISD,062906,062,97.9
063903,23,27,33,18,26,208,114,349,28,51,223,11.8,12.6,14.5,32416,12.5,8,SPUR ISD,063903,063,95.2
063906,6,10,12,12,0,107,51,160,9,33,124,9.1,9.7,10.9,26761,5.8,3.4,PATTON SPRINGS ISD,063906,063,97.1
064901,23,27,31,18,2,5,358,365,31,40,313,18.6,15.2,22.3,31220,13.9,8.4,ASHERTON ISD,064901,064,95.7
064903,208,169,153,166,20,258,2034,2325,211,288,1908,18.8,17.5,19.4,32628,13,8.8,CARRIZO SPRINGS CONS ISD,064903,064,96
065901,54,37,35,41,73,432,45,555,50,77,214,13.3,8.6,14.8,32212,11.2,6.1,CLARENDON ISD,065901,065,96.4
065902,12,18,15,9,0,149,15,167,21,17,93,11.2,7.1,10.1,27007,9.8,5.4,HEDLEY ISD,065902,065,97.4
066005,0,0,0,0,0,2,17,19,2,1,19,.,.,.,18932,6.8,6.4,RAMIREZ CSD,066005,066,96.5
066901,51,41,46,41,0,9,548,557,40,70,437,13.7,15.3,15,32286,18.5,14.9,BENAVIDES ISD,066901,066,93.6
066902,149,99,91,93,2,18,1632,1659,183,201,1435,15.7,16.5,16.7,31660,11.1,8.1,SAN DIEGO ISD,066902,066,93.8
066903,88,74,70,58,0,210,838,1050,48,136,589,12.6,13.9,14.9,35155,14.8,10.3,FREER ISD,066903,066,95.2
067902,97,72,74,65,23,823,100,949,70,226,502,15.4,14.3,18.4,31288,12,8.3,CISCO ISD,067902,067,95.4
067903,108,106,71,63,11,987,146,1168,93,162,427,15.8,15.1,16.7,31590,11.8,7.3,EASTLAND ISD,067903,067,95.9
067904,46,30,34,24,0,302,131,435,41,65,252,15.1,15.3,19,30888,11.9,8.6,GORMAN ISD,067904,067,97.3
067907,44,39,40,33,13,405,98,521,67,107,320,12.2,15.3,15.9,32536,13.5,8.8,RANGER ISD,067907,067,95.9
067908,18,17,16,15,0,204,33,238,30,56,153,15.1,9.8,13.8,31070,13,6.2,RISING STAR ISD,067908,067,95.4
068901,2485,2042,1699,1449,1400,12327,14544,28570,2404,3274,18403,21.8,22.8,22.6,31032,10.6,8.3,ECTOR COUNTY ISD,068901,068,94.3
069901,36,40,45,27,2,127,346,478,19,49,337,12.5,12.8,13.2,31975,12.9,7.3,ROCKSPRINGS ISD,069901,069,96.4
069902,36,34,27,33,1,292,112,411,23,74,285,17,13.1,16.2,31519,13.2,8.6,NUECES CANYON CONS ISD,069902,069,95.8
070901,20,23,19,15,7,127,97,231,23,40,141,20.3,14.2,19,33136,11.7,7.4,AVALON ISD,070901,070,96.7
070903,390,327,251,236,784,2262,1603,4665,399,714,2157,21.2,23.2,24.3,35033,12.6,8,ENNIS ISD,070903,070,95.3
070905,182,122,109,77,237,986,616,1842,112,315,977,18.9,18,21.1,30163,9.2,5,FERRIS ISD,070905,070,95.8
070907,53,50,48,48,159,396,86,645,50,174,323,19.3,14.2,16,32486,9.7,6.3,ITALY ISD,070907,070,96.3
070908,322,319,301,199,90,3315,379,3822,329,497,781,20,20,21.2,33651,11.5,6.4,MIDLOTHIAN ISD,070908,070,96.4
070909,12,21,19,12,54,123,37,215,14,46,140,13.9,15,11.5,30748,10.8,5.4,MILFORD ISD,070909,070,96.2
070910,86,70,63,39,7,682,224,922,97,136,365,20.8,19.5,21.1,30712,8.8,4.4,PALMER ISD,070910,070,94.9
070911,367,265,251,237,170,3295,506,3999,247,678,582,23.7,23.7,25.9,32967,10.7,6,RED OAK ISD,070911,070,95.6
070912,468,451,356,338,947,3338,1137,5454,322,604,1944,24.5,24.8,24.7,33728,12.7,8.6,WAXAHACHIE ISD,070912,070,96.1
070915,64,54,56,28,15,574,122,714,55,189,227,14.9,11.9,15.2,29509,6.9,3.4,MAYPEARL ISD,070915,070,96.1
071901,563,455,345,279,34,476,6442,6966,354,558,6069,17.9,20.9,21,32510,9.6,4.5,CLINT ISD,071901,071,95.3
071902,5876,4638,3585,3453,2985,11157,48891,63909,3303,5876,43586,21.7,22.2,23.5,33246,12.8,10.5,EL PASO ISD,071902,071,95.1
071903,268,209,152,110,6,65,2733,2811,131,218,2664,23.2,20.3,22,31723,9.6,5.4,FABENS ISD,071903,071,96.1
071904,249,207,184,156,1,29,3439,3470,236,266,3328,20.5,21,20.5,30928,7.8,3.2,SAN ELIZARIO ISD,071904,071,96.5
071905,4158,4164,3467,3171,1198,5021,40990,47616,2932,4683,32786,22,24.4,25.2,32630,10.9,9.2,YSLETA ISD,071905,071,94.9
071906,80,47,44,53,0,39,782,821,49,65,707,17.9,16.1,19.2,36295,10.8,6.4,ANTHONY ISD,071906,071,96.8
071907,411,281,227,193,16,278,4192,4494,285,373,4494,20.4,20.1,20.7,31978,10.8,6.4,CANUTILLO ISD,071907,071,95.5
071908,59,46,34,35,3,14,737,757,4,47,732,13.5,20.2,20.8,30930,8.5,2.9,TORNILLO ISD,071908,071,96.5
071909,1950,1436,1304,1024,258,1944,19738,22051,1718,2230,14991,20.9,21.7,23.8,32315,9.8,5.4,SOCORRO ISD,071909,071,95.3
072901,0,0,0,0,0,44,32,76,0,12,52,.,.,.,31657,10.2,4.8,THREE WAY ISD,072901,072,96.8
072902,129,82,66,74,4,923,563,1498,106,161,867,16.2,15.5,20.2,32402,12.5,8.9,DUBLIN ISD,072902,072,95.5
072903,290,270,237,201,38,2831,522,3417,211,419,984,20,22.4,21,33869,13.8,9.2,STEPHENVILLE ISD,072903,072,95.6
072904,0,0,0,0,3,56,6,65,11,10,29,10.5,8.3,12.5,29150,7.3,5.9,BLUFF DALE ISD,072904,072,96.7
072908,14,23,18,9,0,178,56,235,5,31,97,14.9,10.8,14.7,29130,9.5,5.7,HUCKABAY ISD,072908,072,95.9
072909,21,13,14,14,0,132,94,230,11,40,136,16.7,17.7,18.8,30661,11,8.7,LINGLEVILLE ISD,072909,072,96.4
072910,0,0,0,0,0,78,10,88,14,9,52,.,.,8.3,33632,15.6,11.5,MORGAN MILL ISD,072910,072,97.1
073901,33,31,23,22,101,153,144,398,20,50,292,17.3,11.6,17,29650,9.5,5.3,CHILTON ISD,073901,073,94.8
073903,171,123,100,87,913,445,303,1662,83,319,1013,18.6,16.8,20.1,30702,11.8,7.2,MARLIN ISD,073903,073,94.8
073904,0,0,0,0,0,108,4,112,7,12,16,12.5,11,16.5,29070,11,3.7,WESTPHALIA ISD,073904,073,98.3
073905,110,83,66,72,187,678,203,1070,58,206,496,16.4,13.4,18.2,30359,10.9,7.5,ROSEBUD-LOTT ISD,073905,073,96.3
074903,163,129,129,130,200,1747,86,2063,159,367,670,16.5,16.4,18.3,30406,11.1,7.7,BONHAM ISD,074903,074,94.7
074904,17,17,20,12,0,248,0,251,12,46,109,16,10.6,15.4,27124,7,5.4,DODD CITY ISD,074904,074,96.3
074905,10,15,16,12,0,203,6,216,22,44,89,15.5,12.4,14.6,29012,7.7,6,ECTOR ISD,074905,074,95.1
074907,66,58,60,42,111,598,25,735,106,138,345,16.8,15.2,17.8,31622,11.3,7.8,HONEY GROVE ISD,074907,074,96.7
074909,74,51,52,56,45,700,45,794,49,138,337,17.6,16.8,18.3,30143,10,6.4,LEONARD ISD,074909,074,94.1
074911,29,24,15,18,1,344,9,354,9,51,124,12.8,11.4,18.6,30172,9.8,6.6,SAVOY ISD,074911,074,96.7
074912,34,31,24,29,9,375,37,424,25,53,149,18.7,17.1,14.1,32029,12.4,6.5,TRENTON ISD,074912,074,96.2
074917,46,34,35,25,3,378,15,402,34,65,168,15.1,12.4,15.8,30793,11.7,8.4,SAM RAYBURN ISD,074917,074,95.1
075901,48,45,34,27,37,327,207,573,38,51,245,15.8,15.8,17.3,33832,14.6,9.9,FLATONIA ISD,075901,075,96.5
075902,180,153,152,150,207,1388,347,1951,100,230,719,22.6,20.8,23,32353,14.1,9.7,LA GRANGE ISD,075902,075,95.8
075903,59,65,51,70,154,447,107,712,55,123,292,15.2,15.4,15.9,32462,13.9,8.2,SCHULENBURG ISD,075903,075,96.9
075906,21,25,19,24,10,250,1,262,38,18,52,17.3,12.1,18.4,30070,12.6,7.2,FAYETTEVILLE ISD,075906,075,97.4
075908,27,16,16,18,32,210,5,247,36,30,50,16.8,14.9,14.5,33589,12.8,7.7,ROUND TOP-CARMINE ISD,075908,075,97.3
076903,33,29,26,17,10,227,93,330,33,72,171,10.3,9,10.6,30799,9.9,4.8,ROBY CONS ISD,076903,076,96.5
076904,38,48,31,34,39,237,160,437,69,97,204,14,11.8,12.9,34554,13.5,7.5,ROTAN ISD,076904,076,96.7
077901,87,95,78,66,62,394,731,1188,57,130,790,15.7,14.8,13.5,31981,12.7,7.7,FLOYDADA ISD,077901,077,95.8
077902,88,71,54,54,24,337,499,861,80,125,468,16.5,12.4,17.8,32407,10.7,7.7,LOCKNEY ISD,077902,077,96.7
078901,33,13,23,25,17,247,101,367,30,102,255,16.3,12.1,17,30602,10.2,5.6,CROWELL ISD,078901,078,96.1
079901,1407,985,845,710,1917,5578,7000,14645,952,1782,6907,21.8,22.1,21.3,33335,11.1,7.3,LAMAR CONSOLIDATED ISD,079901,079,95.3
079906,264,149,193,158,164,1643,559,2382,114,274,485,20.1,18.3,20.9,33914,13,8,NEEDVILLE ISD,079906,079,96.3
079907,4585,3873,3323,2899,13537,20696,8000,49093,5317,4794,10258,24.2,24.3,25.1,33646,11.2,6.6,FORT BEND ISD,079907,079,95.7
079908,0,0,0,0,58,3,34,95,13,8,79,.,.,.,33526,14.1,2.9,KENDLETON ISD,079908,079,95.5
079910,263,170,135,126,483,739,898,2553,150,270,791,18.7,21.9,20.6,33083,10.3,4.6,STAFFORD MSD,079910,079,96.5
080901,129,129,120,92,97,1269,171,1546,128,274,513,17.7,16.4,17.7,31910,10.8,7,MOUNT VERNON ISD,080901,080,96.5
081902,149,99,102,113,384,1090,127,1619,81,211,621,17,15.3,19.1,36045,14.8,10.1,FAIRFIELD ISD,081902,081,95.9
081904,102,106,71,78,222,812,123,1163,80,166,232,15.8,14.7,19.1,35596,14.1,8.9,TEAGUE ISD,081904,081,96.3
081905,31,29,28,33,72,249,12,334,29,69,119,16.8,11.1,13.5,31102,9,4.7,WORTHAM ISD,081905,081,95.8
081906,0,0,0,0,8,62,2,74,3,8,31,.,.,.,28445,8.8,6.8,DEW ISD,081906,081,96.1
082902,80,75,57,51,4,141,814,961,113,153,740,12.5,11.1,14.5,34336,11.9,6.6,DILLEY ISD,082902,082,93.2
082903,209,172,145,151,5,302,2129,2449,150,286,1850,15.8,14.8,18.6,32155,10.7,7.8,PEARSALL ISD,082903,082,95.9
083901,57,45,41,29,59,194,459,713,41,96,495,13.8,12.4,13.6,33126,10.5,7.9,SEAGRAVES ISD,083901,083,96.2
083902,21,16,16,12,0,88,95,183,6,23,116,9.2,10.5,11.4,37646,15.6,11.3,LOOP ISD,083902,083,97.8
083903,207,167,163,123,59,1386,968,2415,143,317,1277,20.3,19.3,18.8,37133,13.3,8.9,SEMINOLE ISD,083903,083,96.3
084901,575,414,300,310,751,3451,1547,5971,882,573,3097,22.3,21.3,23.9,31470,11.3,6.9,DICKINSON ISD,084901,084,94.4
084902,956,662,515,457,3680,2906,3155,10007,702,1289,6105,18.7,20,19.5,32832,13.1,10.1,GALVESTON ISD,084902,084,92.5
084903,38,45,31,31,1,297,13,317,23,45,159,16.1,14,15.5,29072,9.4,4,HIGH ISLAND ISD,084903,084,94.7
084904,433,369,331,256,2746,1076,461,4312,278,425,2114,19.2,18.1,20,31450,11.3,7.1,LA MARQUE ISD,084904,084,95.2
084906,532,474,318,325,1113,3304,1508,5991,246,705,2769,23.1,23.5,24.1,36885,14.4,10,TEXAS CITY ISD,084906,084,94.6
084908,147,107,82,91,550,577,230,1368,80,204,853,17.9,16.6,16.4,35114,11.8,6.9,HITCHCOCK ISD,084908,084,94.6
084909,422,316,282,274,13,3899,459,4385,204,481,1031,22.3,22.7,24.1,33337,11.8,8.2,SANTA FE ISD,084909,084,94.7
084910,2386,1934,1799,1692,1879,20731,3180,28200,2242,2290,3053,23.7,23,23.4,33940,12.1,7.3,CLEAR CREEK ISD,084910,084,96
084911,413,383,347,336,55,4263,222,4689,362,459,189,24.4,23.6,25,33040,10.9,6.6,FRIENDSWOOD ISD,084911,084,96.3
085902,80,65,60,73,75,476,412,965,35,160,573,16.1,14.9,16.6,35410,12.5,9.1,POST ISD,085902,085,96.4
085903,20,12,20,13,2,80,99,181,18,17,138,15.8,9,14.3,29936,9.5,5.1,SOUTHLAND ISD,085903,085,95.7
086024,0,0,0,0,0,21,0,21,0,1,0,.,.,.,32106,10,9.5,DOSS CONS CSD,086024,086,98.9
086901,312,221,208,192,9,1921,871,2820,115,363,1059,20.2,21.6,20.5,32592,13.5,8.6,FREDERICKSBURG ISD,086901,086,95.8
086902,30,29,30,22,4,359,37,400,15,82,176,18.4,14.3,17.8,33318,10.8,4.9,HARPER ISD,086902,086,95.7
087901,36,25,26,26,0,263,152,415,28,42,204,12.9,13,13.9,38657,13.5,7.5,GLASSCOCK COUNTY ISD,087901,087,96.6
088902,140,125,110,90,74,762,562,1402,140,241,618,19.9,20,18.8,30691,10.3,6.3,GOLIAD ISD,088902,088,95.9
089901,254,198,139,175,357,1087,1233,2685,199,379,1646,16.8,19.7,16.8,30292,12.8,9.6,GONZALES ISD,089901,089,95.2
089903,92,64,56,59,25,380,593,1002,86,134,722,14.6,13.2,14.8,33749,12.1,9.1,NIXON-SMILEY CONS ISD,089903,089,95.5
089905,17,24,8,15,65,6,172,243,22,36,218,14.2,11.6,15.1,30567,11.3,5.5,WAELDER ISD,089905,089,95.8
090902,10,13,11,9,2,157,13,176,3,19,64,12.7,9.7,10.8,31814,13.4,7.9,LEFORS ISD,090902,090,95.2
090903,19,22,19,14,4,197,10,214,6,20,99,16.7,10.1,12.3,31429,12.2,6.3,MCLEAN ISD,090903,090,96.1
090904,350,265,283,275,201,2870,708,3852,506,522,1583,21.5,23.6,20.1,33200,13,9.7,PAMPA ISD,090904,090,95.9
090905,0,0,0,0,0,34,1,35,0,1,2,.,.,.,31312,9.3,3.7,GRANDVIEW-HOPKINS ISD,090905,090,97
091901,63,50,54,60,4,768,10,782,39,135,192,19.6,16.8,17.8,31488,12,5.4,BELLS ISD,091901,091,96
091902,49,34,37,30,0,451,34,488,21,58,119,17.4,14.4,17,32284,10.1,4.6,COLLINSVILLE ISD,091902,091,97.2
091903,444,344,297,227,513,3798,192,4636,465,678,2013,22.4,21.7,24.2,34550,14.4,9.5,DENISON ISD,091903,091,94.5
091905,82,90,69,63,0,857,32,908,52,98,179,15.8,15.7,19.1,32351,13,6.7,HOWE ISD,091905,091,96.9
091906,472,434,371,311,1162,4144,637,6049,736,797,2470,21.2,22.8,23.6,33146,11.3,7.4,SHERMAN ISD,091906,091,94.6
091907,0,0,0,0,1,123,20,145,7,24,63,10,13.3,13.3,26458,6.6,2.8,TIOGA ISD,091907,091,96.3
091908,92,66,68,62,32,908,70,1015,48,137,237,20.1,19,21.6,30865,11.4,6.3,VAN ALSTYNE ISD,091908,091,96.8
091909,114,131,96,102,2,1434,40,1499,133,191,369,19.1,19.3,19.7,32003,11.5,6.6,WHITESBORO ISD,091909,091,95.5
091910,54,49,55,47,62,576,32,672,44,116,259,18.5,14.9,17.6,31414,11.1,6.9,WHITEWRIGHT ISD,091910,091,96.8
091913,104,96,105,81,0,1245,12,1269,98,103,338,21,20.8,19.9,32786,12.4,7.3,POTTSBORO ISD,091913,091,95.9
091914,72,64,59,51,1,764,14,800,43,117,175,16.6,16.4,18.2,34872,15.4,9,S AND S CONS ISD,091914,091,96.4
091917,49,54,57,45,1,457,96,558,47,89,154,17.1,14.9,16.8,30502,8.7,4.5,GUNTER ISD,091917,091,96.7
091918,72,68,56,59,7,738,10,776,44,106,162,18,15.8,19.3,30907,9.4,6.3,TOM BEAN ISD,091918,091,96.9
092901,217,162,165,113,452,1613,89,2167,144,411,980,20,18.7,18.9,32304,13.2,8.2,GLADEWATER ISD,092901,092,96.3
092902,350,295,264,228,795,2605,276,3694,226,419,1531,19.6,18,19.8,32614,13.8,9.3,KILGORE ISD,092902,092,95.1
092903,782,591,570,446,4324,3169,937,8508,727,1053,4784,20.9,19.5,21.3,32243,13.8,9.5,LONGVIEW ISD,092903,092,95
092904,400,405,350,282,354,3955,536,4939,364,499,1457,20.9,20.6,20.9,32523,14.4,8.8,PINE TREE ISD,092904,092,95.6
092906,113,114,100,105,162,1148,54,1373,105,201,439,19.5,19.3,20.1,31878,14.9,9.3,SABINE ISD,092906,092,95.9
092907,132,137,115,106,44,1561,74,1684,109,183,307,20.8,20.5,23.4,32396,14.5,8.2,SPRING HILL ISD,092907,092,96.5
092908,139,90,81,69,34,1264,23,1340,137,115,314,16.9,17.8,19.9,34009,15.5,11.3,WHITE OAK ISD,092908,092,96.5
093901,44,39,32,38,98,400,47,549,34,61,194,16.4,16.3,20.2,31055,11.1,6,ANDERSON-SHIRO CONS ISD,093901,093,96.2
093903,38,42,38,34,11,399,41,452,26,75,197,18.5,13.7,16.7,32100,11.7,6.8,IOLA ISD,093903,093,96
093904,323,213,172,173,935,1386,820,3145,139,331,1780,18.5,21.4,20.9,30732,10.8,7.9,NAVASOTA ISD,093904,093,94.9
093905,23,15,7,8,40,120,1,161,11,23,92,9.7,11,12.8,28240,9.6,7.2,RICHARDS ISD,093905,093,96
094901,800,531,442,356,592,2756,3924,7327,581,1057,3997,19.4,21.5,20.1,32157,12.1,7.9,SEGUIN ISD,094901,094,94.9
094902,551,435,368,345,334,3754,1328,5479,346,780,1549,24,22.8,23.5,33267,10.1,7.1,SCHERTZ-CIBOLO-U CITY ISD,094902,094,95.2
094903,74,53,65,52,13,570,297,886,65,125,253,14.8,14.2,13.9,31466,11.8,6,NAVARRO ISD,094903,094,96.9
094904,129,91,96,55,23,888,310,1233,89,204,430,18.7,20.8,17.9,32462,11.1,6.9,MARION ISD,094904,094,95.8
095901,63,78,68,47,28,411,450,890,39,155,434,16.5,15.3,15,34070,13.3,8.4,ABERNATHY ISD,095901,095,96.7
095902,14,21,11,10,0,93,81,174,24,15,118,12,11.6,13.3,29541,8.9,5.3,COTTON CENTER ISD,095902,095,96.6
095903,77,54,58,33,41,217,540,799,58,95,544,13.9,15.4,17.6,31292,11.2,6.4,HALE CENTER ISD,095903,095,97.1
095904,41,27,30,25,13,139,270,422,17,71,241,14.1,12.3,13,32918,14.6,9.9,PETERSBURG ISD,095904,095,96.9
