,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,dist_num,county_num,attendance
039904,19,19,11,16,0,177,0,177,7,21,55,12.5,11.4,14.3,36278,15.1,9.5,BELLEVUE ISD,039904,039,97
039905,13,9,17,16,0,167,11,178,8,26,60,12.1,8.4,11,34204,12.2,9.9,MIDWAY ISD,039905,039,96.9
040901,48,56,39,27,42,151,389,584,74,79,451,10,12.4,12.2,34630,12,6.9,MORTON ISD,040901,040,95.7
040902,28,52,34,30,4,251,131,387,0,15,205,10.3,9.5,12.7,37044,13.6,8,WHITEFACE CONS ISD,040902,040,97.1
041901,152,67,50,34,78,302,132,514,42,80,309,11.7,10.1,11,32668,10,5.7,BRONTE ISD,041901,041,97.5
041902,25,27,29,29,1,212,95,309,43,53,141,9,7.8,9.6,39504,15.3,9.2,ROBERT LEE ISD,041902,041,96.8
042901,95,74,74,79,47,762,238,1052,85,144,552,15.1,15,16.4,34340,13,8.4,COLEMAN ISD,042901,042,95.8
042903,17,18,21,22,16,184,65,266,14,55,150,12.7,11,15.3,37395,13.3,8.8,SANTA ANNA ISD,042903,042,97
042905,22,23,16,16,0,187,26,215,28,44,82,11.4,10.1,12,36393,12.7,9.5,PANTHER CREEK CONS ISD,042905,042,96.6
042906,10,15,9,3,2,81,15,98,9,22,74,7.7,8.2,8.6,32547,10.6,5.8,NOVICE ISD,042906,042,96
043901,821,808,761,642,561,8815,815,10604,766,1253,487,20,23,22.7,36932,9.1,3.9,ALLEN ISD,043901,043,96.5
043902,103,79,77,44,1,784,138,928,77,154,247,14.3,15.8,18.8,34605,10.1,6.1,ANNA ISD,043902,043,96.4
043903,99,98,64,76,61,907,162,1143,126,156,265,14.7,16.4,17.2,36025,10.9,7.5,CELINA ISD,043903,043,96.8
043904,131,91,75,61,104,994,220,1326,85,151,416,15.7,18.1,21.5,35695,12.8,7.9,FARMERSVILLE ISD,043904,043,96.7
043905,451,382,334,261,462,5519,976,7234,444,824,694,20,21.6,21.2,36869,8.4,2.6,FRISCO ISD,043905,043,96.4
043907,969,739,602,496,1038,8353,2358,12000,670,1266,2472,20.9,22.6,23.4,36266,8.5,3.8,MCKINNEY ISD,043907,043,94.9
043908,0,0,0,0,2,312,64,382,49,53,84,11.7,13.3,18.2,30990,6.9,2.3,MELISSA ISD,043908,043,96.1
043910,3720,3409,3092,2756,3491,32624,4731,47161,4252,5011,4466,19.2,21.2,22.2,40400,10.7,6.9,PLANO ISD,043910,043,96.6
043911,184,141,121,127,38,1755,316,2131,162,308,687,18.2,19.9,24,33476,9.4,5.1,PRINCETON ISD,043911,043,95.2
043912,58,68,45,56,4,789,151,951,118,142,116,14.3,13.1,17,35558,12,4.3,PROSPER ISD,043912,043,95.8
043914,400,332,261,223,134,3831,512,4577,391,585,594,21.8,21,20.9,35885,9.5,4.4,WYLIE ISD,043914,043,96
043917,40,67,42,37,4,615,38,658,81,131,124,15.1,13.8,15.2,34117,9.5,5.1,BLUE RIDGE ISD,043917,043,95.3
043918,141,85,71,73,23,1194,143,1373,100,218,411,17.3,19,16.2,31879,8.2,3.9,COMMUNITY ISD,043918,043,95
043919,0,0,0,0,11,683,24,735,98,94,14,.,.,.,38732,14.3,5.9,LOVEJOY ISD,043919,043,97.5
044902,60,41,56,39,47,334,221,605,42,115,360,12.4,10.6,12.8,35753,14.7,9,WELLINGTON ISD,044902,044,96.2
044904,4,10,11,6,3,73,26,106,4,5,56,9.3,7,8.8,32938,10.7,7.1,SAMNORWOOD ISD,044904,044,97.1
045902,155,152,121,112,217,1077,290,1588,93,215,569,19.9,18.6,19.2,36229,13.1,9.4,COLUMBUS ISD,045902,045,96.3
045903,214,104,120,102,379,494,644,1522,114,278,1007,19.4,22.4,22.6,34087,10.8,5.7,RICE CONS ISD,045903,045,96.9
045905,68,73,46,59,127,382,145,659,58,133,249,14.3,12.6,16.5,37766,13.6,9.4,WEIMAR ISD,045905,045,96.2
046801,9,10,6,2,0,18,16,35,0,10,17,.,.,.,28450,11.3,1.3,NANCY NEY CHARTER SCHOOL,046801,046,91.9
046901,619,433,435,373,96,3216,2600,5955,391,744,2109,23.2,22.9,25.3,37240,12.8,7.5,NEW BRAUNFELS ISD,046901,046,95.8
046902,1123,797,679,633,108,8292,2242,10695,894,1616,2758,19.7,20.9,20.8,36669,13,6.7,COMAL ISD,046902,046,95.8
047901,130,96,76,73,5,906,477,1393,170,218,761,18.1,16,18.4,36131,13.9,9.5,COMANCHE ISD,047901,047,96.4
047902,73,65,47,41,1,522,251,774,44,100,403,16.7,12.9,15.4,36168,15.5,10.5,DE LEON ISD,047902,047,96.5
047903,11,20,16,12,0,124,89,213,16,30,131,13.5,9.6,14.7,32925,11.8,5,GUSTINE ISD,047903,047,96.5
047905,12,17,14,12,0,90,21,114,3,31,69,11.1,6,11.2,37921,18.6,12.3,SIDNEY ISD,047905,047,96.5
048901,28,19,28,27,2,191,140,333,27,50,185,13.2,13.4,14.6,37470,15.3,9.9,EDEN C I S D,048901,048,96.6
048903,13,16,15,19,0,94,60,155,7,28,82,11.7,10.8,10.2,35074,11.8,7.5,PAINT ROCK ISD,048903,048,97
049901,271,212,157,166,257,1874,760,2933,220,396,1638,19,17.9,22,38737,13.6,8.6,GAINESVILLE ISD,049901,049,95.6
049902,32,29,32,32,2,463,9,475,32,79,67,15,11.8,14.1,35908,12.1,7.5,MUENSTER ISD,049902,049,97.8
049903,58,47,54,46,0,603,54,662,33,106,162,14.9,14.6,17.3,34973,10.6,6.8,VALLEY VIEW ISD,049903,049,96.7
049905,108,77,80,56,6,1061,38,1119,125,143,283,17,14.3,16.6,35236,12.1,5.4,CALLISBURG ISD,049905,049,95.3
049906,35,27,27,28,0,352,18,372,30,22,72,14.4,14.1,17.3,36052,12.8,8,ERA ISD,049906,049,96.1
049907,32,46,39,43,4,466,2,482,48,31,23,18.9,16.8,17.2,37708,14.4,8.8,LINDSAY ISD,049907,049,98.4
049908,0,0,0,0,0,44,1,46,0,10,23,17,.,.,31652,7.8,3.6,WALNUT BEND ISD,049908,049,97.5
049909,0,0,0,0,0,45,11,56,4,7,23,13,13,13,37679,15,2.6,SIVELLS BEND ISD,049909,049,96.6
050901,36,21,25,28,0,277,57,339,8,41,178,16.4,11.9,18.6,33855,12.2,7.2,EVANT ISD,050901,050,96.9
050902,216,204,178,139,115,2090,300,2534,140,353,843,21.2,19.9,22.1,35065,13.6,9.1,GATESVILLE ISD,050902,050,95.7
050904,13,9,17,15,0,130,39,176,10,34,69,13.6,8.9,12.2,35263,12.7,5.2,OGLESBY ISD,050904,050,95.4
050909,14,19,13,14,0,199,9,212,15,36,67,9.8,10.2,8,37907,13.3,10.4,JONESBORO ISD,050909,050,96.9
050910,725,491,475,403,1951,4126,842,7242,462,911,2491,20.2,19.5,22.4,35725,10.4,6.7,COPPERAS COVE ISD,050910,050,96
051901,36,32,25,21,75,163,86,324,33,56,217,11.8,12.1,15.4,35942,14.6,11.1,PADUCAH ISD,051901,051,96.6
052901,103,78,83,82,29,438,546,1017,44,217,380,16.6,15,14.7,41283,15.1,9.3,CRANE ISD,052901,052,95.5
053001,74,73,59,53,2,294,537,835,43,67,428,15,14.9,15.3,39184,15.1,10,CROCKETT CO CONS CSD,053001,053,96.9
054901,49,35,33,41,18,175,301,494,88,92,295,11.4,10.9,11.6,32960,9.5,5.8,CROSBYTON ISD,054901,054,95.8
054902,32,24,21,26,26,111,265,402,45,86,300,10.2,9.2,13.5,36269,12.9,8,LORENZO ISD,054902,054,95.4
054903,36,56,49,46,17,200,480,697,87,138,556,13.7,11.1,11.3,32381,8.9,4.5,RALLS ISD,054903,054,96.1
055901,63,50,50,41,5,129,548,698,60,78,538,13.6,12,11.4,36446,11.9,7.4,CULBERSON COUNTY-ALLAMOORE ISD,055901,055,96.2
056901,107,136,82,98,41,995,471,1519,61,214,787,15.1,14.6,16.1,34824,11,6.9,DALHART ISD,056901,056,96.2
056902,11,15,12,11,0,136,48,184,17,28,98,10.9,8.1,10.3,37694,15.3,9.5,TEXLINE ISD,056902,056,95.7
057802,40,30,7,0,41,26,99,168,0,3,85,20.6,18.8,17.6,29558,1.1,0.5,PEGASUS CHARTER SCHOOL,057802,057,92.5
057803,74,46,26,0,74,488,54,753,273,13,19,18.3,16.9,16.6,32451,5.3,0.9,NORTH HILLS SCHOOL,057803,057,98.3
057804,273,221,176,147,392,46,371,817,0,67,428,15.3,16.2,18.3,32076,3.8,1.3,DALLAS CAN ACADEMY CHARTER,057804,057,76.1
057805,0,0,0,0,18,28,55,103,0,4,65,.,.,.,32704,0.9,0.8,DALLAS COMMUNITY CHARTER SCHOOL,057805,057,.
057806,117,82,56,35,264,40,101,410,0,26,202,19.1,14.9,19.4,27399,0.9,0,EAGLE ADVANTAGE SCHOOL,057806,057,93.2
057807,26,0,0,0,417,173,108,708,61,12,339,23.6,29.8,24,31189,3.5,0.5,LIFE CHARTER SCHOOL OF OAK CLIFF,057807,057,96.4
057808,28,8,6,0,515,173,37,768,32,37,319,12.1,12.6,16.4,31272,3.7,0.3,UNIVERSAL ACADEMY,057808,057,97
057809,0,0,0,0,89,9,90,192,0,7,164,.,.,.,27701,6.8,6.8,NOVA,057809,057,97.7
057810,0,0,0,0,244,1,4,249,0,4,133,.,.,.,24756,0,0,ACADEMY OF DALLAS,057810,057,95.3
057811,0,0,0,0,282,0,1,283,0,2,65,.,.,.,25321,3.4,0.3,CHILDREN FIRST ACADEMY OF DALLAS,057811,057,96.4
057813,0,0,0,0,153,9,446,613,0,16,561,.,.,.,27044,3.3,1.3,DALLAS ADVANTAGE CHARTER SCHOOL,057813,057,94.7
057814,230,71,26,6,185,92,167,457,0,61,457,.,.,.,27524,1,0.4,DALLAS COUNTY JUVENILE JUSTICE,057814,057,98.3
057815,45,32,8,0,681,5,57,745,0,20,552,29.6,30.9,26.6,24418,2.9,0.4,FAITH FAMILY ACADEMY OF OAK CLIFF,057815,057,96
057816,0,0,0,0,219,1,10,231,0,0,201,.,.,.,36369,0,0,A W BROWN-FELLOWSHIP CHARTER SCHOO,057816,057,96.2
057817,0,0,0,0,180,2,13,195,0,72,1,.,.,.,31734,11.8,0.4,FOCUS LEARNING ACADEMY,057817,057,96.2
057818,16,20,6,0,112,2,12,126,0,12,119,.,.,.,.,.,.,I AM THAT I AM ACADEMY,057818,057,94.7
057819,9,10,6,2,22,61,19,108,0,78,48,.,.,.,27590,4.7,0,JEAN MASSIEU ACADEMY,057819,057,96.4
057820,45,43,19,9,160,370,246,793,0,53,590,14.7,14.4,16.3,24618,2.3,0.1,RYLIE FAITH FAMILY ACADEMY,057820,057,99.4
057821,0,0,0,0,14,4,45,64,0,4,51,.,.,.,30602,6.5,0.4,TEXAS LANGUAGE CHARTER,057821,057,94.4
057823,27,18,14,16,86,0,2,88,0,2,0,.,.,.,23500,2.5,0,EAGLE PROJECT (DALLAS),057823,057,62.5
057825,448,367,307,270,574,764,350,1713,1,152,440,18.8,30,.,29119,4.2,1.2,HONORS ACADEMY,057825,057,89.6
057827,0,0,0,0,76,14,26,117,0,0,83,12,.,.,33613,12.6,8.6,NOVA CHARTER SCHOOL-SOUTHEAST,057827,057,.
057828,21,77,127,308,56,301,157,533,0,71,109,.,.,.,28214,4.8,0,WINFREE ACADEMY,057828,057,.
057829,0,0,0,0,30,15,36,82,0,0,7,.,.,.,13611,0,0,A+ ACADEMY,057829,057,.
057830,0,0,0,0,63,15,48,126,0,0,10,.,.,.,24679,0,0,INSPIRED VISION ACADEMY,057830,057,.
057903,2076,1853,1451,1226,2556,10095,8189,24134,1500,2462,8690,19.6,19.8,19.8,39689,9.8,5.6,CARROLLTON-FARMERS BRANCH ISD,057903,057,96.2
057904,660,508,435,354,2847,2493,976,6481,467,641,1739,20.7,18.6,21.8,37685,11,4.1,CEDAR HILL ISD,057904,057,96.4
057905,14566,9250,7265,5949,57951,12647,88115,161548,31406,13130,120165,18.3,19.6,20.8,41492,12.7,9.6,DALLAS ISD,057905,057,95.1
057906,627,527,512,361,3916,2155,776,6941,484,785,2325,20,20.8,22.3,36045,9.4,5.2,DESOTO ISD,057906,057,96.4
057907,1082,687,771,690,4558,3353,2207,10423,1119,1098,3890,20,21.6,21.8,38168,11,6.6,DUNCANVILLE ISD,057907,057,95.5
057909,4354,3557,3017,2712,8439,23763,14511,50312,3516,6289,16615,24.9,25.5,25.9,38988,10.8,7.2,GARLAND ISD,057909,057,95.8
057910,1792,1369,1181,973,2867,6627,9762,20257,1454,2925,10286,22.2,23,24.6,39744,11,7.7,GRAND PRAIRIE ISD,057910,057,95.8
057911,489,426,427,413,10,5653,78,5848,1186,453,0,22.3,22.5,23.3,43558,11.5,6.7,HIGHLAND PARK ISD,057911,057,97
057912,2207,1951,1558,1312,3982,9171,14209,29097,2307,3017,16101,19,19.8,20.7,39769,10.3,6.8,IRVING ISD,057912,057,96
057913,364,300,261,261,2885,726,570,4206,258,525,1990,21.3,21.1,20.8,37131,7.2,4.3,LANCASTER ISD,057913,057,95.7
057914,2876,2458,2094,1882,5782,18677,6396,32334,2001,4661,9400,23.5,25,26.9,37811,10.2,6.9,MESQUITE ISD,057914,057,95.9
057916,2737,2610,2255,2098,8127,16476,7284,35138,2751,4014,12142,23.1,23.2,24.1,40114,11.4,7.9,RICHARDSON ISD,057916,057,96.1
057919,0,0,0,0,19,296,32,376,51,42,22,14.1,15.8,17.2,38455,11.2,6.6,SUNNYVALE ISD,057919,057,97.3
057920,246,212,142,143,2426,168,678,3283,242,204,2361,23.1,21.8,21.9,37355,12.2,8.1,WILMER-HUTCHINS ISD,057920,057,92.9
057922,692,660,573,432,300,7097,678,9243,1637,643,277,20.1,20.3,21.3,39593,9.8,4,COPPELL ISD,057922,057,97.1
058902,11,12,14,13,0,114,53,167,6,14,85,9.8,7.3,12.6,37722,14.6,8.4,DAWSON,058902,058,95.9
058905,17,15,15,16,0,144,80,225,16,23,82,8.4,11.4,12.3,37471,13.2,7,KLONDIKE ISD,058905,058,96.6
058906,200,196,186,165,105,628,1660,2404,112,281,1545,16.8,16.5,16.1,35223,11.9,9.1,LAMESA ISD,058906,058,95.4
058909,21,21,17,17,0,85,128,213,3,26,127,13.8,16.8,18.4,39504,12.9,5.4,SANDS ISD,058909,058,96.2
059901,369,298,280,253,72,905,3044,4028,161,543,2826,18.8,17.9,20.9,35426,12.3,9.8,HEREFORD ISD,059901,059,96.1
059902,0,0,0,0,0,76,68,146,6,12,96,.,.,.,33979,8.4,4.7,WALCOTT ISD,059902,059,97.4
060902,67,67,56,43,170,745,27,948,56,179,424,15.4,14.4,19.3,34180,11.9,9.1,COOPER ISD,060902,060,95.1
060914,22,15,20,10,94,144,13,251,15,41,162,12.9,17.6,14.7,32027,9.3,8.1,FANNINDEL ISD,060914,060,96.3
061901,1250,939,833,721,1554,8739,3048,13645,1613,1849,4432,20.7,22.1,23.2,37439,9.8,6.2,DENTON ISD,061901,061,95
061902,3139,2876,2428,2034,2788,29546,4799,39096,2575,4864,3807,20.5,21.4,21.8,39372,10.7,5.8,LEWISVILLE ISD,061902,061,96.5
061903,105,103,81,64,52,1074,237,1374,123,201,421,15.9,17.5,16.1,34628,10.3,5,PILOT POINT ISD,061903,061,95.6
061905,105,66,60,53,9,1007,101,1121,60,192,247,14.6,13.3,15.5,35580,12.2,6.1,KRUM ISD,061905,061,96.5
061906,53,36,41,26,6,646,58,715,62,109,140,10.9,9.7,10.4,31530,8.2,3.3,PONDER ISD,061906,061,96
061907,76,82,61,66,0,865,80,990,76,155,184,18.8,22,24.7,32426,6.9,3.8,AUBREY ISD,061907,061,95.9
061908,194,178,143,122,50,1772,227,2077,159,357,465,18.9,17.1,17.9,34246,9.8,5,SANGER ISD,061908,061,96.1
061910,89,78,0,0,8,870,45,930,139,134,69,16.3,17,18.9,39812,10,5.5,ARGYLE ISD,061910,061,96.5
061911,507,373,304,281,59,4698,493,5356,546,573,1023,16.3,16.9,17.6,39763,9.3,5.5,NORTHWEST ISD,061911,061,95.7
061912,252,211,191,161,172,2640,303,3202,285,393,445,22.5,22.2,23.7,35137,8.6,4.6,LAKE DALLAS ISD,061912,061,95.9
061914,154,107,102,82,32,1428,503,1989,146,273,685,18.5,19.3,18.4,32012,6.5,2.9,LITTLE ELM ISD,061914,061,95.2
062901,205,206,185,152,268,1030,697,2004,108,228,980,18.6,17.9,19.7,36272,13.4,8.4,CUERO ISD,062901,062,96.3
062902,11,16,7,4,0,44,52,96,11,23,57,7.8,6.1,8.2,35359,13.5,9.3,NORDHEIM ISD,062902,062,95.2
062903,155,149,105,109,188,768,549,1507,116,214,725,16.5,15.4,14.4,37527,17.6,13,YOAKUM ISD,062903,062,96.4
062904,71,52,39,54,21,416,297,734,50,98,328,12.9,12,16,35805,16.3,10.5,YORKTOWN ISD,062904,062,97.2
062905,0,0,0,0,0,42,26,68,13,12,51,.,7,.,36588,13.2,5.5,WESTHOFF ISD,062905,062,98
062906,0,0,0,0,0,131,8,139,4,14,27,16,17,16,38037,18.8,13.7,MEYERSVILLE ISD,062906,062,98.2
063903,25,23,16,16,15,160,95,270,22,50,179,9.6,13.6,14,36612,13.9,9.1,SPUR ISD,063903,063,96.2
063906,19,13,17,8,0,118,34,153,13,29,96,11.9,13.3,14.2,32803,8.8,5.2,PATTON SPRINGS ISD,063906,063,97.5
064903,218,188,153,148,18,211,2214,2460,199,252,1869,17.2,17.2,18.2,36604,14.1,9.2,CARRIZO SPRINGS CONS ISD,064903,064,95.4
065901,28,43,39,49,66,381,46,494,52,85,214,14,10.1,16.4,35515,11.5,5.7,CLARENDON ISD,065901,065,97.1
065902,12,12,17,12,0,145,24,173,5,28,109,12.6,7,7.5,33090,12.7,6.8,HEDLEY ISD,065902,065,98.3
066005,0,0,0,0,0,0,30,31,0,1,27,.,.,.,38580,15,5.7,RAMIREZ CSD,066005,066,96.1
066901,39,33,37,35,0,12,526,538,38,48,466,17.5,13.9,12.6,38526,18.3,13.4,BENAVIDES ISD,066901,066,94.4
066902,150,89,95,100,1,7,1584,1593,156,167,1469,14.4,17.2,16.6,34252,11.4,8.4,SAN DIEGO ISD,066902,066,95
066903,91,64,62,65,3,198,802,1004,40,103,550,12,13.7,13.3,39628,16.1,11.8,FREER ISD,066903,066,94.7
067902,85,85,65,69,24,736,85,853,74,182,443,14.7,14.4,16.5,35684,12.9,9,CISCO ISD,067902,067,95.8
067903,110,93,73,89,12,960,205,1191,89,180,512,13.7,15,18.2,35195,13.4,8.5,EASTLAND ISD,067903,067,96.7
067904,23,40,34,37,0,287,145,435,28,71,315,14.7,10.3,12.9,33640,9.7,5.3,GORMAN ISD,067904,067,97
067907,41,42,44,33,11,386,92,496,55,92,295,14.3,13.8,16.2,36767,15.3,11.4,RANGER ISD,067907,067,96.1
067908,17,17,13,12,0,194,20,216,39,43,131,11.4,10,13.7,33468,9.3,4.8,RISING STAR ISD,067908,067,95.9
068901,2201,2108,1713,1509,1441,10385,14709,26831,2512,2957,15417,19,19,20.5,36466,10.8,8.5,ECTOR COUNTY ISD,068901,068,95.2
069901,33,24,28,27,5,91,289,388,23,50,298,9.6,11.1,12.4,34572,11.9,5.7,ROCKSPRINGS ISD,069901,069,95.6
069902,25,36,28,28,4,252,113,370,16,69,263,13.9,12.2,12.2,38655,14.5,8.5,NUECES CANYON CONS ISD,069902,069,95.5
070801,26,13,0,0,17,177,45,241,0,22,130,15.9,11,20.5,24853,4.5,0.5,WAXAHACHIE FAITH FAMILY ACADEMY,070801,070,92.4
070901,25,23,16,21,2,135,109,248,18,42,146,17.1,14.4,21,38224,14.2,8.3,AVALON ISD,070901,070,94.9
070903,425,343,251,260,783,2269,1908,4966,502,733,2525,21.3,22.8,22.6,39359,13.8,8.9,ENNIS ISD,070903,070,95.9
070905,203,132,113,94,263,1004,813,2090,86,342,1198,17.5,18.4,21.5,35230,9.9,5.2,FERRIS ISD,070905,070,95.8
070907,57,50,49,49,151,399,105,659,70,152,302,13.8,15.4,17.6,36870,11.6,7,ITALY ISD,070907,070,96.4
070908,378,356,269,234,103,3705,480,4324,438,587,717,21,19.4,20.2,37576,12.7,6.1,MIDLOTHIAN ISD,070908,070,96.5
070909,24,18,15,13,49,102,49,200,10,34,127,13.3,13.3,15.8,34030,11.4,5.2,MILFORD ISD,070909,070,96.2
070910,81,58,70,61,15,761,239,1027,89,176,281,17.4,15.4,20.1,36448,9.7,4.6,PALMER ISD,070910,070,95.8
070911,419,384,299,291,240,3577,725,4585,283,663,629,21.8,23.4,23.1,37120,10.8,5.4,RED OAK ISD,070911,070,96
070912,495,430,439,358,938,3327,1341,5645,460,744,1958,21.5,19.7,22.9,39672,12.4,8,WAXAHACHIE ISD,070912,070,96.5
070915,67,63,64,55,29,649,155,840,66,179,215,12.9,14.3,14.4,34741,10.3,3.3,MAYPEARL ISD,070915,070,95.9
071801,12,6,8,4,10,77,78,169,0,10,48,7,8.7,8.7,23205,8.9,0.6,BURNHAM WOOD CHARTER SCHOOL,071801,071,99.8
071803,13,65,62,57,5,19,173,197,0,14,104,32.5,36,.,17842,9.8,0.4,PASO DEL NORTE,071803,071,88.9
071804,40,39,14,6,0,12,87,99,0,0,99,.,.,.,35375,12.2,0,EL PASO ACADEMY EAST,071804,071,.
071805,0,0,0,0,2,5,176,185,0,6,150,.,.,.,36111,2.1,0,EL PASO SCHOOL OF EXCELLENCE,071805,071,.
071901,598,529,413,330,48,395,7139,7592,481,670,6516,18.9,20.8,21.3,36747,10,5.2,CLINT ISD,071901,071,96
071902,5882,4675,3596,3269,2970,9490,48950,62325,4441,5721,41671,25,25.1,27.2,38119,13.1,10.6,EL PASO ISD,071902,071,95.4
071903,231,197,200,129,4,57,2730,2795,101,179,2555,18.8,20.4,19.2,35434,10.2,6.3,FABENS ISD,071903,071,96
071904,457,245,190,122,3,30,3594,3629,203,400,3223,19.2,19.5,20,36788,7.1,3.7,SAN ELIZARIO ISD,071904,071,96.9
071905,4194,3514,3099,3136,1099,3975,40860,46394,3174,5210,34038,23.1,23.9,25.4,38119,11.7,9.9,YSLETA ISD,071905,071,95.3
071906,66,60,63,54,0,26,751,777,52,82,593,16.1,17.9,18.8,37347,11.6,6.2,ANTHONY,071906,071,96.2
071907,435,279,262,200,17,249,4243,4518,263,475,3862,17.1,17.9,18.4,37129,12.1,7.3,CANUTILLO ISD,071907,071,96.5
071908,109,56,53,38,9,11,1055,1075,66,56,1035,11.7,18.9,19.3,35643,10.3,3.7,TORNILLO ISD,071908,071,96.2
071909,2490,1937,1704,1299,345,1843,24369,26711,1787,2765,18182,23.5,22.8,23.9,37242,10.3,6,SOCORRO ISD,071909,071,95.3
072801,12,17,10,8,0,31,18,50,0,9,40,.,.,.,9030,8.6,0,PARADIGM ACCELERATED SCHOOL,072801,072,.
072901,0,0,0,0,0,22,20,42,3,6,25,.,.,.,33843,7.4,5,THREE WAY ISD,072901,072,97.3
072902,117,93,67,71,3,785,566,1360,107,183,781,16,16.7,17,36574,13.5,8.9,DUBLIN ISD,072902,072,95.5
072903,316,245,231,186,45,2649,625,3353,198,429,998,20.4,22.4,20.1,37838,14.9,9.7,STEPHENVILLE ISD,072903,072,96.3
072904,0,0,0,0,0,54,3,57,4,6,25,11.5,6.5,12,33353,10,5.9,BLUFF DALE ISD,072904,072,96.6
072908,15,12,19,16,0,171,62,236,11,43,75,13.9,14.7,12.7,34148,12.4,7.5,HUCKABAY ISD,072908,072,97.1
072909,22,19,16,14,1,132,111,247,21,50,141,16.9,15.2,14.3,35752,13.4,9,LINGLEVILLE ISD,072909,072,96.4
072910,0,0,0,0,0,64,14,80,14,3,43,17,17,8.5,36543,15.6,12.9,MORGAN MILL ISD,072910,072,97
073901,27,24,25,24,93,123,152,370,23,51,304,15.5,9.4,19.7,32536,10.2,5.4,CHILTON ISD,073901,073,96.6
073903,177,91,96,98,907,397,330,1637,62,269,1136,14.6,18.5,17.4,34577,13.3,7,MARLIN ISD,073903,073,95.8
073904,0,0,0,0,2,116,8,126,13,9,15,.,.,.,33582,12.9,6.1,WESTPHALIA ISD,073904,073,98.4
073905,90,91,78,87,197,640,200,1041,74,190,463,16.3,15,18.6,34082,12.8,8.5,ROSEBUD-LOTT ISD,073905,073,96.5
074903,157,140,129,110,168,1733,130,2064,206,309,919,15.4,16.1,17.4,34075,12.3,9,BONHAM ISD,074903,074,95.8
074904,25,11,18,15,0,249,1,252,13,45,89,14,8.8,16.4,32526,9.7,7,DODD CITY ISD,074904,074,97
074905,18,19,23,12,0,243,2,247,29,38,40,16.6,15.1,14.1,34323,9.6,7.8,ECTOR ISD,074905,074,96.4
074907,63,58,57,64,105,545,33,688,80,108,278,14.2,15.2,18.9,36433,13.9,9.4,HONEY GROVE ISD,074907,074,96.9
074909,62,43,57,48,51,730,60,843,82,150,312,16.5,14.5,16.1,34081,11.9,7.2,LEONARD ISD,074909,074,95.2
074911,23,22,23,20,1,365,6,372,21,53,113,10.7,12.8,14.8,34616,12.8,7.6,SAVOY ISD,074911,074,97.3
074912,34,30,27,24,15,392,45,454,24,57,135,13.4,14.1,14.3,36841,14.1,6.7,TRENTON ISD,074912,074,96.4
074917,26,32,36,35,6,353,17,383,28,49,127,11.6,9,12.2,33601,10.3,7.5,SAM RAYBURN ISD,074917,074,95.7
075901,36,41,44,45,30,293,253,579,39,57,282,14.6,12.4,14.3,36199,15.2,9.5,FLATONIA ISD,075901,075,96.8
075902,188,174,148,132,198,1301,395,1909,86,224,759,20.1,18.9,20.9,36139,14.2,9.8,LA GRANGE ISD,075902,075,95.7
075903,63,67,51,49,144,428,127,701,51,98,262,15.2,12.5,16,36692,14,7.8,SCHULENBURG ISD,075903,075,97.4
075906,21,18,17,17,5,214,1,223,17,28,26,13.8,12.7,15.1,35980,16,7.8,FAYETTEVILLE ISD,075906,075,96.8
075908,18,20,21,24,18,211,18,251,29,23,56,15.1,10,16.5,37406,15.3,9.7,ROUND TOP-CARMINE ISD,075908,075,97.1
076903,28,20,22,23,8,232,82,324,35,60,175,8.7,7.9,10.6,36297,10.7,6.1,ROBY CONS ISD,076903,076,97.3
076904,31,34,28,27,39,208,155,402,55,77,214,14.8,11.5,14,37449,15,7.9,ROTAN ISD,076904,076,96.8
077901,78,81,68,55,52,316,746,1114,56,126,717,15,14.4,12.9,35377,13.3,8.9,FLOYDADA ISD,077901,077,95.7
077902,47,60,45,59,15,288,410,714,75,88,367,14.5,11.3,14,36004,12.3,8.8,LOCKNEY ISD,077902,077,96.7
078901,29,33,27,24,18,219,99,337,33,66,236,13.6,12.8,16.1,34451,12.2,6.7,CROWELL ISD,078901,078,96.8
079901,1350,1038,884,810,1939,5637,7369,15159,1094,1814,7172,21.5,22.6,23.3,39131,11.3,7.1,LAMAR CONSOLIDATED ISD,079901,079,95.9
079906,226,178,182,185,151,1593,692,2445,136,342,624,18.5,17.7,19.2,38961,12.8,7.8,NEEDVILLE ISD,079906,079,96.2
079907,5117,4332,4060,3610,15123,20402,9745,53999,6286,5478,10952,23,23.5,25.2,40289,11.1,6.5,FORT BEND ISD,079907,079,96.4
079908,0,0,0,0,54,3,53,110,0,8,98,.,.,.,29941,6.2,2,KENDLETON ISD,079908,079,97.1
079910,247,209,194,149,682,641,943,2872,134,286,954,19.2,19.6,18.6,38744,10.2,4.7,STAFFORD MSD,079910,079,96.6
080901,125,109,110,87,78,1162,201,1454,118,208,474,17.1,15.6,16.7,36628,12.5,7.4,MOUNT VERNON ISD,080901,080,96.5
