,SAT_avg,ACT_avg,SAT/ACT_pct
018906,.,19.7,46.2
018907,945,.,42.9
018908,.,.,.
019901,.,18.3,91.8
019902,.,19.1,64.5
019903,.,19.1,84.6
019905,1058,20.8,86.8
019906,.,22,87.9
019907,1090,20.5,60.4
019908,1124,20.2,55.6
019909,966,19.1,67.9
019910,.,.,.
019911,.,.,.
019912,1114,22.8,90.8
019913,.,.,.
019914,.,.,.
020901,1001,21.2,46.5
020902,1010,20.2,56.7
020904,922,21.1,53.2
020905,1030,22.1,62.5
020906,942,20.7,50
020907,936,19,46.4
020908,1054,21.7,65
020910,.,.,.
021802,.,.,.
021803,.,.,0
021901,1112,22.3,74.6
021902,1016,19.5,47.1
022004,880,.,83.3
022901,988,19.8,65.7
022902,.,.,.
022903,.,.,.
023902,.,22.4,84.6
024801,.,.,.
024901,879,16.5,64.1
025901,1017,21.9,75
025902,945,19.7,59.8
025904,.,17.7,73.3
025905,.,16.6,61.5
025906,.,20,100
025908,.,20.4,92.3
025909,992,20.7,85.9
026901,943,19.6,60
026902,862,17.6,44.2
026903,777,.,46.2
027903,1011,20.6,54.3
027904,967,20.1,50.7
028902,961,19.9,58.2
028903,864,17.4,62.1
028906,.,.,50
029901,1060,19.3,37.6
030901,.,21.2,46.4
030902,1079,21.4,72.4
030903,.,21.6,79.2
030906,932,18.5,60
031802,.,.,0
031901,892,18.5,33.7
031903,936,18.4,56
031905,1048,18.7,54.9
031906,887,19.1,47.2
031909,881,20.4,50.5
031911,923,19,55.3
031912,849,18,44.9
031913,700,.,64.7
031914,739,15.8,77.3
031916,1062,22.1,99.7
032902,919,18.2,62.4
033901,.,21,85.7
033902,.,20.3,61.1
033904,1066,20.8,92.3
034901,.,20,74.8
034902,.,.,22.2
034903,976,17.9,89.6
034905,920,19.7,75
034906,.,20.9,50
034907,1026,18.4,72.2
034908,.,.,.
034909,.,19.4,72.2
035901,.,18.6,61.5
035902,.,18.3,50
035903,.,22.8,100
036901,888,19.2,60
036902,986,21,65.8
036903,914,13.8,70
037901,973,19.5,50
037904,1075,19.7,47.8
037907,981,19.3,41.8
037908,.,.,17.6
037909,.,.,8.3
038901,1034,18.9,77.8
039901,.,.,33.3
039902,973,20.2,40
039903,.,19.2,74.3
039904,.,21.9,57.1
039905,.,18.2,66.7
040901,.,18.6,52
040902,1041,19.1,100
041901,.,19.5,42.3
041902,.,18.5,80
042901,958,20.3,82.5
042903,960,19.6,66.7
042905,.,20.6,100
042906,.,.,18.2
043901,1041,22.2,81.2
043902,957,19.6,46.3
043903,1020,21,69
043904,1010,20.1,59
043905,1060,22.2,76
043907,1066,22.7,63.9
043908,.,.,.
043910,1129,24,86.6
043911,984,20.2,40.4
043912,1060,22.2,83
043914,1023,22.5,55.4
043917,1014,21,30.9
043918,954,21.2,60.3
043919,.,.,.
044902,.,17.4,63.6
044904,.,18.6,71.4
045902,955,19.8,84
045903,949,20.6,50
045905,1007,21.6,76.5
046801,.,.,14.3
046901,1005,19.5,67.2
046902,1017,21.8,70.3
047901,1048,21.6,57.7
047902,937,17.2,45.7
047903,879,16.8,72.7
047905,1024,19.6,69.2
048901,.,18.5,78.6
048903,.,17,66.7
049901,1031,19.7,50.7
049902,1037,.,84
049903,1056,22.8,54.8
049905,1021,21.2,59.6
049906,1030,20.9,75
049907,1079,22.3,63.2
049908,.,.,.
049909,.,.,.
050901,.,20.1,61.1
050902,1019,21,51
050904,.,.,.
050909,.,19.7,72.7
050910,968,20.2,53.3
051901,.,20.2,80
052901,1075,19.8,52.5
053001,926,19.8,57.1
054901,.,19.5,75
054902,.,.,15
054903,948,17.7,63.4
055901,822,17.3,54.8
056901,1111,21.5,64.8
056902,.,18.4,90
057802,.,.,25
057803,1166,24.3,100
057804,.,.,1.4
057805,.,.,.
057806,.,.,.
057807,.,.,.
057808,.,.,80
057810,.,.,.
057811,.,.,.
057813,.,.,.
057814,.,.,.
057815,.,.,0
057816,.,.,.
057817,.,.,.
057818,.,.,0
057819,.,.,.
057821,.,.,.
057823,.,.,.
057825,1004,20,26.5
057827,.,.,.
057828,1017,.,1.4
057829,.,.,.
057830,.,.,.
057831,.,.,.
057832,.,.,11.1
057833,.,.,0
057834,.,.,0
057835,.,.,.
057836,.,.,.
057903,1045,20.9,64.1
057904,962,20.4,67.9
057905,852,17.1,53.5
057906,986,18.9,78.8
057907,1001,19.5,60.7
057909,1000,20,56.8
057910,981,19.6,46
057911,1187,25,.
057912,994,20,48.7
057913,808,16.5,57.8
057914,999,19.6,55.4
057916,1067,22.3,84.4
057919,.,.,.
057920,715,15.1,45.5
057922,1089,22.7,96.4
058902,.,19.1,72.7
058905,.,20.9,69.2
058906,1136,20.1,61
058909,.,19.5,94.1
059901,1002,19.6,49.6
059902,.,.,.
060902,930,19.1,56.5
060914,.,17.4,57.1
061802,.,.,9.8
061901,1031,20.8,66.6
061902,1077,21.1,86
061903,963,20.6,73.8
061905,923,.,66.7
061906,1118,.,59.4
061907,906,21.4,48.9
061908,948,19.6,49.6
061910,1105,22.1,90.4
061911,1003,20.6,61.4
061912,1017,20.2,45.9
061914,964,20.2,66
062901,1129,19.9,57.4
062902,798,.,50
062903,1012,21.3,51.3
062904,956,19.5,50
062905,.,.,.
062906,.,.,.
063903,.,16.5,57.9
063906,.,18.4,.
064903,841,17.3,56.7
065901,1049,22.2,81.6
065902,.,18.3,77.8
066005,.,.,.
066901,.,17.5,76
066902,.,15.8,52.7
066903,.,19.7,62
067902,998,21,35.8
067903,999,20.6,64.1
067904,848,19.6,59.3
067907,.,18.8,87
067908,959,19.3,82.4
068801,.,.,.
068901,975,21,41
069901,959,18.6,61.1
069902,.,21.6,33.3
070801,.,.,42.9
070901,.,.,26.3
070903,1070,19,60.3
070905,940,.,48.2
070907,933,18.5,74.3
070908,1057,21.1,72.6
070909,.,.,37.5
070910,1029,21.3,52.1
070911,979,19.8,68.4
070912,1031,21.1,53.6
070915,975,20.8,62.5
071801,.,.,.
071803,.,.,0
071804,.,.,3
071805,.,.,.
071901,821,18,50.6
071902,932,20.2,61.1
071903,826,16.6,48.8
071904,859,16.6,71.5
071905,809,17,96.8
071906,921,16.6,75
071907,863,16.8,71.2
071908,707,16.5,66.7
071909,866,19.3,54.2
072801,.,.,18.8
072901,.,.,.
072902,925,21.3,75.4
072903,1027,20.8,78.4
072904,.,.,.
072908,.,19.5,.
072909,.,19.5,50
072910,.,.,.
073901,846,19.6,62.5
073903,864,18.3,52.6
073904,.,.,.
073905,1069,21.5,59.1
074903,985,21,59.3
074904,.,.,55.6
074905,.,17.9,76.9
074907,.,19.7,75.6
074909,.,20,68.8
074911,.,21.4,56.3
074912,926,20.1,56.3
074917,.,22.1,72
075901,922,19.1,54.3
075902,1025,19.4,63.9
075903,1011,20.4,72
075906,1043,.,53.3
075908,1043,23.8,82.4
076903,.,20.1,77.8
076904,.,19.5,85.3
077901,.,21,50.8
077902,.,20.9,73.8
078901,.,17.6,47.8
079901,993,19.2,56.9
079906,1052,21.2,57.8
079907,1043,20.3,84.5
079908,.,.,.
079910,961,19.4,73.5
080901,1033,22.5,54.3
081902,990,21.2,69.1
081904,931,18.7,44.4
081905,.,18.8,56.3
081906,.,.,.
082902,.,19,62
082903,942,18.4,52.8
083901,.,18.7,38.8
083902,.,.,.
083903,932,20.8,53.2
084801,.,.,.
084802,.,.,.
084901,936,18.6,56.3
084902,958,17.1,46
084903,914,.,61.5
084904,849,16.6,71.2
084906,940,18.7,52.4
084908,836,17.1,49.1
084909,952,20.1,50.8
084910,1089,22.3,84.5
084911,1100,22.5,84.4
085902,943,19.6,59.3
085903,.,17.9,80
086024,.,.,.
086901,1039,20,64
086902,958,20.1,81.8
087901,853,18.9,70.4
088902,1008,20,97.5
089901,983,20.3,51.4
089903,.,17.7,49.1
089905,.,15.3,47.6
090902,.,19.4,75
090903,.,17.5,84.6
090904,1035,21.3,60.8
090905,.,.,.
091901,940,20.9,66.7
091902,.,19.2,94.1
091903,1044,20.3,50.8
091905,1113,21.5,75.4
091906,1055,21.8,50.6
091907,.,.,.
091908,1042,22.3,50
091909,.,22.3,51.2
091910,1051,.,67.6
091913,1033,20.6,63
091914,1056,22,73.5
091917,1091,21.5,80.9
091918,990,20.8,53.7
092801,.,.,2.2
092901,929,19.1,62
092902,1075,20.2,42.1
092903,1002,19.2,64.3
092904,1058,21.9,71.2
092906,988,19.2,32.9
092907,1072,21.2,78.8
092908,1078,20.5,64.5
093901,894,21.5,50
093903,992,.,50
093904,924,19.2,45.3
093905,.,.,18.8
094901,987,19.6,53.9
094902,1005,21.6,59.9
094903,1064,20.3,83.6
094904,982,21.3,56.1
095901,1014,19.8,77.1
095902,.,22.4,62.5
095903,.,20,50
095904,.,21.6,87
095905,963,19.7,49.5
096904,.,19.5,87.5
096905,.,18.5,92.9
097902,942,19.8,.
097903,991,19.4,75.7
098901,.,20,90.6
098903,.,.,.
098904,.,20,76.6
099902,.,.,50
099903,.,18.7,91.7
100903,862,17.6,66.7
100904,912,20,62.6
100905,949,18.6,81.2
100907,983,21.4,68.1
100908,892,18.2,60.5
101801,.,.,.
101802,.,.,.
101803,.,.,57.1
101804,767,.,19
101805,705,.,.
101806,693,.,36.4
101807,.,.,.
101809,.,.,6.5
101810,.,.,.
101811,.,.,.
101812,836,.,5.1
101813,.,.,.
101814,.,.,.
101815,.,.,.
101817,.,.,0
101818,.,.,0
101819,.,.,.
101820,.,.,0
101821,.,.,0
101822,.,.,.
101823,.,.,.
101827,.,.,0
101828,.,.,.
101829,.,.,.
101830,.,.,.
101831,.,.,0
101833,.,.,.
101834,.,.,8
101835,.,.,.
101837,956,.,23.1
101838,719,.,15.2
101840,.,.,.
101842,.,.,0
101843,777,14.3,8.1
101845,.,.,0
101846,.,.,.
101847,.,.,.
101848,.,.,.
101849,.,.,.
101850,.,.,.
101851,.,.,.
101852,.,.,.
101853,.,.,.
101854,.,.,.
101902,874,16.7,52.4
101903,902,17.8,66.7
101905,948,19.2,46.5
101906,1056,19.8,64
101907,1035,21.6,75.4
101908,1022,21.3,48.1
101909,741,15.6,55
101910,900,17.3,45.2
101911,978,20.1,43.4
101912,942,18.8,65.5
101913,1070,22,76.7
101914,1092,23.1,84.1
101915,1064,22.2,76.3
101916,1009,19.8,43.6
101917,972,19,37.3
101919,984,19.2,56.9
101920,1081,23.1,70.1
101921,1034,21.8,72.2
101924,858,19.2,65.2
101925,987,20.1,52.2
102901,.,16.3,100
102902,1000,19.5,56.1
102903,.,19.5,85.7
102904,1000,20.7,71.8
102905,.,20.3,67.7
102906,.,18.8,77.8
103901,.,.,37.5
103902,.,18,80
104901,.,21,77.6
104902,.,18,64.3
104903,.,18.7,54.5
104907,.,16.3,57.1
105801,988,24,42.4
105802,.,.,.
105902,980,19.3,55.6
105904,1103,22.8,86.6
105905,1059,21,76.4
105906,969,19.9,64.2
106901,1078,21.8,.
107901,1016,20.1,40.3
107902,965,20.2,32.6
107904,1017,21,45
107905,1019,21.5,37.1
107906,1047,22,17.2
107907,1003,.,63.6
107908,.,.,.
107910,960,17.8,34.4
108801,.,.,1
108802,.,.,0
108804,.,.,0
108805,.,.,0
108806,.,.,0
108807,.,.,.
108808,.,.,.
108902,866,16.6,65.6
108903,792,16,68.3
108904,907,16.9,72.4
108905,793,16.3,71.1
108906,960,18.8,69.4
108907,1008,17.2,46.7
108908,893,17.5,55.8
108909,855,17.1,75.4
108910,793,16.1,39.3
108911,987,18.6,73.2
108912,905,16.1,46.5
108913,945,17.7,60.1
108914,.,17.1,73.7
108915,.,.,.
108916,.,15.4,.
109901,1041,22.3,90.5
109902,.,21.5,66.7
109903,890,19.7,57.9
109904,927,16.8,59.6
109905,.,20.8,57.1
109907,885,17.4,91.9
109908,.,.,.
109910,.,.,.
109911,956,19.2,53.2
109912,890,22.2,58.3
109913,880,18.1,53.3
109914,.,.,12.5
110901,.,18.1,75
110902,1012,19.8,43.4
110905,979,18.6,73.1
110906,.,18.9,79.3
110907,1046,20.5,70
110908,962,20,90
111901,1022,22.3,53.9
111902,1029,.,36
111903,930,20.4,79.3
112901,997,20.9,62.4
112905,.,18.7,42.9
112906,.,18.7,57.9
112907,.,18.2,63.2
112908,963,18.8,46
112909,.,.,27.3
112910,.,20.5,61.1
113901,945,20.2,59.5
113902,960,19.2,70.7
113903,938,.,44.8
113905,805,17.5,74.1
113906,752,.,31.8
114901,1025,20.3,38.6
114902,1087,20,73.7
114904,.,20.8,60.9
115901,.,15.9,46.9
115902,.,.,16.7
115903,.,15.1,100
116801,.,.,.
116901,1015,20.8,64.6
116902,.,18.3,83.3
116903,981,19.6,77.9
116905,996,19.7,53.7
116906,967,20.8,65.3
116908,933,18.7,27
116909,1059,21.1,64.9
116910,.,.,36.4
116915,936,18.3,47.6
116916,919,18,88
117901,1144,21.8,57.3
117903,.,19.9,58.9
117904,1015,21.4,73.2
117907,.,.,.
118902,926,19.2,63.3
119901,.,17,50
119902,940,21.3,48.5
119903,990,.,62.5
120901,981,18.5,61.3
120902,906,19.1,72.7
120905,1050,20.7,70.8
121902,.,19.6,29.4
121903,911,19.6,65.9
121904,929,18.7,68.8
121905,1019,19.4,64.9
121906,901,.,66.7
122901,998,20.2,64.3
122902,.,.,66.7
123801,.,.,.
123802,.,.,0
123803,.,.,.
123804,.,.,0
123805,.,.,.
123905,1007,20.1,81.9
123907,821,16.2,51.4
123908,975,20.2,64.4
123910,904,17.7,63
123913,938,.,.
123914,919,21.3,78.2
124901,930,17.7,69.6
125901,933,17,87.3
125902,784,15.9,61.5
125903,1110,19.7,79.2
125905,816,16.9,55.6
125906,.,.,.
126901,878,17.9,58
126902,1001,20.8,60.6
126903,1025,20.6,51.8
126904,1010,21.4,68.2
126905,947,18.9,46.2
126906,956,20.2,52.8
126907,916,20.6,48.3
126908,946,21.4,36.3
126911,933,19.3,51.1
127901,973,20.4,64.3
127903,.,20.7,72
127904,1038,20.8,80.9
127905,.,.,30
127906,949,18.5,72.5
128901,1023,19.5,74.4
128902,878,18.1,37.2
128903,.,17.8,80
128904,943,19.5,.
129901,915,19.2,50.9
129902,1018,22.1,68.8
129903,951,18.5,40.8
129904,1027,19.6,41.7
129905,948,20.3,45.5
129906,948,19.5,44.2
129910,909,17.7,78
130901,1059,21.7,92.4
130902,961,20.3,72.4
131001,.,.,.
132902,.,18.6,76.9
133901,947,20,63.3
133902,.,.,.
133903,1025,20.1,66.9
133904,942,19.4,68.8
133905,.,.,.
134901,925,19.9,75.7
135001,.,21.1,100
136901,913,18.8,63.9
137901,898,17.6,63.6
137902,.,.,.
137903,936,18.2,87.8
137904,961,18.5,69.4
138902,.,21.7,54.5
138903,.,18.9,72.7
138904,.,18.3,66.7
139905,.,19.6,85.3
139908,.,16.1,73.3
139909,1077,19.9,51.5
139911,1037,20.6,52.4
139912,963,19.3,55.2
140901,.,19.6,55.6
140904,.,19.9,62.5
140905,.,20.6,51.9
140906,.,.,0
140907,.,22,87.5
140908,.,20,62.9
141801,.,.,14.3
141901,979,20.4,59.1
141902,.,.,50
142901,.,18.8,37.3
143901,985,20.5,69
143902,968,20.4,72.7
143903,1033,22.3,85.7
143904,.,.,.
143905,.,.,.
143906,.,.,.
144901,960,20.8,50.4
144902,968,.,70.2
144903,895,.,33.3
145901,942,.,52.8
145902,889,19.7,54.9
145906,948,20.2,46.4
145907,.,21.2,50
145911,1075,22.3,41.2
146901,911,17.2,46.5
146902,927,22,73
146903,.,.,.
146904,921,19.5,47
146905,875,18.7,55.6
146906,996,20.7,57.5
146907,990,20,42.2
147901,.,20,46.7
147902,1004,19,54.5
147903,1024,19.3,66.1
148901,.,18.6,80.8
148902,.,21.3,100
148903,.,18.6,71.4
148905,.,.,.
149901,1073,20.3,54.4
149902,931,18.5,.
150901,975,19.3,71.9
152801,.,.,0
152802,.,.,.
152803,.,.,2.6
152804,.,.,0
152901,1013,20.7,55.3
152902,1002,19.5,59.4
152903,979,18.8,54.2
152906,1017,20.2,63.8
152907,995,21,44.8
152908,945,19.7,58.7
152909,975,20.1,65.8
152910,1038,21.4,78.3
153903,.,20,91.7
153904,976,19.7,78.9
153905,.,19.5,87.5
153907,914,19.6,54.5
154901,848,17.4,65.2
154903,890,.,39.3
155901,1008,19.1,78.7
156902,913,17.6,38
156905,.,19.8,76.9
157901,1043,20.4,47.5
158901,972,22.8,53.6
158902,914,19,56.9
158904,.,.,.
158905,885,17.8,66.3
158906,910,19,65.6
159901,871,17.3,53.5
160901,.,20,67.5
160904,.,19.4,31.3
160905,.,.,33.3
161801,.,.,.
161802,.,.,.
161804,.,.,.
161901,1136,.,63.9
161903,1074,22.6,62.1
161906,950,19.3,39.2
161907,1089,21,63.6
161908,969,18.2,63.5
161909,961,18.9,52.7
161910,863,20.4,68.2
161912,1063,20,72.4
161914,908,17.4,39
161916,950,19.5,56.8
161918,1028,20.7,33.3
161919,.,20.9,30.8
161920,1032,20,61.1
161921,971,19.1,40.2
161922,1008,21.1,41
161923,929,17.7,54.5
161924,.,.,.
161925,.,.,.
162904,.,17.4,62.5
163901,903,19.5,51.4
163902,981,.,56.3
163903,877,19.4,47.2
163904,.,20,67
163908,945,19.2,64.6
164901,1208,19.7,65.5
165801,.,.,2.7
165802,.,.,.
165803,.,.,0
165901,1047,21.4,52.3
165902,927,22.7,83.3
166901,988,21.2,50.6
166902,.,.,.
166903,.,21,70.8
166904,948,20.5,55.6
166905,979,20.6,61.5
166907,.,.,36.4
167901,1054,23.2,78.3
167902,.,.,50
167903,.,.,.
167904,.,.,.
168901,.,18.3,55.6
168902,.,.,22.2
168903,.,19.3,91.7
169901,1002,20.5,70.3
169902,993,19.5,78
169906,886,.,62.5
169908,.,.,.
169909,.,.,.
169910,.,.,57.1
169911,1076,20.3,50
170801,.,.,.
170902,1064,22.6,75
170903,1032,20.9,76.1
170904,980,19.3,53.8
170906,991,20.8,49.3
170907,931,20.1,31.7
170908,925,19.8,47.2
171901,940,20.2,41.9
171902,.,19.2,78.8
172902,980,19,47.9
172905,946,19.3,57.1
173901,.,19.8,100
174901,937,19.8,52
174902,968,19.9,50
174903,.,18.3,65.5
174904,1000,20,57.6
174906,982,21.6,78.4
174908,999,17,65.4
174909,.,19.9,.
174910,.,.,.
174911,1051,21.4,71.4
175902,943,19.4,72.7
175903,1008,21.1,50.4
175904,839,18.6,57.1
175905,.,20.9,53.8
175907,973,19,48.5
175910,.,19.4,71.4
175911,934,18.4,47.1
176901,.,16.6,78.3
176902,856,17.9,53.8
176903,914,18,57.1
177901,998,20.3,66.7
177902,.,20.6,49.7
177903,.,19.5,61.5
177905,.,.,55.6
178801,.,.,0
178802,.,.,.
178803,.,.,.
178804,.,.,8.1
178901,.,18.4,66.7
178902,915,17.2,98.1
178903,995,21.4,77.2
178904,962,18.6,60.5
178905,.,.,.
178906,.,.,.
178908,1072,20.4,89.3
178909,956,17.3,73.7
178912,1071,21.1,55.5
178913,1018,18.1,93.8
178914,1026,20.3,63.4
178915,835,17.6,46.5
179901,1092,20.4,63.2
180901,.,19.2,97.1
180902,.,20.8,95.7
180903,.,.,57.1
180904,.,.,.
181901,923,20,73.5
181905,1003,20.8,65.6
181906,881,18.8,63.5
181907,953,20.9,66
181908,939,20.9,52.1
182901,924,21,86.7
182902,922,.,75
182903,981,22.7,52.8
182904,1009,20.3,62.9
182905,942,19.9,66.7
182906,.,.,.
183801,.,.,0
183901,.,19.1,91.7
183902,1128,20.3,60.2
183904,.,16.2,85.7
184901,.,.,21.4
184902,945,20.7,39.1
184903,1035,20.5,55.1
184904,942,.,25
184907,1042,22.1,71.7
184908,1011,21.6,58.5
184909,948,19.5,60.8
184911,.,.,.
185901,.,17.2,60.7
185902,.,19.4,95.2
185903,.,20.2,64.9
185904,.,19.3,.
186901,.,16.6,85.7
186902,917,20.3,44.3
186903,973,18.8,58.6
187901,913,20.5,61.9
187903,.,14.8,76.9
187904,916,16.7,61.9
187906,.,16.7,91.7
187907,938,19.4,48.3
187910,.,.,.
188801,.,.,4.9
188901,1045,20.4,49.7
188902,1032,19.5,53.3
188903,1006,22.1,64.5
188904,.,.,.
189901,926,18.6,74.1
189902,807,16.1,92.9
190903,980,19.1,66.3
191901,1034,21.6,67.5
192901,861,19.5,66.7
193801,.,.,.
193902,960,19.9,81.3
194902,.,16.7,90.9
194903,.,19.6,88
194904,.,18.6,75
194905,.,19.7,37
195901,853,18.7,55.8
195902,766,.,.
196901,.,21.7,63.6
196902,.,18.4,81
196903,950,20,65.2
197902,.,22.7,100
198901,883,18.8,94.9
198902,.,.,37.5
198903,1003,22.2,56.1
198905,808,15.4,46
198906,881,.,80
199901,1067,22.4,72.9
199902,964,19.5,44.1
200901,1129,20.9,75.3
200902,.,20.8,84
200904,.,20.8,66.7
200906,.,.,.
201902,1027,20,61.9
201903,.,.,42.9
201904,.,.,11.1
201907,.,19.6,36.8
201908,1150,25.8,40
201910,1037,19.9,62.5
201913,.,18.4,78.9
201914,.,20.1,43.2
202903,989,18,60.9
202905,877,.,80.6
203901,1140,17.4,59.6
203902,.,17.4,73.1
204901,894,15.7,41.6
204904,875,18,45.8
205901,911,17.5,51.1
205902,1022,21,94.3
205903,1048,21.1,37.6
205904,956,17.3,52.3
205905,1069,18.2,61.8
205906,918,17.8,65.7
205907,998,15.9,90.3
206901,.,18.1,70.6
206902,.,.,37.5
206903,.,19.3,90
207901,.,21.1,65
208901,.,.,33.3
208902,1094,20.4,61.1
208903,.,20.7,61.1
209901,958,22,80.6
209902,.,.,0
210901,998,19.5,65.7
210902,.,20.2,66.7
210903,.,18.7,56.8
210904,.,18.4,57.9
210905,.,18,57.1
210906,.,.,.
211901,.,.,0
211902,.,21.3,.
212801,.,.,.
212802,.,.,9.7
212803,.,.,.
212901,969,19.1,40.7
212902,966,21.1,54.7
212903,995,20,53.3
212904,999,18.3,46.6
212905,1006,19.4,48.2
212906,1012,22.3,59
212909,880,18.5,53.4
212910,936,18.9,41.8
213801,.,.,14.8
213901,1004,22.1,82.5
214901,934,16.2,67.6
214902,.,18,100
214903,.,16.2,58.7
215901,989,21.3,70.4
216901,.,20.2,81.8
217901,.,20.5,57.1
218901,.,18.6,83
219901,.,19.3,100
219903,1123,20.2,62.3
219905,.,17.6,63.6
220801,992,.,29.4
220802,.,.,.
220803,.,17.5,14
220804,.,15,8
220806,.,.,0
220807,.,.,6.7
220808,.,.,.
220809,1235,.,100
220810,.,.,.
220811,.,.,.
220812,.,.,.
220901,1024,20.8,64.3
220902,1017,20.5,51.1
220904,938,16.6,72.1
220905,924,18.3,51
220906,1083,22.4,87.9
220907,1039,21.3,75.3
220908,1027,20.6,60.5
220909,774,.,.
220910,879,17.4,58
220912,1004,20.1,70.8
220914,982,19.5,60
220915,991,20.7,51.5
220916,1024,20.9,64.1
220917,915,20.2,40.1
220918,988,20.9,52
220919,1118,24,.
220920,977,20.4,42.2
221801,.,.,5.9
221901,1001,20.8,62.4
221904,953,19.6,67.4
221905,.,.,83.3
221911,1050,21.9,64.6
221912,1027,21.6,86.6
222901,.,20.7,.
223901,932,19.4,44.2
223902,.,21.3,68.8
223904,816,20.3,92.3
224901,.,19.7,87.5
224902,.,.,25
225902,1008,20.9,40.4
225905,.,.,.
225906,1046,23.9,32.6
225907,.,.,.
226901,900,17.9,87.1
226903,984,20.3,55.7
226905,989,.,61.5
226906,1089,21.7,83.3
226907,967,19.1,58.1
226908,.,21.4,46.7
227801,.,.,1.5
227802,.,.,.
227803,.,.,.
227804,.,.,.
227805,.,.,.
227806,.,.,20
227811,.,.,.
227812,.,.,.
227814,.,.,66.7
227816,.,.,.
227817,.,.,.
227818,.,.,0
227819,.,.,.
227901,1045,20,70.4
227904,1012,20.4,72.8
227907,906,18.5,56.5
227909,1188,25.1,.
227910,835,16.2,41.7
227912,1096,21.5,84.5
227913,1103,22.4,91.8
228901,981,19.3,70.5
228903,1014,20.3,55.2
228904,.,.,30.8
228905,.,.,77.8
229901,970,19.3,68.4
229903,924,18.1,68.9
229904,874,.,60
229905,.,.,50
229906,803,.,62.5
230901,1047,19.5,78.9
230902,953,18.9,69.3
230903,.,18.9,48.8
230904,.,17.9,50
230905,.,20.4,78.6
230906,921,19.4,64.3
230908,970,18.4,63.6
231901,877,18.1,52.9
231902,.,21.1,100
232801,.,.,0
232901,.,21.2,100
232902,848,18.7,58.3
232903,944,19.5,46
232904,1029,22.6,52.6
233801,.,.,0
233901,942,17.7,52.6
233903,778,.,.
234801,.,.,0
234902,1006,22.5,66.2
234903,962,20.4,50
234904,1042,20.9,40.6
234905,920,20.8,80
234906,999,22.7,44.5
234907,949,20.2,53.7
234909,.,16.2,95.2
235801,.,.,.
235901,848,17.6,51.1
235902,981,19.6,36.1
235904,.,.,.
236801,.,.,.
236901,1001,19.4,54.5
236902,990,18.3,54.6
237902,886,18.4,71
237904,895,18.6,63.9
237905,.,19.6,46.5
238902,1109,19.8,69.1
238904,.,.,62.5
239901,1027,20.3,48
239903,957,18.6,55.2
240801,.,.,0
240802,.,.,0
240901,829,16.4,43.3
240902,.,.,.
240903,874,17.2,57.9
240904,914,15.3,83.3
241901,891,18.4,43.4
241902,914,20.4,68.8
241903,991,19.7,57
241904,1012,19.3,49.4
241906,1076,18.9,47.5
242902,.,19,90.9
242903,.,20.3,82.9
242905,.,.,.
242906,.,22.8,68.8
243801,.,.,22.2
243901,1037,20.5,67
243902,.,19.3,77.1
243903,1107,21.3,46
