,SAT_avg,ACT_avg,SAT/ACT_pct
001902,993,18.4,42.3
001903,956,20.8,58.2
001904,959,19.6,44
001906,816,18.9,50
001907,971,20.8,45
001908,879,20.7,80.6
001909,971,22.8,52.9
002901,931,19,42.2
003801,.,.,.
003902,964,18.7,63
003903,978,19.1,46.1
003904,949,17.6,35.2
003905,924,18.3,64
003906,858,-1,-2
003907,965,-1,28.4
004901,975,19.8,59.3
005901,1023,21.3,69.2
005902,1014,21.3,87.5
005904,-1,21.6,79.5
006902,-1,21.6,88.9
007901,.,18.3,54.2
007902,999,21.6,53.3
007904,852,17.3,77.4
007905,1007,20.4,49.7
007906,914,18.8,35.2
008901,1042,22.7,63.9
008902,987,20.6,55.2
008903,889,17.2,63.9
009901,-1,19.8,50.8
010901,905,18,85
010902,1020,22.7,74.5
011901,930,18.5,47.1
011902,927,19.8,55.4
011904,1008,20.3,57.3
011905,.,.,0
012901,-1,20.8,71.8
013801,.,.,.
013901,1066,19.3,56.6
013902,.,.,.
013903,-1,17.8,60
013905,-1,19.3,60.8
014801,.,.,0
014802,.,-1,5.9
014803,1105,.,83.3
014804,.,.,-1
014901,988,21.2,60
014902,885,19.2,50
014903,1026,22.7,53.2
014905,-1,19.1,62.2
014906,951,19.2,62.3
014907,922,21.9,43.3
014908,981,21.3,69.7
014909,1032,22.9,55.5
014910,1051,20.8,68.1
015801,794,.,25
015802,-1,17.7,17.9
015803,-1,.,20
015805,.,.,.
015806,830,16.3,74.1
015807,891,.,7.2
015808,.,.,.
015809,.,.,.
015811,.,.,.
015812,.,.,0
015813,.,.,.
015814,.,.,0
015815,-1,-1,15.8
015816,.,.,0
015817,-1,-1,7.4
015819,-1,-1,13.6
015820,.,.,0
015822,850,-1,36.8
015823,.,.,0
015824,.,.,0
015825,.,.,.
015826,.,.,.
015827,-1,.,-2
015828,.,.,.
015830,.,.,.
015831,.,.,.
015832,.,.,.
015833,.,.,.
015901,1134,24.6,91.7
015904,864,17.3,49
015905,814,16.1,63.3
015906,1035,21.5,76.3
015907,833,17.2,65.6
015908,863,18.4,48
015909,816,17.3,63.9
015910,1032,22,67.5
015911,920,20.2,59.2
015912,849,18.1,44.8
015913,1086,20.9,76.7
015914,1012,21.8,82.3
015915,1002,21.1,61.3
015916,924,20.1,56.3
015917,834,18.2,59
016901,980,21.1,56.8
016902,1032,22.3,66.2
017901,.,18,100
018901,1062,23.2,50.6
018902,922,18.4,-2
018903,-1,.,20
018904,-1,18.9,83.3
018905,-1,-1,37.5
018906,-1,-1,37.5
018907,853,18.2,76.9
018908,942,-1,71.4
019901,.,19.5,92.7
019902,.,19.1,84
019903,-1,19.4,79.3
019905,-1,20.7,94.4
019906,.,21.4,79.4
019907,1139,20,68.4
019908,-1,19.1,67.3
019909,.,18.6,70.8
019910,.,.,.
019911,.,.,.
019912,1204,22.5,70.7
019913,.,.,.
019914,.,.,.
020901,977,20.6,41.2
020902,981,20.5,46.4
020904,955,23.2,43.1
020905,1038,22.2,47.4
020906,992,21.5,43.5
020907,967,20.2,41.8
020908,1012,21.1,60.6
020910,.,.,.
021803,-1,.,11.8
021804,.,.,.
021901,1122,23.4,62.8
021902,987,19.5,45
022004,1073,.,70
022901,1011,18.9,67.2
022902,.,-1,80
022903,.,.,.
023902,-1,22.1,-2
024801,.,.,.
024901,937,18,49.3
025901,984,20.8,74.1
025902,968,19.3,59.8
025904,.,17.3,76.9
025905,.,21.7,56.3
025906,.,-1,50
025908,.,20,83.3
025909,1014,22.6,67.1
026901,996,20.3,66.3
026902,888,-1,64.3
026903,899,-1,47.1
027903,982,21.7,54.9
027904,980,21,59.4
028902,939,19,-2
028903,869,19.5,68
028906,948,19.1,71.4
029901,970,20.3,39.6
030901,-1,20,52.6
030902,988,21.3,54.4
030903,-1,21.9,50
030906,958,19.4,57.7
031803,.,.,.
031901,908,18.2,33
031903,928,18.2,56.6
031905,890,17.8,74.1
031906,874,20.8,50.9
031909,878,16.8,59.1
031911,865,17.5,59
031912,836,17.7,63.6
031913,727,15,59.3
031914,799,16.8,71.4
031916,1052,22.8,93.2
032902,945,20.9,44.4
033901,.,22.2,-2
033902,-1,22.6,76.6
033904,-1,20.3,81.8
034901,1166,20.7,84.9
034902,-1,20.5,60
034903,-1,19.7,71.2
034905,902,19.4,89.5
034906,.,20.4,81.5
034907,-1,20.3,71.7
034909,.,18.1,90.9
035901,-1,18.5,68.4
035902,.,16.1,82.4
035903,.,22.8,-2
036901,897,19.3,72.7
036902,1013,21.9,53.9
036903,898,20.5,59.3
037901,-1,17.9,64
037904,1075,19.4,51.6
037907,1031,20.3,40.6
037908,805,-1,65.6
037909,915,-1,100
038901,-1,19.1,-2
039901,.,-1,16.7
039902,956,19.7,48.3
039903,-1,20.2,67.9
039904,-1,-1,40
039905,-1,-1,62.5
040901,-1,17.3,75.9
040902,-1,20.1,82.6
041901,-1,19.8,66.7
041902,-1,20,94.7
042901,957,19.6,56.9
042903,1040,18.1,61.9
042905,-1,19.5,92.9
042906,.,-1,50
043901,1089,23.8,72.6
043902,980,21.8,45.6
043903,1046,21.5,80.2
043904,990,19.6,32.9
043905,1068,23.3,74.7
043907,1060,23.4,73.2
043908,1025,21.6,63
043910,1165,25.5,78
043911,1002,22.4,48.8
043912,1049,23.9,79.4
043914,1013,22.4,56
043917,-1,19.9,39.3
043918,925,21.3,47.8
043919,-1,-1,-2
044902,-1,19,83.3
044904,.,-1,-1
045902,1013,22.4,60
045903,971,18.3,85.1
045905,973,20.4,68
046802,.,.,.
046901,1010,22.3,59.7
046902,1007,21.5,69.3
047901,928,18.7,80.3
047902,980,19.2,60
047903,-1,17.7,-2
047905,.,.,0
048901,-1,20.1,57.9
048903,-1,18.7,72.7
049901,960,20.8,46.6
049902,1029,21.5,65.5
049903,954,22.2,55.1
049905,981,20.5,48.1
049906,1008,21,46.7
049907,1041,23.9,75.9
049908,.,.,.
049909,.,.,.
050901,-1,20.9,-2
050902,1032,21.6,58.3
050904,.,18,83.3
050909,-1,-1,45.5
050910,963,20.7,55.1
051901,.,16.4,71.4
052901,896,18.1,-2
053001,-1,21.7,60
054901,-1,20.4,77.8
054902,-1,17.4,83.3
054903,997,18.6,69
055901,822,14.6,75.9
056901,-1,19.4,75.8
056902,.,17.9,100
057802,898,-1,73.7
057803,1175,24.5,-2
057804,720,13.7,2.9
057805,.,.,.
057806,.,20,14.6
057807,847,16,69.6
057808,-1,-1,62.5
057809,.,.,.
057810,.,.,.
057811,.,.,.
057813,.,.,.
057814,.,.,.
057815,687,-1,58.3
057816,.,.,.
057817,.,.,0
057819,-1,.,-1
057821,.,.,.
057825,-1,.,1.1
057827,.,.,.
057828,1018,19.1,7
057829,857,-1,-2
057830,.,.,.
057831,-1,.,57.1
057832,-1,-1,14.3
057833,-1,.,13.3
057834,-1,.,2.6
057835,.,.,.
057836,.,.,.
057837,.,.,.
057838,.,.,.
057839,.,.,.
057840,1095,23.1,86
057841,.,.,.
057842,.,.,.
057843,.,.,.
057844,.,.,.
057903,1030,21.2,58.9
057904,916,17.9,71.8
057905,861,17.1,64.5
057906,871,17.8,84.2
057907,936,19,67.1
057909,990,20,49.7
057910,967,18.5,41.7
057911,1203,26.2,-2
057912,954,19.5,42.5
057913,806,16.4,76.1
057914,954,19.2,52
057916,1054,22.4,74.8
057919,.,.,.
057922,1149,24.4,86.1
058902,.,21.6,45.5
058905,-1,20.8,75
058906,941,19.5,42.2
058909,-1,22.7,61.5
059901,984,19.4,48.2
059902,.,.,.
060902,1014,19.4,80
060914,.,-1,-2
061802,-1,-1,13.8
061803,.,.,.
061901,1012,20.8,58.4
061902,1094,22.8,75.6
061903,1034,20.9,59.5
061905,997,20.7,67.6
061906,1053,22.2,64.6
061907,1008,21.7,64.9
061908,978,20.4,57.4
061910,1093,23.7,96.7
061911,1021,21.9,56.9
061912,999,21.6,62.6
061914,925,19.5,56.7
062901,931,19.8,65.6
062902,-1,.,22.2
062903,1038,20.1,60.7
062904,951,-1,51.4
062905,.,.,.
062906,.,.,.
063903,-1,19,69.2
063906,.,20.3,90.9
064903,863,18.8,71.2
065901,-1,21.5,82.8
065902,.,21.2,62.5
066005,.,.,.
066901,.,17.2,83.3
066902,.,16.4,44.2
066903,-1,18.1,76.9
067902,-1,20.5,37.9
067903,947,19.5,49.2
067904,877,-1,60
067907,933,-1,43.5
067908,-1,19.2,77.8
068801,.,.,0
068901,977,21.3,33.5
069901,810,17.1,63.6
069902,-1,19.8,54.5
070801,-1,.,22.2
070901,906,19.9,68.2
070903,1025,19.7,53.6
070905,942,20.6,52.1
070907,886,17.2,51.7
070908,1009,21.3,71.9
070909,.,18.1,100
070910,950,19.3,82.6
070911,1000,21.7,61.8
070912,966,20.1,44.6
070915,990,21.3,58.6
071801,-1,.,-2
071803,.,-1,1
071804,827,.,10.7
071805,.,.,.
071806,.,.,.
071807,.,.,.
071901,858,17.6,43.4
071902,916,20.1,67.4
071903,849,17,54.8
071904,816,16.4,55.3
071905,783,17.1,-2
071906,928,18.2,100
071907,895,18.1,53.5
071908,819,.,42.6
071909,875,18.3,59.1
072801,-1,-1,11.4
072802,.,.,0
072901,.,.,.
072902,984,19.7,62.7
072903,1061,21.6,70.3
072904,.,.,.
072908,1001,-1,80
072909,-1,22.8,50
072910,.,.,.
073901,-1,20,45.8
073903,799,-1,73.8
073904,.,.,.
073905,1104,20.6,54.5
074903,945,20.1,46.7
074904,.,20.6,58.8
074905,-1,19.7,45
074907,-1,20.1,71.4
074909,1003,20.3,56
074911,1070,-1,45
074912,912,-1,40
074917,-1,21.6,65.5
075901,1020,20.9,96.3
075902,1015,21.5,53.7
075903,1013,20.5,53.7
075906,1072,-1,76.9
075908,1026,26.1,86.7
076903,-1,19.9,88.2
076904,.,18.1,93.3
077901,.,20.5,68
077902,1065,18.8,-2
078901,.,20.2,61.9
079901,997,20.7,59.5
079906,1017,21.5,62.6
079907,1025,21.9,81.5
079908,.,.,.
079910,936,17.2,72.4
080901,1135,24.3,40.4
081902,986,20.7,65.3
081904,961,20.2,47.1
081905,894,19.4,48
081906,.,.,.
082902,-1,16.3,63.6
082903,908,18.5,52.4
083901,.,17.9,69.2
083902,-1,-1,66.7
083903,972,21.6,49.6
084801,.,.,.
084802,.,.,.
084804,.,.,.
084901,941,18.5,43.5
084902,932,18,54.2
084903,883,-1,83.3
084904,815,15.8,56.5
084906,920,20.5,38.2
084908,867,-1,54.2
084909,969,19.3,42.4
084910,1082,23.6,69.2
084911,1117,24.7,79.1
085902,-1,19.9,84.4
085903,-1,17.9,88.9
086024,.,.,.
086901,1032,21.1,62
086902,945,20.2,89.7
087901,-1,24.4,100
088902,964,19.7,70.9
089901,954,20.4,63.5
089903,955,18,62.5
089905,-1,-1,25
090902,-1,19.9,72.7
090903,.,19.7,78.6
090904,1007,21,51.6
090905,.,.,.
091901,1034,21.3,45.5
091902,-1,20.8,51.4
091903,1021,21.6,52.1
091905,1097,22.8,52.3
091906,1115,20.9,44.6
091907,.,.,.
091908,1052,22.8,51.2
091909,961,21.3,58.4
091910,1128,20.1,65.1
091913,1043,21.5,43.5
091914,984,22.4,50.9
091917,1108,21.4,72.1
091918,1053,22.7,60.4
092801,-1,-1,4.4
092901,923,16.3,32.8
092902,1016,19.7,43.6
092903,975,20.2,55.8
092904,1089,22.1,60.3
092906,1059,22.7,37.2
092907,1064,21.8,74.4
092908,1063,22.4,68.2
093901,1000,19,51.2
093903,928,-1,55.6
093904,888,20.2,58.4
093905,950,-1,-2
094901,952,20.6,48.7
094902,1007,21.9,57.8
094903,978,18.8,65.2
094904,991,20,66
095901,1060,20.7,76.2
095902,.,19.2,100
095903,-1,18.7,60.9
095904,-1,19.7,93.3
095905,984,19.5,54.2
096904,-1,19.3,96
096905,.,21,95
097902,968,20.9,75
097903,972,18.6,78
098901,.,20.1,82.8
098903,.,.,.
098904,.,19.2,94.1
099902,-1,-1,14.3
099903,.,18.4,69.2
100903,928,20.1,61.7
100904,943,22.1,61.4
100905,1001,21.5,54.4
100907,981,20.1,61
100908,929,-1,41.2
101801,.,.,.
101802,.,.,.
101803,-1,.,-2
101804,849,.,11.8
101805,866,.,29.4
101806,787,-1,35.5
101807,.,.,.
101809,880,.,20.8
101810,.,.,.
101811,.,.,.
101812,751,12,15
101813,958,.,87.3
101814,.,.,.
101815,.,.,.
101819,.,.,.
101820,-1,.,20
101821,-1,16,45.5
101822,.,.,0
101823,.,.,.
101828,.,.,.
101829,.,.,.
101833,.,.,.
101834,.,.,0
101837,995,-1,21.6
101838,841,-1,24.6
101840,.,.,.
101842,-1,.,9.1
101845,933,19.8,-2
101846,909,-1,77.6
101847,.,.,.
101848,.,.,.
101849,.,.,.
101850,.,.,.
101851,.,.,-1
101852,.,-1,-1
101853,.,.,.
101854,.,.,0
101855,.,.,.
101856,.,.,.
101857,.,.,.
101858,.,.,.
101859,.,.,.
101860,.,.,.
101861,.,.,.
101862,.,.,.
101902,870,17.2,52.2
