,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,dist_num,county_num,attendance
040902,46,31,43,25,5,257,102,370,27,34,186,10.1,10.5,13.6,37731,13.5,8.3,WHITEFACE CONS ISD,040902,040,96.8
041901,124,107,46,39,80,315,143,540,44,98,341,11.5,9.2,10.7,33639,11.4,6.2,BRONTE ISD,041901,041,97.5
041902,22,24,28,25,0,204,89,295,42,53,129,8.5,7.7,12,38359,15.9,10.3,ROBERT LEE ISD,041902,041,96.4
042901,79,77,77,66,37,737,236,1017,80,140,518,13.3,14,17.2,35046,14.2,8.7,COLEMAN ISD,042901,042,95.5
042903,23,15,19,21,18,172,78,269,16,55,152,9,10.5,10.6,36810,11.5,7.3,SANTA ANNA ISD,042903,042,97.4
042905,18,17,23,18,0,174,20,194,21,43,75,10.6,9.6,9.8,37317,15.5,10.5,PANTHER CREEK CONS ISD,042905,042,96.7
042906,9,10,15,5,2,91,15,110,10,19,80,9,9.3,8.7,31993,9.1,5.5,NOVICE ISD,042906,042,94.8
043901,892,878,798,761,701,9395,956,11618,948,1294,661,21.5,22.3,24.1,38301,9.3,3.9,ALLEN ISD,043901,043,96.6
043902,75,87,77,77,1,814,139,957,84,157,279,14.9,13.8,17.2,33604,9.9,5.9,ANNA ISD,043902,043,96.7
043903,97,95,100,64,64,999,169,1241,116,149,275,15.4,14.8,17.7,36101,12.2,7.1,CELINA ISD,043903,043,96.9
043904,133,84,92,65,83,1009,274,1375,97,163,447,15.8,16.9,17.6,36475,13.1,7.4,FARMERSVILLE ISD,043904,043,96.7
043905,596,509,408,337,705,6863,1250,9291,570,1049,853,19.6,19.2,21.1,38694,8.2,2.4,FRISCO ISD,043905,043,96.5
043907,1030,864,720,602,1182,9260,2787,13521,802,1412,2932,21.4,22,22.8,36915,8,3.6,MCKINNEY ISD,043907,043,95.6
043908,0,0,0,0,2,349,62,416,46,63,97,17.3,16.5,17.4,33283,8.2,3,MELISSA ISD,043908,043,96.8
043910,3766,3457,3352,2990,3786,32637,5283,48944,4609,5346,5092,17.8,20.2,21.2,41155,10.4,6.6,PLANO ISD,043910,043,96.7
043911,206,176,124,116,41,1800,367,2231,158,332,766,19,19,20.8,35080,10.1,4.8,PRINCETON ISD,043911,043,95.5
043912,87,65,65,44,15,885,163,1072,115,152,92,14.2,15.4,18.3,35633,10.9,3.4,PROSPER ISD,043912,043,96.7
043914,420,342,302,241,194,4062,606,4990,402,630,689,20.8,21.3,22.7,37806,9.3,4.4,WYLIE ISD,043914,043,96
043917,63,35,61,41,5,635,46,693,73,128,150,13.4,13,15.2,35535,10.2,5.4,BLUE RIDGE ISD,043917,043,96
043918,104,112,96,67,26,1205,141,1387,102,224,396,17.6,18.2,17.8,32126,8.9,4.2,COMMUNITY ISD,043918,043,95.4
043919,0,0,0,0,8,708,34,770,129,82,9,.,.,.,41072,12.5,5.7,LOVEJOY ISD,043919,043,97.3
044902,42,53,39,49,51,331,207,591,41,103,355,11.6,7.8,11.1,35382,14.7,9.4,WELLINGTON ISD,044902,044,96.6
044904,9,5,9,12,3,80,26,111,6,3,45,9,6.6,10.2,31846,12.1,6.1,SAMNORWOOD ISD,044904,044,97.7
045902,151,136,145,99,198,1060,311,1575,122,211,556,18.3,17.9,19.6,36538,12.7,9.3,COLUMBUS ISD,045902,045,96.4
045903,178,135,90,126,373,513,592,1483,131,265,940,17,15.3,20,35298,10.8,5.4,RICE CONS ISD,045903,045,96.1
045905,89,53,72,37,127,414,142,689,63,113,273,13.7,13.8,16.6,37722,15.5,9.2,WEIMAR ISD,045905,045,96
046801,13,18,7,3,1,23,24,48,0,9,28,.,.,.,28203,11,1.3,NANCY NEY CHARTER SCHOOL,046801,046,93.4
046901,535,526,432,400,101,3253,2654,6050,393,744,2212,23,23.2,24.4,38968,13.1,7.7,NEW BRAUNFELS ISD,046901,046,95.6
046902,1074,867,795,647,130,8369,2402,10961,957,1559,2741,20.1,21.5,20.9,38647,13,6.7,COMAL ISD,046902,046,95.5
047901,120,110,93,68,4,873,505,1391,116,191,731,20,18.1,22.8,35591,13.5,9.3,COMANCHE ISD,047901,047,96.1
047902,78,59,53,46,2,490,240,732,30,88,388,15.9,13.3,15.4,35292,14.8,10.1,DE LEON ISD,047902,047,96.5
047903,18,12,16,17,0,139,83,222,17,32,131,16.6,12.5,14.7,33630,11.7,5.1,GUSTINE ISD,047903,047,96.4
047905,16,13,18,11,2,99,19,121,4,32,74,10.5,8.3,11.2,35703,17.3,11.9,SIDNEY ISD,047905,047,96.3
048901,27,25,19,24,4,167,127,298,25,38,160,12.5,12.5,15,37789,15.2,9.7,EDEN C I S D,048901,048,96.2
048903,15,15,17,16,0,112,58,170,6,29,94,10.8,8.7,11.6,33100,8,4.8,PAINT ROCK ISD,048903,048,96.9
049901,238,233,179,157,264,1793,833,2934,255,427,1545,19,18,20.1,37288,13.2,8.2,GAINESVILLE ISD,049901,049,95.7
049902,43,32,30,33,0,497,13,511,33,75,93,12.9,13.1,14.2,35908,11.6,6.6,MUENSTER ISD,049902,049,97.9
049903,65,47,48,50,0,627,60,689,22,114,155,14.9,12.1,14.6,35010,10.3,6.2,VALLEY VIEW ISD,049903,049,96.3
049905,120,88,71,63,6,1042,43,1111,125,151,330,14.7,14.7,15.1,35856,12.4,4.6,CALLISBURG ISD,049905,049,96.4
049906,28,31,30,29,1,324,22,348,33,19,81,12.5,12.1,16.3,36719,14,7.8,ERA ISD,049906,049,96.3
049907,49,29,45,41,1,456,2,470,47,42,27,18.1,16.8,17.4,38880,16.5,9,LINDSAY ISD,049907,049,98.4
049908,0,0,0,0,0,62,1,64,0,9,41,17,.,.,30694,6.8,3.6,WALNUT BEND ISD,049908,049,97.8
049909,0,0,0,0,0,49,6,55,3,7,27,.,.,.,42520,21,1.9,SIVELLS BEND ISD,049909,049,96.6
050901,25,35,18,23,1,250,47,303,11,36,164,12.9,14.9,16,33839,11.2,6.2,EVANT ISD,050901,050,96.4
050902,206,207,174,156,105,2113,281,2522,141,385,878,22.1,20.8,20.6,34683,13.6,9.2,GATESVILLE ISD,050902,050,95.8
050904,13,12,9,16,0,136,34,177,12,31,67,10.9,11,14.5,35507,11.3,6.5,OGLESBY ISD,050904,050,95.4
050909,22,14,16,12,3,189,9,216,10,34,87,14.1,13.7,12.7,38325,15.3,12.8,JONESBORO ISD,050909,050,96.9
050910,734,460,455,428,1971,4263,879,7414,427,935,2660,20.1,19.6,22.6,38345,10.6,7.2,COPPERAS COVE ISD,050910,050,95.8
051901,30,35,30,27,60,158,82,301,30,50,192,10.9,11.3,13.6,36303,13.9,10.6,PADUCAH ISD,051901,051,97.1
052901,72,94,72,76,21,418,539,986,41,198,382,16.3,14.5,18.1,41083,14.8,9.3,CRANE ISD,052901,052,95.3
053001,77,69,70,57,2,283,561,848,45,70,452,14.3,14.3,14.5,39579,15.1,9.7,CROCKETT CO CONS CSD,053001,053,96.9
054901,39,50,36,29,28,152,291,471,57,95,315,11.3,10.2,10.6,33816,9.1,5.7,CROSBYTON ISD,054901,054,95.5
054902,24,27,24,22,22,110,245,377,43,89,296,8.2,7.7,13.5,37408,14.9,9.2,LORENZO ISD,054902,054,96.3
054903,48,37,46,45,12,203,461,676,82,140,521,12.3,12.4,15.7,31523,8.6,5,RALLS ISD,054903,054,95.8
055901,45,50,52,46,1,134,548,700,38,79,544,11.3,11.1,10.9,36811,12,7.7,CULBERSON COUNTY-ALLAMOORE ISD,055901,055,96.4
056901,125,89,103,75,39,948,510,1505,48,193,822,14.4,13.8,15.5,33935,9.7,6.7,DALHART ISD,056901,056,95.7
056902,10,11,14,8,0,118,38,156,16,24,78,8.7,8.1,10,35824,13.9,10.1,TEXLINE ISD,056902,056,95.5
057802,37,19,13,4,63,21,67,151,0,10,76,12.6,15,16.7,32128,1.5,0.5,PEGASUS CHARTER SCHOOL,057802,057,92.1
057803,63,53,43,24,72,477,65,799,203,14,13,16.2,17,16.5,31890,7.1,0.6,NORTH HILLS SCHOOL,057803,057,96.6
057804,225,254,268,102,431,51,365,849,0,93,561,19.8,14.8,18.3,31517,3.6,1.4,DALLAS CAN ACADEMY CHARTER,057804,057,79.5
057805,0,0,0,0,18,35,71,126,0,10,80,.,.,.,34111,1.5,1.4,DALLAS COMMUNITY CHARTER SCHOOL,057805,057,94.5
057806,72,45,37,18,193,14,138,346,0,43,224,18.5,19,18,27331,4.8,0.4,EAGLE ADVANTAGE SCHOOL,057806,057,84
057807,50,26,0,0,479,176,126,794,44,33,430,25,25.3,25.3,34269,4.5,1.1,LIFE CHARTER SCHOOL,057807,057,96.6
057808,40,20,7,3,580,252,79,951,57,56,326,11.7,12.7,15,31894,3.9,0.6,UNIVERSAL ACADEMY,057808,057,95.8
057809,0,0,0,0,28,0,38,69,0,1,64,.,.,.,26482,10.5,5.8,NOVA,057809,057,96.3
057810,0,0,0,0,358,4,14,376,0,12,221,.,.,.,24711,4.6,0,ACADEMY OF DALLAS,057810,057,95.7
057811,0,0,0,0,328,0,2,330,0,8,317,.,.,.,28056,4.1,0.5,CHILDREN FIRST ACADEMY OF DALLAS,057811,057,94.8
057813,0,0,0,0,133,6,530,674,0,7,513,.,.,.,36216,0,0,OAK CLIFF ACADEMY (DALLAS),057813,057,97.1
057814,275,66,18,1,247,95,225,578,0,59,577,35,38.5,33.4,31353,3.9,0.1,DALLAS COUNTY JUVENILE JUSTICE,057814,057,93.7
057815,50,38,21,9,793,7,42,844,0,22,563,11.9,10.7,17.6,26708,2.5,0.6,FAITH FAMILY ACADEMY OF OAK CLIFF,057815,057,95.6
057816,0,0,0,0,434,0,16,450,0,9,397,.,.,.,36192,2.2,0.9,A W BROWN-FELLOWSHIP CHARTER SCHOO,057816,057,96.7
057817,0,0,0,0,361,9,11,381,0,149,190,.,.,.,33097,7.1,0.8,FOCUS LEARNING ACADEMY,057817,057,96.7
057818,21,23,14,8,112,2,13,127,0,23,125,19,23,23.4,30355,8.8,0.7,I AM THAT I AM ACADEMY,057818,057,93.6
057819,9,9,9,7,30,76,30,143,0,105,0,.,.,.,31824,3.5,3.4,JEAN MASSIEU ACADEMY,057819,057,95.6
057820,52,31,26,16,129,320,313,781,0,46,575,21,18.1,21.8,25899,1.2,0,RYLIE FAITH FAMILY ACADEMY,057820,057,94.4
057821,0,0,0,0,17,4,97,119,0,2,81,.,.,.,33967,7.4,0.7,TEXAS LANGUAGE CHARTER,057821,057,96.5
057823,25,11,1,9,59,1,6,66,0,1,34,.,.,.,26667,11.7,0.7,EAGLE PROJECT (DALLAS),057823,057,61.3
057825,447,395,271,210,595,995,394,2013,154,208,691,.,.,.,28931,5.7,0.4,HONORS ACADEMY,057825,057,84
057827,0,0,0,0,137,14,65,218,0,8,118,.,.,.,32530,13.3,3.8,NOVA CHARTER SCHOOL-SOUTHEAST,057827,057,96.5
057828,256,265,241,197,152,530,257,959,0,171,231,.,21.6,.,35561,6.1,0.2,WINFREE ACADEMY,057828,057,82.7
057829,0,0,0,0,34,35,84,154,0,14,82,21,21,21,25833,0,0,A+ ACADEMY,057829,057,93.1
057830,0,0,0,0,127,23,111,264,0,13,227,18.6,19,15.7,25445,0,0,INSPIRED VISION ACADEMY,057830,057,94.8
057831,0,0,0,0,100,0,10,110,0,7,94,.,.,.,30500,6,0,GATEWAY CHARTER ACADEMY,057831,057,.
057832,17,9,11,4,81,51,7,144,0,20,55,.,.,.,24624,1.5,0.1,ALPHA CHARTER SCHOOL,057832,057,87.6
057833,12,7,6,4,15,29,10,57,0,8,11,.,.,.,28532,5,0,EDUCATION CENTER INTERNATIONAL ACA,057833,057,.
057903,2268,1790,1502,1334,2775,9633,9061,24946,2393,2353,9447,21.8,21.8,21.2,41424,10,5.7,CARROLLTON-FARMERS BRANCH ISD,057903,057,95.1
057904,685,541,490,369,3302,2364,1099,6941,464,609,1686,21.9,19.9,24.2,38840,11.7,5,CEDAR HILL ISD,057904,057,96.5
057905,15095,9638,7707,6307,56098,11786,92970,163562,30661,12829,124518,18.3,19.6,21,43401,12.7,9.5,DALLAS ISD,057905,057,95.2
057906,691,557,464,418,4401,1824,800,7123,468,882,2657,23.2,23.4,25.9,36224,8.8,4.7,DESOTO ISD,057906,057,96.2
057907,1225,701,814,727,4776,3071,2645,10795,1234,1193,4340,20.8,21.4,23.8,40527,11.5,6.7,DUNCANVILLE ISD,057907,057,95.3
057909,4396,3777,3270,2951,8832,23204,16094,51910,3681,6335,18039,24,24.4,25.8,39938,10.7,7.1,GARLAND ISD,057909,057,96
057910,1870,1405,1223,1000,3028,6326,10589,20960,1500,2827,11319,22.5,23.7,24.3,41816,10.9,7.6,GRAND PRAIRIE ISD,057910,057,95.7
057911,498,496,420,422,9,5683,73,5869,1038,547,0,22.5,23,24,44368,12.1,6.7,HIGHLAND PARK ISD,057911,057,96.4
057912,2341,2039,1649,1394,3991,8713,15650,30086,2721,2914,18473,19.3,20.3,21.7,40203,10.1,6.5,IRVING ISD,057912,057,96.1
057913,378,304,254,263,2923,581,608,4138,291,517,1854,18.6,19.5,20.6,37534,7.6,3.8,LANCASTER ISD,057913,057,95.9
057914,3045,2479,2139,1991,6311,17815,7474,33124,2189,4656,10242,24.3,24.8,27.3,40527,9.8,6.7,MESQUITE ISD,057914,057,96.2
057916,2863,2529,2295,2076,8280,15752,7932,35245,1282,4081,13537,22,22.5,23.5,41502,11.4,7.9,RICHARDSON ISD,057916,057,96
057919,0,0,0,0,29,308,37,432,37,37,28,17.5,18.8,19,40051,12.6,7.8,SUNNYVALE ISD,057919,057,97.6
057920,257,159,158,116,2214,129,671,3025,98,206,2078,21.8,20.1,21.1,37137,12.7,9.6,WILMER-HUTCHINS ISD,057920,057,93.4
057922,755,669,638,541,304,7227,723,9680,1841,667,255,21.6,22.8,23.4,40615,10.1,4.4,COPPELL ISD,057922,057,96.9
058902,16,11,11,10,0,109,56,165,8,12,68,9.2,9.4,9.8,36181,11.5,5.3,DAWSON ISD,058902,058,95.8
058905,16,15,14,12,0,139,56,195,26,15,65,7.6,8.3,12.3,37067,12.3,5.7,KLONDIKE ISD,058905,058,96.5
058906,185,165,186,167,93,578,1583,2259,132,265,1451,15.1,15.9,18.2,35557,11.7,8.8,LAMESA ISD,058906,058,95.8
058909,13,21,19,19,0,87,126,213,6,33,126,12.6,11.7,19.4,39982,12.3,5.3,SANDS CISD,058909,058,96.8
059901,365,275,276,278,64,830,3082,3983,148,513,2697,19.8,22,25,36448,12.7,10.2,HEREFORD ISD,059901,059,96.2
059902,0,0,0,0,1,79,70,150,5,10,86,.,.,.,32102,6,4.3,WALCOTT ISD,059902,059,97
060902,82,67,61,52,152,749,39,949,52,162,475,15.2,14.7,17.8,34568,12.5,8.5,COOPER ISD,060902,060,95.8
060914,18,21,16,19,99,163,11,275,16,46,178,14.3,12.6,17,30493,7.9,6.7,FANNINDEL ISD,060914,060,96.1
061802,24,27,31,25,5,154,15,177,0,34,0,.,.,.,21297,1.7,0,THE EDUCATION CENTER,061802,061,.
061901,1307,973,858,741,1579,8810,3437,14180,1377,1782,4715,20.4,22.4,22.5,38784,9.6,5.8,DENTON ISD,061901,061,95.3
061902,3242,2967,2706,2312,3125,29975,5458,40959,2729,4727,4589,20.7,22.1,22,40024,10.8,5.9,LEWISVILLE ISD,061902,061,96.5
061903,118,96,97,66,58,1094,249,1416,108,193,442,15.8,15,14.7,33923,10,4.5,PILOT POINT ISD,061903,061,96.1
061905,108,105,59,56,9,1025,119,1157,75,222,299,13.5,13,14.1,35793,12.1,5.9,KRUM ISD,061905,061,96.6
061906,62,40,40,38,4,656,71,734,65,111,172,10.3,10.2,12,32237,8.8,3.7,PONDER ISD,061906,061,95.8
061907,79,71,80,55,2,927,104,1039,72,144,234,18.6,16.8,19.1,32547,5.8,3.3,AUBREY ISD,061907,061,95.9
061908,190,170,163,135,50,1759,260,2096,170,357,512,17.9,18.9,20,34997,9.6,5.1,SANGER ISD,061908,061,95.9
061910,88,85,77,0,12,1020,53,1103,148,142,61,15.2,18.1,17.1,41848,11.3,5.5,ARGYLE ISD,061910,061,96.3
061911,551,378,323,279,70,4891,583,5665,547,641,1100,16.8,17.6,19.7,41531,10.8,5.5,NORTHWEST ISD,061911,061,95.9
061912,267,207,196,175,191,2682,322,3306,295,431,494,16.4,15.2,18.6,36151,8.6,4.6,LAKE DALLAS ISD,061912,061,95.8
061914,179,137,98,96,104,1595,729,2473,177,336,886,17.9,17.4,19.9,34746,5.8,2.6,LITTLE ELM ISD,061914,061,95.3
062901,189,170,198,171,255,1026,678,1971,118,223,998,19.6,17.4,19,35575,12.5,7.9,CUERO ISD,062901,062,96.1
062902,6,13,11,9,0,53,47,100,15,18,58,8.8,7.1,9,35292,13.6,9.7,NORDHEIM ISD,062902,062,94.4
062903,130,133,132,93,193,757,580,1532,113,217,818,17.8,15.7,14.3,37889,17.5,13,YOAKUM ISD,062903,062,96.7
062904,76,60,48,32,22,413,278,713,43,95,323,16.5,16.6,16,37121,15.5,10.1,YORKTOWN ISD,062904,062,96.7
062905,0,0,0,0,1,39,31,71,13,17,50,.,.,.,37394,15.3,7.7,WESTHOFF ISD,062905,062,98
062906,0,0,0,0,0,139,7,146,5,19,26,15.5,15.5,15.5,38863,19.8,14.7,MEYERSVILLE ISD,062906,062,97.6
063903,16,23,20,14,10,158,105,273,18,42,174,10.9,12.6,13,36535,14,9.8,SPUR ISD,063903,063,95.7
063906,10,17,13,15,0,123,35,160,14,29,89,11.9,10,12.6,34509,9.8,7.3,PATTON SPRINGS ISD,063906,063,97.2
064903,201,186,157,146,19,210,2244,2481,175,257,1843,17.6,16.6,16.2,37559,14.3,9.4,CARRIZO SPRINGS CONS ISD,064903,064,94.9
065901,43,27,46,29,62,375,52,493,39,65,251,11.9,8.9,13.7,36599,12.8,6.2,CLARENDON ISD,065901,065,97.1
065902,17,15,11,18,1,156,27,188,4,25,123,13.9,6.3,9.5,32805,13.5,7,HEDLEY ISD,065902,065,97.1
066005,0,0,0,0,0,3,31,34,0,1,27,.,.,.,34583,11.8,4.8,RAMIREZ CSD,066005,066,96.4
066901,43,35,32,34,0,13,500,513,33,65,445,12.7,12.9,11.4,38406,19.1,14,BENAVIDES ISD,066901,066,94.2
066902,130,131,88,90,1,15,1555,1571,185,158,1409,13.8,14.6,17.7,35279,11.2,8.4,SAN DIEGO ISD,066902,066,96.3
066903,66,84,59,59,2,175,783,961,59,93,584,12.9,11,11.5,39932,16.7,12,FREER ISD,066903,066,94.5
067902,76,67,82,52,20,702,94,820,78,158,461,12.7,12.3,14,34735,13.1,9.3,CISCO ISD,067902,067,95.2
067903,103,90,91,65,12,941,207,1173,85,174,471,14.2,15.9,18.1,34977,12.2,8.4,EASTLAND ISD,067903,067,96.4
067904,30,25,32,30,2,253,139,397,23,69,297,13.7,10.1,12.4,33682,9.4,5.9,GORMAN ISD,067904,067,96.7
067907,34,34,38,42,11,383,92,494,59,101,310,11.7,11.7,14.5,36568,14.8,10.7,RANGER ISD,067907,067,95.6
067908,30,15,18,12,0,200,22,224,34,39,137,13.8,13.3,19.6,33651,10.8,5.8,RISING STAR ISD,067908,067,96.8
068901,2253,2092,1785,1497,1423,10100,15089,26918,2493,2950,15420,19.6,20,20.5,37531,11.1,8.9,ECTOR COUNTY ISD,068901,068,94.8
069901,28,28,26,28,5,77,294,378,19,47,294,9.6,10.8,11.1,35150,11.2,6.9,ROCKSPRINGS ISD,069901,069,96.8
069902,38,17,36,27,4,227,114,348,12,62,277,14.1,13.7,13.1,35088,15.1,8.8,NUECES CANYON CONS ISD,069902,069,94.6
070801,20,23,11,0,25,201,59,291,0,38,140,11.3,12.3,20,27662,2.6,0.2,WAXAHACHIE FAITH FAMILY ACADEMY,070801,070,92.8
070901,20,26,21,19,1,125,111,240,12,44,148,13.9,13.3,22.4,38230,13.5,7.8,AVALON ISD,070901,070,95.1
070903,403,368,304,267,790,2249,1996,5045,450,776,2615,21.3,21.2,22.8,40558,14,9,ENNIS ISD,070903,070,95.8
070905,209,149,118,94,244,1025,877,2157,88,339,1121,18.8,16.9,23.4,35907,8.9,5.2,FERRIS ISD,070905,070,95.7
070907,55,51,51,42,142,424,119,688,63,145,330,13,14.4,16.8,36678,11,7.2,ITALY ISD,070907,070,96.5
070908,423,341,350,255,115,3987,547,4699,484,615,730,21.1,20.3,20.5,38924,13,5.8,MIDLOTHIAN ISD,070908,070,96.9
070909,13,15,19,11,48,87,44,179,5,29,126,8.9,13.6,13.4,33557,11.5,5.7,MILFORD ISD,070909,070,96.3
070910,91,57,57,58,20,763,247,1041,89,174,315,16.5,13.5,14.9,36328,10.3,4.6,PALMER ISD,070910,070,96.3
070911,405,375,346,285,266,3598,761,4679,280,627,724,21.4,22.8,23.7,37383,10.9,5.8,RED OAK ISD,070911,070,96
070912,498,469,403,384,904,3343,1376,5659,486,800,1998,20.7,19.8,23.4,40243,12.1,7.2,WAXAHACHIE ISD,070912,070,96.2
070915,83,61,68,61,29,661,164,863,56,183,223,13.6,15,14.4,35239,9.5,3.9,MAYPEARL ISD,070915,070,96.8
071801,21,11,1,6,15,55,118,195,0,9,60,8.7,8.7,11,23328,10.1,0.7,BURNHAM WOOD CHARTER SCHOOL,071801,071,99.9
071803,56,68,57,41,3,21,198,222,0,11,115,33.3,45,.,23036,9.6,0.8,PASO DEL NORTE ACADEMY,071803,071,85.8
071804,92,103,77,68,10,19,308,340,0,20,241,9.6,12.9,13.9,34894,2.5,0,EL PASO ACADEMY EAST,071804,071,94.3
071805,0,0,0,0,9,13,370,394,0,18,241,17.4,17,17,25257,0.4,0,EL PASO SCHOOL OF EXCELLENCE,071805,071,95.1
071901,689,526,454,376,41,356,7480,7894,488,710,7004,22.8,21.4,22.7,37157,10.4,5.7,CLINT ISD,071901,071,96.2
071902,5607,4715,3706,3556,2906,9129,49714,62739,5139,5666,42191,25.6,26.3,28.1,38867,13,10.4,EL PASO ISD,071902,071,95.6
071903,241,187,186,157,4,58,2735,2803,139,191,2625,18.7,20.6,19.5,36579,9.6,6.7,FABENS ISD,071903,071,96.3
071904,381,284,207,144,10,29,3583,3623,177,434,3378,18.8,17.3,19.4,37408,8.4,4.3,SAN ELIZARIO ISD,071904,071,97
071905,4043,3570,3146,3052,1095,3742,41446,46742,3475,5296,36399,24.3,25,26.4,39136,11.8,10.2,YSLETA ISD,071905,071,95.6
071906,53,57,47,55,0,29,732,763,57,84,691,14.7,18.4,17.2,41090,11.2,5.7,ANTHONY,071906,071,95.8
071907,435,290,241,223,12,210,4367,4597,289,486,4010,18.3,18.1,19.6,38068,12,7.5,CANUTILLO ISD,071907,071,96.6
071908,86,86,52,53,8,10,1138,1156,57,59,1117,16.1,16.2,19.4,37072,10.6,3.6,TORNILLO ISD,071908,071,96.6
071909,2541,2058,1774,1510,333,1766,25855,28152,1902,2875,19480,23.9,24.8,26,37514,10.7,6.4,SOCORRO ISD,071909,071,95.7
072801,22,9,17,8,0,35,20,56,0,5,36,.,.,.,26694,0,0,PARADIGM ACCELERATED SCHOOL,072801,072,90.7
072901,0,0,0,0,0,31,16,49,1,6,33,.,.,.,33922,8.4,6,THREE WAY ISD,072901,072,96.5
072902,100,105,78,61,2,701,574,1281,103,153,764,15.1,15.4,16.3,36476,13.6,9.2,DUBLIN ISD,072902,072,95.9
072903,340,257,228,213,40,2710,679,3467,189,418,1114,19.9,20.4,20,38214,15.8,10.4,STEPHENVILLE ISD,072903,072,96.2
072904,0,0,0,0,0,50,4,54,6,4,20,12,7,12,33270,9.9,6.1,BLUFF DALE ISD,072904,072,97.3
072908,22,10,11,18,0,159,66,227,12,32,93,9.6,13.8,12,36244,13.7,7,HUCKABAY ISD,072908,072,96.8
072909,17,19,18,16,1,140,99,243,19,43,129,17.5,15.2,14.7,36587,13.7,9.4,LINGLEVILLE ISD,072909,072,96.1
072910,0,0,0,0,0,83,9,95,13,4,48,17,17,8.5,37799,14.6,11.1,MORGAN MILL ISD,072910,072,96.6
073901,20,24,22,24,101,114,167,382,19,49,304,12,10.7,13.8,31984,9.5,4.1,CHILTON ISD,073901,073,96.5
073903,159,135,89,97,922,341,354,1621,60,270,1181,16.6,15.4,18.1,34495,10.3,5.8,MARLIN ISD,073903,073,95.5
073904,0,0,0,0,0,108,14,122,15,12,14,12,.,.,34328,11.5,4.3,WESTPHALIA ISD,073904,073,98.1
073905,102,82,82,69,182,594,186,968,67,181,434,14.3,13.7,17,35390,14.1,8.6,ROSEBUD-LOTT ISD,073905,073,96
074903,168,135,124,114,173,1629,153,1995,210,296,902,17.7,18.1,19.4,34378,12.8,9.6,BONHAM ISD,074903,074,95.9
074904,16,21,12,17,0,255,10,267,13,34,98,13.7,8.9,12,33583,11,7.8,DODD CITY ISD,074904,074,97
074905,18,14,19,20,0,230,3,234,44,30,98,13.8,10.6,11.3,34296,11.3,9,ECTOR ISD,074905,074,96.1
074907,57,57,52,52,96,506,42,650,101,109,287,13.7,12.4,15.4,37114,15.2,10.9,HONEY GROVE ISD,074907,074,96.2
074909,74,58,46,51,50,726,59,837,64,138,331,16.5,16.7,15.9,34133,11.2,6.3,LEONARD ISD,074909,074,95.9
074911,34,25,21,23,1,375,8,384,20,57,119,13.3,13.5,16.8,33590,11.4,7.2,SAVOY ISD,074911,074,96.8
074912,38,27,33,25,12,418,57,490,31,77,128,15.6,15.2,14.9,36340,14.4,6.1,TRENTON ISD,074912,074,96.4
074917,30,30,29,33,0,396,16,419,28,47,157,14.5,9.3,12.8,33743,10.2,7.5,SAM RAYBURN ISD,074917,074,95.1
075901,46,38,41,42,31,298,236,567,36,60,285,15.2,13.9,13.4,35131,14.3,8.9,FLATONIA ISD,075901,075,96.3
075902,207,168,154,134,214,1278,408,1916,84,227,757,21,19.2,21.2,36891,14.9,10.5,LA GRANGE ISD,075902,075,95.5
075903,74,69,68,42,159,445,151,756,42,97,298,17.3,16.3,19.4,37575,14.8,8.6,SCHULENBURG ISD,075903,075,97.3
075906,20,20,15,17,2,207,1,213,13,20,27,12.8,10.3,15.5,36241,15.3,6.5,FAYETTEVILLE ISD,075906,075,97.2
075908,16,20,18,21,22,205,17,247,24,29,66,14.4,10,16.8,39763,17.1,10.5,ROUND TOP-CARMINE ISD,075908,075,96.7
076903,28,25,18,23,8,220,97,328,35,62,199,9.9,9.3,9.9,35598,11.5,6.7,ROBY CONS ISD,076903,076,97.5
076904,33,27,36,27,34,217,133,384,35,80,189,14.4,12.6,11.3,36836,14,7.6,ROTAN ISD,076904,076,96.8
077901,90,70,68,61,45,290,731,1066,62,111,708,15.3,14.1,12.5,35321,13.6,9.6,FLOYDADA ISD,077901,077,94.9
077902,63,44,55,42,12,272,404,690,74,87,402,14.2,13.2,15.7,37614,13.4,9,LOCKNEY ISD,077902,077,97.4
078901,15,30,34,30,12,214,93,319,26,55,228,11.5,10.5,11.9,35445,13,7.1,CROWELL ISD,078901,078,96.5
079901,1451,1108,923,809,2151,5968,7710,16113,1351,1896,7332,21.1,21.6,23,40320,11.2,6.8,LAMAR CONSOLIDATED ISD,079901,079,95.6
079906,200,176,173,173,147,1548,706,2411,142,337,616,17.8,16.7,19.6,39821,12.7,8.3,NEEDVILLE ISD,079906,079,96.2
079907,5197,4703,4224,3876,15866,20055,10466,56059,6466,5534,13100,21.7,21.6,24,41320,11,6.5,FORT BEND ISD,079907,079,96.6
079908,0,0,0,0,60,3,54,117,13,9,112,.,.,.,32905,11.8,2.3,KENDLETON ISD,079908,079,96.4
