,SAT_avg,ACT_avg,SAT/ACT_pct
015917,814,17.7,73.8
016901,971,21.1,86.1
016902,1085,20.9,86.2
017901,-1,20.1,91.7
018901,1057,21.3,52.5
018902,1106,19.6,-2
018903,-1,.,50
018904,966,21.1,67.7
018905,-1,19.8,53.8
018906,-1,-1,55.6
018907,985,20.6,60
018908,-1,-1,30.8
019901,-1,19.3,87.5
019902,.,19.4,67.3
019903,-1,19.7,83.3
019905,1117,19.8,88.4
019906,-1,20.5,86.3
019907,1089,20.5,70.6
019908,974,18.7,78.1
019909,-1,19.3,88.6
019910,.,.,.
019911,.,.,.
019912,1047,22.4,77.7
019913,.,.,.
019914,.,.,.
020901,983,19.7,42.2
020902,1002,20.1,46.5
020904,1003,21.6,46.4
020905,1010,22.1,53.2
020906,938,19.5,46.2
020907,1050,21.7,44.4
020908,1034,21,65.9
020910,.,.,.
021803,-1,-1,5.4
021804,.,.,.
021901,1117,22.6,75
021902,992,18.8,46.1
022004,1035,.,75
022901,968,19.1,73.9
022902,.,-1,-1
022903,.,.,.
023902,-1,19.6,-2
024801,.,.,.
024901,806,17.2,64
025901,975,19.7,67.6
025902,975,20.2,61.2
025904,.,16.9,-2
025905,-1,19.1,100
025906,.,22.8,50
025908,-1,-1,37.5
025909,970,20.9,74.7
026901,993,20.8,59.6
026902,856,-1,53.1
026903,944,-1,40.7
027903,977,20.7,74.6
027904,1010,20.9,60.2
028902,928,18.8,57.7
028903,853,21.8,63.3
028906,943,18,78.6
029901,1006,19.4,35.4
030901,-1,18.5,40.7
030902,997,20.5,41
030903,-1,21,65
030906,981,20,75
031803,.,.,.
031901,907,17.8,41.1
031903,949,18.7,60
031905,855,18.1,65.4
031906,880,19.2,47.8
031909,885,18.3,54.2
031911,815,17.8,57.1
031912,830,17.1,57.4
031913,802,16.1,44
031914,836,16.5,66.1
031916,1029,22.4,-2
032902,870,16.6,67.7
033901,.,21.6,62.5
033902,-1,22.1,80.4
033904,.,19.6,70
034901,-1,20,90.8
034902,.,18.9,-2
034903,1046,19.6,84.5
034905,1020,20,88.4
034906,.,21.6,76.9
034907,-1,19.9,70.9
034909,.,15.9,80
035901,.,20.3,62.7
035902,.,18,-2
035903,.,24,88.2
036901,913,18.5,57.1
036902,1007,22.1,52.7
036903,955,20.6,65.6
037901,-1,19,53.3
037904,1021,19.1,57.6
037907,1078,20.2,39.1
037908,-1,-1,21.4
037909,973,19.7,47.4
038901,-1,18.6,93.3
039901,-1,-1,12.5
039902,977,21.4,70.7
039903,1042,20.7,66.7
039904,-1,-1,40
039905,-1,.,28.6
040901,-1,16.5,83.3
040902,891,19,83.3
041901,.,20.2,94.4
041902,-1,19.5,88.2
042901,981,19.3,71.4
042903,-1,18.3,64.3
042905,-1,22.2,85.7
042906,-1,-1,57.1
043901,1084,23.5,73.4
043902,1003,22,39.3
043903,1013,22.2,82.7
043904,958,21.1,50
043905,1053,22.6,73.6
043907,1058,22.8,77.5
043908,990,19.3,59.6
043910,1156,25.2,83.8
043911,1008,20.8,48.4
043912,1037,23.8,77.5
043914,1008,21.9,60.7
043917,872,19.5,69
043918,941,19.9,55.8
043919,-1,.,-2
044902,-1,20.3,79.3
044904,.,-1,44.4
045902,947,19.8,54.2
045903,1011,18.4,89.9
045905,914,20.5,75.6
046802,.,.,-1
046901,995,21.6,64.7
046902,1006,21.4,68.5
047901,957,19.7,75
047902,957,20.2,61.8
047903,-1,18.4,53.8
047905,-1,-1,22.2
048901,.,20.5,71.4
048903,-1,18.6,100
049901,1009,18.6,43.2
049902,1044,21.3,69.7
049903,946,19.6,54.3
049905,935,19.3,69.8
049906,1002,23,55
049907,1086,23.3,76.3
049908,.,.,.
049909,.,.,.
050901,-1,18.6,75
050902,985,20.9,57.6
050904,-1,22.2,64.3
050909,929,-1,77.8
050910,965,20,60.1
051901,.,19,81.8
052901,848,20.9,87.8
053001,985,18.4,50
054901,-1,19.1,55
054902,-1,19.6,72.7
054903,975,18.7,61.5
055901,839,17.6,54.2
056901,1010,20.6,70.9
056902,.,20.9,100
057802,917,16,68.8
057803,1142,24.4,-2
057804,721,13.9,8.2
057805,.,.,.
057806,.,.,0
057807,854,16.9,62.9
057808,-1,-1,-2
057809,.,.,.
057810,.,.,.
057811,.,.,.
057813,.,.,.
057814,.,.,.
057815,719,-1,32.1
057816,.,.,.
057817,.,.,.
057819,.,-1,-2
057821,.,.,.
057825,-1,-1,4.5
057827,.,.,.
057828,864,-1,3.5
057829,809,.,95.5
057830,.,.,.
057831,.,.,.
057832,.,.,0
057833,-1,.,17.6
057834,736,.,4.6
057835,.,.,.
057836,.,.,.
057837,.,.,.
057838,.,.,.
057839,.,.,.
057840,1091,.,69
057841,.,.,.
057842,.,.,.
057843,.,.,.
057903,1030,21.4,65.4
057904,913,18,77.8
057905,856,17.2,62.2
057906,895,18.6,86.7
057907,946,19.8,65
057909,998,20.3,55.6
057910,976,19.4,47.3
057911,1201,26.1,-2
057912,972,19.4,50.4
057913,822,16.3,73.7
057914,974,19.5,54.9
057916,1052,22.7,81
057919,.,.,.
057922,1118,24.2,95.3
058902,-1,22.4,87.5
058905,.,22.2,62.5
058906,-1,18.7,51.6
058909,-1,-1,22.2
059901,1024,20.4,38.8
059902,.,.,.
060902,948,20.6,56.8
060914,.,15.3,87.5
061802,-1,18.8,23.1
061901,1028,20.7,66.4
061902,1087,22.3,81.3
061903,1000,19.6,63.2
061905,997,20.8,75.9
061906,1023,22.2,47.5
061907,982,22.3,63.8
061908,1004,21.6,52.4
061910,1052,22,99.2
061911,1014,21.2,62.6
061912,988,21.3,70.6
061914,948,20,63.5
062901,1048,21,80.9
062902,-1,.,-1
062903,1038,20.6,58.1
062904,953,18.8,77.1
062905,.,.,.
062906,.,.,0
063903,-1,19.9,58.8
063906,.,20.2,81.8
064903,909,18.9,63
065901,.,20.2,75
065902,-1,20.6,81.8
066005,.,.,.
066901,.,16.8,93.3
066902,-1,17,50
066903,-1,17.8,90
067902,1017,19.9,33.3
067903,937,20.8,47.7
067904,912,18,40.9
067907,845,-1,38.1
067908,.,-1,66.7
068801,-1,.,1.6
068901,969,21.1,38.7
069901,925,19.2,65.4
069902,-1,22.6,50
070801,-1,-1,13.3
070901,924,-1,-2
070903,1030,19.8,55.6
070905,908,18,44.7
070907,911,16.6,57.1
070908,1035,21.8,75.5
070909,.,17.7,91.7
070910,912,18.1,60.4
070911,992,20.8,62.9
070912,958,21.9,54.3
070915,964,20.7,58.7
071801,.,.,.
071803,.,.,0
071804,798,.,28.1
071805,-1,-1,-2
071806,.,.,.
071807,.,.,.
071901,825,18.3,60
071902,931,20.5,64.9
071903,818,-1,53.7
071904,800,16.3,72.7
071905,794,17,-2
071906,-1,17.9,100
071907,897,16.9,65.5
071908,712,.,73.5
071909,878,19.3,59.2
072801,-1,.,10
072802,.,.,0
072901,.,.,.
072902,970,20.9,56.3
072903,1053,21.6,69.4
072904,.,.,.
072908,967,23.3,86.7
072909,-1,-1,66.7
072910,.,.,.
073901,-1,18.2,76.5
073903,779,15.2,49.3
073904,.,.,.
073905,1031,22.7,53.6
074903,983,21.7,39.4
074904,.,20.4,66.7
074905,-1,17.5,66.7
074907,.,20,55.3
074909,1074,22,55.8
074911,.,19.9,58.8
074912,1048,21.6,61.8
074917,-1,20.3,80
075901,891,19.7,90.9
075902,1040,21.5,72.2
075903,999,22.6,74.5
075906,932,.,65
075908,1027,-1,75
076903,-1,18.5,71.4
076904,.,17.7,-2
077901,-1,20.2,64.9
077902,-1,19.3,69
078901,.,20.9,64.7
079901,984,20.4,70.7
079906,993,20.9,59.5
079907,1028,21.9,87.5
079908,.,.,.
079910,952,20.5,80.1
080901,1061,20.8,40
081902,986,19.9,55
081904,964,20.3,57.5
081905,978,18.9,-2
081906,.,.,.
082902,.,18.8,73.3
082903,1016,19.1,53.1
083901,-1,19.5,45.7
083902,.,20.6,88.9
083903,961,23.4,49.6
084801,.,.,.
084802,.,.,.
084804,.,.,.
084901,950,19.6,45.9
084902,971,19.2,61.6
084903,936,-1,100
084904,825,18,65.5
084906,948,18,46.8
084908,865,-1,44
084909,973,19.9,41.3
084910,1081,23.8,77.5
084911,1117,24.2,84.4
085902,1089,21.2,53.7
085903,.,20.3,50
086024,.,.,.
086901,1018,20.9,70.3
086902,1001,21.3,93.3
087901,1079,22.5,88.9
088902,1036,19.3,67.9
089901,981,17.8,74.8
089903,1011,19.9,30.5
089905,862,18.2,50
090902,.,17.2,55.6
090903,.,19.3,85.7
090904,968,20.9,47.9
090905,.,.,.
091901,976,20.2,67.6
091902,-1,21,73.2
091903,1045,21.5,56.7
091905,1099,22.6,61
091906,1106,22.3,60.3
091907,.,.,.
091908,970,21.4,68.7
091909,955,21.6,53.9
091910,963,19.7,75
091913,972,20.3,66.7
091914,1034,22.9,44.9
091917,1057,21.8,79.7
091918,1037,21.8,51.9
092801,-1,.,1.7
092901,958,21.4,38.6
092902,1034,19,49.5
092903,999,19.1,53.1
092904,1022,22.5,56.5
092906,1087,20.5,41.3
092907,1067,21.7,89.6
092908,1032,21.6,60.9
093901,953,20.4,61.9
093903,979,-1,42.4
093904,899,20.2,65.9
093905,-1,-1,-1
094901,938,19.5,57.4
094902,1011,21.7,58
094903,1044,20.3,67.5
094904,936,19.8,72.6
095901,.,19.7,52
095902,.,18,80
095903,-1,17.7,75
095904,.,17.7,72.2
095905,932,20.1,50.8
096904,-1,20.4,65
096905,.,17.6,53.8
097902,1009,20.7,86.5
097903,1021,21.9,56.5
098901,.,22.1,100
098903,.,.,.
098904,-1,19,85.7
099902,-1,-1,25
099903,-1,20.8,64
100903,928,17.9,45.6
100904,934,21.4,70.7
100905,995,21.6,72.3
100907,1001,20.7,59.6
100908,888,20.3,33.3
101801,.,.,.
101802,.,.,.
101803,.,.,.
101804,829,17,45
101805,692,.,61.9
101806,775,.,60
101807,.,.,.
101809,-1,.,8.3
101810,.,.,.
101811,.,.,.
101812,704,-1,12.8
101813,968,.,93.8
101814,.,.,.
101815,.,.,.
101817,.,.,.
101819,.,.,.
101820,-1,-1,-1
101821,-1,16,32.4
101822,.,.,-1
101823,.,.,.
101828,.,.,.
101829,.,.,.
101831,-1,.,3.4
101833,.,.,.
101834,.,.,0
101837,996,16.8,48.6
101838,882,-1,35.2
101840,.,.,.
101842,-1,-1,7.4
101843,.,.,.
101845,966,20.8,-2
101846,932,-1,-2
101847,.,.,.
101848,.,.,.
101849,.,.,.
101850,.,.,.
101851,.,.,.
101852,-1,.,-1
101853,.,.,.
101854,.,.,0
101855,.,.,.
101856,.,.,.
101857,.,.,.
101858,.,.,.
101859,.,.,.
101860,.,.,.
101861,.,.,.
101862,.,.,.
101902,868,17.6,58.4
101903,892,17.6,66.9
101905,889,18.5,48.3
101906,1001,19.3,59.2
101907,1029,21.8,71.4
101908,1031,20.8,47.5
101909,723,15.3,91.3
101910,879,17.4,46.1
101911,958,20.5,36
101912,943,20.1,69.8
101913,1037,21.9,78.5
101914,1080,23.5,77.9
101915,1035,22.4,72.5
101916,973,19.4,45.2
101917,928,19,44.1
101919,912,18.3,58.9
101920,1058,23.4,85.6
101921,1043,21.6,70.3
101924,845,17.6,44.5
101925,1007,21.2,57.2
102901,-1,17,100
102902,1022,19.2,54
102903,904,19.8,51.4
102904,1013,20.7,56.1
102905,999,20.6,72.5
102906,-1,20.5,79.4
103901,.,23,55.6
103902,.,20,-2
104901,-1,18.5,56.8
104903,.,19.2,100
104907,.,-1,16.7
105801,1016,21,88.5
105802,.,.,.
105902,956,18,86.8
105904,1089,23.4,88.5
105905,1081,21.6,87.9
105906,953,20,62.7
106901,1003,20.6,100
107901,945,20.8,55
107902,946,19.7,43.8
107904,1002,20.4,58.3
107905,948,20.5,64.8
107906,1001,21.9,45.5
107907,798,-1,64.7
107908,.,.,.
107910,995,20.8,36.1
108801,.,17.5,4.9
108802,.,.,.
108804,-1,-1,5.5
108807,969,18.5,-2
108808,.,.,.
108902,912,16.9,68.7
108903,845,16.8,79.4
108904,1023,17.5,87.2
108905,822,16.3,93.5
108906,938,18.6,82.5
108907,948,17.5,81
108908,949,18.1,74
108909,848,16.6,77
108910,-1,17,67.6
108911,976,19.5,69.9
108912,960,17.2,47.8
108913,964,17.9,65.3
108914,874,17.2,61.1
108915,.,.,.
108916,1004,16.8,74.4
109901,-1,21.1,-2
109902,-1,19.4,35.3
109903,-1,18.4,91.7
109904,926,-1,51.3
109905,984,21.4,51.4
109907,939,18.9,93.1
109908,.,.,.
109910,.,.,.
109911,983,18.1,53.2
109912,-1,.,15.4
109913,-1,-1,27.8
109914,984,-1,75
110901,782,20.3,66.7
110902,1009,19.8,40.8
110905,1017,22.8,72.2
110906,930,20.3,84
110907,973,21.8,70.6
110908,-1,20.2,100
111901,985,21.4,62
111902,-1,-1,28.6
111903,-1,20.8,77.1
112901,1027,20.2,55.1
112905,-1,20.2,55.6
112906,-1,20,62.5
112907,-1,20,64.3
112908,906,18.1,62.7
112909,-1,19.7,50
112910,-1,18.4,69.2
113901,918,-1,60.7
113902,952,20.6,38.7
113903,934,20.4,79.2
113905,852,18.7,91.7
113906,877,18.5,81.3
114901,1120,20.3,52.7
114902,-1,23.8,33.3
114904,.,20,62.2
115901,813,16.1,54.8
115902,-1,13.9,-2
115903,.,-1,57.1
116801,-1,-1,60
116901,996,21.1,53.9
116902,941,19.2,48
116903,994,20.3,56.8
116905,972,19.4,45.2
116906,1051,21.1,56.9
116908,989,20.7,39.4
116909,899,21.1,54.3
116910,940,20.3,64.7
116915,980,19.4,51.6
116916,914,19.6,93.8
117901,1095,21.7,51
117903,-1,19.1,66.7
117904,922,19.9,73.9
117907,.,.,.
118902,998,19,66.7
119901,-1,21.4,46.2
119902,940,21.3,56.5
119903,951,-1,44
120901,1018,19.2,66.7
120902,1084,19.3,83.3
120905,1022,21.6,68.9
121902,1026,-1,42.9
121903,896,18.9,68.5
121904,986,19.9,69.9
121905,.,19.7,62.5
121906,851,-1,75
122901,1051,20.5,-2
122902,-1,.,-1
123801,-1,.,-2
123803,.,.,.
123804,685,.,20
123805,.,.,.
123806,.,.,.
123905,982,20.7,67.9
123907,813,16.7,-2
123908,983,20.9,77.1
123910,900,17.8,64
123913,928,22.4,82.6
123914,933,21,71.4
124901,-1,16.1,91.4
125901,1065,18.6,83.2
125902,878,17.6,73.5
125903,1012,19.7,76
125905,968,18.1,87.2
125906,.,.,.
126901,1014,22.1,41.1
126902,1025,22.1,52.5
126903,984,20.7,44.1
126904,970,21.3,71.2
126905,969,21,46
126906,1014,-1,41.4
126907,954,20.3,53.4
126908,868,20.2,41.5
126911,967,20.8,51.9
127901,1015,18.1,50
127903,.,19.2,75.9
127904,1049,20.4,66.7
127905,.,-1,-1
127906,-1,20.2,67.9
128901,987,22,54.8
128902,-1,16.9,32.6
128903,-1,16.4,43.8
128904,1004,19,96.3
129901,1050,22.1,55.6
129902,981,21,60.6
129903,946,19.9,47.2
129904,981,19.1,41.3
129905,959,20.8,48.7
129906,945,18.7,45.3
129910,1002,20.4,62
130801,.,.,.
130901,1072,24,88
130902,966,19.8,70.1
131001,.,.,.
132902,.,19.1,91.7
133901,951,18.6,48.6
133902,.,.,.
133903,1026,21.1,65.6
133904,950,22.1,76.3
133905,.,.,.
134901,910,19.9,75.6
135001,.,-1,28.6
136901,954,20.4,76.5
137901,900,19,66
137902,.,.,.
137903,966,19.3,60.6
137904,921,18.7,78.4
138902,-1,21,50
138903,.,18.5,80.8
138904,.,20,54.5
139905,-1,20.7,-2
139908,.,19.1,78.6
139909,1072,19.8,53.9
139911,1001,21.4,50.3
139912,-1,23,51.8
140901,.,-1,23.1
140904,-1,20,60.8
140905,1002,19.8,60
140907,-1,19,-2
140908,-1,19.1,80.8
141901,979,21.5,53.4
141902,993,17.6,66.7
142901,890,17.1,76.5
143901,1001,20.1,74.6
143902,1064,-1,65
143903,966,21.4,75.6
143904,.,.,.
143905,.,.,.
143906,.,.,.
144901,994,20.5,63.6
144902,979,22.8,67.8
144903,959,.,50
145901,942,20.9,43.8
145902,893,19.5,74.5
145906,936,19.5,78.9
145907,-1,-1,55.6
145911,927,19.4,59.1
146901,862,17.8,86.7
146902,941,18.4,49.8
146903,.,.,.
146904,943,22.9,57.4
146905,852,19.8,78.8
146906,917,20.2,56.5
146907,986,20.4,50
147901,-1,17.7,75
147902,1013,20.1,61.2
147903,1037,19.8,69.6
148901,.,19.3,75
148902,-1,20.6,93.3
148903,.,-1,-1
148905,.,.,.
149901,1073,19.6,54
149902,1097,20.7,-2
150901,1017,19.4,65.7
152802,.,.,.
152803,.,-1,5.6
152805,.,.,.
152901,1027,21.2,56.5
152902,920,19.2,84.4
152903,1051,20.9,60.7
152906,1006,20.7,74.7
152907,1027,22,65.5
152908,1024,18.8,75.5
152909,1027,21,48.9
152910,980,21.4,72.7
153903,-1,18.9,80.8
153904,-1,21.6,46.2
153905,-1,19.9,87.5
153907,-1,-1,57.1
154901,926,20.3,62.4
154903,1013,21.4,53.8
155901,1050,18.5,81.7
156902,948,21.2,33.3
156905,.,21.5,78.9
157901,946,18.2,96.8
158901,930,20.4,59.8
158902,940,20.4,51.6
158904,.,.,.
158905,874,19,64.4
158906,884,15,55.3
159901,863,18.3,61.9
160901,1037,20.3,60
160904,-1,19.6,50
160905,.,20,71.4
161801,.,.,.
161802,.,.,.
161807,.,.,.
161901,1042,23.4,84.4
161903,1085,22.9,69.8
161906,835,17.8,69.2
161907,1065,23.1,62
161908,908,18.6,46.7
161909,1087,20.9,36.1
161910,993,20.1,53.3
161912,990,21,78.9
161914,883,16.7,50.2
161916,949,22.1,53.7
161918,883,17.5,68.9
161919,1018,19.1,40
161920,1053,21.7,75.2
161921,900,18.4,51.7
161922,1069,21.8,53.8
161923,1013,22,56
161924,.,.,.
161925,.,.,.
162904,1128,23.3,61.5
163901,962,20,53.1
163902,1005,21.8,78.3
163903,900,18.9,50
163904,1062,19.6,64.7
163908,1074,21.5,62.4
164901,-1,17.3,81
165802,.,-1,11.1
165901,1068,22.1,42.7
165902,1008,21.5,45.6
166901,942,18.6,70.8
166902,.,.,.
166903,1001,19.2,90.9
166904,952,20.1,54.8
166905,928,19.8,88.2
166907,-1,.,20
167901,1091,21.7,66.7
167902,.,19.2,83.3
167903,.,-1,-1
167904,-1,-1,83.3
168901,-1,18.5,76.4
168902,-1,.,25
168903,-1,18.3,-2
169901,995,20.5,31.6
169902,902,20.6,60.9
169906,-1,.,27.3
169908,.,.,.
169909,-1,-1,40
169910,-1,-1,28.6
169911,996,.,27.8
170801,.,.,.
170902,1082,23.2,73.3
170903,1022,21.9,69.7
170904,951,20.6,57.4
170906,998,21.5,55.1
170907,973,20.6,41
170908,954,21.9,39.9
171901,1064,20.4,37.3
171902,-1,21.1,48.6
172902,950,18.8,65.7
172905,-1,19.5,65.1
173901,.,17.8,-2
174801,.,.,.
174901,.,19.6,50
174902,974,20.5,65.5
174903,-1,20.5,40.6
174904,1008,20.3,69
174906,1040,20.9,66
174908,975,20.8,71.4
174909,-1,18.4,60.9
174910,.,.,.
174911,-1,23.7,53.3
175902,988,22.5,57.7
175903,951,20.2,51.2
175904,.,18.3,60
175905,.,21.2,62.5
175907,-1,18.8,73.7
175910,980,19.4,62.2
175911,1017,18.9,69.7
176901,-1,17.7,94.4
176902,977,19.1,63.6
176903,987,-1,33.3
177901,902,19.2,94.7
177902,1025,20.9,58.6
177903,-1,-1,50
177905,1070,23,81.8
178801,.,.,0
178802,.,.,.
178804,798,-1,17.1
178807,.,.,.
178808,.,.,.
178901,-1,17.2,-2
178902,972,18.1,76.1
178903,1004,21.9,70.3
178904,945,19,62.1
178905,.,.,.
178906,.,.,.
178908,1037,22,71.4
178909,868,17.4,73.5
178912,1020,21,56.6
178913,837,17.2,82.5
178914,1042,21.3,67.7
178915,788,16.6,50
179901,-1,21.1,52.8
180901,-1,17.3,-2
180902,-1,21.8,-2
180903,.,-1,42.9
180904,.,.,.
181901,966,20.8,61.1
181905,997,22.9,58
181906,806,15.8,93.3
181907,927,20.3,53.5
181908,956,20.2,57.6
182901,935,19.5,80
182902,-1,19.5,44.4
182903,925,20.9,52.6
182904,953,22,67.7
182905,.,-1,42.9
182906,.,.,.
183801,.,-1,7.5
183901,-1,20.8,68.4
183902,986,18.8,73.3
183904,.,20.5,52.6
184801,888,-1,12.5
184901,856,17,27.3
184902,1010,20.6,57.7
184903,1044,21.1,49.3
184904,995,20.5,35.4
184907,1071,23.3,80.2
184908,1073,22.8,41.1
184909,1007,20.8,70.2
184911,.,.,.
185901,.,16.6,53.3
185902,-1,20.9,95.5
185903,-1,19.2,77.8
185904,-1,20.3,70
186901,938,20.7,72.7
186902,884,17.8,42.6
186903,837,18.8,60.9
187901,966,18.9,76
187903,738,16.4,85.7
187904,858,16.6,79.2
187906,926,20.6,50
187907,941,19.4,58.9
187910,951,19.8,61.5
188801,.,-1,1.7
188901,1044,20,59.7
188902,1018,21.2,66.2
188903,-1,18.2,94.3
188904,1039,21.7,69.1
189901,977,15.9,90.5
189902,896,16.6,91.5
190903,1061,19.7,65.8
191901,1054,22,64.3
192901,-1,19,63.3
193801,718,-1,100
193902,-1,20.7,93.8
194902,-1,18.9,71.4
194903,-1,20.3,76.4
194904,-1,20,61.8
194905,-1,20.9,58.6
195901,838,16.1,37.5
195902,932,18,90
196901,-1,17.6,85.7
196902,1074,19.2,-2
196903,918,18.8,59.6
197902,.,19.6,100
198901,869,17.8,90.3
198902,-1,-1,36.4
198903,968,21.1,65.6
198905,859,18.4,42
198906,1032,-1,33.3
199901,1050,22.2,73.3
199902,988,21.3,38.5
200901,-1,21.7,82.6
200902,-1,20.1,80
200904,-1,19.6,64.1
200906,.,.,.
201902,1016,20.8,60.6
201903,.,15.4,-2
201904,.,-1,12.5
201907,-1,22.6,44.4
201908,892,20.4,66.7
201910,-1,19.1,52.9
201913,.,17.6,65.4
201914,-1,18.5,49
202903,968,20,76.6
202905,822,-1,95.8
203901,-1,16.6,97.7
203902,.,17.2,100
204901,896,19.4,65.9
204904,868,19.9,51.1
205901,960,18.1,63.4
205902,1021,20.3,73.6
205903,973,20.3,56.2
205904,-1,16.6,55.2
205905,893,17.6,83.9
205906,967,18.5,72.1
205907,867,16.1,59.2
206901,-1,19.8,77.5
206902,-1,19.1,80
206903,-1,17.7,90.9
207901,-1,18.4,71.9
208901,.,-1,33.3
208902,1012,21,57.3
208903,.,19.3,77.8
209901,922,18.7,74.4
209902,804,.,-2
210901,1005,18.6,78
210902,.,19.9,55.8
210903,-1,18.6,72.7
210904,840,-1,40
210905,.,20.4,63.9
210906,.,.,.
211901,.,.,-1
211902,-1,19.5,83.7
212801,.,.,.
212803,.,.,0
212901,968,19.4,48.4
212902,970,22.1,66.2
212903,989,20.2,85.8
212904,968,19.4,50
212905,989,19.4,60.5
212906,1010,22,62.3
212909,908,18.4,68.4
212910,875,17.7,51.2
213801,-1,-1,11.4
213901,988,20.6,76.8
214901,878,17,52.2
214902,-1,15.6,-2
214903,-1,17.4,79.2
215901,935,19.9,48.6
216901,-1,20.4,71.4
217901,-1,19.5,65
218901,-1,18.7,82
219901,-1,18.8,-2
219903,1037,21,43.8
219905,.,19.4,52.4
220801,-1,22.6,38.5
220802,.,.,.
220804,803,14.7,8.1
220808,.,.,.
220809,1048,22.9,85.2
220810,-1,.,-2
220811,.,.,.
220812,-1,.,2.9
220813,.,.,.
220814,.,.,.
220815,.,.,.
220816,.,.,.
220901,996,20.9,64
220902,1021,21.6,55.4
220904,874,17.6,57.1
220905,922,18.4,58.1
220906,1096,23.8,84.3
220907,1043,22.1,74.9
220908,983,20.5,64.4
220910,867,17.8,53.5
220912,964,20.9,66.4
220914,993,20.2,60
220915,1003,21.8,60.6
220916,1038,21.3,57.8
220917,948,18.5,50
220918,1007,21.9,49.9
220919,1124,24.5,-2
220920,968,19.6,40.2
221801,990,-1,1.5
221901,988,21.8,64
221904,-1,20.2,63.2
221905,-1,-1,37.5
221911,995,21.9,77.5
221912,1059,23.3,73.8
222901,-1,18.7,70
223901,965,18.3,52.8
223902,-1,18.5,73.3
223904,1042,21.9,82.4
224901,-1,19.6,52.4
224902,-1,19.1,80
225902,966,19,29.9
225905,.,.,.
225906,1114,21.3,50.7
225907,.,.,.
226901,-1,20.7,66.7
226903,1016,20.7,59
226905,-1,19.6,87.5
226906,-1,22.1,76.3
226907,980,20.4,65
226908,918,17.4,66.7
227801,-1,-1,-2
227803,.,.,.
227804,961,.,82.4
227805,.,.,.
227806,.,.,0
227812,.,.,-1
227814,1072,20.6,75
227816,-1,.,80
227817,.,.,.
227818,-1,.,3.2
227819,.,.,.
227820,.,.,.
227821,.,.,.
227822,.,.,.
227823,.,.,.
227901,1036,20.9,75
227904,1011,20.9,74.3
227907,861,18,73
227909,1196,26.3,-2
227910,872,17.9,51.9
227912,1006,20.7,69.7
227913,1098,23.2,97.3
228901,928,20.4,81.5
228903,938,17.8,65
228904,912,-1,63.6
228905,831,-1,58.8
229901,880,18.8,67.9
229903,854,-1,86.2
229904,963,20.2,50
229905,-1,23.2,33.3
229906,851,18.2,81.3
230901,1043,20.4,78.6
230902,944,20.5,62.7
230903,-1,20.1,48.8
230904,-1,18.6,76.5
230905,974,20.8,81.2
230906,1012,20.9,70.3
230908,1025,20.5,54.3
231901,-1,18.8,71.9
231902,-1,20.9,100
232801,.,.,-1
232901,-1,20.3,-2
232902,-1,19.7,51.9
232903,910,18.1,48.5
232904,-1,21.4,-2
233901,920,19,51.2
233903,908,-1,80
