,SAT_avg,ACT_avg,SAT/ACT_pct
177901,883,20.1,54.8
177902,1032,20.7,60.7
177903,.,19.2,.
177905,1067,23.8,61.9
178801,.,.,0
178802,.,.,.
178803,.,.,.
178804,.,.,0
178805,.,.,.
178901,954,18.6,80.6
178902,897,19.3,84.1
178903,1008,21,73.7
178904,967,19.2,64
178905,.,.,.
178906,.,.,.
178908,1010,20.5,91.4
178909,895,16.5,81
178912,1000,20.5,59.2
178913,950,18.4,92.2
178914,1042,20.8,64.8
178915,807,17.6,61.8
179901,1073,21.1,75.5
180901,.,19.5,.
180902,.,19,84.6
180903,.,.,.
180904,.,.,.
181901,978,21.9,75.7
181905,944,20,76.2
181906,884,17.7,63.5
181907,926,19.3,55
181908,971,20.6,68.3
182901,1002,21.6,81.8
182902,869,.,69.6
182903,973,21.4,47.5
182904,.,20.8,58.3
182905,.,19.5,88.9
182906,.,.,.
183801,.,.,.
183901,.,18.4,86.4
183902,1062,21.4,53.6
183904,.,19.4,77.8
184901,953,.,59.1
184902,966,19.7,47.5
184903,1051,21.3,54.2
184904,973,.,43.8
184907,1045,22.8,71.3
184908,1019,21.8,53.5
184909,987,19.3,57.8
184911,.,.,.
185901,.,19.6,50
185902,.,21.8,84
185903,.,19.4,76.1
185904,.,19,100
186901,.,.,50
186902,931,19.2,45.1
186903,1056,21.5,51.4
187901,856,.,53.6
187903,935,.,46.2
187904,852,16.6,52.5
187906,.,.,45.5
187907,955,19.3,65.6
187910,.,.,.
188801,.,.,.
188901,1047,20.7,50.7
188902,925,21.2,36.1
188903,937,19.1,50
188904,.,.,.
189901,889,18.4,63.3
189902,.,15.4,74.7
190903,1034,19.6,61.5
191901,1059,22,64.5
192901,984,19,61.8
193801,.,.,.
193902,860,19.4,66.7
194902,.,20.9,81
194903,1184,20.1,85
194904,842,18.4,59.2
194905,.,17.1,42.3
195901,833,.,59.9
195902,.,18.4,55.6
196901,.,21.4,83.3
196902,1010,19.5,77.4
196903,966,21,66.7
197902,.,19.2,81.8
198901,852,19.5,.
198902,.,14.6,40
198903,1028,21.9,59.5
198905,768,15.8,66
198906,.,.,.
199901,1061,21.4,71.5
199902,996,19.7,55.7
200901,1015,21.1,75.6
200902,.,18.8,84.6
200904,.,19.9,68
200906,.,.,.
201902,1091,20.2,73.6
201903,.,.,16.7
201904,.,.,60
201907,.,19.6,65
201908,952,22.2,62.5
201910,1080,19.6,67
201913,.,18.9,65.4
201914,.,19.1,57.7
202903,936,19.2,58.2
202905,803,19.2,.
203901,.,17.5,56.5
203902,.,17.6,73.1
204901,919,19,48.4
204904,921,20.3,53.8
205901,885,18.4,56
205902,1015,19.6,81.2
205903,947,19.5,56.3
205904,933,17.4,75.2
205905,995,18.4,58.2
205906,939,20.2,53.1
205907,936,17.5,60.2
206901,.,20.5,73.5
206902,.,19.2,66.7
206903,.,19.3,.
207901,.,20.1,75.5
208901,.,.,36.4
208902,1071,20.7,58.2
208903,.,19.7,.
209901,992,22.1,76.2
209902,.,.,80
210901,1005,19.3,71.6
210902,.,20.3,67.6
210903,.,19.1,55.9
210904,.,20.9,53.8
210905,.,18.8,66.7
210906,.,.,.
211901,.,.,.
211902,.,20.6,72.7
212801,.,.,.
212802,.,.,0
212803,.,.,.
212901,933,18.4,.
212902,956,20,64.3
212903,1017,19.6,50
212904,1002,19.3,50
212905,1001,20.2,55.2
212906,1013,22.3,53.5
212909,963,19.9,60.1
212910,1070,19.6,61
213801,.,.,0
213901,1008,23.1,71
214901,860,15.6,72.4
214902,.,17.1,94.4
214903,.,16.1,52.7
215901,950,21,80.6
216901,.,20.7,94.1
217901,.,18.4,87.5
218901,1154,19.5,78.7
219901,.,19.7,84.6
219903,1076,21.1,73.5
219905,.,19.4,52.9
220801,.,.,30
220802,.,.,.
220803,.,.,8.8
220804,.,.,0
220806,.,.,0
220807,.,.,0
220808,.,.,.
220809,.,.,.
220901,1036,21.3,65.4
220902,1005,20.1,56.4
220904,872,16.5,78.9
220905,940,19,52.6
220906,1056,22,84.7
220907,1027,21.2,71.4
220908,1043,21.1,61.7
220909,837,16.8,.
220910,950,18.7,47.3
220912,995,20.9,79
220914,981,19.8,67.5
220915,1010,21.6,54.7
220916,1022,21.6,66.7
220917,931,19.1,52
220918,1030,21.1,47.2
220919,1096,23.8,.
220920,987,20.9,42.6
221801,.,.,0
221901,1007,20.6,67.8
221904,1007,20.4,57.5
221905,.,20,100
221911,964,19.8,85
221912,1040,22.2,83.3
222901,.,19.7,90
223901,976,19.6,50
223902,947,19.9,91.3
223904,1043,20.6,100
224901,.,19.9,94.1
224902,.,19.1,80
225902,981,20.2,39.9
225905,.,.,.
225906,953,23,50
225907,.,.,.
226901,1020,19.1,64
226903,1017,20.8,64.8
226905,940,19.5,55.6
226906,1069,20.3,75.7
226907,933,20,71.4
226908,.,.,.
227801,964,.,.
227802,.,.,.
227803,.,.,.
227804,.,.,.
227805,.,.,.
227806,.,.,.
227810,.,.,.
227811,.,.,.
227812,.,.,.
227814,.,.,.
227817,.,.,.
227901,1043,20.6,60.9
227904,1018,20.7,70.2
227907,949,19.3,56.4
227909,1181,24.3,99.4
227910,868,17.3,33.6
227912,997,24.2,71.1
227913,1085,22.7,88.2
228901,845,19.4,82.8
228903,1000,18.2,51.5
228904,.,.,37.5
228905,863,.,69.2
229901,903,18.1,70.3
229903,832,16.7,76.2
229904,930,19.5,81.6
229905,831,.,72.7
229906,855,17.7,69.2
230901,.,20,.
230902,1003,19.7,58.7
230903,.,20.7,60
230904,.,16.8,.
230905,954,20.6,67.2
230906,935,20.6,82.5
230908,977,20,48.7
231901,939,19.8,52.9
231902,.,18.1,70
232801,.,.,0
232901,.,18.8,100
232902,.,17.2,56.7
232903,946,19,49.8
232904,940,19.3,90.9
233801,.,.,0
233901,953,18.4,50.9
233903,985,.,.
234801,.,.,.
234902,978,21.1,52.8
234903,924,20.9,50
234904,964,22.2,38.5
234905,1145,21.9,90.5
234906,969,20.3,43.5
234907,1023,20.5,44.8
234909,938,.,54.5
235901,944,20.1,45.9
235902,959,19.4,47.4
235904,.,.,.
236801,.,.,.
236901,873,19.8,.
236902,1016,19.8,49.6
237902,857,18,52.2
237904,936,19.1,55.6
237905,.,18.5,69.8
238902,1209,20,64.8
238904,.,.,33.3
239901,1012,20.4,55.1
239903,929,22.7,69.2
240801,.,.,0
240802,.,.,0
240901,849,17.6,34
240902,.,.,.
240903,895,17.7,47.3
240904,949,19.3,69.2
241901,1004,19.8,70.8
241902,963,21.3,74
241903,920,17.8,54.6
241904,1044,19.5,61.7
241906,908,16.4,32.6
242902,.,19,100
242903,.,20.2,69.6
242904,.,18.3,100
242905,.,.,.
242906,.,21.1,80
243801,.,.,.
243901,1040,21.6,58
243902,999,22,55
243903,1044,20.6,61.8
243905,1018,21.1,59.8
243906,.,.,.
244901,.,.,0
244903,1103,21.1,55.6
244905,.,.,60
245901,.,.,.
245902,878,17.2,65.3
245903,876,18,54.7
245904,756,16.9,.
246902,968,20.6,66.1
