,SAT_avg,ACT_avg,SAT/ACT_pct
031901,860,17.7,38.3
031903,937,18.7,57.7
031905,946,18.6,55.6
031906,923,19,29.5
031909,906,19.1,64.8
031911,781,16.2,95
031912,889,17.6,22.9
031913,.,15.9,40.9
031914,873,17.3,48.8
031916,1002,21.1,.
032902,949,19.8,48.6
033901,.,19.5,66.7
033902,1009,21.2,76
033904,.,19.9,95
034901,1044,21.3,73.1
034902,869,18,.
034903,.,19.3,70.8
034905,1027,17.8,72.6
034906,.,19.5,81.3
034907,.,20.5,59.7
034908,.,.,.
034909,.,21.4,66.7
035901,.,18.8,79
035902,.,19.9,63.6
035903,.,22.3,92.3
036901,895,19.5,58
036902,981,22.6,60.2
036903,936,20.8,58
037901,918,18.1,34.9
037904,967,20.2,39.2
037907,1033,19.3,42.4
037908,.,17,46.2
037909,.,.,46.7
038901,.,20.8,86.2
039901,.,19.5,100
039902,921,20,73.3
039903,.,21,43.3
039904,1017,19.9,69.2
039905,950,21.2,57.1
040901,1068,19.4,75.9
040902,832,21.3,38.6
041901,994,20.1,90
041902,.,20,78.8
042901,1002,18.9,84.6
042903,.,16.1,36.8
042905,.,21.6,85.7
042906,.,.,40
043901,1034,22.5,67.4
043902,.,18.5,50
043903,977,18.6,82.5
043904,945,19.7,46.9
043905,1048,21.5,51.1
043907,1118,21.4,69.6
043908,.,.,.
043910,1115,22.9,84.3
043911,946,.,43.2
043912,1015,22.1,71.4
043914,1011,22.2,52.2
043917,.,.,21.7
043918,939,18.2,67.7
043919,.,.,.
044902,.,19.8,63.6
044904,.,.,80
045902,996,21.1,71.3
045903,979,19.8,75.5
045905,882,20.7,77.8
046901,1056,21.3,78.3
046902,995,20.7,72.8
047901,951,19.8,68
047902,913,20.3,65.5
047903,.,.,50
047905,1040,.,71.4
048901,1012,19.3,76.2
048903,.,19.6,53.8
049901,1023,19.9,57
049902,1039,.,92
049903,1051,.,44.1
049905,968,21.9,33.3
049906,1052,22.2,60.9
049907,1060,23.5,100
049908,.,.,.
049909,.,.,.
050901,.,20.6,65.2
050902,951,20.3,58.7
050904,.,.,60
050909,.,20.8,66.7
050910,947,20.7,57.6
051901,.,20.1,58.3
052901,1032,20.2,64.2
053001,963,20,64.6
054901,1021,20.5,75.8
054902,894,17.8,100
054903,963,18.7,60
055901,855,17.1,96.3
056901,.,21.2,71.6
056902,.,21.7,.
057801,.,.,.
057804,.,.,.
057903,1061,21.3,69.2
057904,1014,20.4,82.9
057905,874,17.2,54.1
057906,1044,20.8,68.5
057907,1010,21,68
057909,991,20.3,64
057910,1041,19.4,54.6
057911,1170,25,.
057912,1038,19.7,59.2
057913,985,19.5,67.1
057914,1022,19.5,55.8
057916,1081,22.3,88.1
057919,.,.,.
057920,804,15.1,32.3
057922,1062,21.8,89.6
058902,.,18.3,72.7
058905,.,23.4,86.7
058906,1164,20.8,55
058909,.,19.3,56.3
059901,1063,20.2,49.5
059902,.,.,.
060902,.,19.7,71.4
060914,.,17.6,58.3
061901,1057,21.6,80.1
061902,1067,21.4,80.3
061903,982,20.3,72.7
061905,1008,20.7,65.4
061906,1000,23.6,76.5
061907,930,19.4,81.3
061908,1036,20.6,73.8
061910,.,.,.
061911,1021,21.7,70.7
061912,950,19.8,69.2
061914,969,19.2,57.7
062901,1084,20.8,57.7
062902,.,.,42.9
062903,1027,18.7,63.9
062904,916,19.6,53.7
062905,.,.,.
062906,.,.,.
063903,.,18.8,95.2
063906,932,19,.
064901,.,16.1,.
064903,930,16.3,75.8
065901,.,20.2,73.3
065902,.,.,42.9
066005,.,.,.
066901,.,16.3,66.7
066902,826,15.6,56.3
066903,931,17.3,72
067902,1028,21.3,45.8
067903,981,21.1,69.2
067904,.,19.6,63.3
067907,861,17.2,57.7
067908,907,18.8,63.6
068901,1008,19.8,42.7
069901,.,18.1,70
069902,.,18.7,55.6
070901,.,.,25
070903,1052,19.1,64.8
070905,908,18.6,73.1
070907,991,16.9,92.3
070908,1036,20.4,72.8
070909,.,.,20
070910,952,18.2,68.4
070911,961,20.2,70.3
070912,990,19.4,56.2
070915,934,21.1,75.7
071901,865,19.3,44.2
071902,949,20.6,58.6
071903,835,17.4,57.3
071904,787,16.5,30
071905,878,19.1,62.7
071906,902,17.7,68.6
071907,927,18.1,48.8
071908,712,.,61.3
071909,908,18.7,49.2
072901,.,.,.
072902,880,20.2,79.5
072903,1011,19.7,76.8
072904,.,.,.
072908,.,.,16.7
072909,.,.,66.7
072910,.,.,.
073901,936,.,50
073903,916,19.8,68.5
073904,.,.,.
073905,994,19.8,55.8
074903,915,20.9,58.9
074904,.,20,50
074905,.,.,80
074907,.,19.3,71.4
074909,.,20.1,52.9
074911,.,21.8,75
074912,.,18.4,63.6
074917,.,17.6,56.3
075901,919,19.6,60
075902,1066,23.9,67.1
075903,913,19.1,78
075906,.,20.8,55.6
075908,1045,22.3,92.9
076903,993,18.3,79.4
076904,.,19.7,84.6
077901,.,20.3,45.1
077902,1006,18.8,84.6
078901,.,18.4,57.1
079901,1029,19.7,61.8
079906,1118,20.5,64.8
079907,1048,21.3,85
079908,.,.,.
079910,1025,18.9,68.6
080901,1039,21.1,63.1
081902,1082,21.5,66.7
081904,958,22.1,40
081905,.,19.8,54.2
081906,.,.,.
082902,895,17.9,62.9
082903,841,16.6,62.7
083901,898,18.4,69.2
083902,.,16.7,.
083903,969,20.2,61.5
084901,968,19.9,65.4
084902,1020,18.3,57.4
084903,885,.,77.8
084904,904,17.8,52.5
084906,954,20,48.6
084908,814,18,44.3
084909,952,19.4,41.9
084910,1059,21.5,80.4
084911,1047,21.8,86.5
085902,979,20.4,25.9
085903,923,19.7,90.9
086024,.,.,.
086901,1001,20.3,79
086902,971,20.9,.
087901,1048,22.4,64.7
088902,948,20.5,56.4
089901,931,20.7,69
089903,1007,20.6,47.5
089905,.,17.2,70
090902,.,21,87.5
090903,.,.,0
090904,1033,20.5,64.5
090905,.,.,.
091901,941,20.8,59
091902,.,21.9,60
091903,988,20,66.5
091905,968,21.3,71.2
091906,1029,20.1,66.1
091907,.,.,.
091908,987,18.8,46.9
091909,1050,21,56.7
091910,954,19.7,51.6
091913,1043,20.8,50.9
091914,1023,21,66.7
091917,.,25.4,21.4
091918,985,20.7,76.2
092901,1037,19.7,48.9
092902,1019,20.3,40.8
092903,970,17.8,63.7
092904,1061,22,68.1
092906,1123,20.6,58.1
092907,1041,21.4,85.9
092908,1092,21.3,67.1
093901,894,20.1,52.2
093903,1045,20.3,76.9
093904,991,19.3,59.3
093905,.,.,83.3
094901,1000,20.5,59.2
094902,1019,20.5,70.7
094903,901,20.1,76.5
094904,918,20.1,79.5
095901,1019,21.2,73.5
095902,.,17.6,81.8
095903,.,19.4,44.7
095904,.,19.2,88.5
095905,977,20.3,56.4
096904,.,18.4,85.7
096905,.,16.5,91.7
096908,.,.,.
097902,1296,22.3,93.6
097903,.,18.7,85.7
098901,.,22.5,91.9
098903,.,.,.
098904,.,21.5,.
099902,.,18.8,68.2
099903,.,18.3,79.4
100903,882,.,71.2
100904,946,21.2,60.1
100905,929,20.6,64.6
100907,958,21.9,79.3
100908,943,.,53.1
101801,.,.,.
101802,.,.,.
101803,.,.,.
101804,.,.,.
101805,.,.,.
101806,.,.,.
101902,921,18.4,63.2
101903,1007,21,79.3
101905,911,19.2,38.7
101906,1028,18.3,72.4
101907,1049,22.1,78.8
101908,1016,21.3,58.1
101909,787,16,40.5
101910,1016,18.8,46.2
101911,983,20.3,48.4
101912,932,18.9,61.4
101913,1062,22.6,84.1
101914,1068,22.3,82
101915,1049,21.9,86
101916,985,21,57.6
101917,969,19.3,47
101919,1039,21.2,70.7
101920,1079,22.7,79
101921,1003,20.7,79
101924,901,19.3,50.3
101925,1016,21.8,40.7
102901,.,16.8,.
102902,970,19.6,59.5
102903,.,20.3,56.7
102904,1051,20.9,70.7
102905,.,20.6,65.4
102906,.,18.8,88.1
103901,.,21.2,66.7
103902,.,16.8,54.5
104901,.,20.2,87.2
104902,.,.,20
104903,.,23.1,100
104907,.,21.5,72.7
105902,1008,20.5,61
105904,1064,22.7,85.6
105905,1041,21.7,76.4
105906,1027,19.9,65.2
106901,.,20.1,.
107901,1035,20.2,39
107902,975,21.8,30.5
107904,.,20.5,41.7
107905,998,19.6,26.7
107906,938,19.4,51
107907,.,16.9,75
107908,.,.,.
107910,.,18.9,45.8
108801,.,.,.
108902,971,17.6,55.6
108903,923,16.1,59.4
108904,977,17.1,64.3
108905,.,15,57.8
108906,941,18.5,61.7
108907,953,16.6,54.2
108908,943,17.3,65.6
108909,938,16.7,59.9
108910,890,16,49.4
108911,989,19.3,70.6
108912,970,16,50.2
108913,985,17.6,53.8
108914,.,16,71.8
108915,.,.,.
108916,.,15.7,65.8
109901,1033,18.6,.
109902,.,.,37.5
109903,974,18.9,52.4
109904,938,20.4,60.5
109905,.,22.9,60
109907,985,19.6,40
109908,.,.,.
109910,.,.,.
109911,963,21.7,45.6
109912,.,.,50
109913,.,18.2,80
109914,980,.,87.5
110901,.,17.4,.
110902,1022,20.2,61.6
110905,.,19,37.5
110906,.,19.4,84.2
110907,1038,19.9,51.7
110908,743,15.8,80
111901,982,21.1,65.8
111902,866,19.5,60
111903,905,19.6,70
112901,969,19.5,76.8
112905,.,.,40
112906,1046,22.7,52.9
112907,.,20.4,75
112908,1044,19.9,37
112909,.,18.6,43.8
112910,.,17.9,52.6
113901,943,18.7,61
113902,976,20.5,49.1
113903,918,17.9,79.4
113905,850,16.6,81
113906,901,18.6,76.9
114901,1037,20.1,45.2
114902,1031,20.2,67.3
114904,.,21.6,57.7
115901,839,15.1,53.8
115902,.,.,40
115903,.,19.1,68.8
116901,949,18.5,55.8
116902,.,20.7,47.8
116903,959,18.9,.
116905,993,20.7,58.9
116906,914,21.2,81.5
116908,911,19.6,41.2
116909,991,19.2,72.4
116910,882,17.8,70.8
116915,942,19.6,87
116916,.,18.4,47.4
117901,1091,20.4,65.3
117903,1016,21,80
117904,.,21.5,62.1
117907,.,.,.
118902,973,21,86.7
119901,924,.,55.6
119902,970,21.9,58.2
119903,994,.,44.4
120901,944,18,75.7
120902,955,19.6,88.6
120905,981,19.6,59.6
121902,.,.,10
121903,923,.,68.8
121904,1041,19.3,76.1
121905,.,21.1,63.1
121906,945,.,63.3
122901,891,19.6,89.5
122902,.,.,57.1
123905,959,19.3,78.3
123907,868,17.6,44.6
123908,969,22.9,75.1
123910,935,21.2,61
123913,968,.,75
123914,931,21.1,66.1
124901,875,18.2,80.3
125901,1039,18.3,80
125902,.,17.3,59.3
125903,1044,19.3,84.5
125905,846,17.7,62.2
125906,.,.,.
126901,949,20,68
126902,1017,21.9,55.8
126903,998,21.1,61.7
126904,1035,21.1,72.2
126905,964,21.9,35.2
126906,889,.,66.7
126907,904,19.1,64.5
126908,.,17.9,58.8
126911,986,20.3,50
127901,996,20.4,62.9
127903,.,18.6,69
127904,876,18.1,72.1
127905,.,.,.
127906,979,20,76.3
128901,1012,22.3,51.4
128902,907,19.6,38.5
128903,797,.,60
128904,899,19.4,71.4
129901,892,19.9,78
129902,959,20.7,80.4
129903,979,21.4,45
129904,945,17.8,55.2
129905,948,20.7,46.3
129906,967,19.2,54.2
129910,944,20.6,54
130901,1019,22.3,90.2
130902,985,19.7,80
131001,.,.,.
132902,.,21.3,100
133901,906,18.3,73.1
133902,.,.,.
133903,1018,20.3,75.1
133904,1049,20,91.7
133905,.,.,.
134901,991,19.8,48.5
135001,.,.,.
136901,1030,19.3,64.7
137901,940,18.5,65.4
137902,.,.,.
137903,926,19.4,86.8
137904,.,.,.
138901,.,.,.
138902,1058,19.7,84.2
138903,.,20.5,95.7
138904,.,21.6,62.5
139905,.,18.8,81.3
139908,.,.,50
139909,1024,20,61.2
139911,1003,20.5,55.6
139912,.,21.2,50
140901,.,16.3,77.8
140904,.,20.6,63.9
140905,1010,19.7,66.7
140906,.,.,22.2
140907,1190,21.2,72
140908,.,20.1,.
141901,994,19.3,51.3
141902,.,19.1,62.5
142901,848,16.8,85
143901,1045,20.9,68.3
143902,1020,.,53.8
143903,906,.,59.4
143904,.,.,.
143905,.,.,.
143906,.,.,.
144901,922,20.2,54.7
144902,967,21.8,61.2
144903,983,.,63.6
145901,934,20.5,58.3
145902,917,21.9,87
145906,971,19.9,84.2
145907,866,.,45
145911,959,18.6,54.5
146901,924,17.3,55.4
146902,961,21.3,43.5
146903,.,.,.
146904,880,18.7,61.8
146905,927,19.4,54.9
146906,973,19,70.7
146907,1030,18.8,49.2
147901,.,.,37.5
147902,922,18.2,70.5
147903,1056,19.4,77.9
148901,.,20.4,81.5
148902,.,18,100
148903,.,18.2,100
148905,.,.,.
149901,.,19.3,76.6
149902,1022,22.1,54.3
150901,994,22,81.2
152901,999,20.5,63.3
152902,857,19.1,67.6
152903,981,19.8,55.4
152906,999,19.7,55.9
152907,981,20.4,61.9
152908,956,18.1,64.3
152909,1087,21.4,61.4
152910,1055,21,71.4
153903,.,19.3,40
153904,998,19.7,77.1
153905,.,.,44.4
153907,.,17.8,66.7
154901,927,19.1,57.9
154903,.,.,33.3
155901,970,18.9,56
156902,936,20.6,47.8
156905,.,23.6,60
157901,991,20.7,75.6
158901,979,21.4,55
158902,885,17.6,71.4
158904,.,.,.
158905,969,19.4,52.7
158906,880,18.4,53.7
159901,826,18.7,61.1
160901,1017,20,64.1
160904,.,15.9,.
160905,.,.,50
161801,.,.,.
161901,1154,23.9,52.9
161903,1089,22.2,71.6
161906,869,17.9,34
161907,1040,21.7,72.9
161908,.,18.6,55.6
161909,1013,20.6,71.4
161910,936,20.5,60
161912,896,18.3,92.3
161914,935,17.9,.
161916,938,18.2,56.3
161918,950,19,60
161919,899,20.6,50
161920,1023,21.3,65.1
161921,971,21,47.8
161922,980,22,70
161923,1053,.,60
161924,.,.,.
161925,.,.,.
162904,.,26,62.5
163901,946,19.8,65.3
163902,973,20.1,83.3
163903,941,.,48.1
163904,1009,20.2,82.1
163908,911,19,59.8
164901,966,20.8,69.2
165901,1027,21.8,59.2
165902,973,21.9,95.5
166901,940,18.9,60
166902,.,.,.
166903,902,21,38.1
166904,922,21.1,77.8
166905,860,18.1,77.4
166907,.,.,0
167901,1106,20,90.3
167902,850,.,.
167903,.,17.6,.
167904,996,21.6,60
168901,.,19.7,62.1
168902,.,.,66.7
168903,.,21.4,76.9
169901,996,19.9,69.1
169902,920,17.5,81
169906,.,.,.
169908,.,.,.
169909,934,18.6,80
169910,.,.,30
169911,.,17.7,36.8
170902,1040,21.8,69.8
170903,966,21,82.1
170904,1003,22.3,69.4
170906,942,19.1,49.7
170907,937,20.9,38
170908,955,20.3,46.8
171901,1025,19.5,54
171902,.,19,96.6
172902,936,21.4,75.6
172905,1010,19.4,78.4
173901,989,20.8,68.4
174901,.,16.7,78.6
174902,.,20.5,82.8
174903,.,21.1,76.7
174904,1050,20.9,72.2
174906,.,19.1,51.6
174908,920,18.3,54.5
174909,.,21.7,70
174910,.,.,.
174911,.,19.7,92.3
175902,941,19.5,72
175903,984,21.4,56.5
175904,811,.,76.2
175905,.,19.8,50
175907,976,21.6,47.2
175910,961,19.9,72.7
175911,.,.,.
176901,.,19.7,60
176902,931,19.5,57.1
176903,879,17.6,65.4
177901,885,19.6,67.9
177902,1046,20.2,61.1
177903,.,.,28.6
177905,917,21.9,76.9
178801,.,.,.
178802,.,.,.
178901,849,17.8,85.7
178902,1037,21.1,57.7
178903,975,20.1,78
178904,983,19.3,64.9
178905,.,.,.
178906,.,.,.
178908,1069,20.3,50
178909,964,16.3,63.1
178912,1012,21,71
178913,893,17.7,82.2
178914,1005,21.5,79.1
178915,782,15.6,46.3
179901,.,21.2,82.1
180901,.,18.8,.
180902,.,18.7,85
180903,.,21,90
180904,.,.,.
181901,906,20.7,83.5
181905,955,21.4,72.9
181906,973,22,57.7
181907,971,21.5,61.2
181908,995,21.8,66.5
182901,.,.,.
182902,871,.,42.9
182903,961,.,55.1
182904,.,19.5,47.8
182905,.,17.8,66.7
182906,.,.,.
183901,.,19.9,65
183902,1122,20.4,70.3
183904,.,17.3,77.8
184901,1054,.,46.7
184902,941,19.6,57.1
184903,1014,20.9,68.9
184904,997,.,65.4
184907,1027,24.3,70.1
184908,951,19.6,39.5
184909,878,19.1,59.3
184911,.,.,.
185901,.,17.8,84.6
185902,.,20.7,.
185903,.,20.9,87.8
185904,.,20.8,86.4
186901,.,18,.
186902,937,19.8,51.1
186903,1023,20.5,55.2
187901,857,.,76.5
187903,.,.,36.4
187904,889,17.2,72.7
187906,.,.,66.7
187907,952,20.3,48.8
187910,.,.,.
188901,1034,20.8,50.2
188902,963,19.4,51.6
188903,.,19.1,55.2
188904,.,.,.
189901,839,18.3,79.3
189902,.,17,64.1
190903,887,19.8,60.9
191901,1037,21.8,75.2
192901,895,17.9,51.8
193902,1024,.,87.5
194902,.,19.1,71.4
194903,994,19,71.1
194904,.,21.4,51.4
194905,.,.,13.3
195901,881,.,47.8
195902,.,.,31.3
196901,.,.,45.5
196902,.,19,88.5
196903,1159,20.6,81.4
197902,.,21,92.3
198901,903,19.3,61.5
198902,.,.,16.7
198903,923,19,70.4
198905,859,17.4,53.7
198906,.,.,.
199901,1035,21.1,80
199902,1007,20.8,55.6
200901,1065,21.4,70.2
200902,985,21,82.4
200904,1112,20.8,71.1
200906,.,.,.
201902,1088,20.4,75.2
201903,.,.,23.1
201904,.,.,0
201907,.,19.3,80
201908,994,20.3,73.9
201910,.,18.4,73.4
201913,.,20.5,68.4
201914,.,17.6,62.2
202903,960,19.5,58.1
202905,952,18.8,54.5
203901,1045,18.2,55.2
203902,984,23.1,58.3
204901,929,21,53.8
204904,927,19.3,41.3
205901,940,18.4,59.7
205902,1052,19.3,71.8
205903,1007,20,63.8
205904,919,19.2,54.4
205905,944,18.7,59.3
205906,945,18.5,68
205907,966,18.6,64.5
206901,1075,20.5,84.4
206902,906,19.5,100
206903,.,20.6,.
207901,.,18.9,68.8
208901,.,.,25
208902,1122,21.3,75
208903,.,19.4,91.7
209901,899,20.4,.
209902,.,.,71.4
210901,1090,19.5,67.3
210902,.,19.3,72.2
210903,.,19.3,57.7
210904,.,17.7,66.7
210905,.,18.4,66.7
210906,.,.,.
211901,.,.,.
211902,.,20,82.8
212901,894,16.3,43.6
212902,969,21.1,67.3
212903,987,21.7,56.4
212904,1065,19.5,46
212905,1025,20.3,53.7
212906,1032,23.4,50.3
212909,998,19.7,48.6
212910,1076,18.4,59.4
213901,967,20.7,68.7
214901,862,15.7,73
214902,.,18.1,64
214903,.,15.5,74.5
215901,927,20.2,79.4
216901,.,20.5,66.7
217901,.,19.9,64.7
218901,1030,19.6,89.6
219901,984,19.5,91.7
219903,.,19.2,56.7
219905,.,15.4,66.7
220901,1040,21.4,67.5
220902,998,20.5,55.7
220904,860,18.3,59.2
220905,959,19.6,68.9
220906,1069,22,85.5
220907,1044,21.1,75.1
220908,1032,20.3,53.9
220909,985,.,75
220910,956,19.5,37.5
220912,997,21.3,69.9
220914,941,21.4,58.4
220915,1009,21,58.2
220916,1051,22,67.2
220917,947,21.7,68.5
220918,1051,22.3,56.4
220919,1072,23,93.6
220920,962,20.4,52.4
221901,1028,21.4,64.6
221904,1025,20.4,81.7
221905,.,.,40
221911,1027,19.9,67.3
221912,1035,21.3,82
222901,.,18.3,90.5
223901,901,18.9,65.9
223902,956,18.8,41.2
223903,775,.,60
223904,1053,21.6,90.9
224901,.,.,36.4
224902,.,18.5,57.1
225902,987,21.7,36.5
225905,.,.,.
225906,.,.,.
225907,.,.,.
226901,.,19.5,80
226903,1004,21.3,62.4
226905,1059,20.9,60
226906,1021,21.1,88
226907,.,.,.
226908,.,.,.
227801,.,.,.
227802,.,.,.
227901,1051,21.3,64.9
227904,1027,21.9,77.7
227907,886,20.2,54.2
227909,1131,23.6,.
227910,934,19,39.6
227912,1066,21.4,60
227913,1084,21.1,90.4
228901,1057,.,61
228903,930,20.1,52.5
228904,.,.,36.4
228905,946,.,100
229901,923,.,60.9
229903,928,19,76.5
229904,949,20.1,56.9
229905,.,20.2,48.1
229906,918,18.9,93.3
230901,.,19.9,56
230902,1009,20.9,60.6
230903,.,18.5,62.5
230904,928,20.2,47.4
230905,.,20.1,65.1
230906,976,20.7,53.1
230908,965,20,40.9
231901,982,20.6,51.4
231902,948,18.2,86.4
232901,.,21.5,61.5
232902,966,20,78.9
232903,961,19.1,55.3
232904,.,19.6,70
233901,928,19,47.4
233903,962,.,100
234902,988,22.3,45.3
234903,982,19.2,47.9
234904,935,18.5,42.6
234905,.,17.4,84.6
234906,995,19.4,53.2
234907,967,19.3,58.2
234909,.,.,33.3
235901,928,19.6,39.5
235902,973,19.8,51.1
235904,.,.,.
236901,974,20.6,62.8
236902,1038,20.2,59.9
237902,963,21.9,42
237904,931,19.5,65.9
237905,967,18.5,63.8
238902,1067,18.6,61.6
238904,.,.,57.1
239901,976,21.1,65.2
239903,969,.,50
240901,860,17.2,27.6
240902,.,.,.
240903,902,18.1,49.7
240904,762,17.5,95.8
241901,981,19.5,81.6
241902,956,17.9,81
241903,957,20.8,64.8
241904,958,18.5,59.8
241906,999,18.6,75
242902,.,18,.
242903,.,20.6,87.5
242904,.,.,.
242905,.,.,.
242906,.,23.9,70
243901,1006,20.8,75.8
243902,1124,18.5,51.6
243903,958,19.8,73.1
243905,1046,21,66
243906,.,.,.
244901,.,.,66.7
244903,1062,21.6,57.6
244905,.,.,.
245901,.,.,.
245902,886,17.8,69.3
245903,911,18.5,53.9
245904,812,17.9,71.4
246902,1057,20.9,64.1
246904,1099,21.7,70.9
246905,931,18.2,50
246906,1024,21.9,75
246907,872,19.4,47.8
246908,1022,22.3,56.5
246909,1072,23,75
246911,974,19.3,55.2
246912,988,20.6,85.2
246913,1025,21.3,75.3
246914,.,.,.
247901,939,20.4,60.7
247903,939,17.6,83.1
247904,943,20.1,70.6
247906,1009,20,71.4
248901,1170,19.4,45.7
248902,978,19.9,70
249901,972,20.3,39.5
249902,974,20.3,73.8
249903,1007,20.8,64.3
249904,1033,.,47.8
249905,995,22.2,65.2
249906,993,21.5,55.9
249908,.,.,27.3
250902,995,20.7,72.7
250903,965,20.1,59
250904,931,20.1,63.9
250905,.,18.9,81.8
250906,978,19.7,40.6
250907,975,19,77.1
251901,1030,21.1,61.1
251902,.,20.3,87
252901,960,20.9,55.9
252902,.,.,33.3
252903,1052,19.9,74.2
253901,992,16.4,46.3
254901,988,16.7,68.8
254902,693,13.7,.
