,SAT_avg,ACT_avg,SAT/ACT_pct
021804,.,.,.
021901,1112,22.5,82.3
021902,1007,18.4,52.5
022004,-1,.,33.3
022901,936,18,64.9
022902,.,-1,80
022903,.,.,.
023902,-1,23.8,50
024801,.,.,.
024901,979,18.4,72.8
025901,1014,20.5,67.8
025902,947,20.7,69
025904,-1,17.9,65
025905,-1,24.7,46.7
025906,.,-1,40
025908,-1,18.9,-2
025909,1023,21.6,88.2
026901,984,21.2,66
026902,864,-1,58.1
026903,1040,19.5,60
027903,1007,21.1,64.1
027904,977,20.5,69.7
028902,928,19,70.1
028903,864,19.3,55.4
028906,.,19.8,75
029901,1016,20.4,38
030901,-1,-1,30
030902,1017,20.2,44
030903,-1,18.9,84
030906,1004,19.6,93.8
031901,895,18.3,48.3
031903,937,18.4,59.1
031905,909,18.6,72.1
031906,879,18.1,43.4
031909,872,18.9,56.8
031911,893,18.3,71.2
031912,827,17.1,72.4
031913,725,12,60
031914,769,14.5,94.9
031916,1054,22.6,-2
032902,904,22.1,75.7
033901,.,21.6,55.6
033902,968,22.6,79.1
033904,-1,19.9,100
034901,-1,19.9,76
034902,-1,21.2,83.3
034903,928,19.2,94.1
034905,-1,19.6,97.1
034906,.,21.9,79.2
034907,-1,20.4,78.8
034908,.,.,.
034909,.,19.8,-2
035901,.,18.8,58.2
035902,.,17.1,66.7
035903,.,24.7,90.9
036901,944,19.7,59.4
036902,991,22.6,62.2
036903,915,18.3,59.4
037901,979,18.6,70
037904,1031,19.3,59.4
037907,988,20,47.3
037908,-1,-1,54.5
037909,993,.,42.9
038901,-1,19.7,90
039901,-1,21,70
039902,998,21.6,63.6
039903,-1,21.1,66.7
039904,1093,24.2,61.5
039905,1072,-1,66.7
040901,-1,16.6,47.6
040902,1022,18.9,93.8
041901,.,20.8,64.3
041902,.,19.1,83.3
042901,1019,18.9,69.4
042903,-1,18.3,43.8
042905,.,21,63.6
042906,.,18.8,62.5
043901,1071,23.4,80.7
043902,935,17.7,49.4
043903,1001,21.6,79.3
043904,1000,-1,51.7
043905,1060,22.6,75.9
043907,1051,22.1,73.5
043908,976,21.1,85
043910,1143,24.8,89.9
043911,968,17.4,39
043912,1039,22.9,87.2
043914,993,21.1,62.7
043917,875,19.4,62
043918,964,20.9,53.2
043919,-1,.,-2
044902,.,19.7,79.2
044904,.,16.6,100
045902,1046,21,49.5
045903,979,17.5,91.1
045905,990,21.8,77.5
046802,.,.,.
046901,1010,21.4,73.3
046902,1007,21.1,68.8
047901,927,18.6,75.5
047902,882,17,75
047903,-1,-1,50
047905,970,-1,83.3
048901,-1,17.2,61.1
048903,-1,18.8,75
049901,986,19.9,47
049902,1043,24.1,89.7
049903,1067,21.2,81.5
049905,1004,19.9,79.1
049906,989,23.5,68.8
049907,1074,23.1,79.5
049908,.,.,.
049909,.,.,.
050901,986,19,93.5
050902,992,20.3,53.3
050904,.,-1,40
050909,.,-1,25
050910,950,18.6,60.5
051901,-1,18.9,94.4
052901,-1,21.1,57.1
053001,976,19,64.8
054901,-1,17.1,66.7
054902,-1,17.9,52.6
054903,-1,17.3,44.4
055901,873,17.9,70.6
056901,1095,19.9,52.8
056902,.,-1,-1
057802,871,16.9,-2
057803,1130,24.6,-2
057804,-1,13.4,1.9
057805,.,.,.
057806,.,.,0
057807,841,17.1,60.7
057808,882,.,-2
057809,.,.,.
057810,.,.,.
057811,.,.,.
057813,.,.,.
057814,.,.,.
057815,835,-1,30.3
057816,.,.,.
057817,.,.,.
057818,-1,-1,41.7
057819,.,-1,-2
057821,.,.,.
057825,972,-1,-2
057827,.,.,.
057828,-1,17.5,3
057829,875,-1,65.4
057830,.,.,.
057831,.,.,.
057832,-1,.,3.2
057833,-1,.,27.3
057834,736,-1,9.2
057835,.,.,.
057836,.,.,.
057837,.,.,.
057838,.,.,.
057839,.,.,.
057840,.,.,-1
057903,1036,21.2,68.9
057904,889,18.3,78.1
057905,871,17.1,66.6
057906,916,18.8,78.5
057907,1001,19.4,74.5
057909,994,20,60.3
057910,979,19.3,49.9
057911,1174,25.2,-2
057912,972,19.3,54.1
057913,834,16.9,61.9
057914,983,18.8,57.4
057916,1056,22.6,88.4
057919,.,.,.
057922,1135,23.7,94.7
058902,-1,21.4,83.3
058905,.,22.4,55.6
058906,1046,19.4,36.5
058909,-1,19.7,58.3
059901,1036,19.8,44.3
059902,.,.,.
060902,-1,20.4,53.7
060914,.,.,-1
061802,-1,-1,21.1
061901,1013,20.5,69.2
061902,1078,21.9,84.5
061903,1040,22.5,61.8
061905,1038,23.6,66
061906,1046,22.5,56.3
061907,1035,21.6,62.5
061908,1023,21.3,52.1
061910,1095,23.5,93.4
061911,1024,20.4,69.4
061912,991,19.8,70.8
061914,936,21.5,52.5
062901,1024,20.7,66.5
062902,-1,.,-1
062903,1019,20.6,70.5
062904,926,20.7,56.8
062905,.,.,.
062906,.,.,.
063903,.,19.4,38.1
063906,.,18.9,100
064903,868,-1,73.7
065901,-1,23.2,66.7
065902,.,20.2,64.3
066005,.,.,.
066901,-1,16,90.5
066902,-1,15.7,50.7
066903,-1,18.3,76.7
067902,-1,20.6,24.6
067903,1024,21.4,49.3
067904,-1,19,45
067907,926,-1,36.4
067908,-1,19.8,86.7
068801,.,.,0
068901,963,20.7,41.4
069901,968,17.1,90.9
069902,-1,20.6,50
070801,-1,-1,43.8
070901,897,18,56.3
070903,1029,20.6,52.1
070905,903,-1,55.6
070907,1028,18.9,53.7
070908,1012,21.4,78.1
070909,.,21,62.5
070910,917,19.1,55
070911,994,20.8,69.2
070912,1012,22.5,53
070915,936,19.6,95.8
071801,-1,-1,-2
071803,.,.,0
071804,813,.,8.6
071805,-1,14.6,-2
071806,.,.,.
071807,.,.,.
071901,815,16.7,60.5
071902,937,20,70.4
071903,837,19.9,62.2
071904,831,15.1,69.2
071905,811,16.2,-2
071906,937,16.4,86.2
071907,847,16.5,82.3
071908,750,.,63.6
071909,890,18.8,60.5
072801,-1,-1,28.6
072802,.,.,0
072901,.,.,.
072902,974,20.5,67.7
072903,1006,22,80.8
072904,.,.,.
072908,957,-1,80
072909,-1,19.5,73.3
072910,.,.,.
073901,790,-1,47.6
073903,942,15.9,46.9
073904,.,.,.
073905,952,19.4,61.4
074903,994,20.9,56.3
074904,-1,17.9,47.1
074905,-1,19.1,76.5
074907,-1,21.9,73.3
074909,1033,21.3,65.3
074911,.,20.4,41.2
074912,933,20.2,76.5
074917,1036,19.2,80
075901,1022,22.2,71
075902,1019,21.3,58.8
075903,950,20.1,79.7
075906,1016,.,61.5
075908,945,-1,100
076903,.,17.9,82.4
076904,.,18.1,55
077901,.,19.9,50
077902,-1,19.9,60.6
078901,.,18.8,50
079901,1009,20.3,69.3
079906,1136,21.7,59
079907,1027,21.1,-2
079908,.,.,.
079910,959,19,77.4
080901,1057,21.9,52.6
081902,1063,20.2,58.7
081904,973,17.2,57.9
081905,860,18.3,47.4
081906,.,.,.
082902,.,17.2,-2
082903,945,19,44.9
083901,-1,17.7,85.7
083902,-1,20.6,100
083903,1037,22.6,48.1
084801,.,.,.
084802,.,.,.
084804,.,.,.
084901,956,17.5,51.2
084902,945,19.1,56.8
084903,976,-1,42.1
084904,828,17.3,68.5
084906,939,18,53
084908,878,-1,48.1
084909,978,21.7,55.6
084910,1078,22.6,78.6
084911,1119,24.7,88.5
085902,1011,21.9,54
085903,-1,20.4,-2
086024,.,.,.
086901,1049,21.9,68.8
086902,999,21.4,-2
087901,1202,22,84.6
088902,1028,19.4,71.3
089901,1045,19.9,73.2
089903,951,17.6,49.1
089905,892,.,50
090902,.,-1,28.6
090903,.,18.7,50
090904,1046,21,57.2
090905,.,.,.
091901,1054,21.6,56.3
091902,1080,20.9,77.8
091903,1036,21.3,53.3
091905,1172,22.7,70
091906,1057,20.4,56.7
091907,.,.,.
091908,1025,21.9,63.6
091909,1099,21.1,58.2
091910,1056,22.1,57.7
091913,1069,20.2,-2
091914,1009,21.8,56
091917,982,21.6,66.1
091918,1037,22.1,49.2
092801,-1,.,3.4
092901,968,20.7,49.5
092902,1022,18.7,46.6
092903,988,19.3,65.5
092904,1048,22.2,69.9
092906,937,19.3,45.2
092907,1076,22.4,84.6
092908,1042,21.8,63.5
093901,969,19.9,80
093903,997,22.6,68.6
093904,901,18,65.1
093905,-1,-1,40
094901,946,19.1,56.6
094902,999,21,63
094903,1049,22.1,78.8
094904,985,21.5,70.8
095901,-1,21.6,62.9
095902,-1,19.6,90
095903,-1,16.6,70.4
095904,-1,19.7,64.7
095905,968,19.9,49.6
096904,.,18.7,72.7
096905,.,20.6,40
097902,986,20.8,91.7
097903,1012,20.5,76.5
098901,-1,21.3,82.1
098903,.,.,.
098904,-1,19.4,77.3
099902,-1,19.1,90
099903,-1,19,60
100903,900,-1,63.1
100904,918,15.6,67.3
100905,1008,19.8,64.5
100907,990,19.7,60
100908,882,18,71.4
101801,.,.,.
101802,.,.,.
101803,-1,-1,-2
101804,789,15.8,59.1
101805,733,-1,94.1
101806,748,14.2,71.4
101807,.,.,.
101809,-1,.,3.7
101810,.,.,.
101811,.,.,-1
101812,788,-1,4.3
101813,.,.,.
101814,.,.,.
101815,.,.,.
101817,.,.,0
101819,.,.,.
101820,.,-1,33.3
101821,-1,17.9,28.6
101822,.,.,-1
101823,.,.,.
101828,.,.,.
101829,.,.,.
101831,-1,-1,4.2
101833,.,.,.
101834,-1,-1,7.7
101837,1024,-1,10.9
101838,877,-1,25.5
101840,.,.,.
101842,.,.,0
101845,982,18.7,-2
101846,914,-1,-2
101847,.,.,.
101848,.,.,.
101849,.,.,.
101850,.,.,.
101851,.,.,-1
101852,.,.,-1
101853,.,.,.
101854,.,-1,-1
101855,.,.,.
101856,.,.,.
101857,.,.,.
101858,.,.,.
101859,.,.,.
101860,.,.,.
101861,.,.,.
101902,891,16.9,54
101903,914,17.6,70.8
101905,875,17.7,62.1
101906,1027,18.8,58
101907,1030,21.7,76.9
101908,1024,21.3,48.9
101909,736,15.7,76.1
101910,886,17,53.3
101911,978,19.2,41.7
101912,953,19.6,74.4
101913,1055,22.3,78.7
101914,1079,23.1,84
101915,1050,22.3,78.1
101916,998,19.8,51.4
101917,950,19.2,45.5
101919,943,18.4,66.1
101920,1048,23.4,87.4
101921,1036,22.3,73.8
101924,877,17.3,58.2
101925,960,19.7,51.9
102901,.,-1,66.7
102902,977,19,59.3
102903,-1,18.2,68.4
102904,959,20,68.1
102905,-1,20.8,73.3
102906,-1,20.3,80
103901,.,18.9,-2
103902,.,21.6,77.8
104901,942,18.1,80.5
104903,-1,23.5,64.7
104907,.,19.2,85.7
105801,1017,.,62.5
105802,.,.,.
105902,905,18.5,57.8
105904,1120,23.7,95.8
105905,1015,21,81.1
105906,954,19.1,71
106901,-1,19.6,88.6
107901,989,22.2,56.3
107902,982,20.2,39.8
107904,-1,18,25.6
107905,925,20.7,43.8
107906,1002,17.8,31.7
107907,-1,16.3,100
107908,.,.,.
107910,-1,20.8,28.1
108801,.,-1,2.2
108802,.,.,0
108804,-1,-1,10.7
108807,903,18.8,-2
108808,.,.,.
108902,930,16.5,78
108903,822,16.3,81.2
108904,944,17.1,88.7
108905,862,15.7,71.1
108906,967,18.6,79.9
108907,947,17.8,79.3
108908,936,17.3,70.3
108909,870,16.9,91.7
108910,-1,17.3,79.7
108911,972,18.4,77.1
108912,926,17.1,50.7
108913,942,17.3,68.5
108914,723,16.6,42.9
108915,.,.,.
108916,.,15.9,80.9
109901,-1,21.9,83.3
109902,-1,18.8,66.7
109903,-1,20.3,78.9
109904,978,18.7,57.1
109905,962,18.8,66.7
109907,889,18.8,-2
109908,.,.,.
109910,.,.,.
109911,1019,21.4,49.4
109912,963,-1,72.7
109913,-1,19.6,41.2
109914,962,-1,37.5
110901,-1,17.8,65.5
110902,1023,20.1,50.3
110905,1035,19.2,91.7
110906,983,20.6,65.2
110907,941,20.9,73.5
110908,-1,22.3,72.7
111901,1018,21.7,61.6
111902,951,-1,73.7
111903,914,19.6,91.5
112901,993,21.2,52.2
112905,.,22,33.3
112906,-1,20.6,69.2
112907,.,17.9,86.7
112908,928,22,44.4
112909,-1,-1,41.7
112910,.,.,-1
113901,894,18.3,63.9
113902,1006,19.7,51.5
113903,951,19.7,86.2
113905,838,17.2,-2
113906,-1,16.9,83.3
114901,1126,21,37.6
114902,.,20.6,55.8
114904,-1,21.7,46.7
115901,771,14.8,75
115902,756,.,-2
115903,.,17.7,77.8
116801,.,.,-1
116901,1000,19.8,77.5
116902,1012,20.2,76.7
116903,1020,18.9,53.2
116905,994,19.4,58.2
116906,947,20.3,81.8
116908,963,17.9,37.3
116909,1031,20.7,66.7
116910,-1,18.8,45.8
116915,1006,19.5,-2
116916,941,20.5,50
117901,1070,21.9,65.6
117903,-1,20.7,58.9
117904,979,20.9,75
117907,.,.,.
118902,-1,20.9,66.7
119901,888,-1,40
119902,982,21.4,62.1
119903,949,-1,73.9
120901,949,20.2,65.2
120902,1007,20.1,65.9
120905,1006,20.3,65.3
121902,-1,17.7,80
121903,909,19.3,63.8
121904,977,18.3,71.9
121905,-1,19.3,68.4
121906,874,.,56
122901,945,20.6,-2
122902,.,-1,-1
123801,-1,.,-2
123803,.,.,.
123804,.,-1,1.6
123805,.,.,.
123806,.,.,.
123905,971,21.3,65.1
123907,820,16.6,65.6
123908,987,20.9,76.1
123910,911,18.4,72.4
123913,941,17.5,95
123914,940,21.3,76.8
124901,966,16.8,100
125901,1049,17.5,86.7
125902,-1,17.4,75.7
125903,1178,18.6,86.3
125905,858,17.3,85.4
125906,.,.,.
126901,973,20,47.5
126902,1032,21.9,61.9
126903,979,21.5,53.3
126904,1063,20.3,76.7
126905,975,21,53
126906,977,20.2,65
126907,976,17,54.9
126908,1013,18.8,38.6
126911,946,19,42.6
127901,854,19.1,29.6
127903,.,19.3,69.7
127904,965,19.1,51.1
127905,-1,-1,30
127906,-1,19.3,66.7
128901,958,20.3,52.7
128902,914,18.7,48.1
128903,870,-1,100
128904,920,20,88.9
129901,1022,21.7,48.7
129902,973,21.5,73
129903,929,21,52.7
129904,931,20,34.8
129905,947,19.9,53.2
129906,948,18.1,52.8
129910,995,21,62.2
130901,1067,23.8,94.7
130902,1013,20.6,71.8
131001,.,.,.
132902,.,19.6,83.3
133901,954,18.5,76.7
133902,.,.,.
133903,1009,20.1,63.9
133904,920,19.2,77.6
133905,.,.,.
134901,981,22,74.4
135001,-1,21,100
136901,905,21.3,73.3
137901,893,18.1,65.2
137902,.,.,.
137903,893,18.6,82.5
137904,959,19.2,97.1
138902,953,22.4,75
138903,.,19.2,78.3
138904,.,18.6,-2
139905,972,20.1,94.5
139908,-1,21.3,42.9
139909,1097,19.6,50.9
139911,1032,21.5,55.2
139912,-1,19.5,44.8
140901,.,12.8,83.3
140904,978,20.4,51.3
140905,-1,18.7,51.5
140907,.,22.1,68.8
140908,.,20.9,45.5
141901,975,21,49.7
141902,929,19.6,82.4
142901,-1,17.9,57.1
143901,970,20,63.9
143902,977,.,65.2
143903,932,18,56.3
143904,.,.,.
143905,.,.,.
143906,.,.,.
144901,1044,19.5,57.6
144902,944,19,66.7
144903,925,-1,80
145901,908,20,48.7
145902,966,21.8,70.5
145906,984,19.9,75
145907,-1,20.6,88.9
145911,952,20.2,68.2
146901,870,17.5,63.2
146902,954,19,46.7
146903,.,.,.
146904,927,17.3,53.4
146905,907,18,51.6
146906,929,18.4,63
146907,965,18.4,60.4
147901,.,17,27.8
147902,1042,20.2,63.8
147903,1114,19.3,68
148901,.,19.1,73.3
148902,.,21,100
148903,.,-1,-1
148905,.,.,.
149901,1036,18.5,72.8
149902,970,19,71.4
150901,922,20.4,75
152801,-1,.,3.2
152802,.,.,.
152803,-1,-1,8.6
152805,.,.,.
152901,1027,20.6,59.6
152902,-1,18.1,73.7
152903,1029,21.2,66.7
152906,1084,21.5,77
152907,1015,22.1,57.5
152908,954,18.3,56.9
152909,1021,20.1,70.6
152910,1043,22.3,75.5
153903,.,19.6,90.5
153904,914,20,71.1
153905,1123,22.4,72.2
153907,.,-1,33.3
154901,970,19.7,66.7
154903,986,22,61.5
155901,1004,17.8,97.1
156902,960,-1,60
156905,.,19.5,81
157901,1039,21,95.3
158901,1020,21.3,56.9
158902,972,20.3,48
158904,.,.,.
158905,1003,20.3,48.5
158906,928,17.8,-2
159901,851,17.7,69.3
160901,-1,21.4,77.1
160904,.,21.8,40
160905,.,17.6,77.8
161801,.,.,.
161802,.,.,.
161805,.,.,.
161807,.,.,.
161901,985,21.8,75.6
161903,1056,22.7,74
161906,868,17.6,41
161907,1017,23.4,68.8
161908,941,19.1,76.3
161909,1008,20.9,52.9
161910,924,19.2,78.1
161912,994,21.8,71.4
161914,958,18,38.9
161916,941,21.3,59.8
161918,968,19.6,67.6
161919,1008,21.7,58.3
161920,994,20.5,78.9
161921,942,19.4,58.3
161922,1133,21.7,58.1
161923,1013,21,73.7
161924,.,.,.
161925,.,.,.
162904,949,19.8,90.9
163901,912,20.5,76.3
163902,1116,21.5,78.9
163903,939,19.6,70.8
163904,968,20.2,66.7
163908,1095,20.9,58.7
164901,-1,18.4,95.8
165801,-1,.,3.7
165802,.,.,.
165901,1049,21.7,51.2
165902,1017,23.5,55.8
166901,916,22.1,71.1
166902,.,.,.
166903,972,23.5,56
166904,930,19.1,72.6
166905,970,20.1,59.5
166907,-1,.,-2
167901,1012,22,60
167902,-1,-1,25
167903,.,-1,-1
167904,-1,-1,50
168901,-1,19.3,52.5
168902,786,11.7,-2
168903,1002,18.9,90.9
169901,1031,20.4,57.5
169902,950,20.6,64
169906,-1,-1,36.4
169908,.,.,.
169909,-1,-1,-1
169910,-1,-1,60
169911,-1,20.8,40
170801,.,.,.
170902,1083,23.3,76.8
170903,1040,21.6,70.1
170904,1005,19.8,60.7
170906,999,21,60.1
170907,992,19.4,48.4
170908,958,19.8,42
171901,1123,21.2,33.8
171902,.,20.1,60
172902,986,17.3,59.4
172905,989,20.8,69
173901,.,15.6,83.3
174901,-1,16.8,64.7
174902,1039,21.6,40.7
174903,.,18.1,76.9
174904,1030,20.2,65.3
174906,1020,19.4,67.6
174908,988,20.6,77.5
174909,-1,19.3,84.6
174910,.,.,.
174911,1130,22.3,87.5
175902,944,19.6,63.9
175903,952,19,49.6
175904,-1,18.5,71.4
175905,-1,20.6,77.3
175907,-1,18.4,73.5
175910,910,19.6,75
175911,903,18.5,68.6
176901,.,19.5,42.1
176902,993,19.2,60
176903,913,18.7,34.6
177901,884,19.1,84.6
177902,945,20.1,63.2
177903,-1,-1,80
177905,-1,21.9,-2
178801,.,.,0
178802,.,.,.
178804,833,-1,24.1
178807,.,.,.
178808,.,.,.
178901,-1,16.3,78.9
178902,948,18.3,70.2
178903,979,21.2,72.6
178904,972,19,64.9
178905,.,.,.
178906,.,.,.
178908,1088,24.3,87.9
178909,915,17,70.9
178912,1030,20.9,60.9
178913,900,17.9,-2
178914,999,20,75.6
178915,753,15.8,54.3
179901,-1,21.5,62.9
180901,-1,17.9,-2
180902,.,19.5,89.7
180903,.,-1,-1
180904,.,.,.
181901,973,20.6,76.4
181905,1004,20.5,61.9
181906,828,16.4,75.9
181907,931,19.2,60.6
181908,965,21.6,58.5
182901,820,17.8,90
182902,966,-1,61.1
182903,907,19.4,47
182904,980,19.1,64.5
182905,.,19.9,63.6
182906,.,.,.
183801,.,.,0
183901,-1,18,-2
183902,1096,21.1,60.7
183904,905,18.4,64.3
184801,.,.,0
184901,930,-1,40.6
184902,942,20,50.8
184903,1035,21.1,58.2
184904,942,19.8,57.5
184907,1041,22.9,77.5
184908,992,23.3,69.4
184909,1104,20.7,50
184911,.,.,.
185901,.,15.6,94.7
185902,-1,20.2,61.5
185903,.,18.8,81.4
185904,.,-1,-1
186901,.,-1,-1
186902,875,16.9,32.8
186903,917,20,80
187901,974,18.5,93.8
187903,848,16.4,66.7
187904,889,17.2,81.8
187906,.,17.6,71.4
187907,954,18.9,65.2
187910,934,20.5,69.6
188801,-1,-1,5.7
188901,1037,19.4,59
188902,1016,21.1,64.1
188903,-1,18,86
188904,.,.,.
189901,-1,16.3,92.9
189902,791,17,77.3
190903,962,18.4,58.8
191901,1058,22,68.9
192901,1011,20.4,75.9
193801,.,.,.
193902,1034,20.5,-2
194902,-1,20.1,63.6
194903,-1,18.8,84.4
194904,-1,20.8,61
194905,1081,21.7,64.3
195901,848,21.3,35
195902,-1,16.8,80
196901,-1,18.8,70
196902,-1,20.3,82.4
196903,958,18.5,61
197902,.,22.6,88.9
198901,883,19.4,84.6
198902,-1,-1,33.3
198903,979,20.5,71.4
198905,779,-1,52
198906,876,-1,46.2
199901,1047,21.7,77.7
199902,991,21.3,50.3
200901,-1,21,70.3
200902,990,20,90.9
200904,-1,20,70.6
200906,.,.,.
201902,1072,20.5,64
201903,.,-1,-1
201904,.,-1,11.1
201907,.,18.1,73.9
201908,995,20.4,70.8
201910,1030,18.9,60.3
201913,-1,19.2,68
201914,-1,18.7,63.6
202903,1029,19.9,71.1
202905,863,-1,93.5
203901,910,17.6,74.6
203902,.,18,95.7
204901,873,16.5,82.3
204904,939,19.5,47.4
205901,933,19.9,61.8
205902,1000,21.5,75.9
205903,998,18.9,54.6
205904,-1,16.8,64.4
205905,870,17.3,75.9
205906,961,17.8,88.7
205907,-1,16.4,63.4
206901,1110,21,79.4
206902,-1,21.4,100
206903,-1,16.8,100
207901,-1,18.6,68.3
208901,-1,-1,40
208902,1040,20.2,55.1
208903,.,19.6,46.7
209901,909,19.4,80
209902,1010,.,66.7
210901,1031,18.8,81.5
210902,-1,18.5,63.6
210903,-1,18.6,66.7
210904,933,18,78.6
210905,-1,18.6,70.6
210906,.,.,.
211901,.,.,.
211902,-1,20.2,87.2
212801,.,.,.
212803,-1,.,-2
212901,961,19.1,41.7
212902,1016,21.1,43.2
212903,996,20.7,67
212904,925,18.7,48.2
212905,972,18.7,73.7
212906,1034,22.2,69
212909,913,18.9,52.6
212910,872,17.8,36.5
213801,-1,-1,7
213901,1031,22.4,81.4
214901,868,16.4,55
214902,884,18.6,94.4
214903,865,16.9,86.1
215901,981,20.6,63.2
216901,-1,18.6,-2
217901,-1,20.9,52.9
218901,-1,19.6,86
219901,.,20.5,66.7
219903,-1,19.6,60.6
219905,-1,19,72.7
220801,-1,-1,29.4
220802,.,.,.
220804,-1,14.6,6.7
220806,.,.,0
220808,.,.,.
220809,1060,22.1,100
220810,.,.,.
220811,.,.,.
220812,-1,.,3.1
220813,.,.,.
220814,.,.,.
220901,1022,21,68.6
220902,1026,21.2,63.5
220904,866,17.3,61.7
220905,943,18.3,62.2
220906,1086,23.2,92.8
220907,1041,21.4,78.1
220908,989,20.6,65.5
220910,889,19,63
220912,988,20.6,73.7
220914,955,20.2,72.1
220915,996,22.5,53.7
220916,1023,21,65.8
220917,932,20.5,50.7
220918,997,22.3,53.8
220919,1119,24.3,-2
220920,979,20.1,49.6
221801,.,-1,1
221901,1016,20.4,64.4
221904,930,19.4,79.7
221905,-1,18,72.7
221911,1019,22,93.5
221912,1035,22.1,80.2
222901,.,20,88.9
223901,1007,19.1,54.5
223902,-1,18.4,70.8
223904,-1,21.1,80
224901,-1,21.9,81.8
224902,-1,20.7,77.8
225902,1008,19.5,37.3
225905,.,.,.
225906,1051,23.2,54.9
225907,.,.,.
226901,.,20.2,88.9
226903,1000,20.2,66.1
226905,-1,23.8,72.7
226906,1039,22.1,80
226907,971,18.6,61.6
226908,-1,16.6,80
227801,935,-1,28.6
227803,.,.,.
227804,1028,20.4,72.7
227805,.,.,.
227806,-1,17.4,-2
227812,.,.,.
227814,1038,-1,88.2
227816,.,.,0
227817,.,.,.
227818,.,-1,5.4
227819,.,.,.
227820,.,.,.
227821,.,.,.
227822,.,.,.
227823,.,.,.
227901,1034,20.9,81.1
227904,1006,20.8,76.7
227907,929,19.9,52.7
227909,1192,25.6,-2
227910,845,16.6,55.7
227912,1062,21.4,80
227913,1107,23.5,99.1
228901,965,19.6,80
228903,959,19,64
228904,929,-1,70
228905,-1,.,66.7
229901,907,19.2,74.3
229903,882,17.4,97.6
229904,971,20.5,49.1
229905,962,20.2,45
229906,1000,-1,66.7
230901,1118,20.6,66.7
230902,992,19.6,67
230903,-1,18.3,55.9
230904,841,17.4,82.6
230905,1024,21,90.9
230906,956,19.9,74.5
230908,-1,21.2,65.3
231901,920,16.8,81.1
231902,-1,18.6,-2
232801,-1,-1,-1
232901,-1,21.5,100
232902,1001,18.8,67.9
232903,919,18.5,50
232904,-1,21.5,-2
233901,930,18.6,49.9
233903,939,-1,56.3
234801,.,-1,6.3
234902,1022,21.9,66
234903,1022,20.7,64.2
234904,948,20.5,54.7
234905,1018,24,75
234906,943,20.8,51.6
234907,978,22.7,49.6
