,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,dist_num,county_num,attendance
045902,159,140,153,116,240,1159,309,1711,75,261,606,20.9,20.6,20.1,32313,13.9,9.5,COLUMBUS ISD,045902,045,96.7
045903,182,122,81,96,377,488,596,1466,116,311,859,16.9,17.9,17.6,29811,10.9,6,RICE CONS ISD,045903,045,94.9
045905,56,63,61,63,132,384,125,646,33,133,296,16,14.2,17.8,34809,16.8,9.9,WEIMAR ISD,045905,045,96.9
046801,25,16,15,2,3,32,36,72,2,27,57,11.3,13,14.7,23631,3.8,0,NANCY NEY CHARTER SCHOOL,046801,046,.
046901,566,425,409,371,81,3279,2494,5881,389,741,2115,24.3,21.2,23.9,33895,12.5,7.7,NEW BRAUNFELS ISD,046901,046,95.5
046902,908,795,696,546,115,8049,1962,10182,786,1569,2755,17.9,18.7,18.7,32127,11.6,11.6,COMAL ISD,046902,046,95.7
047901,124,87,77,76,10,887,488,1397,173,227,731,17.8,18.4,21.5,32057,12.3,8.3,COMANCHE ISD,047901,047,96.3
047902,61,41,56,37,0,520,252,773,58,128,425,16,14.3,15.2,32118,14.4,9.5,DE LEON ISD,047902,047,96.4
047903,20,14,16,14,0,143,91,234,13,44,147,14.3,12.5,13.9,29977,10.4,4.2,GUSTINE ISD,047903,047,96.9
047905,17,13,16,9,1,117,21,141,0,45,84,12.7,8.6,13.3,34971,18.3,12.5,SIDNEY ISD,047905,047,97.1
048901,31,32,33,31,4,194,178,377,37,54,214,12.6,13.6,15.4,33192,13.5,8.9,EDEN CONS ISD,048901,048,95.7
048903,13,21,16,16,4,100,58,162,10,24,80,13.2,9.7,12.4,30779,8.9,5.6,PAINT ROCK ISD,048903,048,96.7
049901,262,202,166,156,270,1971,608,2895,277,431,1473,18.8,19.1,21.3,35572,15.8,11.3,GAINESVILLE ISD,049901,049,95.4
049902,36,36,35,25,2,449,9,465,31,54,98,20.6,13.3,16.2,32859,11.9,7.6,MUENSTER ISD,049902,049,98.2
049903,56,46,26,39,0,549,52,604,44,87,171,13.8,12.4,17.3,31633,9.5,6.2,VALLEY VIEW ISD,049903,049,96.8
049905,106,65,83,70,2,1032,26,1075,95,154,255,18.5,18.2,18.4,32955,13.3,5.7,CALLISBURG ISD,049905,049,96.4
049906,36,30,42,33,0,373,15,390,41,29,91,13.3,17.1,15.9,31405,10.9,6.5,ERA ISD,049906,049,97.3
049907,41,45,36,43,1,502,2,518,41,36,15,18.4,14.7,18.3,34729,14.8,9.2,LINDSAY ISD,049907,049,98.3
049908,0,0,0,0,0,60,1,64,1,9,36,.,.,.,27445,6.2,3,WALNUT BEND ISD,049908,049,97.3
049909,0,0,0,0,0,63,4,67,1,9,23,8.7,10,10,31742,8.9,5.4,SIVELLS BEND ISD,049909,049,97.4
050901,25,34,20,14,1,238,47,291,0,34,150,19,15.2,17.1,32584,13.9,8,EVANT ISD,050901,050,95.6
050902,219,188,161,137,118,2095,271,2494,141,305,830,23.5,20.6,22.4,32435,14.6,9.5,GATESVILLE ISD,050902,050,95.5
050904,20,17,12,10,0,145,32,177,5,26,68,11.7,11.1,16,29083,10.2,3.9,OGLESBY ISD,050904,050,96.3
050909,16,18,14,16,0,227,0,230,9,30,69,17.6,15.3,17,34834,16,11.6,JONESBORO ISD,050909,050,97.1
050910,670,506,457,419,1929,4221,758,7238,520,907,2664,21.3,21.1,23.5,30544,10.2,6.5,COPPERAS COVE ISD,050910,050,95.8
051901,33,32,26,27,75,206,108,389,38,77,258,14.7,13.4,17.5,35612,16.9,13.5,PADUCAH ISD,051901,051,95.7
052901,113,100,82,70,38,497,564,1101,38,241,412,15.8,14.6,15.8,38412,14.4,8.5,CRANE ISD,052901,052,95.1
053001,75,67,86,63,4,385,583,977,48,90,499,14.6,14.1,14.1,35594,13,9.1,CROCKETT CO CONS CSD,053001,053,96.3
054901,42,46,42,42,36,177,293,507,99,97,326,11.3,10.6,11.9,31652,11.5,6.3,CROSBYTON ISD,054901,054,95.8
054902,36,36,25,32,28,114,288,430,48,84,317,12.2,9.7,15.4,33000,11.9,8,LORENZO ISD,054902,054,95.2
054903,53,63,52,40,16,186,481,683,80,120,522,14.4,13.5,20,29140,8,4.2,RALLS ISD,054903,054,96.2
055901,69,63,50,53,0,142,638,795,56,88,615,11.5,11.6,11.5,33266,10.4,5.8,CULBERSON COUNTY-ALLAMOORE ISD,055901,055,96.2
056901,127,113,105,96,40,1061,463,1576,66,249,800,15.6,15.3,16.9,32343,12.6,6.9,DALHART ISD,056901,056,95.4
056902,10,15,12,8,0,130,48,178,14,25,91,12.7,8.9,11.4,31695,13.6,9,TEXLINE ISD,056902,056,96
057801,120,228,135,80,130,421,139,728,23,47,334,15.1,13.5,13.4,32575,2.4,0.5,RENAISSANCE CHARTER SCHOOL,057801,057,98.1
057802,36,23,0,0,35,60,66,166,31,1,31,15,.,16.9,32563,0,0,PEGASUS CHARTER SCHOOL,057802,057,91.2
057803,37,0,0,0,44,242,22,360,11,9,0,19.9,15.3,18,27736,3.4,0.2,NORTH HILLS SCHOOL,057803,057,97
057804,447,143,107,55,365,46,336,752,0,40,237,43.7,34.3,21.7,28992,2.4,0.6,DALLAS CAN ACADEMY CHARTER,057804,057,84.1
057806,6,5,1,0,67,10,3,80,0,15,51,10,8.3,8,21809,7.8,0,EAGLE ADVANTAGE SCHOOL,057806,057,.
057807,0,0,0,0,152,79,45,283,24,6,125,.,.,.,25057,8.5,0,LIFE CHARTER SCHOOL OF OAK CLIFF,057807,057,.
057808,0,0,0,0,72,3,0,76,8,0,25,.,.,.,33605,6.5,0,UNIVERSAL ACADEMY,057808,057,.
057809,0,0,0,0,69,13,15,100,0,2,51,.,.,.,28000,0,0,WEST OAK CLIFF CHARTER SCHOOL,057809,057,.
057903,1956,1610,1234,1112,2093,10807,6489,22420,2153,2367,6390,20.1,19.7,20.5,35413,10,5.8,CARROLLTON-FARMERS BRANCH ISD,057903,057,95.9
057904,582,449,453,354,2270,2911,795,6144,432,533,1273,19.1,19.3,22.3,33661,9.7,4.5,CEDAR HILL ISD,057904,057,97.9
057905,14838,8895,6553,6138,62956,14846,78858,159908,32785,14156,115987,21.3,23,23.7,35908,13,9.8,DALLAS ISD,057905,057,94.5
057906,664,511,452,389,3076,2822,586,6573,579,647,1080,20.5,20.1,20.3,33711,10.6,6.2,DESOTO ISD,057906,057,96
057907,910,964,789,658,4153,4229,1697,10398,1044,1117,3541,21.2,21.6,22.2,34770,11.2,7,DUNCANVILLE ISD,057907,057,94.8
057909,3878,3179,2928,2567,7695,25412,11711,47967,3305,6097,15903,25.8,25.1,27.4,35012,11.4,7.7,GARLAND ISD,057909,057,95.5
057910,1667,1273,1126,1018,2534,7409,8329,19183,1270,2950,8510,20.3,22.8,23.5,34769,10.8,7.7,GRAND PRAIRIE ISD,057910,057,96
057911,452,424,403,364,7,5577,76,5754,885,499,0,24.7,24.4,25.3,38425,11.1,6.2,HIGHLAND PARK ISD,057911,057,97.1
057912,2251,1751,1437,1238,3911,10349,11553,27651,2259,3218,13957,21.1,20.5,23,35606,10.4,7.1,IRVING ISD,057912,057,95.7
057913,400,292,237,231,2643,1041,527,4248,343,521,2092,21.6,18.9,18.9,32141,8.7,4.7,LANCASTER ISD,057913,057,94.5
057914,2895,2364,1891,1748,4671,20541,4815,31379,1913,4453,8792,25.4,25.5,28.5,33941,10.2,7.2,MESQUITE ISD,057914,057,95.1
057916,2735,2482,2261,2014,7302,18004,5702,34202,1327,3641,10557,24,24.6,24.9,36801,11.1,8,RICHARDSON ISD,057916,057,96
057919,0,0,0,0,6,331,18,356,59,33,14,15.5,14,15.7,33838,11.7,7.7,SUNNYVALE ISD,057919,057,97.2
057920,235,213,178,149,2760,227,646,3651,202,243,3041,23,21.3,24.1,33280,11.2,7.9,WILMER-HUTCHINS ISD,057920,057,93.1
057922,610,501,504,378,254,6648,577,8422,1313,643,272,26.8,21.3,21.9,34188,9.8,3.6,COPPELL ISD,057922,057,96.9
058902,12,17,10,10,0,114,63,177,8,19,83,12.8,14.4,10.1,34241,13,7.3,DAWSON,058902,058,95.9
058905,19,18,13,21,0,179,71,252,22,38,80,9.4,11.7,10.9,34549,14,8.1,KLONDIKE ISD,058905,058,96.3
058906,225,197,203,147,115,692,1742,2550,90,287,1534,17.6,16.3,18.3,31792,11.2,8.8,LAMESA ISD,058906,058,94.9
058909,17,17,24,8,0,112,128,240,8,25,129,16.7,15.1,19.2,36123,13.9,4.6,SANDS ISD,058909,058,96.5
059901,398,329,278,266,76,1025,3197,4313,179,530,2846,18.3,16.1,18.4,32153,12.1,8.9,HEREFORD ISD,059901,059,96.1
059902,0,0,0,0,0,69,59,128,8,14,80,.,.,.,29095,6.1,4.3,WALCOTT ISD,059902,059,97.2
060902,66,60,70,66,149,780,19,957,83,175,396,19,15.9,20.3,30574,11.1,8.6,COOPER ISD,060902,060,95.3
060914,25,17,16,13,80,147,11,241,22,57,152,15.9,8.6,14.5,28636,8.3,6.8,FANNINDEL ISD,060914,060,95.7
061901,1224,914,731,672,1456,8842,2413,12947,1438,1699,4589,22.7,22,23.4,32901,9.9,6.2,DENTON ISD,061901,061,94.9
061902,2854,2336,2085,1835,2199,27889,3521,34870,2188,4593,3254,20.3,21.7,22.8,34856,10.5,5.8,LEWISVILLE ISD,061902,061,96.4
061903,84,81,77,62,60,1006,156,1233,118,180,383,16.7,16.5,16.7,31527,10.8,5,PILOT POINT ISD,061903,061,95.5
061905,91,61,70,63,20,971,92,1089,68,175,256,14.8,14.4,16.5,31730,10.7,6,KRUM ISD,061905,061,96.4
061906,54,32,38,31,4,539,42,588,47,78,115,10.4,8.7,10.7,27273,7.2,3.8,PONDER ISD,061906,061,95.7
061907,66,75,74,55,0,860,67,931,38,153,164,16.1,17.5,19.2,28475,6.5,3.9,AUBREY ISD,061907,061,94.9
061908,186,152,122,136,44,1838,162,2061,188,362,539,21,19.9,19.9,30973,9.9,5.3,SANGER ISD,061908,061,96.1
061910,0,0,0,0,5,654,30,693,140,107,75,20.8,19.8,22.6,32572,10.9,6.9,ARGYLE ISD,061910,061,96.8
061911,494,377,302,281,48,4405,370,4925,516,559,1093,18.8,18.7,20.9,34234,10.1,5.4,NORTHWEST ISD,061911,061,95.2
061912,213,200,180,127,128,2451,215,2856,255,373,388,20.2,19,19.9,30977,8.5,5.6,LAKE DALLAS ISD,061912,061,95.7
061914,135,85,85,68,14,1096,375,1497,108,233,600,17.8,16.5,20.1,28732,7.3,3.1,LITTLE ELM ISD,061914,061,95.1
062901,236,193,160,138,299,983,721,2009,104,262,1040,18.1,18.1,18.8,32815,12.9,8.3,CUERO ISD,062901,062,96.1
062902,10,7,4,10,2,56,59,117,2,21,77,7.8,6.6,9.4,34563,15.7,9.7,NORDHEIM ISD,062902,062,94.5
062903,155,134,131,97,228,810,510,1549,139,207,780,18.4,14.1,17.2,34263,16.7,12,YOAKUM ISD,062903,062,96
062904,57,56,60,59,15,472,281,769,53,74,335,15.9,12.6,15,31798,12.9,8,YORKTOWN ISD,062904,062,96.8
062905,0,0,0,0,0,39,21,60,9,6,47,.,4,.,33662,12.8,5.1,WESTHOFF ISD,062905,062,97.9
062906,0,0,0,0,0,146,12,160,7,12,23,.,16,18.7,34247,16.9,13.4,MEYERSVILLE ISD,062906,062,97.9
063903,22,22,22,31,24,189,102,316,21,60,194,10.5,11.6,11.2,31784,11.7,7.6,SPUR ISD,063903,063,95
063906,13,6,8,10,0,103,41,146,11,29,123,10.7,10.7,11.3,27763,6.8,4.2,PATTON SPRINGS ISD,063906,063,96.5
064901,27,22,23,29,2,4,358,364,28,27,330,14.6,16,16,32449,11.3,6.3,ASHERTON ISD,064901,064,94.9
064903,200,167,146,140,20,252,1963,2254,217,281,1867,21.5,22,21.4,33176,13.2,8.2,CARRIZO SPRINGS CONS ISD,064903,064,95.5
065901,42,51,34,32,60,405,42,513,47,71,219,13.7,8.3,18.5,32878,12.3,6.4,CLARENDON ISD,065901,065,97
065902,15,13,12,18,0,153,17,174,0,18,106,12.3,8.3,9.4,26635,9.4,6,HEDLEY ISD,065902,065,97.4
066005,0,0,0,0,0,0,24,24,1,1,24,.,.,.,44922,7,6.3,RAMIREZ CSD,066005,066,97
066901,41,42,38,41,0,10,519,529,37,73,409,15.6,13.9,13.3,34176,18.4,16.2,BENAVIDES ISD,066901,066,94.3
066902,135,113,95,97,1,11,1618,1637,162,220,1448,24.9,24.6,23.8,31754,12.3,9.8,SAN DIEGO ISD,066902,066,94.4
066903,87,78,72,65,3,223,847,1074,70,133,662,13,12.8,12.1,36177,15.5,11,FREER ISD,066903,066,95.4
067902,75,75,68,63,28,762,102,898,74,199,470,15.9,13.8,16.3,31834,12.5,8.7,CISCO ISD,067902,067,95.5
067903,97,105,102,70,13,1037,168,1237,92,177,491,17.2,17,18,31810,12.9,8,EASTLAND ISD,067903,067,95.9
067904,37,42,28,38,0,316,138,456,36,66,273,14,14.8,13.9,30364,10.6,7.4,GORMAN ISD,067904,067,97.1
067907,53,38,30,30,11,351,103,470,39,94,272,13.8,12.6,16.2,34267,13.7,10.1,RANGER ISD,067907,067,96.5
067908,17,18,18,15,0,207,25,233,51,52,141,16.1,9.2,14.2,31397,12.3,6.4,RISING STAR ISD,067908,067,96.6
068901,2380,2217,1745,1414,1436,11851,14814,28389,2583,3298,16386,20.1,20.9,22,31089,10.5,8.3,ECTOR COUNTY ISD,068901,068,94.7
069901,39,30,36,44,2,108,317,430,14,61,319,11.3,11.9,14,32926,13.8,7.9,ROCKSPRINGS ISD,069901,069,96.1
069902,29,31,30,21,4,276,109,390,19,77,277,16.2,14.2,16.6,32279,12.1,8.6,NUECES CANYON CONS ISD,069902,069,95.8
070901,21,18,16,17,9,144,98,253,16,52,159,16.6,15.1,18.3,32870,11.7,6.5,AVALON ISD,070901,070,96.3
070903,398,320,257,259,792,2227,1747,4777,443,735,2309,21.4,22.3,23.2,35427,13,8.4,ENNIS ISD,070903,070,95.9
070905,159,143,101,86,230,990,654,1882,101,357,924,18.3,16.5,18.9,30830,9.7,5.6,FERRIS ISD,070905,070,95.8
070907,53,47,46,42,151,405,89,650,60,159,330,13.8,12.8,16.9,33445,9.8,6.1,ITALY ISD,070907,070,96.3
070908,345,280,313,274,104,3522,396,4061,352,536,748,19.9,19.2,19.3,34020,11.6,5.5,MIDLOTHIAN ISD,070908,070,96.5
070909,24,12,17,14,49,95,37,181,12,37,120,10,11,12.3,30720,11,5.7,MILFORD ISD,070909,070,96.6
070910,87,74,60,49,9,698,233,943,91,147,378,17.8,17,20.6,30932,8.7,4,PALMER ISD,070910,070,95.3
070911,363,326,255,219,180,3423,542,4180,284,697,696,23.1,24.1,23.5,32889,10.5,5.8,RED OAK ISD,070911,070,96.1
070912,493,438,430,320,975,3398,1183,5589,419,672,1983,24.2,22.7,25.3,34707,12.2,8.2,WAXAHACHIE ISD,070912,070,96.1
070915,79,55,49,55,19,619,158,799,48,185,278,15.1,15.4,15.4,32526,9.7,3.4,MAYPEARL ISD,070915,070,95.5
071801,16,13,0,0,3,33,52,92,0,5,22,16.3,16,13,21958,5.7,0,BURNHAM WOOD CHARTER SCHOOL,071801,071,.
071901,607,453,345,286,40,424,6523,7000,348,575,6087,18.7,20.1,21.3,33280,9.6,4.7,CLINT ISD,071901,071,95.8
071902,6059,4371,3570,3471,2968,10662,48361,62945,3747,5790,42004,22.1,22,22.7,34289,13,10.7,EL PASO ISD,071902,071,95.3
071903,293,186,162,138,3,76,2725,2819,113,204,2715,21,20.9,21.8,31421,9.9,5.7,FABENS ISD,071903,071,96.4
071904,300,213,187,186,3,28,3593,3625,188,296,3486,19.2,19.3,20.9,31637,7.9,3.4,SAN ELIZARIO ISD,071904,071,96.6
071905,3950,3619,3683,3267,1171,4623,40995,47238,2954,4913,33937,21.9,24.8,24.2,33684,10.9,9.1,YSLETA ISD,071905,071,95
071906,92,64,40,43,0,40,763,803,12,63,682,19.8,15.1,17.8,36408,11.6,7.5,ANTHONY ISD,071906,071,96.4
071907,411,305,232,216,18,272,4256,4550,304,376,3638,21.3,18.7,20.1,32138,11.1,6.8,CANUTILLO ISD,071907,071,95.8
071908,68,48,31,48,9,14,817,842,32,53,813,16.5,19.1,20.8,33392,10.2,3.4,TORNILLO ISD,071908,071,95.9
071909,2198,1574,1374,1187,289,1940,21215,23566,1736,2447,15838,22.1,23.1,24.2,32711,9.9,5.7,SOCORRO ISD,071909,071,95.6
072901,0,0,0,0,0,32,34,66,0,12,43,.,.,.,31590,9.3,6.5,THREE WAY ISD,072901,072,97.3
072902,121,99,76,58,4,942,561,1511,114,157,895,16.7,17.1,19.8,33510,13.3,9.2,DUBLIN ISD,072902,072,95.6
072903,312,237,249,209,34,2757,542,3363,219,412,970,21.4,22,20.4,34484,14.3,9.5,STEPHENVILLE ISD,072903,072,95.9
072904,0,0,0,0,3,58,3,64,9,9,31,8.3,6.7,10,29725,8.9,7.3,BLUFF DALE ISD,072904,072,96.6
072908,21,15,23,18,0,187,62,250,5,46,98,13.7,11.1,11.6,29979,10,6.6,HUCKABAY ISD,072908,072,96.1
072909,20,20,11,17,1,141,108,254,10,46,144,21.3,12.4,16.3,30255,10.7,8.3,LINGLEVILLE ISD,072909,072,96.4
072910,0,0,0,0,0,86,7,94,18,10,49,.,.,11.7,31197,13.8,11,MORGAN MILL ISD,072910,072,96.2
073901,34,30,30,23,102,142,139,383,19,48,300,15.9,13.9,19.3,29376,8.9,5.4,CHILTON ISD,073901,073,95.3
073903,124,131,107,94,924,434,312,1674,75,301,1077,17.6,16,17,31032,12,7.7,MARLIN ISD,073903,073,94.9
073904,0,0,0,0,1,103,3,107,6,13,5,11.5,11,11,29528,11.2,5.5,WESTPHALIA ISD,073904,073,98.1
073905,89,95,77,60,185,658,198,1045,76,195,468,17.5,16.9,19.6,30879,11.6,7.4,ROSEBUD-LOTT ISD,073905,073,96.3
074903,164,145,127,121,205,1755,98,2088,194,395,945,14.9,16,18.4,30680,11,7.7,BONHAM ISD,074903,074,94.9
074904,18,14,17,17,1,233,0,236,13,43,96,16.1,10.5,16.2,27212,6.7,5.5,DODD CITY ISD,074904,074,96
074905,25,12,11,16,0,217,4,231,22,42,69,15.4,12.8,14.1,29666,8.5,6.4,ECTOR ISD,074905,074,95.2
074907,70,66,53,59,118,593,28,740,66,130,323,16.9,17.2,20.6,32953,11.5,7.1,HONEY GROVE ISD,074907,074,96.5
074909,61,58,51,50,39,702,47,793,62,148,284,17.6,16.7,18.4,29943,8.8,5.5,LEONARD ISD,074909,074,94.8
074911,21,24,21,14,0,361,8,371,15,56,124,10.2,10.1,14.1,30943,11.5,7.3,SAVOY ISD,074911,074,96.8
074912,36,22,27,25,8,370,34,413,20,53,145,13.3,13.2,14.3,32945,13.4,6.6,TRENTON ISD,074912,074,96.6
074917,35,41,27,32,4,352,18,380,50,54,142,13.3,10.7,11.2,31281,12,8.9,SAM RAYBURN ISD,074917,074,95.1
075901,59,49,37,30,35,325,214,576,42,56,276,15.4,14.7,17,33296,14.9,10.4,FLATONIA ISD,075901,075,96.3
075902,195,148,143,137,209,1368,374,1963,93,250,770,21.6,19.7,21.6,32705,14.2,9.7,LA GRANGE ISD,075902,075,95.8
075903,56,58,59,48,148,434,103,689,50,109,285,17.1,20.7,17.3,32536,14.1,9.4,SCHULENBURG ISD,075903,075,96.9
075906,19,22,27,20,7,255,2,265,32,24,50,16.9,14.4,18.9,31950,13,7.6,FAYETTEVILLE ISD,075906,075,97.1
075908,26,25,12,16,21,209,7,238,31,29,43,17.6,10.6,16.8,33082,13.8,8.6,ROUND TOP-CARMINE ISD,075908,075,97.2
076903,24,30,28,23,9,229,87,325,25,73,168,10.2,8.5,11.4,31713,10.2,4.7,ROBY CONS ISD,076903,076,96.4
076904,31,30,41,29,40,218,146,404,63,107,193,15.5,10,13.4,34591,13.4,8,ROTAN ISD,076904,076,96.8
077901,85,71,84,66,65,357,720,1143,47,129,743,15.4,14.5,12.5,32219,12.2,7.5,FLOYDADA ISD,077901,077,95.9
077902,72,73,62,48,22,321,476,820,78,124,433,15.2,12.9,20.5,33071,11,7.4,LOCKNEY ISD,077902,077,96.8
078901,31,27,14,26,17,231,98,347,27,87,241,17,15.8,15.2,30686,11.2,6.9,CROWELL ISD,078901,078,96.2
079901,1341,1012,824,773,1893,5605,7052,14722,947,1867,6927,20.3,20.9,21.6,34110,10.9,7,LAMAR CONSOLIDATED ISD,079901,079,94.8
079906,232,195,154,183,158,1645,574,2390,128,308,487,19.4,16.2,19.9,35107,13,7.9,NEEDVILLE ISD,079906,079,96.3
079907,4768,3950,3643,3075,13968,21138,8495,50890,5999,5179,10410,22.7,23.6,24.7,34626,11.1,6.5,FORT BEND ISD,079907,079,95.8
079908,0,0,0,0,57,0,48,105,0,6,92,.,.,.,28242,9,4.3,KENDLETON ISD,079908,079,96.5
079910,259,208,165,144,567,731,951,2768,153,268,787,21.9,20.7,19.6,33884,9.7,4.5,STAFFORD MSD,079910,079,96
080901,134,109,117,107,91,1255,188,1544,144,270,489,17.5,15.8,18.1,32340,11.3,7.2,MOUNT VERNON ISD,080901,080,96.4
081902,141,109,94,110,377,1067,129,1590,86,211,616,15.8,15,17.8,35390,13.8,8.7,FAIRFIELD ISD,081902,081,95.4
081904,102,94,92,67,227,801,122,1158,37,172,219,15.4,16.1,19,35401,13.7,9,TEAGUE ISD,081904,081,97.8
081905,27,25,26,26,69,239,17,327,25,67,124,11.6,9.5,10,32755,10.7,5,WORTHAM ISD,081905,081,94.9
081906,0,0,0,0,3,59,5,69,9,15,22,.,.,.,29176,9.7,7.7,DEW ISD,081906,081,97.3
082902,84,59,61,53,7,140,796,944,109,157,713,12.7,10.5,13.4,35162,12.3,6.7,DILLEY ISD,082902,082,95.1
082903,177,177,162,131,8,296,2075,2392,172,306,1759,16.3,16.5,19,33664,11.7,8.8,PEARSALL ISD,082903,082,95.7
083901,55,49,41,37,57,192,469,719,41,96,494,18.1,17.4,16.3,33960,10.9,7.5,SEAGRAVES ISD,083901,083,96.1
083902,12,18,16,17,0,95,87,182,6,19,106,9.5,7.8,10,37309,14.5,8.7,LOOP ISD,083902,083,97.9
083903,211,167,158,143,94,1314,966,2380,132,320,1293,19.6,19.5,20,37641,13.5,8.7,SEMINOLE ISD,083903,083,96
084801,0,0,0,0,163,17,8,188,2,2,79,13,13,13,28818,7.4,0,MAINLAND PREPARATORY ACADEMY,084801,084,.
084901,524,396,364,283,753,3268,1643,5895,773,578,2956,20.8,23,24.7,32465,11.1,6.9,DICKINSON ISD,084901,084,94.3
084902,855,695,562,433,3573,2823,3199,9873,746,1209,5764,19.4,19.9,19.5,33643,13,10.1,GALVESTON ISD,084902,084,93.3
084903,36,27,43,27,1,292,16,312,21,56,133,16.8,12.8,14.7,30205,11.2,5.2,HIGH ISLAND ISD,084903,084,94
084904,415,339,318,260,2751,1001,474,4255,286,447,2229,21,20.5,22.5,32221,11.3,6.7,LA MARQUE ISD,084904,084,94.5
084906,505,431,350,319,1076,3285,1559,5972,534,684,2721,21.5,21.1,21.7,37555,13.5,9.3,TEXAS CITY ISD,084906,084,94.5
084908,154,82,98,66,489,539,253,1292,76,199,762,17.4,17.3,18.5,35537,13.1,7.3,HITCHCOCK ISD,084908,084,94.5
084909,373,374,308,236,13,3885,449,4363,225,432,936,22.2,23,22.2,33130,11.3,7.7,SANTA FE ISD,084909,084,95.1
084910,2450,1915,1852,1639,1907,20450,3345,28205,2636,2255,3213,21.7,22.7,23.4,35107,12.4,7.4,CLEAR CREEK ISD,084910,084,95.9
084911,435,411,370,309,64,4401,248,4864,394,473,180,24.6,24.4,24.4,33976,11.3,7,FRIENDSWOOD ISD,084911,084,96.3
085902,86,86,63,62,88,493,407,989,41,199,559,19.4,17.1,18.1,36017,13.6,9.6,POST ISD,085902,085,96.5
085903,15,19,11,18,3,92,90,185,17,28,122,12.2,8.4,15.6,30441,9,4.7,SOUTHLAND ISD,085903,085,95.5
086024,0,0,0,0,0,20,1,21,0,0,0,.,.,.,33557,11,10.5,DOSS CONS CSD,086024,086,98.4
086901,278,262,225,182,16,1857,919,2810,130,385,1072,21.4,21.1,19.7,33407,13.8,8.7,FREDERICKSBURG ISD,086901,086,96.6
086902,35,27,25,25,4,373,33,410,29,80,169,15.3,16.5,16,31674,9.2,4.5,HARPER ISD,086902,086,96
087901,42,30,26,26,0,251,148,399,27,33,180,9.8,12.4,12.6,37892,12.2,6.4,GLASSCOCK COUNTY ISD,087901,087,96.4
088902,136,120,114,105,73,770,560,1407,156,225,609,18.5,19.2,19,31060,11.4,6.7,GOLIAD ISD,088902,088,96.1
089901,244,210,171,129,333,1043,1261,2645,211,358,1508,16.4,19.1,17.4,30912,13.2,9.3,GONZALES ISD,089901,089,94.9
089903,90,75,52,50,23,365,565,958,81,124,690,13.3,12.8,15,34504,13.8,9.9,NIXON-SMILEY CONS ISD,089903,089,95.6
089905,22,13,22,10,67,15,161,243,18,38,221,12.5,11.2,13.1,31360,11.5,5,WAELDER ISD,089905,089,95.6
090902,13,5,8,11,2,172,14,190,2,24,84,18.6,8.7,14.3,32995,13.2,7.9,LEFORS ISD,090902,090,95.6
090903,15,17,22,17,5,181,8,197,6,35,96,12.7,8.3,11.3,31539,12.3,6.1,MCLEAN ISD,090903,090,95.8
090904,335,313,249,268,188,2822,727,3800,543,492,1600,18.5,17.7,19.1,33852,13.6,9.9,PAMPA ISD,090904,090,95.5
090905,0,0,0,0,0,32,4,36,0,2,8,.,.,25,32516,10.3,4.7,GRANDVIEW-HOPKINS ISD,090905,090,96.9
091901,59,56,49,53,3,744,25,772,41,143,187,17.2,18.3,18.9,32733,12.6,5.8,BELLS ISD,091901,091,96.1
091902,46,43,33,37,0,468,35,506,35,75,128,15.2,16.6,17.8,34008,12.6,5.6,COLLINSVILLE ISD,091902,091,96.9
091903,420,364,329,279,486,3889,215,4723,354,754,2075,24.4,22.8,25.1,34745,14.3,9.4,DENISON ISD,091903,091,95
091905,78,74,86,71,1,860,27,913,51,122,173,14.8,15.9,17,32092,12.5,7.6,HOWE ISD,091905,091,96.9
091906,500,399,399,321,1148,4154,682,6109,819,841,2529,23.1,22.2,24.3,33080,11,7.1,SHERMAN ISD,091906,091,94.9
091907,0,0,0,0,1,120,15,137,13,21,58,10.5,9.3,13,27279,6.8,3.3,TIOGA ISD,091907,091,96.4
091908,99,81,64,64,28,974,62,1070,66,141,205,21.4,20.2,21.2,30658,11.4,6.4,VAN ALSTYNE ISD,091908,091,96.8
091909,114,104,107,83,4,1427,49,1499,99,211,441,16.6,16.7,20.3,31907,11.6,6.2,WHITESBORO ISD,091909,091,95.4
091910,58,47,45,50,60,577,27,666,40,112,279,18.6,13.8,16.9,33550,13.3,7.1,WHITEWRIGHT ISD,091910,091,96.7
091913,128,93,77,92,1,1227,16,1257,86,155,285,19.5,19.6,19.7,33180,12.5,7.6,POTTSBORO ISD,091913,091,95.9
091914,68,68,62,57,1,828,15,865,46,132,205,17.3,17.9,16.4,34695,16.2,8.8,S AND S CONS ISD,091914,091,96.4
091917,68,46,54,54,1,515,96,615,39,121,163,19.4,16.3,17.8,30633,8.6,4.3,GUNTER ISD,091917,091,96.9
091918,62,66,66,56,5,750,10,783,45,124,143,13.7,15.1,18.1,31111,9.6,6.2,TOM BEAN ISD,091918,091,96.6
092901,187,186,147,141,456,1654,111,2236,143,462,1033,20.2,18.9,18.4,32384,13,8.1,GLADEWATER ISD,092901,092,95.9
